cohort,compartment,label,direction,scope,ligand,primary_pearson,primary_rank,planned_omissions,eligible_omissions,complete_omission_coverage,min_rank,max_rank,minimum_pearson,maximum_pearson
GSE136831,macrophages,Macrophage,up,source_agnostic_planned_panel,TGFB1,0.0273339126681877,3.0,59,59,True,2.0,6.0,0.0151266624737854,0.0332884594419391
GSE136831,macrophages,Macrophage,up,source_agnostic_planned_panel,VEGFA,0.0267759944124312,4.0,59,59,True,2.0,5.0,0.0191761635304862,0.0345487326986765
GSE136831,macrophages,Macrophage,up,source_agnostic_planned_panel,WNT5A,0.026496247269264,5.0,59,59,True,2.0,6.0,0.0214082016332134,0.0344339513608505
GSE136831,macrophages,Macrophage,up,source_agnostic_planned_panel,WNT7B,0.0418744204309896,1.0,59,59,True,1.0,1.0,0.0368937184832706,0.0497722423974187
GSE136831,macrophages,Macrophage_Alveolar,down,focused_triad,CCL2,-0.0081834095975068,2.0,55,55,True,1.0,3.0,-0.0125324471624133,-0.0012163505577339
GSE136831,macrophages,Macrophage_Alveolar,down,focused_triad,CXCL12,-0.0253109776448335,4.0,55,55,True,4.0,5.0,-0.0309325383442653,-0.0166413085529413
GSE136831,macrophages,Macrophage_Alveolar,down,focused_triad,FGF7,-0.0114087876198533,3.0,55,55,True,2.0,3.0,-0.0154441396785938,0.0003506830865616
GSE136831,macrophages,Macrophage_Alveolar,down,focused_triad,TGFB1,-0.0044359003747164,1.0,55,55,True,1.0,2.0,-0.0115866411562772,0.007589313761197
GSE136831,macrophages,Macrophage_Alveolar,down,focused_triad,VEGFA,-0.0269230752895931,5.0,55,55,True,4.0,5.0,-0.0338914540590854,-0.0184907004436949
GSE136831,macrophages,Macrophage_Alveolar,down,source_agnostic_planned_panel,CCL2,-0.0081834095975068,3.0,55,55,True,2.0,6.0,-0.0125324471624133,-0.0012163505577339
GSE136831,macrophages,Macrophage_Alveolar,down,source_agnostic_planned_panel,CXCL12,-0.0253109776448335,7.0,55,55,True,7.0,8.0,-0.0309325383442653,-0.0166413085529413
GSE136831,macrophages,Macrophage_Alveolar,down,source_agnostic_planned_panel,FGF7,-0.0114087876198533,4.0,55,55,True,3.0,6.0,-0.0154441396785938,0.0003506830865616
GSE136831,macrophages,Macrophage_Alveolar,down,source_agnostic_planned_panel,HBEGF,0.0094428484870545,1.0,55,55,True,1.0,1.0,0.0014247596643305,0.0128305967799987
GSE136831,macrophages,Macrophage_Alveolar,down,source_agnostic_planned_panel,TGFB1,-0.0044359003747164,2.0,55,55,True,2.0,4.0,-0.0115866411562772,0.007589313761197
GSE136831,macrophages,Macrophage_Alveolar,down,source_agnostic_planned_panel,VEGFA,-0.0269230752895931,8.0,55,55,True,7.0,8.0,-0.0338914540590854,-0.0184907004436949
GSE136831,macrophages,Macrophage_Alveolar,down,source_agnostic_planned_panel,WNT5A,-0.0121196990557689,6.0,55,55,True,3.0,6.0,-0.0131818123458946,-0.0041932628027291
GSE136831,macrophages,Macrophage_Alveolar,down,source_agnostic_planned_panel,WNT7B,-0.011869458057658,5.0,55,55,True,2.0,6.0,-0.014255639679695,-0.0056439452386233
GSE136831,macrophages,Macrophage_Alveolar,up,focused_triad,CCL2,0.0076566628591236,4.0,55,55,True,3.0,5.0,0.0016874170904254,0.0131042363185694
GSE136831,macrophages,Macrophage_Alveolar,up,focused_triad,CXCL12,0.0499571035255826,1.0,55,55,True,1.0,1.0,0.0456298937554806,0.0539233157550675
GSE136831,macrophages,Macrophage_Alveolar,up,focused_triad,FGF7,0.0009952514941745,5.0,55,55,True,4.0,5.0,-0.0030384986110581,0.0072344684135351
GSE136831,macrophages,Macrophage_Alveolar,up,focused_triad,TGFB1,0.0102775099324389,3.0,55,55,True,3.0,4.0,-0.0028088849814105,0.0145397064123088
GSE136831,macrophages,Macrophage_Alveolar,up,focused_triad,VEGFA,0.0427203766030939,2.0,55,55,True,2.0,2.0,0.0346564353552203,0.0466329659640258
GSE136831,macrophages,Macrophage_Alveolar,up,source_agnostic_planned_panel,CCL2,0.0076566628591236,6.0,55,55,True,5.0,8.0,0.0016874170904254,0.0131042363185694
GSE136831,macrophages,Macrophage_Alveolar,up,source_agnostic_planned_panel,CXCL12,0.0499571035255826,1.0,55,55,True,1.0,1.0,0.0456298937554806,0.0539233157550675
GSE136831,macrophages,Macrophage_Alveolar,up,source_agnostic_planned_panel,FGF7,0.0009952514941745,8.0,55,55,True,7.0,8.0,-0.0030384986110581,0.0072344684135351
GSE136831,macrophages,Macrophage_Alveolar,up,source_agnostic_planned_panel,HBEGF,0.0056976010430475,7.0,55,55,True,5.0,8.0,0.0014065826836208,0.0119263102455462
GSE136831,macrophages,Macrophage_Alveolar,up,source_agnostic_planned_panel,TGFB1,0.0102775099324389,5.0,55,55,True,5.0,7.0,-0.0028088849814105,0.0145397064123088
GSE136831,macrophages,Macrophage_Alveolar,up,source_agnostic_planned_panel,VEGFA,0.0427203766030939,2.0,55,55,True,2.0,3.0,0.0346564353552203,0.0466329659640258
GSE136831,macrophages,Macrophage_Alveolar,up,source_agnostic_planned_panel,WNT5A,0.0317095677295351,4.0,55,55,True,4.0,4.0,0.0260775803446615,0.0346048907253091
GSE136831,macrophages,Macrophage_Alveolar,up,source_agnostic_planned_panel,WNT7B,0.0379362939190556,3.0,55,55,True,2.0,3.0,0.0310861975955374,0.041524876918474
GSE136831,macrophages,__broad__,down,focused_triad,CCL2,-0.0091985741574908,2.0,59,59,True,1.0,2.0,-0.0184510537840899,-0.0065305321693416
GSE136831,macrophages,__broad__,down,focused_triad,CXCL12,-0.0338971281468904,6.0,59,59,True,5.0,7.0,-0.0454713903062847,-0.0269652026070115
GSE136831,macrophages,__broad__,down,focused_triad,FGF7,-0.0260491041669352,4.0,59,59,True,2.0,5.0,-0.0297591184303744,-0.018101051560821
GSE136831,macrophages,__broad__,down,focused_triad,HBEGF,0.020783582436888,1.0,59,57,False,1.0,1.0,0.0137128745698891,0.0234176087774962
GSE136831,macrophages,__broad__,down,focused_triad,TGFB1,-0.0347729999610104,7.0,59,59,True,3.0,7.0,-0.0396953507801903,-0.0259019832183499
GSE136831,macrophages,__broad__,down,focused_triad,VEGFA,-0.032128598471833,5.0,59,59,True,4.0,7.0,-0.0395778045091476,-0.0216030302880054
GSE136831,macrophages,__broad__,down,focused_triad,WNT5A,-0.0237643488821869,3.0,59,56,False,2.0,4.0,-0.0293289046460647,-0.0179108097029782
GSE136831,macrophages,__broad__,down,source_agnostic_planned_panel,CCL2,-0.0091985741574908,2.0,59,59,True,2.0,2.0,-0.0184510537840899,-0.0065305321693416
GSE136831,macrophages,__broad__,down,source_agnostic_planned_panel,CXCL12,-0.0338971281468904,9.0,59,59,True,8.0,10.0,-0.0454713903062847,-0.0269652026070115
GSE136831,macrophages,__broad__,down,source_agnostic_planned_panel,FGF7,-0.0260491041669352,7.0,59,59,True,3.0,8.0,-0.0297591184303744,-0.018101051560821
GSE136831,macrophages,__broad__,down,source_agnostic_planned_panel,HBEGF,0.020783582436888,1.0,59,59,True,1.0,1.0,0.0137128745698891,0.0234176087774962
GSE136831,macrophages,__broad__,down,source_agnostic_planned_panel,IL1A,-0.0196990651646019,3.0,59,59,True,3.0,7.0,-0.0268158452109813,-0.0128381570106173
GSE136831,macrophages,__broad__,down,source_agnostic_planned_panel,IL1B,-0.0211868897237704,5.0,59,59,True,3.0,7.0,-0.0315110175826121,-0.0109054203304328
GSE136831,macrophages,__broad__,down,source_agnostic_planned_panel,TGFB1,-0.0347729999610104,10.0,59,59,True,8.0,10.0,-0.0396953507801903,-0.0259019832183499
GSE136831,macrophages,__broad__,down,source_agnostic_planned_panel,VEGFA,-0.032128598471833,8.0,59,59,True,7.0,10.0,-0.0395778045091476,-0.0216030302880054
GSE136831,macrophages,__broad__,down,source_agnostic_planned_panel,WNT5A,-0.0237643488821869,6.0,59,59,True,4.0,7.0,-0.0293289046460647,-0.0179108097029782
GSE136831,macrophages,__broad__,down,source_agnostic_planned_panel,WNT7B,-0.0202317011327268,4.0,59,59,True,3.0,5.0,-0.0276146597658845,-0.0109436487336123
GSE136831,macrophages,__broad__,up,focused_triad,CCL2,0.0074084261887584,7.0,59,59,True,5.0,7.0,0.0021140805506743,0.0109449989784589
GSE136831,macrophages,__broad__,up,focused_triad,CXCL12,0.0515344358408893,1.0,59,59,True,1.0,1.0,0.0463378574024764,0.0599406814502084
GSE136831,macrophages,__broad__,up,focused_triad,FGF7,0.0123791097033341,5.0,59,59,True,4.0,7.0,0.0064763190362442,0.0206098549824541
GSE136831,macrophages,__broad__,up,focused_triad,HBEGF,0.009808151109614,6.0,59,57,False,5.0,7.0,0.0015560751566097,0.0129680014974458
GSE136831,macrophages,__broad__,up,focused_triad,TGFB1,0.0266444008083989,4.0,59,59,True,3.0,4.0,0.0122799349193782,0.0395097879493346
GSE136831,macrophages,__broad__,up,focused_triad,VEGFA,0.0446922675715911,2.0,59,59,True,2.0,3.0,0.0340437004883472,0.0538672016123934
GSE136831,macrophages,__broad__,up,focused_triad,WNT5A,0.0433709609299933,3.0,59,56,False,2.0,3.0,0.0345544504757143,0.0481997038034489
GSE136831,macrophages,__broad__,up,source_agnostic_planned_panel,CCL2,0.0074084261887584,10.0,59,59,True,8.0,10.0,0.0021140805506743,0.0109449989784589
GSE136831,macrophages,__broad__,up,source_agnostic_planned_panel,CXCL12,0.0515344358408893,2.0,59,59,True,1.0,2.0,0.0463378574024764,0.0599406814502084
GSE136831,macrophages,__broad__,up,source_agnostic_planned_panel,FGF7,0.0123791097033341,8.0,59,59,True,6.0,10.0,0.0064763190362442,0.0206098549824541
GSE136831,macrophages,__broad__,up,source_agnostic_planned_panel,HBEGF,0.009808151109614,9.0,59,59,True,6.0,10.0,0.0015560751566097,0.0129680014974458
GSE136831,macrophages,__broad__,up,source_agnostic_planned_panel,IL1A,0.0170474414235286,6.0,59,59,True,6.0,9.0,0.0023009569661386,0.0233426792567427
GSE136831,macrophages,__broad__,up,source_agnostic_planned_panel,IL1B,0.0133803707154681,7.0,59,59,True,6.0,10.0,-0.0017553320693331,0.0217284949602052
GSE136831,macrophages,__broad__,up,source_agnostic_planned_panel,TGFB1,0.0266444008083989,5.0,59,59,True,5.0,5.0,0.0122799349193782,0.0395097879493346
GSE136831,macrophages,__broad__,up,source_agnostic_planned_panel,VEGFA,0.0446922675715911,3.0,59,59,True,3.0,4.0,0.0340437004883472,0.0538672016123934
GSE136831,macrophages,__broad__,up,source_agnostic_planned_panel,WNT5A,0.0433709609299933,4.0,59,59,True,3.0,4.0,0.0345544504757143,0.0481997038034489
GSE136831,macrophages,__broad__,up,source_agnostic_planned_panel,WNT7B,0.0541296493671036,1.0,59,59,True,1.0,2.0,0.0482183252972636,0.0597759003844224
