cohort,ligand,receptor,retained_in_targeted_panel,not_retained_genes,note
GSE136831,AREG,EGFR,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,AREG,ERBB2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,AREG,ERBB3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,AREG,MMP9,False,MMP9,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CCL2,CCR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CCL2,CCR3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CCL2,CCR5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CCL2,CCR4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CCL2,ACKR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CCL2,ACKR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CCL2,CCR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CCL2,CCR10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CCL2,ACKR4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL1,CXCR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL1,ACKR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL1,CXCR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL12,ACKR3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL12,CXCR3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL12,CXCR4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL12,ITGB1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL12,CD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL12,DPP4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL2,CXCR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL2,ACKR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL2,CXCR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL2,XCR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,CXCL2,DPP4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,FGF10,FGFR3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,FGF10,FGFR4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,FGF10,FGFR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,FGF10,FGFRL1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,FGF10,FGFR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,FGF7,FGFR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,FGF7,FGFR4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,FGF7,FGFR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,FGF7,FGFR3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,FGF7,NRP1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,HBEGF,MOG,False,MOG,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,HBEGF,CD6,False,CD6,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,HBEGF,EGFR,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,HBEGF,ERBB4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE136831,HBEGF,CD44,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
