compartment,label,omitted_donor,direction,ligand,pearson,cohort,scope,rank,ranked_ligands
fibroblasts,__broad__,__none__,down,IL1B,0.0962570993307141,GSE136831,source_agnostic_planned_panel,1.0,16
fibroblasts,__broad__,__none__,down,TGFB1,0.0918283382643291,GSE136831,source_agnostic_planned_panel,3.0,16
fibroblasts,__broad__,__none__,down,VEGFA,0.0510332147143178,GSE136831,source_agnostic_planned_panel,5.0,16
fibroblasts,__broad__,__none__,down,WNT10B,0.0429379946494949,GSE136831,source_agnostic_planned_panel,12.0,16
fibroblasts,__broad__,__none__,down,WNT2,0.0463315315397144,GSE136831,source_agnostic_planned_panel,8.0,16
fibroblasts,__broad__,__none__,down,WNT2B,0.0430638836831539,GSE136831,source_agnostic_planned_panel,11.0,16
fibroblasts,__broad__,__none__,down,WNT4,0.049633861740409,GSE136831,source_agnostic_planned_panel,6.0,16
fibroblasts,__broad__,__none__,down,WNT5A,0.0594870285400233,GSE136831,source_agnostic_planned_panel,4.0,16
fibroblasts,__broad__,__none__,down,WNT5B,0.0417402099125526,GSE136831,source_agnostic_planned_panel,13.0,16
fibroblasts,__broad__,__none__,down,WNT7B,0.0443798320027464,GSE136831,source_agnostic_planned_panel,9.0,16
fibroblasts,__broad__,__none__,down,WNT9A,0.0442365231577185,GSE136831,source_agnostic_planned_panel,10.0,16
macrophages,Macrophage,__none__,up,CCL2,0.0048467965607255,GSE136831,focused_triad,6.0,7
macrophages,Macrophage,__none__,up,CXCL12,0.028693123615161,GSE136831,focused_triad,1.0,7
macrophages,Macrophage,__none__,up,FGF7,0.020783580180723,GSE136831,focused_triad,5.0,7
macrophages,Macrophage,__none__,up,HBEGF,-0.007711610645537,GSE136831,focused_triad,7.0,7
macrophages,Macrophage,__none__,up,TGFB1,0.0273339126681877,GSE136831,focused_triad,2.0,7
macrophages,Macrophage,__none__,up,VEGFA,0.0267759944124312,GSE136831,focused_triad,3.0,7
macrophages,Macrophage,__none__,up,WNT5A,0.026496247269264,GSE136831,focused_triad,4.0,7
macrophages,Macrophage,__none__,down,CCL2,0.0059566840656033,GSE136831,focused_triad,2.0,7
macrophages,Macrophage,__none__,down,CXCL12,-0.0096805500907559,GSE136831,focused_triad,5.0,7
macrophages,Macrophage,__none__,down,FGF7,-0.0185538818083449,GSE136831,focused_triad,7.0,7
macrophages,Macrophage,__none__,down,HBEGF,0.0228634403677179,GSE136831,focused_triad,1.0,7
macrophages,Macrophage,__none__,down,TGFB1,-0.0070456071235564,GSE136831,focused_triad,4.0,7
macrophages,Macrophage,__none__,down,VEGFA,-0.0100561440907888,GSE136831,focused_triad,6.0,7
macrophages,Macrophage,__none__,down,WNT5A,-0.0029013698464035,GSE136831,focused_triad,3.0,7
macrophages,Macrophage,__none__,up,CCL2,0.0048467965607255,GSE136831,source_agnostic_planned_panel,8.0,10
macrophages,Macrophage,__none__,up,CXCL12,0.028693123615161,GSE136831,source_agnostic_planned_panel,2.0,10
macrophages,Macrophage,__none__,up,FGF7,0.020783580180723,GSE136831,source_agnostic_planned_panel,6.0,10
macrophages,Macrophage,__none__,up,HBEGF,-0.007711610645537,GSE136831,source_agnostic_planned_panel,10.0,10
macrophages,Macrophage,__none__,up,IL1A,0.0059342837562358,GSE136831,source_agnostic_planned_panel,7.0,10
macrophages,Macrophage,__none__,up,IL1B,-0.000665636975851,GSE136831,source_agnostic_planned_panel,9.0,10
macrophages,Macrophage,__none__,up,TGFB1,0.0273339126681877,GSE136831,source_agnostic_planned_panel,3.0,10
macrophages,Macrophage,__none__,up,VEGFA,0.0267759944124312,GSE136831,source_agnostic_planned_panel,4.0,10
macrophages,Macrophage,__none__,up,WNT5A,0.026496247269264,GSE136831,source_agnostic_planned_panel,5.0,10
macrophages,Macrophage,__none__,up,WNT7B,0.0418744204309896,GSE136831,source_agnostic_planned_panel,1.0,10
macrophages,Macrophage,__none__,down,CCL2,0.0059566840656033,GSE136831,source_agnostic_planned_panel,4.0,10
macrophages,Macrophage,__none__,down,CXCL12,-0.0096805500907559,GSE136831,source_agnostic_planned_panel,8.0,10
macrophages,Macrophage,__none__,down,FGF7,-0.0185538818083449,GSE136831,source_agnostic_planned_panel,10.0,10
macrophages,Macrophage,__none__,down,HBEGF,0.0228634403677179,GSE136831,source_agnostic_planned_panel,1.0,10
macrophages,Macrophage,__none__,down,IL1A,0.0082037597410544,GSE136831,source_agnostic_planned_panel,3.0,10
macrophages,Macrophage,__none__,down,IL1B,0.0087073289458054,GSE136831,source_agnostic_planned_panel,2.0,10
macrophages,Macrophage,__none__,down,TGFB1,-0.0070456071235564,GSE136831,source_agnostic_planned_panel,7.0,10
macrophages,Macrophage,__none__,down,VEGFA,-0.0100561440907888,GSE136831,source_agnostic_planned_panel,9.0,10
macrophages,Macrophage,__none__,down,WNT5A,-0.0029013698464035,GSE136831,source_agnostic_planned_panel,6.0,10
macrophages,Macrophage,__none__,down,WNT7B,0.004148279932964,GSE136831,source_agnostic_planned_panel,5.0,10
macrophages,Macrophage_Alveolar,__none__,up,CCL2,0.0076566628591236,GSE136831,focused_triad,4.0,5
macrophages,Macrophage_Alveolar,__none__,up,CXCL12,0.0499571035255826,GSE136831,focused_triad,1.0,5
macrophages,Macrophage_Alveolar,__none__,up,FGF7,0.0009952514941745,GSE136831,focused_triad,5.0,5
macrophages,Macrophage_Alveolar,__none__,up,TGFB1,0.0102775099324389,GSE136831,focused_triad,3.0,5
macrophages,Macrophage_Alveolar,__none__,up,VEGFA,0.0427203766030939,GSE136831,focused_triad,2.0,5
macrophages,Macrophage_Alveolar,__none__,down,CCL2,-0.0081834095975068,GSE136831,focused_triad,2.0,5
macrophages,Macrophage_Alveolar,__none__,down,CXCL12,-0.0253109776448335,GSE136831,focused_triad,4.0,5
macrophages,Macrophage_Alveolar,__none__,down,FGF7,-0.0114087876198533,GSE136831,focused_triad,3.0,5
macrophages,Macrophage_Alveolar,__none__,down,TGFB1,-0.0044359003747164,GSE136831,focused_triad,1.0,5
macrophages,Macrophage_Alveolar,__none__,down,VEGFA,-0.0269230752895931,GSE136831,focused_triad,5.0,5
macrophages,Macrophage_Alveolar,__none__,up,CCL2,0.0076566628591236,GSE136831,source_agnostic_planned_panel,6.0,8
macrophages,Macrophage_Alveolar,__none__,up,CXCL12,0.0499571035255826,GSE136831,source_agnostic_planned_panel,1.0,8
macrophages,Macrophage_Alveolar,__none__,up,FGF7,0.0009952514941745,GSE136831,source_agnostic_planned_panel,8.0,8
macrophages,Macrophage_Alveolar,__none__,up,HBEGF,0.0056976010430475,GSE136831,source_agnostic_planned_panel,7.0,8
macrophages,Macrophage_Alveolar,__none__,up,TGFB1,0.0102775099324389,GSE136831,source_agnostic_planned_panel,5.0,8
macrophages,Macrophage_Alveolar,__none__,up,VEGFA,0.0427203766030939,GSE136831,source_agnostic_planned_panel,2.0,8
macrophages,Macrophage_Alveolar,__none__,up,WNT5A,0.0317095677295351,GSE136831,source_agnostic_planned_panel,4.0,8
macrophages,Macrophage_Alveolar,__none__,up,WNT7B,0.0379362939190556,GSE136831,source_agnostic_planned_panel,3.0,8
macrophages,Macrophage_Alveolar,__none__,down,CCL2,-0.0081834095975068,GSE136831,source_agnostic_planned_panel,3.0,8
macrophages,Macrophage_Alveolar,__none__,down,CXCL12,-0.0253109776448335,GSE136831,source_agnostic_planned_panel,7.0,8
macrophages,Macrophage_Alveolar,__none__,down,FGF7,-0.0114087876198533,GSE136831,source_agnostic_planned_panel,4.0,8
macrophages,Macrophage_Alveolar,__none__,down,HBEGF,0.0094428484870545,GSE136831,source_agnostic_planned_panel,1.0,8
macrophages,Macrophage_Alveolar,__none__,down,TGFB1,-0.0044359003747164,GSE136831,source_agnostic_planned_panel,2.0,8
macrophages,Macrophage_Alveolar,__none__,down,VEGFA,-0.0269230752895931,GSE136831,source_agnostic_planned_panel,8.0,8
macrophages,Macrophage_Alveolar,__none__,down,WNT5A,-0.0121196990557689,GSE136831,source_agnostic_planned_panel,6.0,8
macrophages,Macrophage_Alveolar,__none__,down,WNT7B,-0.011869458057658,GSE136831,source_agnostic_planned_panel,5.0,8
macrophages,__broad__,__none__,up,CCL2,0.0074084261887584,GSE136831,focused_triad,7.0,7
macrophages,__broad__,__none__,up,CXCL12,0.0515344358408893,GSE136831,focused_triad,1.0,7
macrophages,__broad__,__none__,up,FGF7,0.0123791097033341,GSE136831,focused_triad,5.0,7
macrophages,__broad__,__none__,up,HBEGF,0.009808151109614,GSE136831,focused_triad,6.0,7
macrophages,__broad__,__none__,up,TGFB1,0.0266444008083989,GSE136831,focused_triad,4.0,7
macrophages,__broad__,__none__,up,VEGFA,0.0446922675715911,GSE136831,focused_triad,2.0,7
macrophages,__broad__,__none__,up,WNT5A,0.0433709609299933,GSE136831,focused_triad,3.0,7
macrophages,__broad__,__none__,down,CCL2,-0.0091985741574908,GSE136831,focused_triad,2.0,7
macrophages,__broad__,__none__,down,CXCL12,-0.0338971281468904,GSE136831,focused_triad,6.0,7
macrophages,__broad__,__none__,down,FGF7,-0.0260491041669352,GSE136831,focused_triad,4.0,7
macrophages,__broad__,__none__,down,HBEGF,0.020783582436888,GSE136831,focused_triad,1.0,7
macrophages,__broad__,__none__,down,TGFB1,-0.0347729999610104,GSE136831,focused_triad,7.0,7
macrophages,__broad__,__none__,down,VEGFA,-0.032128598471833,GSE136831,focused_triad,5.0,7
macrophages,__broad__,__none__,down,WNT5A,-0.0237643488821869,GSE136831,focused_triad,3.0,7
macrophages,__broad__,__none__,up,CCL2,0.0074084261887584,GSE136831,source_agnostic_planned_panel,10.0,10
macrophages,__broad__,__none__,up,CXCL12,0.0515344358408893,GSE136831,source_agnostic_planned_panel,2.0,10
macrophages,__broad__,__none__,up,FGF7,0.0123791097033341,GSE136831,source_agnostic_planned_panel,8.0,10
macrophages,__broad__,__none__,up,HBEGF,0.009808151109614,GSE136831,source_agnostic_planned_panel,9.0,10
macrophages,__broad__,__none__,up,IL1A,0.0170474414235286,GSE136831,source_agnostic_planned_panel,6.0,10
macrophages,__broad__,__none__,up,IL1B,0.0133803707154681,GSE136831,source_agnostic_planned_panel,7.0,10
macrophages,__broad__,__none__,up,TGFB1,0.0266444008083989,GSE136831,source_agnostic_planned_panel,5.0,10
macrophages,__broad__,__none__,up,VEGFA,0.0446922675715911,GSE136831,source_agnostic_planned_panel,3.0,10
macrophages,__broad__,__none__,up,WNT5A,0.0433709609299933,GSE136831,source_agnostic_planned_panel,4.0,10
macrophages,__broad__,__none__,up,WNT7B,0.0541296493671036,GSE136831,source_agnostic_planned_panel,1.0,10
macrophages,__broad__,__none__,down,CCL2,-0.0091985741574908,GSE136831,source_agnostic_planned_panel,2.0,10
macrophages,__broad__,__none__,down,CXCL12,-0.0338971281468904,GSE136831,source_agnostic_planned_panel,9.0,10
macrophages,__broad__,__none__,down,FGF7,-0.0260491041669352,GSE136831,source_agnostic_planned_panel,7.0,10
macrophages,__broad__,__none__,down,HBEGF,0.020783582436888,GSE136831,source_agnostic_planned_panel,1.0,10
macrophages,__broad__,__none__,down,IL1A,-0.0196990651646019,GSE136831,source_agnostic_planned_panel,3.0,10
macrophages,__broad__,__none__,down,IL1B,-0.0211868897237704,GSE136831,source_agnostic_planned_panel,5.0,10
macrophages,__broad__,__none__,down,TGFB1,-0.0347729999610104,GSE136831,source_agnostic_planned_panel,10.0,10
macrophages,__broad__,__none__,down,VEGFA,-0.032128598471833,GSE136831,source_agnostic_planned_panel,8.0,10
macrophages,__broad__,__none__,down,WNT5A,-0.0237643488821869,GSE136831,source_agnostic_planned_panel,6.0,10
macrophages,__broad__,__none__,down,WNT7B,-0.0202317011327268,GSE136831,source_agnostic_planned_panel,4.0,10
AT2,AT2,__none__,up,AREG,0.0586034343479417,GSE135893,focused_triad,2.0,4
AT2,AT2,__none__,up,CXCL2,0.0743551444482965,GSE135893,focused_triad,1.0,4
AT2,AT2,__none__,up,HBEGF,0.0254231253141076,GSE135893,focused_triad,4.0,4
AT2,AT2,__none__,up,VEGFA,0.0419813062484859,GSE135893,focused_triad,3.0,4
AT2,AT2,__none__,down,AREG,0.0025882380772254,GSE135893,focused_triad,1.0,4
AT2,AT2,__none__,down,CXCL2,-0.0095847759043624,GSE135893,focused_triad,3.0,4
AT2,AT2,__none__,down,HBEGF,-0.0162604971144913,GSE135893,focused_triad,4.0,4
AT2,AT2,__none__,down,VEGFA,0.0002902328380818,GSE135893,focused_triad,2.0,4
AT2,AT2,__none__,up,AREG,0.0586034343479417,GSE135893,source_agnostic_planned_panel,10.0,12
AT2,AT2,__none__,up,CXCL12,0.0627386843481812,GSE135893,source_agnostic_planned_panel,5.0,12
AT2,AT2,__none__,up,CXCL2,0.0743551444482965,GSE135893,source_agnostic_planned_panel,2.0,12
AT2,AT2,__none__,up,HBEGF,0.0254231253141076,GSE135893,source_agnostic_planned_panel,12.0,12
AT2,AT2,__none__,up,VEGFA,0.0419813062484859,GSE135893,source_agnostic_planned_panel,11.0,12
AT2,AT2,__none__,up,WNT10A,0.059969965615508,GSE135893,source_agnostic_planned_panel,9.0,12
AT2,AT2,__none__,up,WNT4,0.0660745434237342,GSE135893,source_agnostic_planned_panel,3.0,12
AT2,AT2,__none__,up,WNT5A,0.0779740922484269,GSE135893,source_agnostic_planned_panel,1.0,12
AT2,AT2,__none__,up,WNT5B,0.0652881691468449,GSE135893,source_agnostic_planned_panel,4.0,12
AT2,AT2,__none__,up,WNT7A,0.060315020150766,GSE135893,source_agnostic_planned_panel,8.0,12
AT2,AT2,__none__,up,WNT7B,0.0620913892940633,GSE135893,source_agnostic_planned_panel,6.0,12
AT2,AT2,__none__,up,WNT9A,0.0609476806715413,GSE135893,source_agnostic_planned_panel,7.0,12
AT2,AT2,__none__,down,AREG,0.0025882380772254,GSE135893,source_agnostic_planned_panel,8.0,12
AT2,AT2,__none__,down,CXCL12,-0.002931691950803,GSE135893,source_agnostic_planned_panel,10.0,12
AT2,AT2,__none__,down,CXCL2,-0.0095847759043624,GSE135893,source_agnostic_planned_panel,11.0,12
AT2,AT2,__none__,down,HBEGF,-0.0162604971144913,GSE135893,source_agnostic_planned_panel,12.0,12
AT2,AT2,__none__,down,VEGFA,0.0002902328380818,GSE135893,source_agnostic_planned_panel,9.0,12
AT2,AT2,__none__,down,WNT10A,0.0292444784505148,GSE135893,source_agnostic_planned_panel,1.0,12
AT2,AT2,__none__,down,WNT4,0.0244975056164281,GSE135893,source_agnostic_planned_panel,6.0,12
AT2,AT2,__none__,down,WNT5A,0.0200364362009348,GSE135893,source_agnostic_planned_panel,7.0,12
AT2,AT2,__none__,down,WNT5B,0.0266929823739701,GSE135893,source_agnostic_planned_panel,5.0,12
AT2,AT2,__none__,down,WNT7A,0.0287396513839128,GSE135893,source_agnostic_planned_panel,2.0,12
AT2,AT2,__none__,down,WNT7B,0.0286580108923735,GSE135893,source_agnostic_planned_panel,3.0,12
AT2,AT2,__none__,down,WNT9A,0.0277005702313472,GSE135893,source_agnostic_planned_panel,4.0,12
macrophages,Macrophages,__none__,up,CCL2,0.102198513576601,GSE135893,focused_triad,2.0,5
macrophages,Macrophages,__none__,up,CXCL12,0.0564116173735873,GSE135893,focused_triad,5.0,5
macrophages,Macrophages,__none__,up,FGF7,0.0717829816603145,GSE135893,focused_triad,4.0,5
macrophages,Macrophages,__none__,up,TGFB1,0.13818893339473,GSE135893,focused_triad,1.0,5
macrophages,Macrophages,__none__,up,VEGFA,0.0787620341375089,GSE135893,focused_triad,3.0,5
macrophages,Macrophages,__none__,down,CCL2,-0.0090360109385018,GSE135893,focused_triad,5.0,5
macrophages,Macrophages,__none__,down,CXCL12,-0.0071600265514634,GSE135893,focused_triad,4.0,5
macrophages,Macrophages,__none__,down,FGF7,0.005300620089226,GSE135893,focused_triad,2.0,5
macrophages,Macrophages,__none__,down,TGFB1,0.0127821241764507,GSE135893,focused_triad,1.0,5
macrophages,Macrophages,__none__,down,VEGFA,-0.0029044756808209,GSE135893,focused_triad,3.0,5
macrophages,Macrophages,__none__,up,CCL2,0.102198513576601,GSE135893,source_agnostic_planned_panel,2.0,8
macrophages,Macrophages,__none__,up,CXCL12,0.0564116173735873,GSE135893,source_agnostic_planned_panel,7.0,8
macrophages,Macrophages,__none__,up,FGF7,0.0717829816603145,GSE135893,source_agnostic_planned_panel,5.0,8
macrophages,Macrophages,__none__,up,HBEGF,0.0169145492419644,GSE135893,source_agnostic_planned_panel,8.0,8
macrophages,Macrophages,__none__,up,IL1B,0.0988927473107274,GSE135893,source_agnostic_planned_panel,3.0,8
macrophages,Macrophages,__none__,up,TGFB1,0.13818893339473,GSE135893,source_agnostic_planned_panel,1.0,8
macrophages,Macrophages,__none__,up,VEGFA,0.0787620341375089,GSE135893,source_agnostic_planned_panel,4.0,8
macrophages,Macrophages,__none__,up,WNT7B,0.0677299395766874,GSE135893,source_agnostic_planned_panel,6.0,8
macrophages,Macrophages,__none__,down,CCL2,-0.0090360109385018,GSE135893,source_agnostic_planned_panel,7.0,8
macrophages,Macrophages,__none__,down,CXCL12,-0.0071600265514634,GSE135893,source_agnostic_planned_panel,6.0,8
macrophages,Macrophages,__none__,down,FGF7,0.005300620089226,GSE135893,source_agnostic_planned_panel,2.0,8
macrophages,Macrophages,__none__,down,HBEGF,-0.0118929406863634,GSE135893,source_agnostic_planned_panel,8.0,8
macrophages,Macrophages,__none__,down,IL1B,0.0035871241718162,GSE135893,source_agnostic_planned_panel,3.0,8
macrophages,Macrophages,__none__,down,TGFB1,0.0127821241764507,GSE135893,source_agnostic_planned_panel,1.0,8
macrophages,Macrophages,__none__,down,VEGFA,-0.0029044756808209,GSE135893,source_agnostic_planned_panel,4.0,8
macrophages,Macrophages,__none__,down,WNT7B,-0.0036181178014238,GSE135893,source_agnostic_planned_panel,5.0,8
macrophages,__broad__,__none__,up,CCL2,0.099325360917811,GSE135893,focused_triad,2.0,5
macrophages,__broad__,__none__,up,CXCL12,0.0550094620706196,GSE135893,focused_triad,5.0,5
macrophages,__broad__,__none__,up,FGF7,0.07249527717926,GSE135893,focused_triad,4.0,5
macrophages,__broad__,__none__,up,TGFB1,0.133424269893204,GSE135893,focused_triad,1.0,5
macrophages,__broad__,__none__,up,VEGFA,0.0733050677442817,GSE135893,focused_triad,3.0,5
