cohort,compartment,label,ligand,source_label,focused_direction,matching_receptors,eligible_IPF_donors,donors,minimum_required
GSE136831,macrophages,Macrophage_Alveolar,CCL2,Goblet,False,CCR1,5,010I;157I;174I;209I;222I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,ILC_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,ILC_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,Ionocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,Lymphatic,False,CCR1,2,021I;040I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,Macrophage,False,CCR1,27,010I;021I;022I;040I;041I;051I;053I;063I;123I;135I;145I;157I;158I;166I;174I;177I;179I;209I;212I;221I;222I;225I;228I;29I;47I;49I;59I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,Macrophage_Alveolar,False,CCR1,7,021I;022I;051I;209I;221I;228I;59I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,Mast,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,Mesothelial,False,CCR1,1,177I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,Myofibroblast,True,CCR1,8,021I;022I;040I;051I;063I;225I;228I;49I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,NK,False,CCR1,1,228I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,PNEC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,Pericyte,False,CCR1,2,022I;225I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,SMC,False,CCR1,3,021I;022I;225I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,T,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,T_Cytotoxic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,T_Regulatory,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,VE_Arterial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,VE_Capillary_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,VE_Capillary_B,False,CCR1,2,022I;225I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,VE_Peribronchial,False,CCR1,10,021I;022I;040I;041I;051I;063I;225I;228I;49I;59I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,VE_Venous,False,CCR1,1,225I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,cDC1,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,cDC2,False,CCR1,3,021I;022I;209I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,cMonocyte,False,CCR1,1,021I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,ncMonocyte,False,CCR1,1,021I,3
GSE136831,macrophages,Macrophage_Alveolar,CCL2,pDC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,ATI,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,ATII,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Aberrant_Basaloid,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,B_Plasma,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Basal,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Ciliated,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Club,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,DC_Langerhans,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,DC_Mature,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Fibroblast,True,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Goblet,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,ILC_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,ILC_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Ionocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Lymphatic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Macrophage,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Macrophage_Alveolar,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Mast,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Mesothelial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Myofibroblast,True,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,NK,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,PNEC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,Pericyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,SMC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,T,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,T_Cytotoxic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,T_Regulatory,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,VE_Arterial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,VE_Capillary_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,VE_Capillary_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,VE_Peribronchial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,VE_Venous,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,cDC1,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,cDC2,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,cMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,ncMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL1,pDC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,ATI,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,ATII,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Aberrant_Basaloid,False,ACKR3;CD4;CXCR4;ITGB1,1,209I,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,B_Plasma,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Basal,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Ciliated,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Club,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,DC_Langerhans,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,DC_Mature,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Fibroblast,True,ACKR3;CD4;CXCR4;ITGB1,9,010I;021I;022I;040I;041I;051I;135I;174I;228I,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Goblet,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,ILC_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,ILC_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Ionocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Lymphatic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Macrophage,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Macrophage_Alveolar,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Mast,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Mesothelial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Myofibroblast,True,ACKR3;CD4;CXCR4;ITGB1,8,021I;022I;040I;051I;063I;225I;228I;49I,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,NK,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,PNEC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,Pericyte,False,ACKR3;CD4;CXCR4;ITGB1,1,022I,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,SMC,False,ACKR3;CD4;CXCR4;ITGB1,3,021I;022I;225I,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,T,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,T_Cytotoxic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,T_Regulatory,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,VE_Arterial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,VE_Capillary_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,VE_Capillary_B,False,ACKR3;CD4;CXCR4;ITGB1,1,225I,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,VE_Peribronchial,False,ACKR3;CD4;CXCR4;ITGB1,10,021I;022I;040I;041I;051I;063I;225I;228I;49I;59I,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,VE_Venous,False,ACKR3;CD4;CXCR4;ITGB1,2,166I;225I,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,cDC1,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,cDC2,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,cMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,ncMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL12,pDC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,ATI,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,ATII,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Aberrant_Basaloid,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,B_Plasma,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Basal,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Ciliated,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Club,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,DC_Langerhans,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,DC_Mature,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Fibroblast,True,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Goblet,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,ILC_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,ILC_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Ionocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Lymphatic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Macrophage,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Macrophage_Alveolar,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Mast,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Mesothelial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Myofibroblast,True,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,NK,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,PNEC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,Pericyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,SMC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,T,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,T_Cytotoxic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,T_Regulatory,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,VE_Arterial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,VE_Capillary_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,VE_Capillary_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,VE_Peribronchial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,VE_Venous,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,cDC1,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,cDC2,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,cMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,ncMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,CXCL2,pDC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,ATI,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,ATII,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Aberrant_Basaloid,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,B_Plasma,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Basal,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Ciliated,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Club,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,DC_Langerhans,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,DC_Mature,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Fibroblast,True,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Goblet,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,ILC_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,ILC_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Ionocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Lymphatic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Macrophage,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Macrophage_Alveolar,False,FGFR1,1,59I,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Mast,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Mesothelial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Myofibroblast,True,FGFR1,1,228I,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,NK,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,PNEC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,Pericyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,SMC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,T,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,T_Cytotoxic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,T_Regulatory,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,VE_Arterial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,VE_Capillary_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,VE_Capillary_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,VE_Peribronchial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,VE_Venous,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,cDC1,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,cDC2,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,cMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,ncMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF10,pDC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,ATI,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,ATII,False,NRP1,1,158I,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Aberrant_Basaloid,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,B_Plasma,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Basal,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Ciliated,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Club,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,DC_Langerhans,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,DC_Mature,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Fibroblast,True,FGFR1;NRP1,9,010I;021I;022I;040I;041I;051I;135I;174I;228I,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Goblet,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,ILC_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,ILC_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Ionocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Lymphatic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Macrophage,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Macrophage_Alveolar,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Mast,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Mesothelial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Myofibroblast,True,FGFR1;NRP1,8,021I;022I;040I;051I;063I;225I;228I;49I,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,NK,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,PNEC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,Pericyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,SMC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,T,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,T_Cytotoxic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,T_Regulatory,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,VE_Arterial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,VE_Capillary_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,VE_Capillary_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,VE_Peribronchial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,VE_Venous,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,cDC1,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,cDC2,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,cMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,ncMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,FGF7,pDC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,ATI,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,ATII,False,CD44;CD82;CD9,2,022I;158I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Aberrant_Basaloid,False,CD44;CD82;CD9,2,135I;209I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,B_Plasma,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Basal,False,CD44;CD82;CD9,5,022I;157I;158I;174I;222I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Ciliated,False,CD44;CD82;CD9;ERBB4,1,29I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Club,False,CD44;CD82;CD9,6,135I;157I;177I;212I;221I;222I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,DC_Langerhans,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,DC_Mature,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Fibroblast,True,CD44;CD82;CD9,2,041I;228I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Goblet,False,CD44;CD82;CD9;ERBB4,6,010I;135I;157I;174I;209I;222I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,ILC_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,ILC_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Ionocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Lymphatic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Macrophage,False,CD44;CD82;CD9;ERBB4,29,010I;021I;022I;025I;040I;041I;051I;053I;063I;123I;135I;145I;157I;158I;166I;174I;177I;179I;209I;210I;212I;221I;222I;225I;228I;29I;47I;49I;59I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Macrophage_Alveolar,False,CD44;CD82;CD9;ERBB4,29,010I;021I;022I;025I;040I;041I;051I;053I;063I;123I;135I;145I;157I;158I;166I;174I;177I;179I;209I;210I;212I;221I;222I;225I;228I;29I;47I;49I;59I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Mast,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Mesothelial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Myofibroblast,True,CD44;CD82;CD9,2,051I;228I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,NK,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,PNEC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,Pericyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,SMC,False,CD44;CD82;CD9;ERBB4,1,021I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,T,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,T_Cytotoxic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,T_Regulatory,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,VE_Arterial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,VE_Capillary_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,VE_Capillary_B,False,CD44;CD82;CD9,2,022I;225I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,VE_Peribronchial,False,CD44;CD82;CD9;ERBB4,10,021I;022I;040I;041I;051I;063I;225I;228I;49I;59I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,VE_Venous,False,CD44;CD82;CD9,2,166I;225I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,cDC1,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,cDC2,False,CD44;CD82;CD9;ERBB4,20,010I;021I;022I;025I;041I;053I;135I;145I;157I;158I;174I;177I;179I;209I;210I;212I;221I;222I;225I;49I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,cMonocyte,False,CD44;CD82;CD9;ERBB4,24,010I;021I;022I;040I;041I;051I;053I;123I;135I;145I;157I;158I;166I;174I;177I;179I;209I;210I;212I;221I;222I;225I;29I;49I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,ncMonocyte,False,CD44;CD82;CD9;ERBB4,13,021I;022I;041I;135I;145I;157I;158I;166I;174I;221I;222I;225I;49I,3
GSE136831,macrophages,Macrophage_Alveolar,HBEGF,pDC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,ATI,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,ATII,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Aberrant_Basaloid,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,B_Plasma,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Basal,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Ciliated,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Club,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,DC_Langerhans,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,DC_Mature,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Fibroblast,True,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Goblet,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,ILC_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,ILC_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Ionocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Lymphatic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Macrophage,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Macrophage_Alveolar,False,IL1R1_IL1RAP,2,021I;59I,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Mast,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Mesothelial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Myofibroblast,True,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,NK,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,PNEC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,Pericyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,SMC,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,T,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,T_Cytotoxic,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,T_Regulatory,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,VE_Arterial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,VE_Capillary_A,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,VE_Capillary_B,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,VE_Peribronchial,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,VE_Venous,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,cDC1,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,cDC2,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,cMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,ncMonocyte,False,,0,,3
GSE136831,macrophages,Macrophage_Alveolar,IL1A,pDC,False,,0,,3
