cohort,compartment,label,ligand,source_label,focused_direction,matching_receptors,eligible_IPF_donors,donors,minimum_required
GSE136831,fibroblasts,Fibroblast,WNT8A,cDC2,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8A,cMonocyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8A,ncMonocyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8A,pDC,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,ATI,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,ATII,True,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Aberrant_Basaloid,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,B,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,B_Plasma,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Basal,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Ciliated,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Club,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,DC_Langerhans,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,DC_Mature,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Fibroblast,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Goblet,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,ILC_A,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,ILC_B,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Ionocyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Lymphatic,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Macrophage,True,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Macrophage_Alveolar,True,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Mast,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Mesothelial,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Myofibroblast,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,NK,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,PNEC,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,Pericyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,SMC,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,T,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,T_Cytotoxic,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,T_Regulatory,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,VE_Arterial,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,VE_Capillary_A,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,VE_Capillary_B,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,VE_Peribronchial,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,VE_Venous,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,cDC1,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,cDC2,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,cMonocyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,ncMonocyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT8B,pDC,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,ATI,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,ATII,True,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Aberrant_Basaloid,False,LRP6;MUSK,1,135I,3
GSE136831,fibroblasts,Fibroblast,WNT9A,B,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,B_Plasma,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Basal,False,FZD4;FZD6;FZD7;LRP6;MUSK,2,022I;174I,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Ciliated,False,FZD1;FZD4;FZD6;FZD7;LRP5;LRP6;MUSK,9,010I;021I;022I;040I;041I;051I;135I;138I;228I,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Club,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,DC_Langerhans,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,DC_Mature,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Fibroblast,False,FZD1;FZD4;FZD6;FZD7;LRP5;LRP6;MUSK,8,010I;021I;022I;040I;041I;051I;138I;228I,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Goblet,False,FZD1;FZD4;FZD7;LRP6;MUSK,1,138I,3
GSE136831,fibroblasts,Fibroblast,WNT9A,ILC_A,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,ILC_B,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Ionocyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Lymphatic,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Macrophage,True,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Macrophage_Alveolar,True,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Mast,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Mesothelial,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Myofibroblast,False,FZD7;LRP6;MUSK,1,040I,3
GSE136831,fibroblasts,Fibroblast,WNT9A,NK,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,PNEC,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,Pericyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,SMC,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,T,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,T_Cytotoxic,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,T_Regulatory,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,VE_Arterial,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,VE_Capillary_A,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,VE_Capillary_B,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,VE_Peribronchial,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,VE_Venous,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,cDC1,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,cDC2,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,cMonocyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,ncMonocyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9A,pDC,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,ATI,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,ATII,True,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Aberrant_Basaloid,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,B,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,B_Plasma,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Basal,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Ciliated,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Club,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,DC_Langerhans,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,DC_Mature,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Fibroblast,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Goblet,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,ILC_A,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,ILC_B,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Ionocyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Lymphatic,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Macrophage,True,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Macrophage_Alveolar,True,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Mast,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Mesothelial,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Myofibroblast,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,NK,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,PNEC,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,Pericyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,SMC,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,T,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,T_Cytotoxic,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,T_Regulatory,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,VE_Arterial,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,VE_Capillary_A,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,VE_Capillary_B,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,VE_Peribronchial,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,VE_Venous,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,cDC1,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,cDC2,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,cMonocyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,ncMonocyte,False,,0,,3
GSE136831,fibroblasts,Fibroblast,WNT9B,pDC,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,ATI,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,ATII,True,EGFR,2,022I;225I,3
GSE136831,fibroblasts,__broad__,AREG,Aberrant_Basaloid,False,EGFR,1,135I,3
GSE136831,fibroblasts,__broad__,AREG,B,False,EGFR;ERBB2,13,010I;022I;040I;041I;051I;123I;135I;138I;174I;222I;228I;49I;59I,3
GSE136831,fibroblasts,__broad__,AREG,B_Plasma,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,Basal,False,EGFR,4,022I;034I;174I;222I,3
GSE136831,fibroblasts,__broad__,AREG,Ciliated,False,EGFR;ERBB2,15,010I;021I;022I;034I;040I;051I;123I;135I;138I;174I;222I;225I;228I;49I;59I,3
GSE136831,fibroblasts,__broad__,AREG,Club,False,EGFR,7,010I;022I;034I;051I;135I;174I;222I,3
GSE136831,fibroblasts,__broad__,AREG,DC_Langerhans,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,DC_Mature,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,Fibroblast,False,EGFR;ERBB2,5,010I;021I;041I;135I;138I,3
GSE136831,fibroblasts,__broad__,AREG,Goblet,False,EGFR;ERBB2,5,010I;135I;138I;174I;222I,3
GSE136831,fibroblasts,__broad__,AREG,ILC_A,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,ILC_B,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,Ionocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,Lymphatic,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,Macrophage,True,EGFR;ERBB2,18,010I;021I;022I;034I;040I;041I;051I;063I;123I;135I;138I;166I;174I;222I;225I;228I;49I;59I,3
GSE136831,fibroblasts,__broad__,AREG,Macrophage_Alveolar,True,EGFR;ERBB2,16,010I;021I;022I;040I;041I;051I;063I;123I;135I;166I;174I;222I;225I;228I;49I;59I,3
GSE136831,fibroblasts,__broad__,AREG,Mast,False,EGFR,3,034I;222I;225I,3
GSE136831,fibroblasts,__broad__,AREG,Mesothelial,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,Myofibroblast,False,EGFR;ERBB2,7,021I;022I;040I;051I;138I;228I;49I,3
GSE136831,fibroblasts,__broad__,AREG,NK,False,EGFR;ERBB2,13,021I;022I;051I;123I;135I;138I;166I;174I;222I;225I;228I;49I;59I,3
GSE136831,fibroblasts,__broad__,AREG,PNEC,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,Pericyte,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,SMC,False,EGFR;ERBB2,3,021I;022I;138I,3
GSE136831,fibroblasts,__broad__,AREG,T,False,EGFR;ERBB2,14,010I;021I;022I;034I;040I;051I;123I;135I;138I;174I;222I;225I;49I;59I,3
GSE136831,fibroblasts,__broad__,AREG,T_Cytotoxic,False,EGFR;ERBB2,16,010I;021I;022I;034I;040I;051I;123I;135I;138I;166I;174I;222I;225I;228I;49I;59I,3
GSE136831,fibroblasts,__broad__,AREG,T_Regulatory,False,EGFR,3,010I;051I;49I,3
GSE136831,fibroblasts,__broad__,AREG,VE_Arterial,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,VE_Capillary_A,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,VE_Capillary_B,False,EGFR,2,022I;225I,3
GSE136831,fibroblasts,__broad__,AREG,VE_Peribronchial,False,EGFR;ERBB2,3,021I;022I;138I,3
GSE136831,fibroblasts,__broad__,AREG,VE_Venous,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,cDC1,False,,0,,3
GSE136831,fibroblasts,__broad__,AREG,cDC2,False,EGFR;ERBB2,11,010I;021I;022I;034I;041I;135I;138I;174I;222I;225I;49I,3
GSE136831,fibroblasts,__broad__,AREG,cMonocyte,False,EGFR;ERBB2,15,010I;021I;022I;034I;040I;041I;051I;123I;135I;138I;166I;174I;222I;225I;49I,3
GSE136831,fibroblasts,__broad__,AREG,ncMonocyte,False,EGFR,9,021I;022I;041I;135I;166I;174I;222I;225I;49I,3
GSE136831,fibroblasts,__broad__,AREG,pDC,False,EGFR,1,174I,3
GSE136831,fibroblasts,__broad__,CCL2,ATI,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,ATII,True,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Aberrant_Basaloid,False,ACKR4,1,135I,3
GSE136831,fibroblasts,__broad__,CCL2,B,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,B_Plasma,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Basal,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Ciliated,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Club,False,ACKR4,1,010I,3
GSE136831,fibroblasts,__broad__,CCL2,DC_Langerhans,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,DC_Mature,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Fibroblast,False,ACKR4,2,010I;135I,3
GSE136831,fibroblasts,__broad__,CCL2,Goblet,False,ACKR4,1,010I,3
GSE136831,fibroblasts,__broad__,CCL2,ILC_A,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,ILC_B,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Ionocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Lymphatic,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Macrophage,True,ACKR4,2,010I;135I,3
GSE136831,fibroblasts,__broad__,CCL2,Macrophage_Alveolar,True,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Mast,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Mesothelial,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Myofibroblast,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,NK,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,PNEC,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,Pericyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,SMC,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,T,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,T_Cytotoxic,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,T_Regulatory,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,VE_Arterial,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,VE_Capillary_A,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,VE_Capillary_B,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,VE_Peribronchial,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,VE_Venous,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,cDC1,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,cDC2,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,cMonocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,ncMonocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CCL2,pDC,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,ATI,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,ATII,True,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Aberrant_Basaloid,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,B,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,B_Plasma,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Basal,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Ciliated,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Club,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,DC_Langerhans,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,DC_Mature,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Fibroblast,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Goblet,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,ILC_A,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,ILC_B,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Ionocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Lymphatic,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Macrophage,True,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Macrophage_Alveolar,True,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Mast,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Mesothelial,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Myofibroblast,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,NK,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,PNEC,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,Pericyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,SMC,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,T,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,T_Cytotoxic,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,T_Regulatory,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,VE_Arterial,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,VE_Capillary_A,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,VE_Capillary_B,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,VE_Peribronchial,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,VE_Venous,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,cDC1,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,cDC2,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,cMonocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,ncMonocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL1,pDC,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,ATI,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,ATII,True,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Aberrant_Basaloid,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,B,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,B_Plasma,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Basal,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Ciliated,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Club,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,DC_Langerhans,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,DC_Mature,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Fibroblast,False,ACKR3;CD4;CXCR4;DPP4;ITGB1,10,010I;021I;022I;040I;041I;051I;135I;138I;174I;228I,3
GSE136831,fibroblasts,__broad__,CXCL12,Goblet,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,ILC_A,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,ILC_B,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Ionocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Lymphatic,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Macrophage,True,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Macrophage_Alveolar,True,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Mast,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Mesothelial,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Myofibroblast,False,ACKR3;CD4;CXCR4;DPP4;ITGB1,10,021I;022I;034I;040I;051I;063I;138I;225I;228I;49I,3
GSE136831,fibroblasts,__broad__,CXCL12,NK,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,PNEC,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,Pericyte,False,ACKR3;CD4;ITGB1,1,022I,3
GSE136831,fibroblasts,__broad__,CXCL12,SMC,False,ACKR3;CD4;CXCR4;DPP4;ITGB1,5,021I;022I;034I;138I;225I,3
GSE136831,fibroblasts,__broad__,CXCL12,T,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,T_Cytotoxic,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,T_Regulatory,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,VE_Arterial,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,VE_Capillary_A,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,VE_Capillary_B,False,CD4;ITGB1,2,034I;225I,3
GSE136831,fibroblasts,__broad__,CXCL12,VE_Peribronchial,False,ACKR3;CD4;CXCR4;DPP4;ITGB1,12,021I;022I;034I;040I;041I;051I;063I;138I;225I;228I;49I;59I,3
GSE136831,fibroblasts,__broad__,CXCL12,VE_Venous,False,CD4;ITGB1,2,166I;225I,3
GSE136831,fibroblasts,__broad__,CXCL12,cDC1,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,cDC2,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,cMonocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,ncMonocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL12,pDC,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,ATI,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,ATII,True,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,Aberrant_Basaloid,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,B,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,B_Plasma,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,Basal,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,Ciliated,False,DPP4,1,138I,3
GSE136831,fibroblasts,__broad__,CXCL2,Club,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,DC_Langerhans,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,DC_Mature,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,Fibroblast,False,DPP4,1,138I,3
GSE136831,fibroblasts,__broad__,CXCL2,Goblet,False,DPP4,1,138I,3
GSE136831,fibroblasts,__broad__,CXCL2,ILC_A,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,ILC_B,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,Ionocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,Lymphatic,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,Macrophage,True,DPP4,1,138I,3
GSE136831,fibroblasts,__broad__,CXCL2,Macrophage_Alveolar,True,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,Mast,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,Mesothelial,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,Myofibroblast,False,DPP4,1,138I,3
GSE136831,fibroblasts,__broad__,CXCL2,NK,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,PNEC,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,Pericyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,SMC,False,DPP4,1,138I,3
GSE136831,fibroblasts,__broad__,CXCL2,T,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,T_Cytotoxic,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,T_Regulatory,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,VE_Arterial,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,VE_Capillary_A,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,VE_Capillary_B,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,VE_Peribronchial,False,DPP4,1,138I,3
GSE136831,fibroblasts,__broad__,CXCL2,VE_Venous,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,cDC1,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,cDC2,False,DPP4,1,138I,3
GSE136831,fibroblasts,__broad__,CXCL2,cMonocyte,False,DPP4,1,138I,3
GSE136831,fibroblasts,__broad__,CXCL2,ncMonocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,CXCL2,pDC,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,ATI,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,ATII,True,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,Aberrant_Basaloid,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,B,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,B_Plasma,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,Basal,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,Ciliated,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,Club,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,DC_Langerhans,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,DC_Mature,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,Fibroblast,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,Goblet,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,ILC_A,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,ILC_B,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,Ionocyte,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,Lymphatic,False,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,Macrophage,True,,0,,3
GSE136831,fibroblasts,__broad__,FGF10,Macrophage_Alveolar,True,FGFR1;FGFR4,1,59I,3
GSE136831,fibroblasts,__broad__,FGF10,Mast,False,,0,,3
