well,role,arm,genes,gene_list,distal_peaks,observed_raw,geneset_null_mean,geneset_null_sd,geneset_percentile,sham_sd,z_sham,z_geneset,clears_both,reference_baseline,relative_pct,relative_lo_pct,relative_hi_pct
wildtype_SeV,test,AT2_identity,8,"Etv5,Abca3,Lamp3,Sftpb,Slc34a2,Lyz2,Napsa,Pon1",126,-0.003627928516096359,0.0006863904591851527,0.0015832121854764817,0.0,0.001996315593391321,-2.1611407482683584,-2.7250415420363123,False,0.011407279191742397,-37.82075377277168,-72.15575444506126,-3.485753100482098
wildtype_SeV,test,transitional,6,"Ndrg1,Sprr1a,AW112010,Sfn,Krt19,Lgals3",50,0.009711729242979243,0.00038415554434530387,0.0030629354329519166,0.9933333333333333,0.0026947979411417085,3.46132582195833,3.045305362393634,True,0.015099397130647133,61.77447760282981,26.759284051778305,96.78967115388132
wildtype_SeV,test,AT1,5,"Ager,Hopx,Pdpn,Cav1,Akap5",27,0.0032001201923076926,0.00022441711870135582,0.003798409937356413,0.8333333333333334,0.0032538298508305572,0.9145232572154235,0.7834075633440826,False,0.00778545673076923,38.221303855507095,-43.776208292200764,120.21881600321495
7wk_Cebpa_mutant,negative control,AT2_identity,8,"Etv5,Abca3,Lamp3,Sftpb,Slc34a2,Lyz2,Napsa,Pon1",114,-0.0020636987433862433,0.00029154121810506724,0.001063008874872158,0.006666666666666667,0.001509756572635824,-1.5600130538788717,-2.2156352756458046,False,0.012877190806878307,-18.290013690200716,-41.292550280577785,4.712522900176354
7wk_Cebpa_mutant,negative control,transitional,6,"Ndrg1,Sprr1a,AW112010,Sfn,Krt19,Lgals3",38,0.0023834052851910005,0.00035117599643214563,0.0019499144067556319,0.88,0.002283323425675415,0.8900312876865941,1.0422146129686702,False,0.013082564756671898,15.533875249671137,-18.708546447736662,49.77629694707894
7wk_Cebpa_mutant,negative control,AT1,5,"Ager,Hopx,Pdpn,Cav1,Akap5",25,0.006112637362637362,0.00026589389130749413,0.002590006171038747,0.9766666666666667,0.003488389798200967,1.6760579549754304,2.257424533079384,False,0.01059981684981685,55.15891032995434,-9.408977306603996,119.72679796651269
SeV_Cebpa_mutant,test,AT2_identity,8,"Etv5,Abca3,Lamp3,Sftpb,Slc34a2,Lyz2,Napsa,Pon1",152,-0.002469151683335626,0.002054239497878604,0.0012901181360536077,0.0,0.0013279278825089435,-3.4063530413021246,-3.506183701169419,True,0.029202473188975828,-15.489753734015403,-24.411395649198134,-6.568111818832671
SeV_Cebpa_mutant,test,transitional,6,"Ndrg1,Sprr1a,AW112010,Sfn,Krt19,Lgals3",56,0.005147283272283272,0.0018154096118133626,0.0019791496291655082,0.9666666666666667,0.0017002009413941428,1.9596940451861038,1.6834874995655411,False,0.03483478327228327,9.564789407261667,-0.011054795274129201,19.14063360979746
SeV_Cebpa_mutant,test,AT1,5,"Ager,Hopx,Pdpn,Cav1,Akap5",34,-0.0019631696428571424,0.0019453018738482776,0.0029696965391744524,0.056666666666666664,0.003481739323414767,-1.1225629358352218,-1.316118150507034,False,0.02870424107142857,-13.616355530806239,-37.41433666283334,10.181625601220862
