"compartment","label","direction","gene"
"macrophages","__broad__","up","GNPNAT1"
"macrophages","__broad__","up","GPAT3"
"macrophages","__broad__","up","GPC4"
"macrophages","__broad__","up","GPR141"
"macrophages","__broad__","up","GPR35"
"macrophages","__broad__","up","GPR82"
"macrophages","__broad__","up","GPR84"
"macrophages","__broad__","up","GPRC5A"
"macrophages","__broad__","up","GTF2H3"
"macrophages","__broad__","up","GTPBP4"
"macrophages","__broad__","up","HAMP"
"macrophages","__broad__","up","HCST"
"macrophages","__broad__","up","HELLS"
"macrophages","__broad__","up","HES1"
"macrophages","__broad__","up","HIVEP3"
"macrophages","__broad__","up","HK2"
"macrophages","__broad__","up","HK3"
"macrophages","__broad__","up","HNRNPM"
"macrophages","__broad__","up","HOMER3"
"macrophages","__broad__","up","HPSE"
"macrophages","__broad__","up","HS3ST1"
"macrophages","__broad__","up","HS3ST3B1"
"macrophages","__broad__","up","HSBP1"
"macrophages","__broad__","up","HSD11B1"
"macrophages","__broad__","up","HSD3B7"
"macrophages","__broad__","up","HTATSF1"
"macrophages","__broad__","up","HTRA4"
"macrophages","__broad__","up","HYOU1"
"macrophages","__broad__","up","IGFLR1"
"macrophages","__broad__","up","IL18BP"
"macrophages","__broad__","up","IL1RN"
"macrophages","__broad__","up","IL4I1"
"macrophages","__broad__","up","ITGA5"
"macrophages","__broad__","up","ITGA6"
"macrophages","__broad__","up","ITGAM"
"macrophages","__broad__","up","ITGB1"
"macrophages","__broad__","up","ITGB1BP1"
"macrophages","__broad__","up","ITGB2-AS1"
"macrophages","__broad__","up","ITGB7"
"macrophages","__broad__","up","JAK3"
"macrophages","__broad__","up","KCNJ15"
"macrophages","__broad__","up","KCNJ5"
"macrophages","__broad__","up","KCNMB1"
"macrophages","__broad__","up","KCNN4"
"macrophages","__broad__","up","KIAA0930"
"macrophages","__broad__","up","KIFC3"
"macrophages","__broad__","up","KLRG1"
"macrophages","__broad__","up","LAT"
"macrophages","__broad__","up","LBH"
"macrophages","__broad__","up","LEPR"
"macrophages","__broad__","up","LGALS1"
"macrophages","__broad__","up","LGALS2"
"macrophages","__broad__","up","LGMN"
"macrophages","__broad__","up","LHFPL2"
"macrophages","__broad__","up","LILRB4"
"macrophages","__broad__","up","LIMS1"
"macrophages","__broad__","up","LINC00877"
"macrophages","__broad__","up","LINC01010"
"macrophages","__broad__","up","LINC01588"
"macrophages","__broad__","up","LRG1"
"macrophages","__broad__","up","LRRC59"
"macrophages","__broad__","up","LSR"
"macrophages","__broad__","up","LUCAT1"
"macrophages","__broad__","up","LY9"
"macrophages","__broad__","up","MANF"
"macrophages","__broad__","up","MARCKS"
"macrophages","__broad__","up","MARCKSL1"
"macrophages","__broad__","up","MATK"
"macrophages","__broad__","up","MBOAT7"
"macrophages","__broad__","up","MCM6"
"macrophages","__broad__","up","MEI1"
"macrophages","__broad__","up","METTL1"
"macrophages","__broad__","up","MFSD12"
"macrophages","__broad__","up","MGLL"
"macrophages","__broad__","up","MKKS"
"macrophages","__broad__","up","MMP10"
"macrophages","__broad__","up","MMP12"
"macrophages","__broad__","up","MMP9"
"macrophages","__broad__","up","MRAS"
"macrophages","__broad__","up","MRC2"
"macrophages","__broad__","up","MREG"
"macrophages","__broad__","up","MT1E"
"macrophages","__broad__","up","MT1X"
"macrophages","__broad__","up","NCS1"
"macrophages","__broad__","up","NDRG2"
"macrophages","__broad__","up","NLN"
"macrophages","__broad__","up","NME1"
"macrophages","__broad__","up","NOLC1"
"macrophages","__broad__","up","NOP16"
"macrophages","__broad__","up","NPC1"
"macrophages","__broad__","up","NPM3"
"macrophages","__broad__","up","NRAS"
"macrophages","__broad__","up","NRAV"
"macrophages","__broad__","up","NRGN"
"macrophages","__broad__","up","NRIP3"
"macrophages","__broad__","up","NRP2"
"macrophages","__broad__","up","NUP62"
"macrophages","__broad__","up","OAF"
"macrophages","__broad__","up","OSBPL8"
"macrophages","__broad__","up","OTUD4"
"macrophages","__broad__","up","OXCT1"
"macrophages","__broad__","up","PACSIN2"
"macrophages","__broad__","up","PADI2"
"macrophages","__broad__","up","PAICS"
"macrophages","__broad__","up","PALLD"
"macrophages","__broad__","up","PAPLN"
"macrophages","__broad__","up","PDE6G"
"macrophages","__broad__","up","PDLIM4"
"macrophages","__broad__","up","PDLIM7"
"macrophages","__broad__","up","PDSS1"
"macrophages","__broad__","up","PEA15"
"macrophages","__broad__","up","PHLDA2"
"macrophages","__broad__","up","PID1"
"macrophages","__broad__","up","PIK3R3"
"macrophages","__broad__","up","PIK3R6"
"macrophages","__broad__","up","PITPNA"
"macrophages","__broad__","up","PKIB"
"macrophages","__broad__","up","PLA2G7"
"macrophages","__broad__","up","PLD4"
"macrophages","__broad__","up","PLEK"
"macrophages","__broad__","up","PLEK2"
"macrophages","__broad__","up","PLEKHB2"
"macrophages","__broad__","up","PLPP5"
"macrophages","__broad__","up","PLXNC1"
"macrophages","__broad__","up","PNP"
"macrophages","__broad__","up","POLE4"
"macrophages","__broad__","up","POLR1C"
"macrophages","__broad__","up","POLR2L"
"macrophages","__broad__","up","POP1"
"macrophages","__broad__","up","PPP1R14C"
"macrophages","__broad__","up","PPRC1"
"macrophages","__broad__","up","PRADC1"
"macrophages","__broad__","up","PRKCA"
"macrophages","__broad__","up","PRKCB"
"macrophages","__broad__","up","PRR7"
"macrophages","__broad__","up","PSMD1"
"macrophages","__broad__","up","PSME3"
"macrophages","__broad__","up","PTGDS"
"macrophages","__broad__","up","PTGS1"
"macrophages","__broad__","up","PTPN1"
"macrophages","__broad__","up","PTPN13"
"macrophages","__broad__","up","PTPN7"
"macrophages","__broad__","up","PTPRJ"
"macrophages","__broad__","up","RAB10"
"macrophages","__broad__","up","RAB27A"
"macrophages","__broad__","up","RABL3"
"macrophages","__broad__","up","RALA"
"macrophages","__broad__","up","RALY-AS1"
"macrophages","__broad__","up","RAPH1"
"macrophages","__broad__","up","RARRES1"
"macrophages","__broad__","up","RFTN1"
"macrophages","__broad__","up","RGCC"
"macrophages","__broad__","up","RGS16"
"macrophages","__broad__","up","RHBDF2"
"macrophages","__broad__","up","RNF145"
"macrophages","__broad__","up","RPS6KA3"
"macrophages","__broad__","up","RUNX3"
"macrophages","__broad__","up","RUVBL1"
"macrophages","__broad__","up","S100A16"
"macrophages","__broad__","up","S100A2"
"macrophages","__broad__","up","S100B"
"macrophages","__broad__","up","SBF2-AS1"
"macrophages","__broad__","up","SCGB3A2"
"macrophages","__broad__","up","SDC2"
"macrophages","__broad__","up","SDF2L1"
"macrophages","__broad__","up","SDSL"
"macrophages","__broad__","up","SELL"
"macrophages","__broad__","up","SERPINB9"
"macrophages","__broad__","up","SERPINE1"
"macrophages","__broad__","up","SGPL1"
"macrophages","__broad__","up","SGTB"
"macrophages","__broad__","up","SHCBP1"
"macrophages","__broad__","up","SLAMF7"
"macrophages","__broad__","up","SLAMF9"
"macrophages","__broad__","up","SLC17A9"
"macrophages","__broad__","up","SLC1A4"
"macrophages","__broad__","up","SLC22A18AS"
"macrophages","__broad__","up","SLC28A3"
"macrophages","__broad__","up","SLC30A1"
"macrophages","__broad__","up","SLC35E4"
"macrophages","__broad__","up","SLC35F2"
"macrophages","__broad__","up","SLC39A11"
"macrophages","__broad__","up","SLC39A13"
"macrophages","__broad__","up","SLC39A8"
"macrophages","__broad__","up","SLC41A2"
"macrophages","__broad__","up","SLC43A3"
"macrophages","__broad__","up","SLC4A7"
"macrophages","__broad__","up","SLC7A1"
"macrophages","__broad__","up","SLC7A5"
"macrophages","__broad__","up","SLC9A7"
"macrophages","__broad__","up","SLC9B2"
"macrophages","__broad__","up","SMOX"
"macrophages","__broad__","up","SNAI1"
"macrophages","__broad__","up","SNCA"
"macrophages","__broad__","up","SNRPA1"
"macrophages","__broad__","up","SPHK1"
"macrophages","__broad__","up","SPINK1"
"macrophages","__broad__","up","SPON2"
"macrophages","__broad__","up","SPP1"
"macrophages","__broad__","up","SPSB1"
"macrophages","__broad__","up","SQLE"
"macrophages","__broad__","up","SRPRB"
"macrophages","__broad__","up","ST20"
"macrophages","__broad__","up","ST3GAL6-AS1"
"macrophages","__broad__","up","STXBP1"
"macrophages","__broad__","up","SYNCRIP"
"macrophages","__broad__","up","SYNJ2"
"macrophages","__broad__","up","TACSTD2"
"macrophages","__broad__","up","TDG"
"macrophages","__broad__","up","TFEB"
"macrophages","__broad__","up","TIMD4"
"macrophages","__broad__","up","TIMM17A"
"macrophages","__broad__","up","TIMP1"
"macrophages","__broad__","up","TMEM158"
"macrophages","__broad__","up","TMEM176A"
"macrophages","__broad__","up","TMEM176B"
"macrophages","__broad__","up","TMEM217"
"macrophages","__broad__","up","TMEM70"
"macrophages","__broad__","up","TNFRSF12A"
"macrophages","__broad__","up","TNFRSF18"
"macrophages","__broad__","up","TNFRSF21"
"macrophages","__broad__","up","TNFSF14"
"macrophages","__broad__","up","TNFSF15"
"macrophages","__broad__","up","TOMM34"
"macrophages","__broad__","up","TP53I11"
"macrophages","__broad__","up","TPD52L2"
"macrophages","__broad__","up","TPM3"
"macrophages","__broad__","up","TPM4"
"macrophages","__broad__","up","TPPP3"
"macrophages","__broad__","up","TRAF1"
"macrophages","__broad__","up","TRAF3"
"macrophages","__broad__","up","TRMT1"
"macrophages","__broad__","up","TRPM2"
"macrophages","__broad__","up","TSPAN4"
"macrophages","__broad__","up","TYMP"
"macrophages","__broad__","up","UBE2Q2"
"macrophages","__broad__","up","UCK2"
"macrophages","__broad__","up","UHRF1"
"macrophages","__broad__","up","VAMP5"
"macrophages","__broad__","up","WDHD1"
"macrophages","__broad__","up","WDR82"
"macrophages","__broad__","up","WEE1"
"macrophages","__broad__","up","WFDC2"
"macrophages","__broad__","up","YKT6"
"macrophages","__broad__","up","ZG16B"
"macrophages","__broad__","up","ZMIZ1"
"macrophages","__broad__","up","ZMIZ1-AS1"
"macrophages","__broad__","up","ZP3"
"macrophages","__broad__","up","ZSWIM4"
"macrophages","__broad__","down","ABCA7"
"macrophages","__broad__","down","ABCG1"
"macrophages","__broad__","down","ABHD14B"
"macrophages","__broad__","down","ABHD15"
"macrophages","__broad__","down","ABHD5"
"macrophages","__broad__","down","ACACB"
"macrophages","__broad__","down","ACP6"
"macrophages","__broad__","down","ADPRM"
"macrophages","__broad__","down","AGRP"
"macrophages","__broad__","down","AKR1C3"
"macrophages","__broad__","down","ALDH2"
"macrophages","__broad__","down","ALOX5"
"macrophages","__broad__","down","AMIGO2"
"macrophages","__broad__","down","AMY2B"
"macrophages","__broad__","down","ANG"
"macrophages","__broad__","down","ANKZF1"
"macrophages","__broad__","down","ANOS1"
"macrophages","__broad__","down","AOC2"
"macrophages","__broad__","down","ARID4A"
"macrophages","__broad__","down","ATAD1"
"macrophages","__broad__","down","ATG16L2"
"macrophages","__broad__","down","BACE1"
"macrophages","__broad__","down","BBS12"
"macrophages","__broad__","down","BFAR"
"macrophages","__broad__","down","BTN3A3"
"macrophages","__broad__","down","C1QC"
"macrophages","__broad__","down","C1RL"
"macrophages","__broad__","down","C7orf31"
"macrophages","__broad__","down","CABLES1"
"macrophages","__broad__","down","CALCOCO1"
"macrophages","__broad__","down","CALCOCO2"
"macrophages","__broad__","down","CASP8"
"macrophages","__broad__","down","CBX7"
"macrophages","__broad__","down","CCNB1IP1"
"macrophages","__broad__","down","CCNG1"
"macrophages","__broad__","down","CD163"
"macrophages","__broad__","down","CD302"
"macrophages","__broad__","down","CEP120"
"macrophages","__broad__","down","CES1"
"macrophages","__broad__","down","CHDH"
"macrophages","__broad__","down","CHST12"
"macrophages","__broad__","down","CIRBP"
"macrophages","__broad__","down","CITED2"
"macrophages","__broad__","down","CLCN4"
"macrophages","__broad__","down","CLIC2"
"macrophages","__broad__","down","CORO2A"
"macrophages","__broad__","down","CREBRF"
"macrophages","__broad__","down","CRTAP"
"macrophages","__broad__","down","CXCL16"
"macrophages","__broad__","down","CYB5D2"
"macrophages","__broad__","down","DAP3"
"macrophages","__broad__","down","DCLRE1B"
"macrophages","__broad__","down","DDB2"
"macrophages","__broad__","down","DENND1C"
"macrophages","__broad__","down","DIS3L"
"macrophages","__broad__","down","DNPEP"
"macrophages","__broad__","down","DYM"
"macrophages","__broad__","down","DYRK1B"
"macrophages","__broad__","down","EIF2A"
"macrophages","__broad__","down","EIF2S3"
"macrophages","__broad__","down","EIF3H"
"macrophages","__broad__","down","ELP2"
"macrophages","__broad__","down","EPB41L4A-AS1"
"macrophages","__broad__","down","EXTL2"
"macrophages","__broad__","down","F8"
"macrophages","__broad__","down","FAAH"
"macrophages","__broad__","down","FAM110A"
"macrophages","__broad__","down","FAM76B"
"macrophages","__broad__","down","FAM8A1"
"macrophages","__broad__","down","FBXL8"
"macrophages","__broad__","down","FCN3"
"macrophages","__broad__","down","FDXR"
"macrophages","__broad__","down","FHL1"
"macrophages","__broad__","down","FLI1"
"macrophages","__broad__","down","FMNL2"
"macrophages","__broad__","down","FRMD4A"
"macrophages","__broad__","down","GAA"
"macrophages","__broad__","down","GAS6-AS1"
"macrophages","__broad__","down","GBGT1"
"macrophages","__broad__","down","GCNT1"
"macrophages","__broad__","down","GDE1"
"macrophages","__broad__","down","GIMAP2"
"macrophages","__broad__","down","GLDN"
"macrophages","__broad__","down","GLI4"
"macrophages","__broad__","down","GLUL"
"macrophages","__broad__","down","GMPR2"
"macrophages","__broad__","down","GOLPH3L"
"macrophages","__broad__","down","GRINA"
"macrophages","__broad__","down","HEXIM2"
"macrophages","__broad__","down","HSD17B11"
"macrophages","__broad__","down","HSDL2"
"macrophages","__broad__","down","HSPBAP1"
"macrophages","__broad__","down","IDUA"
"macrophages","__broad__","down","IFFO1"
"macrophages","__broad__","down","IGBP1"
"macrophages","__broad__","down","IL12RB1"
"macrophages","__broad__","down","IL18"
"macrophages","__broad__","down","IL18R1"
"macrophages","__broad__","down","INPP5K"
"macrophages","__broad__","down","INTS12"
"macrophages","__broad__","down","IRF8"
"macrophages","__broad__","down","JADE2"
"macrophages","__broad__","down","JRK"
"macrophages","__broad__","down","KCNA3"
"macrophages","__broad__","down","KCNE3"
"macrophages","__broad__","down","KIF13A"
"macrophages","__broad__","down","KIZ"
"macrophages","__broad__","down","KLF11"
"macrophages","__broad__","down","KLHL36"
"macrophages","__broad__","down","KRBOX4"
"macrophages","__broad__","down","KSR1"
"macrophages","__broad__","down","LAMB1"
"macrophages","__broad__","down","LENG1"
"macrophages","__broad__","down","LENG9"
"macrophages","__broad__","down","LETMD1"
"macrophages","__broad__","down","LGALS3BP"
"macrophages","__broad__","down","LINC00685"
"macrophages","__broad__","down","LINC01003"
"macrophages","__broad__","down","LINC01138"
"macrophages","__broad__","down","LIPT1"
"macrophages","__broad__","down","LRRC27"
"macrophages","__broad__","down","LRRC28"
"macrophages","__broad__","down","LTB4R"
"macrophages","__broad__","down","LZTFL1"
"macrophages","__broad__","down","MAN2A2"
"macrophages","__broad__","down","MAP1LC3C"
"macrophages","__broad__","down","MAP4K2"
"macrophages","__broad__","down","MBIP"
"macrophages","__broad__","down","MCOLN1"
"macrophages","__broad__","down","MIF4GD"
"macrophages","__broad__","down","MIIP"
"macrophages","__broad__","down","MPST"
"macrophages","__broad__","down","MRPL45"
"macrophages","__broad__","down","MVB12B"
"macrophages","__broad__","down","NCF4"
"macrophages","__broad__","down","NCKIPSD"
"macrophages","__broad__","down","NECAB3"
"macrophages","__broad__","down","NEIL2"
"macrophages","__broad__","down","NEK8"
"macrophages","__broad__","down","NFKBIL1"
"macrophages","__broad__","down","NHEJ1"
"macrophages","__broad__","down","NKIRAS1"
"macrophages","__broad__","down","NOA1"
"macrophages","__broad__","down","NOD1"
"macrophages","__broad__","down","NOP14-AS1"
"macrophages","__broad__","down","NPEPL1"
"macrophages","__broad__","down","NT5C3B"
"macrophages","__broad__","down","NT5DC1"
"macrophages","__broad__","down","NUDT18"
"macrophages","__broad__","down","ORC4"
"macrophages","__broad__","down","OSBPL1A"
"macrophages","__broad__","down","PARP16"
"macrophages","__broad__","down","PARP8"
"macrophages","__broad__","down","PCCA"
"macrophages","__broad__","down","PCED1B"
"macrophages","__broad__","down","PCMTD1"
"macrophages","__broad__","down","PDE3B"
"macrophages","__broad__","down","PDK3"
"macrophages","__broad__","down","PDLIM2"
"macrophages","__broad__","down","PEX14"
"macrophages","__broad__","down","PGD"
"macrophages","__broad__","down","PHF3"
"macrophages","__broad__","down","PHLDA3"
"macrophages","__broad__","down","PHYH"
"macrophages","__broad__","down","PIAS1"
"macrophages","__broad__","down","PICK1"
"macrophages","__broad__","down","PISD"
"macrophages","__broad__","down","PLCB3"
"macrophages","__broad__","down","PLEKHG3"
"macrophages","__broad__","down","PLXNA2"
"macrophages","__broad__","down","PML"
"macrophages","__broad__","down","PNPLA2"
"macrophages","__broad__","down","POLB"
"macrophages","__broad__","down","POLL"
"macrophages","__broad__","down","POLR1E"
"macrophages","__broad__","down","POLR3C"
"macrophages","__broad__","down","POU2F1"
"macrophages","__broad__","down","PPARG"
"macrophages","__broad__","down","PPP1CC"
"macrophages","__broad__","down","PPP3CC"
"macrophages","__broad__","down","PSTK"
"macrophages","__broad__","down","R3HDM2"
"macrophages","__broad__","down","RAB9A"
"macrophages","__broad__","down","RABGGTA"
"macrophages","__broad__","down","RARA-AS1"
"macrophages","__broad__","down","RBMS2"
"macrophages","__broad__","down","RBP7"
"macrophages","__broad__","down","RCL1"
"macrophages","__broad__","down","RCOR3"
"macrophages","__broad__","down","RGL3"
"macrophages","__broad__","down","RNASE4"
"macrophages","__broad__","down","RNF41"
"macrophages","__broad__","down","RPS6KA5"
"macrophages","__broad__","down","RUFY2"
"macrophages","__broad__","down","RYK"
"macrophages","__broad__","down","SAA1"
"macrophages","__broad__","down","SCAMP1-AS1"
"macrophages","__broad__","down","SECTM1"
"macrophages","__broad__","down","SENP3"
"macrophages","__broad__","down","SERPING1"
"macrophages","__broad__","down","SGF29"
"macrophages","__broad__","down","SLC22A5"
"macrophages","__broad__","down","SLC2A9"
"macrophages","__broad__","down","SLC7A7"
"macrophages","__broad__","down","SLU7"
"macrophages","__broad__","down","SOCS2"
"macrophages","__broad__","down","SOWAHD"
"macrophages","__broad__","down","SPATA7"
"macrophages","__broad__","down","SPIN2B"
"macrophages","__broad__","down","SPN"
"macrophages","__broad__","down","SPSB3"
"macrophages","__broad__","down","SRPX"
"macrophages","__broad__","down","SSH3"
"macrophages","__broad__","down","STAC"
"macrophages","__broad__","down","STX12"
"macrophages","__broad__","down","SULT1B1"
"macrophages","__broad__","down","SUPT3H"
"macrophages","__broad__","down","SVIL"
"macrophages","__broad__","down","SYF2"
"macrophages","__broad__","down","TAF6L"
"macrophages","__broad__","down","TAF8"
"macrophages","__broad__","down","TANC2"
"macrophages","__broad__","down","TBC1D10C"
"macrophages","__broad__","down","TBC1D17"
"macrophages","__broad__","down","TBXAS1"
"macrophages","__broad__","down","TCF7L2"
"macrophages","__broad__","down","TFAP4"
"macrophages","__broad__","down","TKT"
"macrophages","__broad__","down","TLR4"
"macrophages","__broad__","down","TLR5"
"macrophages","__broad__","down","TMEM150B"
"macrophages","__broad__","down","TMEM236"
"macrophages","__broad__","down","TMEM62"
"macrophages","__broad__","down","TMEM63A"
"macrophages","__broad__","down","TMLHE"
"macrophages","__broad__","down","TNRC6C"
"macrophages","__broad__","down","TOP1MT"
"macrophages","__broad__","down","TRAF3IP2"
"macrophages","__broad__","down","TRIM13"
"macrophages","__broad__","down","TRIM22"
"macrophages","__broad__","down","TRIM4"
"macrophages","__broad__","down","TRMT2B"
"macrophages","__broad__","down","TXNIP"
"macrophages","__broad__","down","UBALD1"
"macrophages","__broad__","down","ULK1"
"macrophages","__broad__","down","UNKL"
"macrophages","__broad__","down","USP30"
"macrophages","__broad__","down","USP33"
"macrophages","__broad__","down","VSIG4"
"macrophages","__broad__","down","WDR19"
"macrophages","__broad__","down","ZC2HC1A"
"macrophages","__broad__","down","ZFAND1"
"macrophages","__broad__","down","ZFP30"
"macrophages","__broad__","down","ZFP64"
"macrophages","__broad__","down","ZMYND15"
"macrophages","__broad__","down","ZNF100"
"macrophages","__broad__","down","ZNF136"
"macrophages","__broad__","down","ZNF138"
"macrophages","__broad__","down","ZNF16"
"macrophages","__broad__","down","ZNF175"
"macrophages","__broad__","down","ZNF180"
"macrophages","__broad__","down","ZNF181"
"macrophages","__broad__","down","ZNF205"
"macrophages","__broad__","down","ZNF224"
"macrophages","__broad__","down","ZNF253"
"macrophages","__broad__","down","ZNF254"
"macrophages","__broad__","down","ZNF277"
"macrophages","__broad__","down","ZNF280D"
"macrophages","__broad__","down","ZNF33B"
"macrophages","__broad__","down","ZNF350"
"macrophages","__broad__","down","ZNF358"
"macrophages","__broad__","down","ZNF383"
"macrophages","__broad__","down","ZNF426"
"macrophages","__broad__","down","ZNF480"
"macrophages","__broad__","down","ZNF486"
"macrophages","__broad__","down","ZNF510"
"macrophages","__broad__","down","ZNF564"
"macrophages","__broad__","down","ZNF577"
"macrophages","__broad__","down","ZNF581"
"macrophages","__broad__","down","ZNF582"
"macrophages","__broad__","down","ZNF589"
"macrophages","__broad__","down","ZNF667-AS1"
"macrophages","__broad__","down","ZNF687"
"macrophages","__broad__","down","ZNF69"
"macrophages","__broad__","down","ZNF700"
"macrophages","__broad__","down","ZNF736"
"macrophages","__broad__","down","ZNF74"
"macrophages","__broad__","down","ZNF766"
"macrophages","__broad__","down","ZNF790-AS1"
"macrophages","__broad__","down","ZNF836"
"macrophages","__broad__","down","ZNF91"
"macrophages","__broad__","down","ZRSR2"
"macrophages","Macrophages","up","A2M"
"macrophages","Macrophages","up","ABCB8"
"macrophages","Macrophages","up","ABHD2"
"macrophages","Macrophages","up","ABL2"
"macrophages","Macrophages","up","ACAP1"
"macrophages","Macrophages","up","ACP2"
"macrophages","Macrophages","up","ACSL5"
"macrophages","Macrophages","up","ADAM19"
"macrophages","Macrophages","up","ADAM8"
"macrophages","Macrophages","up","ADGRE2"
"macrophages","Macrophages","up","AGR2"
"macrophages","Macrophages","up","AK4"
"macrophages","Macrophages","up","ALYREF"
"macrophages","Macrophages","up","AMPD3"
"macrophages","Macrophages","up","ANGPTL4"
"macrophages","Macrophages","up","ANKRD22"
"macrophages","Macrophages","up","ANKRD29"
"macrophages","Macrophages","up","AP1S3"
"macrophages","Macrophages","up","APOBEC3A"
"macrophages","Macrophages","up","ARFGAP3"
"macrophages","Macrophages","up","ARHGEF40"
"macrophages","Macrophages","up","ARL4D"
"macrophages","Macrophages","up","ARNTL2"
"macrophages","Macrophages","up","ARPC4"
"macrophages","Macrophages","up","ASAP1"
"macrophages","Macrophages","up","ATP13A3"
"macrophages","Macrophages","up","ATP1A1"
"macrophages","Macrophages","up","ATP2A2"
"macrophages","Macrophages","up","ATP2B1"
"macrophages","Macrophages","up","ATP2B4"
"macrophages","Macrophages","up","ATP6V0D2"
"macrophages","Macrophages","up","B4GALT5"
"macrophages","Macrophages","up","BATF"
"macrophages","Macrophages","up","BCAT1"
"macrophages","Macrophages","up","BCAT2"
"macrophages","Macrophages","up","BCL11A"
"macrophages","Macrophages","up","BCL2"
"macrophages","Macrophages","up","C12orf75"
"macrophages","Macrophages","up","C15orf48"
"macrophages","Macrophages","up","C1orf122"
"macrophages","Macrophages","up","C1orf21"
"macrophages","Macrophages","up","C1orf54"
"macrophages","Macrophages","up","C2orf76"
"macrophages","Macrophages","up","C3"
"macrophages","Macrophages","up","CA11"
"macrophages","Macrophages","up","CALM3"
"macrophages","Macrophages","up","CALU"
"macrophages","Macrophages","up","CARD19"
"macrophages","Macrophages","up","CCDC159"
"macrophages","Macrophages","up","CCDC167"
"macrophages","Macrophages","up","CCDC28B"
"macrophages","Macrophages","up","CCL18"
"macrophages","Macrophages","up","CCL2"
"macrophages","Macrophages","up","CCL22"
"macrophages","Macrophages","up","CCL5"
"macrophages","Macrophages","up","CCL7"
"macrophages","Macrophages","up","CCND1"
"macrophages","Macrophages","up","CCND2"
"macrophages","Macrophages","up","CCR1"
"macrophages","Macrophages","up","CCR5"
"macrophages","Macrophages","up","CCT2"
"macrophages","Macrophages","up","CD109"
"macrophages","Macrophages","up","CD1A"
"macrophages","Macrophages","up","CD1B"
"macrophages","Macrophages","up","CD1C"
"macrophages","Macrophages","up","CD1E"
"macrophages","Macrophages","up","CD226"
"macrophages","Macrophages","up","CD276"
"macrophages","Macrophages","up","CD300LB"
"macrophages","Macrophages","up","CD4"
"macrophages","Macrophages","up","CD44"
"macrophages","Macrophages","up","CD48"
"macrophages","Macrophages","up","CD63"
"macrophages","Macrophages","up","CD84"
"macrophages","Macrophages","up","CD86"
"macrophages","Macrophages","up","CD93"
"macrophages","Macrophages","up","CDA"
"macrophages","Macrophages","up","CDH23"
"macrophages","Macrophages","up","CDK2AP2"
"macrophages","Macrophages","up","CFL1"
"macrophages","Macrophages","up","CHI3L1"
"macrophages","Macrophages","up","CHIT1"
"macrophages","Macrophages","up","CKAP4"
"macrophages","Macrophages","up","CLCN3"
"macrophages","Macrophages","up","CLEC4D"
"macrophages","Macrophages","up","CLEC5A"
"macrophages","Macrophages","up","CLEC6A"
"macrophages","Macrophages","up","COL22A1"
"macrophages","Macrophages","up","COL4A2-AS2"
"macrophages","Macrophages","up","COL6A1"
"macrophages","Macrophages","up","COL6A2"
"macrophages","Macrophages","up","CRABP2"
"macrophages","Macrophages","up","CREB3"
"macrophages","Macrophages","up","CRIP1"
"macrophages","Macrophages","up","CRIP2"
"macrophages","Macrophages","up","CSF1"
"macrophages","Macrophages","up","CST6"
"macrophages","Macrophages","up","CST7"
"macrophages","Macrophages","up","CTNNAL1"
"macrophages","Macrophages","up","CTSK"
"macrophages","Macrophages","up","CXCL17"
"macrophages","Macrophages","up","CYTL1"
"macrophages","Macrophages","up","DDB1"
"macrophages","Macrophages","up","DHRS4L2"
"macrophages","Macrophages","up","DKC1"
"macrophages","Macrophages","up","DLGAP1-AS1"
"macrophages","Macrophages","up","DLGAP3"
"macrophages","Macrophages","up","DNAJB11"
"macrophages","Macrophages","up","DNAJB5"
"macrophages","Macrophages","up","DNAJC10"
"macrophages","Macrophages","up","DNPH1"
"macrophages","Macrophages","up","DOT1L"
"macrophages","Macrophages","up","DPCD"
"macrophages","Macrophages","up","DUSP14"
"macrophages","Macrophages","up","DUSP6"
"macrophages","Macrophages","up","DYSF"
"macrophages","Macrophages","up","ECM1"
"macrophages","Macrophages","up","EIF3B"
"macrophages","Macrophages","up","EMP1"
"macrophages","Macrophages","up","EMP3"
"macrophages","Macrophages","up","ENC1"
"macrophages","Macrophages","up","ENDOD1"
"macrophages","Macrophages","up","ENPP2"
"macrophages","Macrophages","up","ETV5"
"macrophages","Macrophages","up","EXT1"
"macrophages","Macrophages","up","EZR"
"macrophages","Macrophages","up","FADS3"
"macrophages","Macrophages","up","FAIM"
"macrophages","Macrophages","up","FAM20A"
"macrophages","Macrophages","up","FAM20C"
"macrophages","Macrophages","up","FAM210A"
"macrophages","Macrophages","up","FAM98A"
"macrophages","Macrophages","up","FASN"
"macrophages","Macrophages","up","FCER2"
"macrophages","Macrophages","up","FCMR"
"macrophages","Macrophages","up","FCN1"
"macrophages","Macrophages","up","FGGY"
"macrophages","Macrophages","up","FLT1"
"macrophages","Macrophages","up","FN1"
"macrophages","Macrophages","up","FNIP2"
"macrophages","Macrophages","up","FOCAD"
"macrophages","Macrophages","up","G0S2"
"macrophages","Macrophages","up","GALM"
"macrophages","Macrophages","up","GALNT1"
"macrophages","Macrophages","up","GANAB"
"macrophages","Macrophages","up","GEM"
"macrophages","Macrophages","up","GJB2"
"macrophages","Macrophages","up","GM2A"
"macrophages","Macrophages","up","GMFB"
"macrophages","Macrophages","up","GNB4"
"macrophages","Macrophages","up","GNL3"
"macrophages","Macrophages","up","GNPNAT1"
