leiden_X_pca,0,1,10,11,12,13,14,2,3,4,5,6,7,8,9
0,393,136,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,431,9,0,0,0,0,1,1,0,166,0,0,0,0
10,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,20,72,0,0,0,0,1,0,0,0,0,0
12,0,2,1,0,0,112,0,0,0,0,0,3,0,1,0
13,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,33,3,1049,0,0,0,79
3,0,0,0,0,0,0,0,0,1034,2,9,0,0,0,32
4,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,496,1,0
6,17,1,0,0,0,0,0,1,0,0,0,0,7,485,0
7,1,2,1,2,0,0,0,320,0,0,0,0,0,0,0
8,0,2,2,14,0,0,0,6,0,203,0,0,0,0,49
9,0,31,481,0,0,0,0,1,0,0,0,0,0,0,0
