gsm,module,assayed_genes,source_genes,assayed_fraction,eligible
GSM9226179,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226179,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226179,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226179,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226179,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226179,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226179,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226179,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226179,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226179,GENE_IL1B,1,1,1.0,True
GSM9226179,GENE_IL1A,1,1,1.0,True
GSM9226179,GENE_IL1R1,1,1,1.0,True
GSM9226179,GENE_IL1RAP,1,1,1.0,True
GSM9226179,GENE_IL1RN,1,1,1.0,True
GSM9226179,GENE_IL1R2,1,1,1.0,True
GSM9226179,GENE_SIGIRR,1,1,1.0,True
GSM9226179,GENE_TGFB1,1,1,1.0,True
GSM9226179,GENE_CCL2,1,1,1.0,True
GSM9226179,GENE_CXCL12,1,1,1.0,True
GSM9226179,GENE_AREG,1,1,1.0,True
GSM9226179,GENE_HBEGF,1,1,1.0,True
GSM9226179,GENE_FGF7,1,1,1.0,True
GSM9226179,GENE_FGF10,1,1,1.0,True
GSM9226179,GENE_COL1A1,1,1,1.0,True
GSM9226179,GENE_C1QA,1,1,1.0,True
GSM9226179,GENE_KRT8,1,1,1.0,True
GSM9226179,GENE_KRT5,1,1,1.0,True
GSM9226179,GENE_KRT17,1,1,1.0,True
GSM9226179,GENE_CLDN4,1,1,1.0,True
GSM9226179,GENE_SFTPC,1,1,1.0,True
GSM9226179,GENE_AGER,1,1,1.0,True
GSM9226179,GENE_AQP5,1,1,1.0,True
GSM9226179,GENE_CD3D,1,1,1.0,True
GSM9226179,GENE_CD8A,1,1,1.0,True
GSM9226179,GENE_TNF,1,1,1.0,True
GSM9226179,GENE_IFNG,1,1,1.0,True
GSM9226180,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226180,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226180,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226180,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226180,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226180,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226180,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226180,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226180,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226180,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226180,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226180,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226180,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226180,GENE_IL1B,1,1,1.0,True
GSM9226180,GENE_IL1A,1,1,1.0,True
GSM9226180,GENE_IL1R1,1,1,1.0,True
GSM9226180,GENE_IL1RAP,1,1,1.0,True
GSM9226180,GENE_IL1RN,1,1,1.0,True
GSM9226180,GENE_IL1R2,1,1,1.0,True
GSM9226180,GENE_SIGIRR,1,1,1.0,True
GSM9226180,GENE_TGFB1,1,1,1.0,True
GSM9226180,GENE_CCL2,1,1,1.0,True
GSM9226180,GENE_CXCL12,1,1,1.0,True
GSM9226180,GENE_AREG,1,1,1.0,True
GSM9226180,GENE_HBEGF,1,1,1.0,True
GSM9226180,GENE_FGF7,1,1,1.0,True
GSM9226180,GENE_FGF10,1,1,1.0,True
GSM9226180,GENE_COL1A1,1,1,1.0,True
GSM9226180,GENE_C1QA,1,1,1.0,True
GSM9226180,GENE_KRT8,1,1,1.0,True
GSM9226180,GENE_KRT5,1,1,1.0,True
GSM9226180,GENE_KRT17,1,1,1.0,True
GSM9226180,GENE_CLDN4,1,1,1.0,True
GSM9226180,GENE_SFTPC,1,1,1.0,True
GSM9226180,GENE_AGER,1,1,1.0,True
GSM9226180,GENE_AQP5,1,1,1.0,True
GSM9226180,GENE_CD3D,1,1,1.0,True
GSM9226180,GENE_CD8A,1,1,1.0,True
GSM9226180,GENE_TNF,1,1,1.0,True
GSM9226180,GENE_IFNG,1,1,1.0,True
GSM9226181,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226181,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226181,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226181,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226181,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226181,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226181,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226181,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226181,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226181,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226181,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226181,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226181,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226181,GENE_IL1B,1,1,1.0,True
GSM9226181,GENE_IL1A,1,1,1.0,True
GSM9226181,GENE_IL1R1,1,1,1.0,True
GSM9226181,GENE_IL1RAP,1,1,1.0,True
GSM9226181,GENE_IL1RN,1,1,1.0,True
GSM9226181,GENE_IL1R2,1,1,1.0,True
GSM9226181,GENE_SIGIRR,1,1,1.0,True
GSM9226181,GENE_TGFB1,1,1,1.0,True
GSM9226181,GENE_CCL2,1,1,1.0,True
GSM9226181,GENE_CXCL12,1,1,1.0,True
GSM9226181,GENE_AREG,1,1,1.0,True
GSM9226181,GENE_HBEGF,1,1,1.0,True
GSM9226181,GENE_FGF7,1,1,1.0,True
GSM9226181,GENE_FGF10,1,1,1.0,True
GSM9226181,GENE_COL1A1,1,1,1.0,True
GSM9226181,GENE_C1QA,1,1,1.0,True
GSM9226181,GENE_KRT8,1,1,1.0,True
GSM9226181,GENE_KRT5,1,1,1.0,True
GSM9226181,GENE_KRT17,1,1,1.0,True
GSM9226181,GENE_CLDN4,1,1,1.0,True
GSM9226181,GENE_SFTPC,1,1,1.0,True
GSM9226181,GENE_AGER,1,1,1.0,True
GSM9226181,GENE_AQP5,1,1,1.0,True
GSM9226181,GENE_CD3D,1,1,1.0,True
GSM9226181,GENE_CD8A,1,1,1.0,True
GSM9226181,GENE_TNF,1,1,1.0,True
GSM9226181,GENE_IFNG,1,1,1.0,True
GSM9226182,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226182,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226182,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226182,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226182,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226182,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226182,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226182,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226182,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226182,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226182,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226182,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226182,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226182,GENE_IL1B,1,1,1.0,True
GSM9226182,GENE_IL1A,1,1,1.0,True
GSM9226182,GENE_IL1R1,1,1,1.0,True
GSM9226182,GENE_IL1RAP,1,1,1.0,True
GSM9226182,GENE_IL1RN,1,1,1.0,True
GSM9226182,GENE_IL1R2,1,1,1.0,True
GSM9226182,GENE_SIGIRR,1,1,1.0,True
GSM9226182,GENE_TGFB1,1,1,1.0,True
GSM9226182,GENE_CCL2,1,1,1.0,True
GSM9226182,GENE_CXCL12,1,1,1.0,True
GSM9226182,GENE_AREG,1,1,1.0,True
GSM9226182,GENE_HBEGF,1,1,1.0,True
GSM9226182,GENE_FGF7,1,1,1.0,True
GSM9226182,GENE_FGF10,1,1,1.0,True
GSM9226182,GENE_COL1A1,1,1,1.0,True
GSM9226182,GENE_C1QA,1,1,1.0,True
GSM9226182,GENE_KRT8,1,1,1.0,True
GSM9226182,GENE_KRT5,1,1,1.0,True
GSM9226182,GENE_KRT17,1,1,1.0,True
GSM9226182,GENE_CLDN4,1,1,1.0,True
GSM9226182,GENE_SFTPC,1,1,1.0,True
GSM9226182,GENE_AGER,1,1,1.0,True
GSM9226182,GENE_AQP5,1,1,1.0,True
GSM9226182,GENE_CD3D,1,1,1.0,True
GSM9226182,GENE_CD8A,1,1,1.0,True
GSM9226182,GENE_TNF,1,1,1.0,True
GSM9226182,GENE_IFNG,1,1,1.0,True
GSM9226183,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226183,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226183,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226183,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226183,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226183,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226183,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226183,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226183,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226183,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226183,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226183,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226183,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226183,GENE_IL1B,1,1,1.0,True
GSM9226183,GENE_IL1A,1,1,1.0,True
GSM9226183,GENE_IL1R1,1,1,1.0,True
GSM9226183,GENE_IL1RAP,1,1,1.0,True
GSM9226183,GENE_IL1RN,1,1,1.0,True
GSM9226183,GENE_IL1R2,1,1,1.0,True
GSM9226183,GENE_SIGIRR,1,1,1.0,True
GSM9226183,GENE_TGFB1,1,1,1.0,True
GSM9226183,GENE_CCL2,1,1,1.0,True
GSM9226183,GENE_CXCL12,1,1,1.0,True
GSM9226183,GENE_AREG,1,1,1.0,True
GSM9226183,GENE_HBEGF,1,1,1.0,True
GSM9226183,GENE_FGF7,1,1,1.0,True
GSM9226183,GENE_FGF10,1,1,1.0,True
GSM9226183,GENE_COL1A1,1,1,1.0,True
GSM9226183,GENE_C1QA,1,1,1.0,True
GSM9226183,GENE_KRT8,1,1,1.0,True
GSM9226183,GENE_KRT5,1,1,1.0,True
GSM9226183,GENE_KRT17,1,1,1.0,True
GSM9226183,GENE_CLDN4,1,1,1.0,True
GSM9226183,GENE_SFTPC,1,1,1.0,True
GSM9226183,GENE_AGER,1,1,1.0,True
GSM9226183,GENE_AQP5,1,1,1.0,True
GSM9226183,GENE_CD3D,1,1,1.0,True
GSM9226183,GENE_CD8A,1,1,1.0,True
GSM9226183,GENE_TNF,1,1,1.0,True
GSM9226183,GENE_IFNG,1,1,1.0,True
GSM9226184,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226184,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226184,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226184,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226184,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226184,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226184,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226184,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226184,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226184,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226184,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226184,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226184,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226184,GENE_IL1B,1,1,1.0,True
GSM9226184,GENE_IL1A,1,1,1.0,True
GSM9226184,GENE_IL1R1,1,1,1.0,True
GSM9226184,GENE_IL1RAP,1,1,1.0,True
GSM9226184,GENE_IL1RN,1,1,1.0,True
GSM9226184,GENE_IL1R2,1,1,1.0,True
GSM9226184,GENE_SIGIRR,1,1,1.0,True
GSM9226184,GENE_TGFB1,1,1,1.0,True
GSM9226184,GENE_CCL2,1,1,1.0,True
GSM9226184,GENE_CXCL12,1,1,1.0,True
GSM9226184,GENE_AREG,1,1,1.0,True
GSM9226184,GENE_HBEGF,1,1,1.0,True
GSM9226184,GENE_FGF7,1,1,1.0,True
GSM9226184,GENE_FGF10,1,1,1.0,True
GSM9226184,GENE_COL1A1,1,1,1.0,True
GSM9226184,GENE_C1QA,1,1,1.0,True
GSM9226184,GENE_KRT8,1,1,1.0,True
GSM9226184,GENE_KRT5,1,1,1.0,True
GSM9226184,GENE_KRT17,1,1,1.0,True
GSM9226184,GENE_CLDN4,1,1,1.0,True
GSM9226184,GENE_SFTPC,1,1,1.0,True
GSM9226184,GENE_AGER,1,1,1.0,True
GSM9226184,GENE_AQP5,1,1,1.0,True
GSM9226184,GENE_CD3D,1,1,1.0,True
GSM9226184,GENE_CD8A,1,1,1.0,True
GSM9226184,GENE_TNF,1,1,1.0,True
GSM9226184,GENE_IFNG,1,1,1.0,True
GSM9226185,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226185,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226185,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226185,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226185,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226185,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226185,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226185,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226185,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226185,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226185,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226185,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226185,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226185,GENE_IL1B,1,1,1.0,True
GSM9226185,GENE_IL1A,1,1,1.0,True
GSM9226185,GENE_IL1R1,1,1,1.0,True
GSM9226185,GENE_IL1RAP,1,1,1.0,True
GSM9226185,GENE_IL1RN,1,1,1.0,True
GSM9226185,GENE_IL1R2,1,1,1.0,True
GSM9226185,GENE_SIGIRR,1,1,1.0,True
GSM9226185,GENE_TGFB1,1,1,1.0,True
GSM9226185,GENE_CCL2,1,1,1.0,True
GSM9226185,GENE_CXCL12,1,1,1.0,True
GSM9226185,GENE_AREG,1,1,1.0,True
GSM9226185,GENE_HBEGF,1,1,1.0,True
GSM9226185,GENE_FGF7,1,1,1.0,True
GSM9226185,GENE_FGF10,1,1,1.0,True
GSM9226185,GENE_COL1A1,1,1,1.0,True
GSM9226185,GENE_C1QA,1,1,1.0,True
GSM9226185,GENE_KRT8,1,1,1.0,True
GSM9226185,GENE_KRT5,1,1,1.0,True
GSM9226185,GENE_KRT17,1,1,1.0,True
GSM9226185,GENE_CLDN4,1,1,1.0,True
GSM9226185,GENE_SFTPC,1,1,1.0,True
GSM9226185,GENE_AGER,1,1,1.0,True
GSM9226185,GENE_AQP5,1,1,1.0,True
GSM9226185,GENE_CD3D,1,1,1.0,True
GSM9226185,GENE_CD8A,1,1,1.0,True
GSM9226185,GENE_TNF,1,1,1.0,True
GSM9226185,GENE_IFNG,1,1,1.0,True
GSM9226186,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226186,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226186,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226186,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226186,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226186,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226186,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226186,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226186,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226186,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226186,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226186,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226186,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226186,GENE_IL1B,1,1,1.0,True
GSM9226186,GENE_IL1A,1,1,1.0,True
GSM9226186,GENE_IL1R1,1,1,1.0,True
GSM9226186,GENE_IL1RAP,1,1,1.0,True
GSM9226186,GENE_IL1RN,1,1,1.0,True
GSM9226186,GENE_IL1R2,1,1,1.0,True
GSM9226186,GENE_SIGIRR,1,1,1.0,True
GSM9226186,GENE_TGFB1,1,1,1.0,True
GSM9226186,GENE_CCL2,1,1,1.0,True
GSM9226186,GENE_CXCL12,1,1,1.0,True
GSM9226186,GENE_AREG,1,1,1.0,True
GSM9226186,GENE_HBEGF,1,1,1.0,True
GSM9226186,GENE_FGF7,1,1,1.0,True
GSM9226186,GENE_FGF10,1,1,1.0,True
GSM9226186,GENE_COL1A1,1,1,1.0,True
GSM9226186,GENE_C1QA,1,1,1.0,True
GSM9226186,GENE_KRT8,1,1,1.0,True
GSM9226186,GENE_KRT5,1,1,1.0,True
GSM9226186,GENE_KRT17,1,1,1.0,True
GSM9226186,GENE_CLDN4,1,1,1.0,True
GSM9226186,GENE_SFTPC,1,1,1.0,True
GSM9226186,GENE_AGER,1,1,1.0,True
GSM9226186,GENE_AQP5,1,1,1.0,True
GSM9226186,GENE_CD3D,1,1,1.0,True
GSM9226186,GENE_CD8A,1,1,1.0,True
GSM9226186,GENE_TNF,1,1,1.0,True
GSM9226186,GENE_IFNG,1,1,1.0,True
GSM9226187,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226187,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226187,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226187,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226187,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226187,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226187,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226187,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226187,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226187,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226187,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226187,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226187,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226187,GENE_IL1B,1,1,1.0,True
GSM9226187,GENE_IL1A,1,1,1.0,True
GSM9226187,GENE_IL1R1,1,1,1.0,True
GSM9226187,GENE_IL1RAP,1,1,1.0,True
GSM9226187,GENE_IL1RN,1,1,1.0,True
GSM9226187,GENE_IL1R2,1,1,1.0,True
GSM9226187,GENE_SIGIRR,1,1,1.0,True
GSM9226187,GENE_TGFB1,1,1,1.0,True
GSM9226187,GENE_CCL2,1,1,1.0,True
GSM9226187,GENE_CXCL12,1,1,1.0,True
GSM9226187,GENE_AREG,1,1,1.0,True
GSM9226187,GENE_HBEGF,1,1,1.0,True
GSM9226187,GENE_FGF7,1,1,1.0,True
GSM9226187,GENE_FGF10,1,1,1.0,True
GSM9226187,GENE_COL1A1,1,1,1.0,True
GSM9226187,GENE_C1QA,1,1,1.0,True
GSM9226187,GENE_KRT8,1,1,1.0,True
GSM9226187,GENE_KRT5,1,1,1.0,True
GSM9226187,GENE_KRT17,1,1,1.0,True
GSM9226187,GENE_CLDN4,1,1,1.0,True
GSM9226187,GENE_SFTPC,1,1,1.0,True
GSM9226187,GENE_AGER,1,1,1.0,True
GSM9226187,GENE_AQP5,1,1,1.0,True
GSM9226187,GENE_CD3D,1,1,1.0,True
GSM9226187,GENE_CD8A,1,1,1.0,True
GSM9226187,GENE_TNF,1,1,1.0,True
GSM9226187,GENE_IFNG,1,1,1.0,True
GSM9226188,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226188,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226188,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226188,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226188,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226188,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226188,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226188,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226188,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226188,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226188,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226188,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226188,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226188,GENE_IL1B,1,1,1.0,True
GSM9226188,GENE_IL1A,1,1,1.0,True
GSM9226188,GENE_IL1R1,1,1,1.0,True
GSM9226188,GENE_IL1RAP,1,1,1.0,True
GSM9226188,GENE_IL1RN,1,1,1.0,True
GSM9226188,GENE_IL1R2,1,1,1.0,True
GSM9226188,GENE_SIGIRR,1,1,1.0,True
GSM9226188,GENE_TGFB1,1,1,1.0,True
GSM9226188,GENE_CCL2,1,1,1.0,True
GSM9226188,GENE_CXCL12,1,1,1.0,True
GSM9226188,GENE_AREG,1,1,1.0,True
GSM9226188,GENE_HBEGF,1,1,1.0,True
GSM9226188,GENE_FGF7,1,1,1.0,True
GSM9226188,GENE_FGF10,1,1,1.0,True
GSM9226188,GENE_COL1A1,1,1,1.0,True
GSM9226188,GENE_C1QA,1,1,1.0,True
GSM9226188,GENE_KRT8,1,1,1.0,True
GSM9226188,GENE_KRT5,1,1,1.0,True
GSM9226188,GENE_KRT17,1,1,1.0,True
GSM9226188,GENE_CLDN4,1,1,1.0,True
GSM9226188,GENE_SFTPC,1,1,1.0,True
GSM9226188,GENE_AGER,1,1,1.0,True
GSM9226188,GENE_AQP5,1,1,1.0,True
GSM9226188,GENE_CD3D,1,1,1.0,True
GSM9226188,GENE_CD8A,1,1,1.0,True
GSM9226188,GENE_TNF,1,1,1.0,True
GSM9226188,GENE_IFNG,1,1,1.0,True
GSM9226189,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226189,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226189,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226189,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226189,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226189,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226189,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226189,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226189,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226189,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226189,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226189,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226189,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226189,GENE_IL1B,1,1,1.0,True
GSM9226189,GENE_IL1A,1,1,1.0,True
GSM9226189,GENE_IL1R1,1,1,1.0,True
GSM9226189,GENE_IL1RAP,1,1,1.0,True
GSM9226189,GENE_IL1RN,1,1,1.0,True
GSM9226189,GENE_IL1R2,1,1,1.0,True
GSM9226189,GENE_SIGIRR,1,1,1.0,True
GSM9226189,GENE_TGFB1,1,1,1.0,True
GSM9226189,GENE_CCL2,1,1,1.0,True
GSM9226189,GENE_CXCL12,1,1,1.0,True
GSM9226189,GENE_AREG,1,1,1.0,True
GSM9226189,GENE_HBEGF,1,1,1.0,True
GSM9226189,GENE_FGF7,1,1,1.0,True
GSM9226189,GENE_FGF10,1,1,1.0,True
GSM9226189,GENE_COL1A1,1,1,1.0,True
GSM9226189,GENE_C1QA,1,1,1.0,True
GSM9226189,GENE_KRT8,1,1,1.0,True
GSM9226189,GENE_KRT5,1,1,1.0,True
GSM9226189,GENE_KRT17,1,1,1.0,True
GSM9226189,GENE_CLDN4,1,1,1.0,True
GSM9226189,GENE_SFTPC,1,1,1.0,True
GSM9226189,GENE_AGER,1,1,1.0,True
GSM9226189,GENE_AQP5,1,1,1.0,True
GSM9226189,GENE_CD3D,1,1,1.0,True
GSM9226189,GENE_CD8A,1,1,1.0,True
GSM9226189,GENE_TNF,1,1,1.0,True
GSM9226189,GENE_IFNG,1,1,1.0,True
GSM9226190,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226190,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226190,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226190,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226190,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226190,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226190,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226190,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
