set	gene
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cfh
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ciita
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cmklr1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cmpk2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cmtr1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cxcl10
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cxcl11
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cxcl9
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ddx60
HALLMARK_INTERFERON_GAMMA_RESPONSE	Dhx58
HALLMARK_INTERFERON_GAMMA_RESPONSE	Eif2ak2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Eif4e3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Epsti1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Fas
HALLMARK_INTERFERON_GAMMA_RESPONSE	Fcgr1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Fgl2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Fpr1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Gbp3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Gch1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Gpr18
HALLMARK_INTERFERON_GAMMA_RESPONSE	Gzma
HALLMARK_INTERFERON_GAMMA_RESPONSE	H2-Aa
HALLMARK_INTERFERON_GAMMA_RESPONSE	H2-DMa
HALLMARK_INTERFERON_GAMMA_RESPONSE	Helz2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Herc6
HALLMARK_INTERFERON_GAMMA_RESPONSE	Hif1a
HALLMARK_INTERFERON_GAMMA_RESPONSE	Icam1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ido1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifi27
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifi30
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifi35
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifi44
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifi44l
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifih1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifit2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifit3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifitm2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifitm3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifnar2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il10ra
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il15
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il15ra
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il18bp
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il2rb
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il4ra
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il6
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il7
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf4
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf5
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf7
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf8
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf9
HALLMARK_INTERFERON_GAMMA_RESPONSE	Isg15
HALLMARK_INTERFERON_GAMMA_RESPONSE	Isg20
HALLMARK_INTERFERON_GAMMA_RESPONSE	Isoc1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Itgb7
HALLMARK_INTERFERON_GAMMA_RESPONSE	Jak2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Lap3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Lats2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Lcp2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Lgals3bp
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ly6e
HALLMARK_INTERFERON_GAMMA_RESPONSE	Lysmd2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Marchf1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Mthfd2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Mvp
HALLMARK_INTERFERON_GAMMA_RESPONSE	Mx2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Myd88
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nampt
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ncoa3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nfkb1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nfkbia
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nlrc5
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nmi
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nod1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nup93
HALLMARK_INTERFERON_GAMMA_RESPONSE	Oas2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Oas3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Oasl1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ogfr
HALLMARK_INTERFERON_GAMMA_RESPONSE	P2ry14
HALLMARK_INTERFERON_GAMMA_RESPONSE	Parp12
HALLMARK_INTERFERON_GAMMA_RESPONSE	Parp14
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pde4b
HALLMARK_INTERFERON_GAMMA_RESPONSE	Peli1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pfkp
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pim1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pla2g4a
HALLMARK_INTERFERON_GAMMA_RESPONSE	Plscr1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pml
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pnp
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pnpt1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psma2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psma3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psmb10
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psmb2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psmb8
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psmb9
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psme1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psme2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ptgs2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ptpn1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ptpn2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ptpn6
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rapgef6
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rbck1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rigi
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ripk1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ripk2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rnf213
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rnf31
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rsad2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rtp4
HALLMARK_INTERFERON_GAMMA_RESPONSE	Samd9l
HALLMARK_INTERFERON_GAMMA_RESPONSE	Samhd1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sectm1a
HALLMARK_INTERFERON_GAMMA_RESPONSE	Selp
HALLMARK_INTERFERON_GAMMA_RESPONSE	Serping1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Slamf7
HALLMARK_INTERFERON_GAMMA_RESPONSE	Slc25a28
HALLMARK_INTERFERON_GAMMA_RESPONSE	Socs1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Socs3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sod2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sp110
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sppl2a
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sri
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sspn
HALLMARK_INTERFERON_GAMMA_RESPONSE	St3gal5
HALLMARK_INTERFERON_GAMMA_RESPONSE	St8sia4
HALLMARK_INTERFERON_GAMMA_RESPONSE	Stat1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Stat2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Stat3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Stat4
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tap1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tapbp
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tdrd7
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tmt1b
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tnfaip2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tnfaip3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tnfaip6
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tnfsf10
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tor1b
HALLMARK_INTERFERON_GAMMA_RESPONSE	Trafd1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Trim14
HALLMARK_INTERFERON_GAMMA_RESPONSE	Trim21
HALLMARK_INTERFERON_GAMMA_RESPONSE	Trim25
HALLMARK_INTERFERON_GAMMA_RESPONSE	Trim26
HALLMARK_INTERFERON_GAMMA_RESPONSE	Txnip
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ube2l6
HALLMARK_INTERFERON_GAMMA_RESPONSE	Upp1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Usp18
HALLMARK_INTERFERON_GAMMA_RESPONSE	Vamp5
HALLMARK_INTERFERON_GAMMA_RESPONSE	Vamp8
HALLMARK_INTERFERON_GAMMA_RESPONSE	Vcam1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Wars1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Xaf1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Xcl1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Zbp1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Znfx1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	AK157302
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Abcb7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Acaa1a
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Acaa2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Acadm
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Acadsb
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Acadvl
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Acat1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Aco2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Afg3l2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Aifm1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Alas1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Aldh6a1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp1b1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5f1a
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5f1b
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5f1c
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5f1d
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5f1e
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5mc1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5mc3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5me
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5mf
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5pb
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5pd
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5pf
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp5po
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp6ap1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp6v0b
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp6v0c
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp6v0e
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp6v1c1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp6v1d
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp6v1e1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp6v1f
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp6v1g1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Atp6v1h
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Bax
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Bckdha
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Bdh2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Casp7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox10
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox11
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox15
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox17
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox4i1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox5a
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox5b
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox6a1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox6b1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox6c
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox7a2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox7a2l
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox7b
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox7c
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cox8a
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cpt1a
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cs
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cyb5a
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cyb5r3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Cyc1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Decr1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Dlat
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Dld
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Dlst
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ech1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Echs1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Eci1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Etfa
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Etfb
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Etfdh
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Fdx1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Fh1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Fxn
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Glud1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Gm10053
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Got2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Gpi1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Gpx4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Grpel1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Hadha
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Hadhb
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Hccs
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Hsd17b10
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Hspa9
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Htra2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Idh1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Idh2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Idh3a
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Idh3b
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Idh3g
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Immt
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Iscu
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ldha
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ldhb
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Lrpprc
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Maob
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mdh1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mdh2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mfn2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mgst3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mpc1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mrpl11
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mrpl15
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mrpl34
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mrpl35
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mrps11
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mrps12
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mrps15
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mrps22
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mrps30
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mtrf1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mtrr
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mtx2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufa1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufa2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufa3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufa4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufa5
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufa6
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufa7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufa8
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufa9
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufab1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufb2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufb3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufb5
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufb6
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufb7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufb8
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufc1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufc2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufs1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufs2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufs3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufs4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufs6
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufs7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufs8
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufv1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ndufv2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Nnt
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Nqo2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Oat
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Ogdh
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Opa1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Oxa1l
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Pdha1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Pdhb
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Pdhx
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Pdk4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Pdp1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Phb2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Phyh
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Pmpca
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Polr2f
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Por
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Prdx3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Retsat
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Rhot1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Rhot2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Sdha
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Sdhb
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Sdhc
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Sdhd
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Slc25a11
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Slc25a12
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Slc25a20
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Slc25a3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Slc25a4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Slc25a5
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Sucla2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Suclg1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Supv3l1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Surf1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Tcirg1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Timm10
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Timm13
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Timm17a
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Timm50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Timm8b
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Timm9
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Tomm22
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Tomm70a
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Uqcr10
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Uqcr11
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Uqcrb
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Uqcrc1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Uqcrc2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Uqcrfs1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Uqcrh
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Uqcrq
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Vdac1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Vdac2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Vdac3
HALLMARK_P53_PATHWAY	Abat
HALLMARK_P53_PATHWAY	Abcc5
HALLMARK_P53_PATHWAY	Abhd4
HALLMARK_P53_PATHWAY	Acvr1b
HALLMARK_P53_PATHWAY	Ada
HALLMARK_P53_PATHWAY	Aen
HALLMARK_P53_PATHWAY	Ak1
HALLMARK_P53_PATHWAY	Alox8
HALLMARK_P53_PATHWAY	Ankra2
HALLMARK_P53_PATHWAY	Apaf1
HALLMARK_P53_PATHWAY	App
HALLMARK_P53_PATHWAY	Atf3
HALLMARK_P53_PATHWAY	Baiap2
HALLMARK_P53_PATHWAY	Bak1
HALLMARK_P53_PATHWAY	Bax
HALLMARK_P53_PATHWAY	Blcap
HALLMARK_P53_PATHWAY	Bmp2
HALLMARK_P53_PATHWAY	Btg1
HALLMARK_P53_PATHWAY	Btg2
HALLMARK_P53_PATHWAY	Casp1
HALLMARK_P53_PATHWAY	Ccnd2
HALLMARK_P53_PATHWAY	Ccnd3
HALLMARK_P53_PATHWAY	Ccng1
HALLMARK_P53_PATHWAY	Ccnk
HALLMARK_P53_PATHWAY	Ccp110
HALLMARK_P53_PATHWAY	Cd81
HALLMARK_P53_PATHWAY	Cd82
HALLMARK_P53_PATHWAY	Cdh13
HALLMARK_P53_PATHWAY	Cdk5r1
HALLMARK_P53_PATHWAY	Cdkn1a
HALLMARK_P53_PATHWAY	Cdkn2a
HALLMARK_P53_PATHWAY	Cdkn2aip
HALLMARK_P53_PATHWAY	Cdkn2b
HALLMARK_P53_PATHWAY	Cebpa
HALLMARK_P53_PATHWAY	Cgrrf1
HALLMARK_P53_PATHWAY	Clca2
HALLMARK_P53_PATHWAY	Coq8a
HALLMARK_P53_PATHWAY	Csrnp2
HALLMARK_P53_PATHWAY	Ctsd
HALLMARK_P53_PATHWAY	Ctsf
HALLMARK_P53_PATHWAY	Cyfip2
HALLMARK_P53_PATHWAY	Dcxr
HALLMARK_P53_PATHWAY	Ddb2
HALLMARK_P53_PATHWAY	Ddit3
HALLMARK_P53_PATHWAY	Ddit4
HALLMARK_P53_PATHWAY	Def6
HALLMARK_P53_PATHWAY	Dgka
HALLMARK_P53_PATHWAY	Dnttip2
HALLMARK_P53_PATHWAY	Dram1
HALLMARK_P53_PATHWAY	Ei24
HALLMARK_P53_PATHWAY	Elp1
HALLMARK_P53_PATHWAY	Epha2
HALLMARK_P53_PATHWAY	Ephx1
HALLMARK_P53_PATHWAY	Eps8l2
HALLMARK_P53_PATHWAY	Ercc5
HALLMARK_P53_PATHWAY	F2r
HALLMARK_P53_PATHWAY	Fam162a
HALLMARK_P53_PATHWAY	Fas
HALLMARK_P53_PATHWAY	Fbxw7
HALLMARK_P53_PATHWAY	Fdxr
HALLMARK_P53_PATHWAY	Fgf13
HALLMARK_P53_PATHWAY	Fos
HALLMARK_P53_PATHWAY	Foxo3
HALLMARK_P53_PATHWAY	Fuca1
HALLMARK_P53_PATHWAY	Gadd45a
HALLMARK_P53_PATHWAY	Gls2
HALLMARK_P53_PATHWAY	Gm2a
HALLMARK_P53_PATHWAY	Gpx2
HALLMARK_P53_PATHWAY	H1f2
HALLMARK_P53_PATHWAY	H2ac25
HALLMARK_P53_PATHWAY	H2aj
HALLMARK_P53_PATHWAY	Hbegf
HALLMARK_P53_PATHWAY	Hdac3
HALLMARK_P53_PATHWAY	Hexim1
HALLMARK_P53_PATHWAY	Hint1
HALLMARK_P53_PATHWAY	Hmox1
HALLMARK_P53_PATHWAY	Hras
HALLMARK_P53_PATHWAY	Hspa4l
HALLMARK_P53_PATHWAY	Ier3
HALLMARK_P53_PATHWAY	Ier5
HALLMARK_P53_PATHWAY	Ifi30
HALLMARK_P53_PATHWAY	Il1a
HALLMARK_P53_PATHWAY	Inhbb
HALLMARK_P53_PATHWAY	Ip6k2
HALLMARK_P53_PATHWAY	Irag2
HALLMARK_P53_PATHWAY	Irak1
HALLMARK_P53_PATHWAY	Iscu
HALLMARK_P53_PATHWAY	Itgb4
