gene	gene_group	mark	window_1kb	replicate	contrast	eligible_1kb	log2_ratio_difference_1kb	raw_mark_log2_ratio_1kb	H3_log2_ratio_1kb	window_5kb	eligible_5kb	log2_ratio_difference_5kb	raw_mark_log2_ratio_5kb	H3_log2_ratio_5kb	both_windows_eligible	same_direction_across_windows	H3_changes_direction_1kb	H3_changes_direction_5kb
SFTPB	AT2	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-4.869873156038856	-5.060425305573272	-0.1905521495344163	broad_promoter	True	-5.239357342845072	-4.708184106728335	0.531173236116737	True	1.0	0.0	0.0
AGER	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-3.2886246997746222	-2.152700153446072	1.1359245463285506	broad_promoter	True	-0.3434553377630522	0.0865574350595444	0.4300127728225966	True	1.0	0.0	1.0
AGER	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-2.185906064443568	-2.597983570423393	-0.4120775059798253	broad_promoter	True	-0.6820740582645093	-0.0642071770127577	0.6178668812517514	True	1.0	0.0	0.0
PDPN	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-2.7123494289773924	-2.213211090649377	0.499138338328015	broad_promoter	True	-2.199436520025061	-1.8532174321726809	0.3462190878523801	True	1.0	0.0	0.0
PDPN	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-4.896017911128272	-3.498966206121501	1.3970517050067714	broad_promoter	True	-4.400155683694479	-3.1819009771486133	1.218254706545865	True	1.0	0.0	0.0
HOPX	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-2.558849107631283	-2.529559450870696	0.0292896567605874	broad_promoter	True	-2.543894329822689	-2.358360784074613	0.1855335457480762	True	1.0	0.0	0.0
HOPX	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-3.3469007583949173	-3.3785434327413317	-0.0316426743464136	broad_promoter	True	-3.360903983569635	-3.378414474146784	-0.0175104905771484	True	1.0	0.0	0.0
CAV1	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-1.8284118042916129	-2.263281063929534	-0.4348692596379211	broad_promoter	True	-1.643580875456136	-1.6674294811102404	-0.023848605654104	True	1.0	0.0	0.0
CAV1	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-3.5065680410325677	-3.7338216416524177	-0.2272536006198503	broad_promoter	True	-3.540056915288581	-3.301453415292517	0.2386034999960637	True	1.0	0.0	0.0
AQP5	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	0.6560980802903849	0.8640327028127388	0.2079346225223541	broad_promoter	True	-0.4890270226377855	-0.2041379382346312	0.2848890844031543	True	0.0	0.0	0.0
AQP5	AT1	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.2697615089950078	-0.0092649771331586	1.260496531861849	broad_promoter	True	-1.492753371688622	-0.7692904561508936	0.723462915537728	True	1.0	0.0	0.0
KRT8	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	1.083504819017321	0.9087055211387908	-0.17479929787853	broad_promoter	True	0.846599940550786	0.8687946870684612	0.0221947465176753	True	1.0	0.0	0.0
KRT8	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-0.8405088621475212	0.4653395497222605	1.3058484118697815	broad_promoter	True	-0.9889218959419024	0.2939357419417769	1.2828576378836791	True	1.0	1.0	1.0
CLDN4	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.6859378711102115	0.6181295810832594	1.3040674521934703	broad_promoter	True	0.1568541072325526	0.568140333252776	0.4112862260202235	True	0.0	1.0	0.0
CLDN4	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.337386514991259	1.104777683698422	2.442164198689681	broad_promoter	True	0.1998595533293192	0.996518818921977	0.7966592655926577	True	0.0	1.0	0.0
KRT19	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.1268593328672604	0.6369538419179483	0.7638131747852089	broad_promoter	True	0.1030265118261199	0.6553608078133201	0.5523342959872003	True	0.0	1.0	0.0
KRT19	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.4242799728651772	0.174131296068838	1.5984112689340149	broad_promoter	True	-0.7187864946702067	0.2428097521329622	0.9615962468031686	True	1.0	1.0	1.0
CDKN1A	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	0.0189175822411367	0.0020278369058815	-0.0168897453352547	broad_promoter	True	0.1122899837303981	1.0117171862605765	0.8994272025301786	True	1.0	0.0	0.0
CDKN1A	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-0.6924964294429801	-0.2204256924938707	0.4720707369491094	broad_promoter	True	-0.9642576534996224	0.4392566668826519	1.4035143203822742	True	1.0	0.0	1.0
SFN	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-1.4459752321481707	-0.503808022851822	0.9421672092963485	broad_promoter	True	-0.4182484572053023	0.3721990663950743	0.7904475236003768	True	1.0	0.0	1.0
SFN	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.3761492899371517	-0.4646600152257198	0.9114892747114316	broad_promoter	True	-1.108192629840214	-0.0652232975790844	1.0429693322611298	True	1.0	0.0	0.0
ITGB6	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	1.8568663617006225	2.081775517829207	0.224909156128585	broad_promoter	True	2.4157435768498976	2.383955169550457	-0.0317884072994407	True	1.0	0.0	0.0
ITGB6	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	0.8205016922770083	1.8208739591223333	1.0003722668453252	broad_promoter	True	0.6650372502685875	1.8451856269951985	1.1801483767266108	True	1.0	0.0	0.0
KRT17	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	1.6374411139757368	2.5709900640512213	0.9335489500754844	broad_promoter	True	2.425714382570992	2.762156969492569	0.3364425869215774	True	1.0	0.0	0.0
KRT17	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	0.675046680815735	2.1267077848156712	1.451661103999936	broad_promoter	True	1.199811320937925	2.041339033311274	0.8415277123733489	True	1.0	0.0	0.0
TP63	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	False			0.8175878412678612	broad_promoter	False			0.6521923568992375	False			
TP63	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	False			0.1346558098459342	broad_promoter	False			0.5765699621414332	False			
COL1A1	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	0.6947023695191382	1.0669940342904198	0.3722916647712815	broad_promoter	True	0.533002417980466	0.7445686986039913	0.2115662806235254	True	1.0	0.0	0.0
COL1A1	transition_stress	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	0.1429198029511167	1.3139749985804934	1.1710551956293769	broad_promoter	True	0.0822033521516523	1.1324011343675813	1.050197782215929	True	1.0	0.0	0.0
ATF3	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.2511432281380701	-0.1359634221950065	0.1151798059430633	broad_promoter	True	-1.1427564694101535	0.1688902458306278	1.3116467152407816	True	1.0	0.0	1.0
ATF3	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-2.5938850257985693	-1.3986753432009986	1.1952096825975704	broad_promoter	True	-1.4227612226216908	-0.897129033691366	0.5256321889303247	True	1.0	0.0	0.0
HNF1B	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.2650114123081808	0.5228546005320077	0.7878660128401888	broad_promoter	True	-0.8047411999238578	0.5553123999689411	1.3600535998927992	True	1.0	1.0	1.0
HNF1B	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.707839043391214	0.3387987078283531	2.0466377512195684	broad_promoter	True	-0.8622668904290096	0.3971430126366764	1.259409903065687	True	1.0	1.0	1.0
TP53	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.5713025580802862	-0.1012649000435224	0.4700376580367633	broad_promoter	True	-0.4615669250435443	-0.1102507490767222	0.3513161759668212	True	1.0	0.0	0.0
TP53	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-0.8508667920014066	-0.0784694491188593	0.7723973428825474	broad_promoter	True	-1.1513187678440175	0.0345732990252628	1.1858920668692798	True	1.0	0.0	1.0
CEBPA	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.2509065870879885	-0.3700298759191707	-0.1191232888311823	broad_promoter	True	-0.6955547725023437	-0.58419183305004	0.1113629394523036	True	1.0	0.0	0.0
CEBPA	regulators	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.446846413539613	-0.7347211323714284	0.7121252811681851	broad_promoter	True	-1.2507427885764029	-0.6294108567022576	0.6213319318741455	True	1.0	0.0	0.0
SFTPC	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-2.5531287920839585	-1.833549139472018	0.71957965261194	broad_promoter	True	-1.6019673249276134	-1.343549582511952	0.2584177424156615	True	1.0	0.0	0.0
SFTPC	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.6227768654604295	-0.8143110510213987	0.8084658144390308	broad_promoter	True	-0.5869193348826593	-0.3842341522784138	0.2026851826042456	True	1.0	0.0	0.0
ABCA3	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-1.9926366507526112	-1.6445853432166635	0.3480513075359478	broad_promoter	True	-2.0910270015559584	-1.634653743495338	0.4563732580606207	True	1.0	0.0	0.0
ABCA3	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-2.3167930815866478	-1.587792441845121	0.7290006397415264	broad_promoter	True	-2.3559964093102463	-1.5371319565286157	0.8188644527816309	True	1.0	0.0	0.0
NKX2-1	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-3.3460403711003988	-2.31311556008576	1.0329248110146396	broad_promoter	True	-2.9563328166798684	-1.9765967126624768	0.9797361040173912	True	1.0	0.0	0.0
NKX2-1	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-2.80459995751127	-2.0727536824388704	0.7318462750723994	broad_promoter	True	-2.664277054023949	-1.7287706448278577	0.9355064091960912	True	1.0	0.0	0.0
ETV5	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.5273093315473174	-0.3278610148625028	0.199448316684815	broad_promoter	True	-0.752183700747572	-0.406271127771024	0.3459125729765476	True	1.0	0.0	0.0
ETV5	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	0.4490070442365694	1.5288147449981289	1.0798077007615592	broad_promoter	True	0.7197235495009804	1.5988335690228956	0.8791100195219153	True	1.0	0.0	0.0
SFTPB	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-5.145279432481971	-5.605915418861051	-0.460635986379081	broad_promoter	True	-6.735993048347045	-6.416798461341344	0.3191945870057013	True	1.0	0.0	0.0
SFTPB	AT2	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-3.9023153114101152	-4.334105728734121	-0.4317904173240058	broad_promoter	True	-5.711294266845968	-5.332637310748966	0.3786569560970019	True	1.0	0.0	0.0
AGER	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.154327075954995	2.2312649628331216	2.385592038788116	broad_promoter	True	-0.1923605984011414	0.7357858078727675	0.9281464062739092	True	1.0	1.0	1.0
AGER	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-2.662049816884924	-1.4742359856320035	1.18781383125292	broad_promoter	True	-1.1111528987328732	-0.0728636191686968	1.0382892795641765	True	1.0	0.0	0.0
PDPN	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	0.202928104026653	0.7559867775737474	0.5530586735470944	broad_promoter	True	-0.6974756238413786	-0.1874298524909601	0.5100457713504184	True	0.0	0.0	0.0
PDPN	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-4.43526003877667	-2.918648062212947	1.5166119765637232	broad_promoter	True	-4.035618137610939	-2.814311381190794	1.2213067564201443	True	1.0	0.0	0.0
HOPX	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-3.241804017907672	-3.5414625332502645	-0.2996585153425925	broad_promoter	True	-3.673592793680154	-3.622526087437524	0.0510667062426304	True	1.0	0.0	0.0
HOPX	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-5.36669251954278	-4.536291240472553	0.8304012790702264	broad_promoter	True	-6.129741991474583	-4.5795908024472	1.5501511890273822	True	1.0	0.0	0.0
CAV1	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.3967948545827584	-0.8793008869309099	-0.4825060323481516	broad_promoter	True	-0.3106465200925262	-0.8185695802730989	-0.5079230601805726	True	1.0	0.0	0.0
CAV1	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-2.4683212337588945	-3.3935788362279733	-0.9252576024690786	broad_promoter	True	-3.4003382261968054	-3.4150656453818358	-0.0147274191850299	True	1.0	0.0	0.0
AQP5	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	1.636788895122	1.2414129182092044	-0.3953759769127956	broad_promoter	True	0.9483898698781102	0.4450875803482622	-0.5033022895298482	True	1.0	0.0	0.0
AQP5	AT1	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.0082315657548568	-0.5512766451876048	0.456954920567252	broad_promoter	True	-0.0554551985875261	0.0877079038549421	0.1431631024424681	True	1.0	0.0	1.0
KRT8	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	1.0061174746024522	0.7522884558215479	-0.2538290187809046	broad_promoter	True	0.71941160204537	0.775058939079305	0.0556473370339345	True	1.0	0.0	0.0
KRT8	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.3177681467187767	0.1309406178937868	1.4487087646125625	broad_promoter	True	-0.6030915104283707	0.0573562807122395	0.6604477911406099	True	1.0	1.0	1.0
CLDN4	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.438643576550592	0.8634200101316606	1.3020635866822527	broad_promoter	True	0.437099355722216	0.7430128388893062	0.3059134831670898	True	0.0	1.0	0.0
CLDN4	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.489446729043494	1.5928319977078955	2.0822787267513903	broad_promoter	True	0.5768387600619969	1.3182720700674413	0.7414333100054448	True	0.0	1.0	0.0
KRT19	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.3245699417850174	0.6970975492415536	1.0216674910265715	broad_promoter	True	0.1787150161624211	0.8184278601428705	0.6397128439804495	True	0.0	1.0	0.0
KRT19	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.8166580603454587	0.2090824929479362	2.0257405532933954	broad_promoter	True	-1.0542551237392823	0.1968748860872117	1.2511300098264944	True	1.0	1.0	1.0
CDKN1A	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	0.794615693663689	0.0134242131647808	-0.7811914804989081	broad_promoter	True	0.6221980267508833	0.7066531491202	0.0844551223693168	True	1.0	0.0	0.0
CDKN1A	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	0.3364532571619878	0.6373511565459554	0.3008978993839677	broad_promoter	True	-0.3483340436699311	0.5322542400464296	0.8805882837163608	True	0.0	0.0	1.0
SFN	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.7514891866801539	-0.1498917124390145	0.6015974742411393	broad_promoter	True	0.0736566409093777	0.4609198053064304	0.3872631643970531	True	0.0	0.0	0.0
SFN	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.6008086443819631	-0.9211177775484174	0.679690866833546	broad_promoter	True	-0.5201631249310339	-0.0041798334193131	0.515983291511721	True	1.0	0.0	0.0
ITGB6	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	2.058535966239292	2.873367960877536	0.8148319946382433	broad_promoter	True	2.1780238641694862	2.388254571425433	0.210230707255947	True	1.0	0.0	0.0
ITGB6	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	1.4887855897450448	1.3057449711916946	-0.1830406185533507	broad_promoter	True	0.6106789183761512	1.010602516056346	0.3999235976801948	True	1.0	0.0	0.0
KRT17	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	2.413600322137899	3.0140025337378265	0.6004022115999271	broad_promoter	True	0.5230693550418332	0.6951309583013067	0.1720616032594736	True	1.0	0.0	0.0
KRT17	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	False			1.6427748083359623	broad_promoter	True	2.310897281279069	3.1629689451277168	0.8520716638486479	False			0.0
TP63	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	False			-1.0837689725914348	broad_promoter	False			-0.68454736907539	False			
TP63	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	False			-0.504705710726567	broad_promoter	False			-0.1110521826161694	False			
COL1A1	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.6621586662671326	-0.2293462789575822	0.4328123873095503	broad_promoter	True	0.6729965332970899	0.8447537668146968	0.1717572335176072	True	0.0	0.0	0.0
COL1A1	transition_stress	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.4952730770520727	-0.1041966570516331	0.3910764200004394	broad_promoter	True	-0.0659641820566152	0.5508704289681782	0.6168346110247935	True	1.0	0.0	1.0
ATF3	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.3632168718615159	0.2414129182092043	0.6046297900707203	broad_promoter	True	-0.8949947811488874	-0.792534876315053	0.1024599048338341	True	1.0	1.0	0.0
ATF3	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	False			0.4785544832660541	broad_promoter	True	0.9590866272639	0.8775666536162694	-0.0815199736476308	False			0.0
HNF1B	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	0.7529973127333358	0.8350214947667826	0.0820241820334477	broad_promoter	True	0.2073016857795844	0.8476918866785104	0.6403902008989258	True	1.0	0.0	0.0
HNF1B	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	0.7528434603620555	0.738406958271857	-0.0144365020901977	broad_promoter	True	0.0788498737893608	0.7442872076201316	0.6654373338307705	True	1.0	0.0	0.0
TP53	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.814745990702531	-0.2001738332204678	0.614572157482063	broad_promoter	True	-0.7477984663240358	-0.0384654234788842	0.7093330428451518	True	1.0	0.0	0.0
TP53	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.0959265012859678	-0.1971459556934289	0.8987805455925387	broad_promoter	True	-0.981478595701902	-0.0244212905937019	0.9570573051082002	True	1.0	0.0	0.0
CEBPA	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.2620552117649493	-0.2072546549976316	0.0548005567673176	broad_promoter	True	-0.6181317672908941	-0.4400571631704764	0.1780746041204176	True	1.0	0.0	0.0
CEBPA	regulators	H3K4me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.3989883902996887	0.0003222473390219	0.3993106376387104	broad_promoter	True	-0.6684064958311142	-0.121385081984256	0.547021413846858	True	1.0	1.0	0.0
SFTPC	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.4194360632361587	-0.191721316094639	0.2277147471415196	broad_promoter	True	-0.4075628579291122	-0.2453602064425739	0.1622026514865385	True	1.0	0.0	0.0
SFTPC	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.2975050381045723	-0.8068733130918291	0.4906317250127434	broad_promoter	True	-0.8003817201126857	-0.7865403817993388	0.0138413383133471	True	1.0	0.0	0.0
ABCA3	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	0.9532205904876648	1.7180485605776128	0.7648279700899481	broad_promoter	True	0.7677092030547114	1.6199749651295543	0.8522657620748433	True	1.0	0.0	0.0
ABCA3	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	0.2816582505489632	1.5932568586327478	1.3115986080837851	broad_promoter	True	0.3357844387836226	1.6597625536601712	1.3239781148765486	True	1.0	0.0	0.0
NKX2-1	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	1.96199762764369	1.826355068046899	-0.1356425595967909	broad_promoter	True	1.3966720245550386	1.8501035411193671	0.4534315165643286	True	1.0	0.0	0.0
NKX2-1	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	0.4894293002330557	0.853537424656101	0.3641081244230451	broad_promoter	True	0.9093900356444152	1.458052623573029	0.5486625879286134	True	1.0	0.0	0.0
ETV5	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	0.1511023123609709	1.1141450755618885	0.963042763200918	broad_promoter	True	0.6457215029473038	1.398152087982442	0.7524305850351383	True	1.0	0.0	0.0
ETV5	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.2057537008814787	-0.3096366498788269	0.8961170510026522	broad_promoter	True	-1.3432928599512546	-0.3960258911373793	0.9472669688138752	True	1.0	0.0	0.0
SFTPB	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	2.288592051794179	1.3256569798773783	-0.9629350719168	broad_promoter	True	1.4407603845275618	1.9606078598053516	0.5198474752777896	True	1.0	0.0	0.0
SFTPB	AT2	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	0.797005941469344	0.6064537919349277	-0.1905521495344163	broad_promoter	True	1.4281714601694937	1.9593446962862304	0.531173236116737	True	1.0	0.0	0.0
AGER	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	0.4944983203130367	1.6304228666415874	1.1359245463285506	broad_promoter	True	0.2200948813964738	0.6501076542190707	0.4300127728225966	True	1.0	0.0	0.0
AGER	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-0.142041883065649	-0.5541193890454744	-0.4120775059798253	broad_promoter	True	-1.053432877851244	-0.4355659965994926	0.6178668812517514	True	1.0	0.0	0.0
PDPN	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.7280729549667493	-0.2289346166387341	0.499138338328015	broad_promoter	True	-0.7213278667843914	-0.3751087789320111	0.3462190878523801	True	1.0	0.0	0.0
PDPN	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	0.5493979077574573	1.9464496127642288	1.3970517050067714	broad_promoter	True	0.2338447342408167	1.452099440786682	1.218254706545865	True	1.0	0.0	0.0
HOPX	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	0.6928899884983393	0.7221796452589265	0.0292896567605874	broad_promoter	True	1.1589553668836696	1.344488912631746	0.1855335457480762	True	1.0	0.0	0.0
HOPX	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	0.6445679983613312	0.6129253240149174	-0.0316426743464136	broad_promoter	True	0.9050826086724708	0.8875721180953224	-0.0175104905771484	True	1.0	0.0	0.0
CAV1	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	0.4891095017652638	0.0542402421273426	-0.4348692596379211	broad_promoter	True	0.020247917973228	-0.0036006876808762	-0.023848605654104	True	1.0	0.0	1.0
CAV1	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	2.156185166583356	1.928931565963505	-0.2272536006198503	broad_promoter	True	1.8085739329521853	2.047177432948249	0.2386034999960637	True	1.0	0.0	0.0
AQP5	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-1.2108733659657216	-1.0029387434433676	0.2079346225223541	broad_promoter	True	-1.3239092886055914	-1.039020204202437	0.2848890844031543	True	1.0	0.0	0.0
AQP5	AT1	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-2.635472370928849	-1.3749758390670002	1.260496531861849	broad_promoter	True	-2.115740386146733	-1.3922774706090053	0.723462915537728	True	1.0	0.0	0.0
KRT8	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	0.9918712777032104	0.8170719798246803	-0.17479929787853	broad_promoter	True	-0.0907688710225471	-0.068574124504872	0.0221947465176753	True	0.0	0.0	0.0
KRT8	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.3158342060676158	-0.0099857941978342	1.3058484118697815	broad_promoter	True	-1.768273883701465	-0.4854162458177859	1.2828576378836791	True	1.0	0.0	0.0
CLDN4	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	0.8525540494289252	2.156621501622396	1.3040674521934703	broad_promoter	True	0.552336061543594	0.9636222875638176	0.4112862260202235	True	1.0	0.0	0.0
CLDN4	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.6827114919767958	0.7594527067128853	2.442164198689681	broad_promoter	True	-0.7003186559707743	0.0963406096218832	0.7966592655926577	True	1.0	1.0	1.0
KRT19	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-2.226771966188032	-1.4629587914028228	0.7638131747852089	broad_promoter	True	-1.529592923747198	-0.9772586277599976	0.5523342959872003	True	1.0	0.0	0.0
KRT19	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-2.03102064960848	-0.4326093806744648	1.5984112689340149	broad_promoter	True	-1.1927676415365027	-0.2311713947333342	0.9615962468031686	True	1.0	0.0	0.0
CDKN1A	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-1.3825032327936235	-1.3993929781288788	-0.0168897453352547	broad_promoter	True	-2.328443169432404	-1.4290159669022258	0.8994272025301786	True	1.0	0.0	0.0
CDKN1A	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.780393318368465	-1.3083225814193558	0.4720707369491094	broad_promoter	True	-2.283827525143032	-0.8803132047607574	1.4035143203822742	True	1.0	0.0	0.0
SFN	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.3399086742853601	0.6022585350109885	0.9421672092963485	broad_promoter	True	-0.2304135826547508	0.5600339409456258	0.7904475236003768	True	1.0	1.0	1.0
SFN	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.2495519836826363	-0.3380627089712048	0.9114892747114316	broad_promoter	True	-0.6871385081122475	0.3558308241488822	1.0429693322611298	True	1.0	0.0	1.0
ITGB6	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	False			0.224909156128585	broad_promoter	True	-1.0602527821712977	-1.0920411894707387	-0.0317884072994407	False			0.0
ITGB6	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	False			1.0003722668453252	broad_promoter	True	-2.207414572854689	-1.0272661961280785	1.1801483767266108	False			0.0
KRT17	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-1.3175486470074542	-0.3839996969319698	0.9335489500754844	broad_promoter	True	-1.2355921346961745	-0.899149547774597	0.3364425869215774	True	1.0	0.0	0.0
KRT17	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.6209037678858365	-0.1692426638859006	1.451661103999936	broad_promoter	True	-1.2613966989311396	-0.4198689865577906	0.8415277123733489	True	1.0	0.0	0.0
TP63	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.3134435350509514	0.5041443062169095	0.8175878412678612	broad_promoter	True	-1.563661300728155	-0.9114689438289174	0.6521923568992375	True	1.0	1.0	0.0
