gsm,treatment,label,gene,cells,detection_fraction,mean_normalized_10000
GSM9057713,anti-IL-1β,mesothelial_stromal_ambiguous,Il1rn,8,0.0,0.0
GSM9057713,anti-IL-1β,mesothelial_stromal_ambiguous,Nlrp3,8,0.0,0.0
GSM9057713,anti-IL-1β,mesothelial_stromal_ambiguous,Pycard,8,0.25,0.27859356691469184
GSM9057713,anti-IL-1β,mesothelial_stromal_ambiguous,Sigirr,8,0.0,0.0
GSM9057713,anti-IL-1β,mesothelial_stromal_ambiguous,Tgfb1,8,0.0,0.0
GSM9057713,anti-IL-1β,mesothelial_stromal_ambiguous,Vegfa,8,0.25,0.23609848007623202
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Areg,36,0.4166666666666668,7.795947158742907
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Casp1,36,0.0,0.0
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Ccl2,36,0.0,0.0
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Cxcl12,36,0.027777777777777776,0.08429002511842748
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Fgf10,36,0.0,0.0
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Fgf7,36,0.0,0.0
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Gsdmd,36,0.08333333333333333,0.08906840985397473
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Hbegf,36,0.1111111111111111,0.385577783873699
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Il1a,36,0.0,0.0
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Il1b,36,0.027777777777777776,0.041146167645945454
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Il1r1,36,0.027777777777777776,0.22737608003638016
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Il1r2,36,0.0,0.0
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Il1rap,36,0.0,0.0
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Il1rn,36,0.0,0.0
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Nlrp3,36,0.0,0.0
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Pycard,36,0.1111111111111111,0.16919088497535006
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Sigirr,36,0.1388888888888889,0.4037226652055514
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Tgfb1,36,0.08333333333333333,0.08621828671395367
GSM9057713,anti-IL-1β,mixed_AT2_AT1_alveolar,Vegfa,36,0.4722222222222224,1.2817865962205188
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Areg,10,0.0,0.0
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Casp1,10,0.1,0.13783597518952448
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Ccl2,10,0.0,0.0
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Cxcl12,10,0.1,0.5675368898978433
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Fgf10,10,0.0,0.0
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Fgf7,10,0.2,1.847832154706592
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Gsdmd,10,0.30000000000000004,0.6589062817651934
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Hbegf,10,0.0,0.0
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Il1a,10,0.0,0.0
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Il1b,10,0.9999999999999999,108.66443592358218
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Il1r1,10,0.1,0.13783597518952448
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Il1r2,10,0.30000000000000004,0.8554269970453108
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Il1rap,10,0.2,1.7165941405807783
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Il1rn,10,0.1,0.5675368898978433
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Nlrp3,10,0.5,1.8527493572111378
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Pycard,10,0.1,0.11623852144600721
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Sigirr,10,0.0,0.0
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Tgfb1,10,0.5,1.6869817437744383
GSM9057713,anti-IL-1β,mixed_fibroblast_myeloid,Vegfa,10,0.5,3.8015510357816167
GSM9057713,anti-IL-1β,mixed_lineage,Areg,21,0.09523809523809523,0.3819693973910986
GSM9057713,anti-IL-1β,mixed_lineage,Casp1,21,0.14285714285714285,0.587165675332988
GSM9057713,anti-IL-1β,mixed_lineage,Ccl2,21,0.0,0.0
GSM9057713,anti-IL-1β,mixed_lineage,Cxcl12,21,0.09523809523809523,0.4353045946399964
GSM9057713,anti-IL-1β,mixed_lineage,Fgf10,21,0.0,0.0
GSM9057713,anti-IL-1β,mixed_lineage,Fgf7,21,0.19047619047619047,1.2439839043971241
GSM9057713,anti-IL-1β,mixed_lineage,Gsdmd,21,0.047619047619047616,0.21033148241628807
GSM9057713,anti-IL-1β,mixed_lineage,Hbegf,21,0.047619047619047616,0.24445096313679476
GSM9057713,anti-IL-1β,mixed_lineage,Il1a,21,0.0,0.0
GSM9057713,anti-IL-1β,mixed_lineage,Il1b,21,0.5714285714285714,5.747899778631044
GSM9057713,anti-IL-1β,mixed_lineage,Il1r1,21,0.09523809523809523,0.3218104215948135
GSM9057713,anti-IL-1β,mixed_lineage,Il1r2,21,0.09523809523809523,0.36670684700765865
GSM9057713,anti-IL-1β,mixed_lineage,Il1rap,21,0.047619047619047616,0.2095908786049631
GSM9057713,anti-IL-1β,mixed_lineage,Il1rn,21,0.0,0.0
GSM9057713,anti-IL-1β,mixed_lineage,Nlrp3,21,0.23809523809523808,1.281048730893961
GSM9057713,anti-IL-1β,mixed_lineage,Pycard,21,0.09523809523809523,0.2772112928555764
GSM9057713,anti-IL-1β,mixed_lineage,Sigirr,21,0.0,0.0
GSM9057713,anti-IL-1β,mixed_lineage,Tgfb1,21,0.42857142857142855,2.338745406366063
GSM9057713,anti-IL-1β,mixed_lineage,Vegfa,21,0.2857142857142857,1.5082783447280659
GSM9057713,anti-IL-1β,mixed_myeloid_B,Areg,13,0.07692307692307693,0.7878527431600059
GSM9057713,anti-IL-1β,mixed_myeloid_B,Casp1,13,0.46153846153846156,0.7243450219001866
GSM9057713,anti-IL-1β,mixed_myeloid_B,Ccl2,13,0.0,0.0
GSM9057713,anti-IL-1β,mixed_myeloid_B,Cxcl12,13,0.0,0.0
GSM9057713,anti-IL-1β,mixed_myeloid_B,Fgf10,13,0.0,0.0
GSM9057713,anti-IL-1β,mixed_myeloid_B,Fgf7,13,0.0,0.0
GSM9057713,anti-IL-1β,mixed_myeloid_B,Gsdmd,13,0.5384615384615385,0.7287883534748945
GSM9057713,anti-IL-1β,mixed_myeloid_B,Hbegf,13,0.0,0.0
GSM9057713,anti-IL-1β,mixed_myeloid_B,Il1a,13,0.0,0.0
GSM9057713,anti-IL-1β,mixed_myeloid_B,Il1b,13,0.846153846153846,11.238602384264555
GSM9057713,anti-IL-1β,mixed_myeloid_B,Il1r1,13,0.0,0.0
GSM9057713,anti-IL-1β,mixed_myeloid_B,Il1r2,13,0.15384615384615385,0.9014921131302159
GSM9057713,anti-IL-1β,mixed_myeloid_B,Il1rap,13,0.0,0.0
GSM9057713,anti-IL-1β,mixed_myeloid_B,Il1rn,13,0.07692307692307693,0.07162297665090962
GSM9057713,anti-IL-1β,mixed_myeloid_B,Nlrp3,13,0.6923076923076923,1.1979526186165823
GSM9057713,anti-IL-1β,mixed_myeloid_B,Pycard,13,0.6153846153846154,1.350990404079484
GSM9057713,anti-IL-1β,mixed_myeloid_B,Sigirr,13,0.07692307692307693,0.14922032380810268
GSM9057713,anti-IL-1β,mixed_myeloid_B,Tgfb1,13,0.846153846153846,4.031524218324853
GSM9057713,anti-IL-1β,mixed_myeloid_B,Vegfa,13,0.38461538461538464,1.0340031095907285
GSM9057713,anti-IL-1β,mural_pericyte,Areg,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Casp1,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Ccl2,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Cxcl12,10,0.1,0.2907822041291073
GSM9057713,anti-IL-1β,mural_pericyte,Fgf10,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Fgf7,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Gsdmd,10,0.1,0.425531914893617
GSM9057713,anti-IL-1β,mural_pericyte,Hbegf,10,0.6,4.663622338128473
GSM9057713,anti-IL-1β,mural_pericyte,Il1a,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Il1b,10,0.1,0.9216589861751152
GSM9057713,anti-IL-1β,mural_pericyte,Il1r1,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Il1r2,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Il1rap,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Il1rn,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Nlrp3,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Pycard,10,0.1,0.9680542110358181
GSM9057713,anti-IL-1β,mural_pericyte,Sigirr,10,0.0,0.0
GSM9057713,anti-IL-1β,mural_pericyte,Tgfb1,10,0.1,0.4482294935006723
GSM9057713,anti-IL-1β,mural_pericyte,Vegfa,10,0.1,0.4482294935006723
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Areg,28,0.03571428571428571,0.13707267593277955
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Casp1,28,0.0,0.0
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Ccl2,28,0.0,0.0
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Cxcl12,28,0.03571428571428571,0.021127712798323303
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Fgf10,28,0.0,0.0
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Fgf7,28,0.0,0.0
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Gsdmd,28,0.14285714285714285,0.13125861300800415
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Hbegf,28,0.49999999999999983,0.8591264113087757
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Il1a,28,0.0,0.0
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Il1b,28,0.0,0.0
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Il1r1,28,0.0,0.0
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Il1r2,28,0.0,0.0
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Il1rap,28,0.03571428571428571,0.031018139407925756
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Il1rn,28,0.03571428571428571,0.03429449367609536
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Nlrp3,28,0.0,0.0
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Pycard,28,0.07142857142857142,0.09583381792964477
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Sigirr,28,0.03571428571428571,0.03661876931640081
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Tgfb1,28,0.24999999999999994,0.4147024994707167
GSM9057713,anti-IL-1β,neuroendocrine_candidate,Vegfa,28,0.14285714285714285,0.2926997067991516
GSM9057713,anti-IL-1β,neutrophil,Areg,677,0.0,0.0
GSM9057713,anti-IL-1β,neutrophil,Casp1,677,0.035450516986706045,0.2194151704895382
GSM9057713,anti-IL-1β,neutrophil,Ccl2,677,0.0029542097488921715,0.038760990690066194
GSM9057713,anti-IL-1β,neutrophil,Cxcl12,677,0.0029542097488921715,0.043447020956009
GSM9057713,anti-IL-1β,neutrophil,Fgf10,677,0.0,0.0
GSM9057713,anti-IL-1β,neutrophil,Fgf7,677,0.0,0.0
GSM9057713,anti-IL-1β,neutrophil,Gsdmd,677,0.09453471196454959,0.6183416980500244
GSM9057713,anti-IL-1β,neutrophil,Hbegf,677,0.0,0.0
GSM9057713,anti-IL-1β,neutrophil,Il1a,677,0.008862629246676515,0.0841321103420348
GSM9057713,anti-IL-1β,neutrophil,Il1b,677,0.9970457902511035,265.04285083675956
GSM9057713,anti-IL-1β,neutrophil,Il1r1,677,0.0,0.0
GSM9057713,anti-IL-1β,neutrophil,Il1r2,677,0.5480059084194958,7.624094820883683
GSM9057713,anti-IL-1β,neutrophil,Il1rap,677,0.18316100443131456,1.6404980804323017
GSM9057713,anti-IL-1β,neutrophil,Il1rn,677,0.35745937961595176,3.6439314981257183
GSM9057713,anti-IL-1β,neutrophil,Nlrp3,677,0.6189069423929076,8.606193550348918
GSM9057713,anti-IL-1β,neutrophil,Pycard,677,0.007385524372230429,0.041747002288201204
GSM9057713,anti-IL-1β,neutrophil,Sigirr,677,0.0,0.0
GSM9057713,anti-IL-1β,neutrophil,Tgfb1,677,0.18463810930576063,1.759032599876568
GSM9057713,anti-IL-1β,neutrophil,Vegfa,677,0.0915805022156574,1.0520625245568949
GSM9057713,anti-IL-1β,pDC_candidate,Areg,31,0.1935483870967742,0.7732711453832224
GSM9057713,anti-IL-1β,pDC_candidate,Casp1,31,0.12903225806451613,0.1471190039176008
GSM9057713,anti-IL-1β,pDC_candidate,Ccl2,31,0.0,0.0
GSM9057713,anti-IL-1β,pDC_candidate,Cxcl12,31,0.0,0.0
GSM9057713,anti-IL-1β,pDC_candidate,Fgf10,31,0.0,0.0
GSM9057713,anti-IL-1β,pDC_candidate,Fgf7,31,0.0,0.0
GSM9057713,anti-IL-1β,pDC_candidate,Gsdmd,31,0.29032258064516125,0.4252982928078095
GSM9057713,anti-IL-1β,pDC_candidate,Hbegf,31,0.0,0.0
GSM9057713,anti-IL-1β,pDC_candidate,Il1a,31,0.0,0.0
GSM9057713,anti-IL-1β,pDC_candidate,Il1b,31,0.16129032258064516,1.636388160920896
GSM9057713,anti-IL-1β,pDC_candidate,Il1r1,31,0.06451612903225806,0.05652584536738341
GSM9057713,anti-IL-1β,pDC_candidate,Il1r2,31,0.0,0.0
GSM9057713,anti-IL-1β,pDC_candidate,Il1rap,31,0.0,0.0
GSM9057713,anti-IL-1β,pDC_candidate,Il1rn,31,0.0,0.0
GSM9057713,anti-IL-1β,pDC_candidate,Nlrp3,31,0.03225806451612903,0.0992250523412151
GSM9057713,anti-IL-1β,pDC_candidate,Pycard,31,0.6451612903225803,1.69389890885395
GSM9057713,anti-IL-1β,pDC_candidate,Sigirr,31,0.12903225806451613,0.18564286260607382
GSM9057713,anti-IL-1β,pDC_candidate,Tgfb1,31,0.9677419354838703,3.895621761408739
GSM9057713,anti-IL-1β,pDC_candidate,Vegfa,31,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Areg,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Casp1,15,0.5333333333333333,0.46984059949202767
GSM9057713,anti-IL-1β,plasma_cell,Ccl2,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Cxcl12,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Fgf10,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Fgf7,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Gsdmd,15,0.2,0.15911434110390454
GSM9057713,anti-IL-1β,plasma_cell,Hbegf,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Il1a,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Il1b,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Il1r1,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Il1r2,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Il1rap,15,0.06666666666666667,0.027699296437870478
GSM9057713,anti-IL-1β,plasma_cell,Il1rn,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Nlrp3,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Pycard,15,0.7999999999999999,7.371709640240705
GSM9057713,anti-IL-1β,plasma_cell,Sigirr,15,0.0,0.0
GSM9057713,anti-IL-1β,plasma_cell,Tgfb1,15,0.4666666666666666,0.42839382800146175
GSM9057713,anti-IL-1β,plasma_cell,Vegfa,15,0.06666666666666667,0.01785060825947644
GSM9057713,anti-IL-1β,secretory_airway,Areg,19,0.6842105263157894,9.09639915628283
GSM9057713,anti-IL-1β,secretory_airway,Casp1,19,0.05263157894736842,0.11052410530736753
GSM9057713,anti-IL-1β,secretory_airway,Ccl2,19,0.0,0.0
GSM9057713,anti-IL-1β,secretory_airway,Cxcl12,19,0.0,0.0
GSM9057713,anti-IL-1β,secretory_airway,Fgf10,19,0.0,0.0
GSM9057713,anti-IL-1β,secretory_airway,Fgf7,19,0.0,0.0
GSM9057713,anti-IL-1β,secretory_airway,Gsdmd,19,0.0,0.0
GSM9057713,anti-IL-1β,secretory_airway,Hbegf,19,0.2631578947368421,0.8576777156130745
GSM9057713,anti-IL-1β,secretory_airway,Il1a,19,0.0,0.0
GSM9057713,anti-IL-1β,secretory_airway,Il1b,19,0.05263157894736842,0.03312870834479034
GSM9057713,anti-IL-1β,secretory_airway,Il1r1,19,0.47368421052631576,0.5677260697791787
GSM9057713,anti-IL-1β,secretory_airway,Il1r2,19,0.0,0.0
GSM9057713,anti-IL-1β,secretory_airway,Il1rap,19,0.0,0.0
GSM9057713,anti-IL-1β,secretory_airway,Il1rn,19,0.05263157894736842,0.15602246723528185
GSM9057713,anti-IL-1β,secretory_airway,Nlrp3,19,0.0,0.0
GSM9057713,anti-IL-1β,secretory_airway,Pycard,19,0.3157894736842105,0.2500706982478323
GSM9057713,anti-IL-1β,secretory_airway,Sigirr,19,0.10526315789473684,0.12487431092991753
GSM9057713,anti-IL-1β,secretory_airway,Tgfb1,19,0.05263157894736842,0.05176706889679199
GSM9057713,anti-IL-1β,secretory_airway,Vegfa,19,0.15789473684210525,0.13390176427410747
GSM9057713,anti-IL-1β,smooth_muscle,Areg,87,0.0,0.0
GSM9057713,anti-IL-1β,smooth_muscle,Casp1,87,0.011494252873563218,0.006087735222479328
GSM9057713,anti-IL-1β,smooth_muscle,Ccl2,87,0.011494252873563218,0.14523948538745537
GSM9057713,anti-IL-1β,smooth_muscle,Cxcl12,87,0.27586206896551707,1.394725387584312
GSM9057713,anti-IL-1β,smooth_muscle,Fgf10,87,0.022988505747126436,0.06681604121768364
GSM9057713,anti-IL-1β,smooth_muscle,Fgf7,87,0.19540229885057464,0.9949092210013935
GSM9057713,anti-IL-1β,smooth_muscle,Gsdmd,87,0.06896551724137931,0.22215251530956182
GSM9057713,anti-IL-1β,smooth_muscle,Hbegf,87,0.022988505747126436,0.03813072514748457
GSM9057713,anti-IL-1β,smooth_muscle,Il1a,87,0.0,0.0
GSM9057713,anti-IL-1β,smooth_muscle,Il1b,87,0.04597701149425287,0.5011068492200327
GSM9057713,anti-IL-1β,smooth_muscle,Il1r1,87,0.14942528735632182,0.34295303583679304
GSM9057713,anti-IL-1β,smooth_muscle,Il1r2,87,0.011494252873563218,0.018263205667437984
GSM9057713,anti-IL-1β,smooth_muscle,Il1rap,87,0.05747126436781609,0.1388863314467415
GSM9057713,anti-IL-1β,smooth_muscle,Il1rn,87,0.011494252873563218,0.006087735222479328
GSM9057713,anti-IL-1β,smooth_muscle,Nlrp3,87,0.0,0.0
GSM9057713,anti-IL-1β,smooth_muscle,Pycard,87,0.09195402298850575,0.15158822696264906
GSM9057713,anti-IL-1β,smooth_muscle,Sigirr,87,0.0,0.0
GSM9057713,anti-IL-1β,smooth_muscle,Tgfb1,87,0.14942528735632182,0.32436565124426964
GSM9057713,anti-IL-1β,smooth_muscle,Vegfa,87,0.06896551724137931,0.2555234234294735
GSM9057713,anti-IL-1β,vascular_endothelial,Areg,240,0.004166666666666667,0.021667533368001386
GSM9057713,anti-IL-1β,vascular_endothelial,Casp1,240,0.016666666666666666,0.04018192822759291
GSM9057713,anti-IL-1β,vascular_endothelial,Ccl2,240,0.004166666666666667,0.012958067692945628
GSM9057713,anti-IL-1β,vascular_endothelial,Cxcl12,240,0.5541666666666659,10.417746936094462
GSM9057713,anti-IL-1β,vascular_endothelial,Fgf10,240,0.0,0.0
GSM9057713,anti-IL-1β,vascular_endothelial,Fgf7,240,0.0,0.0
GSM9057713,anti-IL-1β,vascular_endothelial,Gsdmd,240,0.15416666666666673,0.7639460195507889
GSM9057713,anti-IL-1β,vascular_endothelial,Hbegf,240,0.11666666666666665,0.8521399681673776
GSM9057713,anti-IL-1β,vascular_endothelial,Il1a,240,0.008333333333333333,0.02339750345606261
GSM9057713,anti-IL-1β,vascular_endothelial,Il1b,240,0.024999999999999998,0.15643828434384302
GSM9057713,anti-IL-1β,vascular_endothelial,Il1r1,240,0.03333333333333333,0.21170882524426263
GSM9057713,anti-IL-1β,vascular_endothelial,Il1r2,240,0.0,0.0
GSM9057713,anti-IL-1β,vascular_endothelial,Il1rap,240,0.03333333333333333,0.15035153691639833
GSM9057713,anti-IL-1β,vascular_endothelial,Il1rn,240,0.0,0.0
GSM9057713,anti-IL-1β,vascular_endothelial,Nlrp3,240,0.0,0.0
GSM9057713,anti-IL-1β,vascular_endothelial,Pycard,240,0.04583333333333333,0.17793793300906982
GSM9057713,anti-IL-1β,vascular_endothelial,Sigirr,240,0.12916666666666665,0.5603002727975014
GSM9057713,anti-IL-1β,vascular_endothelial,Tgfb1,240,0.21250000000000024,1.0926602900369962
GSM9057713,anti-IL-1β,vascular_endothelial,Vegfa,240,0.6083333333333324,6.340280280505657
GSM9057709,Control IgG,APC_ambiguous,Areg,58,0.12068965517241381,0.315610390131077
GSM9057709,Control IgG,APC_ambiguous,Casp1,58,0.17241379310344832,0.17899858745209735
GSM9057709,Control IgG,APC_ambiguous,Ccl2,58,0.18965517241379315,1.5802165406891608
GSM9057709,Control IgG,APC_ambiguous,Cxcl12,58,0.0,0.0
GSM9057709,Control IgG,APC_ambiguous,Fgf10,58,0.0,0.0
GSM9057709,Control IgG,APC_ambiguous,Fgf7,58,0.0,0.0
GSM9057709,Control IgG,APC_ambiguous,Gsdmd,58,0.39655172413793094,0.5024527289823133
GSM9057709,Control IgG,APC_ambiguous,Hbegf,58,0.0,0.0
GSM9057709,Control IgG,APC_ambiguous,Il1a,58,0.08620689655172414,0.3913327111028238
GSM9057709,Control IgG,APC_ambiguous,Il1b,58,0.6379310344827587,11.591137805918176
GSM9057709,Control IgG,APC_ambiguous,Il1r1,58,0.08620689655172414,0.04749646726113797
GSM9057709,Control IgG,APC_ambiguous,Il1r2,58,0.06896551724137931,0.34935187328017103
GSM9057709,Control IgG,APC_ambiguous,Il1rap,58,0.034482758620689655,0.02541302968476406
GSM9057709,Control IgG,APC_ambiguous,Il1rn,58,0.12068965517241381,0.15071381193730074
GSM9057709,Control IgG,APC_ambiguous,Nlrp3,58,0.24137931034482765,0.5889445439008096
GSM9057709,Control IgG,APC_ambiguous,Pycard,58,0.5344827586206895,0.9602660776653383
GSM9057709,Control IgG,APC_ambiguous,Sigirr,58,0.18965517241379315,0.15112453219773908
GSM9057709,Control IgG,APC_ambiguous,Tgfb1,58,0.7931034482758624,2.5066413370926757
GSM9057709,Control IgG,APC_ambiguous,Vegfa,58,0.08620689655172414,0.10686935842059472
GSM9057709,Control IgG,AT1_like,Areg,214,0.14485981308411214,1.496143531782251
GSM9057709,Control IgG,AT1_like,Casp1,214,0.009345794392523364,0.02029973000639478
GSM9057709,Control IgG,AT1_like,Ccl2,214,0.0,0.0
GSM9057709,Control IgG,AT1_like,Cxcl12,214,0.0,0.0
GSM9057709,Control IgG,AT1_like,Fgf10,214,0.0,0.0
GSM9057709,Control IgG,AT1_like,Fgf7,214,0.0,0.0
GSM9057709,Control IgG,AT1_like,Gsdmd,214,0.1261682242990654,0.41729633677864764
GSM9057709,Control IgG,AT1_like,Hbegf,214,0.6168224299065407,5.302807941210388
GSM9057709,Control IgG,AT1_like,Il1a,214,0.0,0.0
GSM9057709,Control IgG,AT1_like,Il1b,214,0.018691588785046728,1.0080826541710621
GSM9057709,Control IgG,AT1_like,Il1r1,214,0.19626168224299065,0.6469281746571864
GSM9057709,Control IgG,AT1_like,Il1r2,214,0.004672897196261682,0.02729496025853786
GSM9057709,Control IgG,AT1_like,Il1rap,214,0.028037383177570093,0.05858839551474493
GSM9057709,Control IgG,AT1_like,Il1rn,214,0.0,0.0
GSM9057709,Control IgG,AT1_like,Nlrp3,214,0.014018691588785045,0.018993683776507363
GSM9057709,Control IgG,AT1_like,Pycard,214,0.02336448598130841,0.04449744580261998
GSM9057709,Control IgG,AT1_like,Sigirr,214,0.14018691588785046,0.4483628073574231
GSM9057709,Control IgG,AT1_like,Tgfb1,214,0.1588785046728972,0.5306820175467702
GSM9057709,Control IgG,AT1_like,Vegfa,214,0.9299065420560697,33.2897328948324
GSM9057709,Control IgG,B_cell,Areg,397,0.012594458438287152,0.02078327335759784
GSM9057709,Control IgG,B_cell,Casp1,397,0.10831234256926946,0.34535554782195915
GSM9057709,Control IgG,B_cell,Ccl2,397,0.005037783375314861,0.013581653154510523
GSM9057709,Control IgG,B_cell,Cxcl12,397,0.0025188916876574307,0.006056483980902695
GSM9057709,Control IgG,B_cell,Fgf10,397,0.0,0.0
GSM9057709,Control IgG,B_cell,Fgf7,397,0.0,0.0
GSM9057709,Control IgG,B_cell,Gsdmd,397,0.15113350125944572,0.4670708626404736
GSM9057709,Control IgG,B_cell,Hbegf,397,0.0025188916876574307,0.012168558877572129
GSM9057709,Control IgG,B_cell,Il1a,397,0.0025188916876574307,0.0060652340179567325
GSM9057709,Control IgG,B_cell,Il1b,397,0.02267002518891687,0.12159188763292486
GSM9057709,Control IgG,B_cell,Il1r1,397,0.007556675062972292,0.013311651250315991
GSM9057709,Control IgG,B_cell,Il1r2,397,0.0025188916876574307,0.011656139230251878
GSM9057709,Control IgG,B_cell,Il1rap,397,0.012594458438287152,0.03142713348438888
GSM9057709,Control IgG,B_cell,Il1rn,397,0.0,0.0
GSM9057709,Control IgG,B_cell,Nlrp3,397,0.0025188916876574307,0.005125949710332582
GSM9057709,Control IgG,B_cell,Pycard,397,0.20403022670025167,0.7808842058991777
GSM9057709,Control IgG,B_cell,Sigirr,397,0.05793450881612092,0.18503931549117048
GSM9057709,Control IgG,B_cell,Tgfb1,397,0.5692695214105805,3.1022076763961612
GSM9057709,Control IgG,B_cell,Vegfa,397,0.020151133501259442,0.08631770549898019
GSM9057709,Control IgG,CSF1R_myeloid,Areg,96,0.05208333333333333,0.08967337434961704
GSM9057709,Control IgG,CSF1R_myeloid,Casp1,96,0.3020833333333333,0.7367892806878504
GSM9057709,Control IgG,CSF1R_myeloid,Ccl2,96,0.13541666666666666,1.0674146721415125
GSM9057709,Control IgG,CSF1R_myeloid,Cxcl12,96,0.0,0.0
GSM9057709,Control IgG,CSF1R_myeloid,Fgf10,96,0.0,0.0
GSM9057709,Control IgG,CSF1R_myeloid,Fgf7,96,0.0,0.0
GSM9057709,Control IgG,CSF1R_myeloid,Gsdmd,96,0.5000000000000003,1.4739772389725712
GSM9057709,Control IgG,CSF1R_myeloid,Hbegf,96,0.010416666666666666,0.036626816690107825
GSM9057709,Control IgG,CSF1R_myeloid,Il1a,96,0.041666666666666664,0.1394637589521023
GSM9057709,Control IgG,CSF1R_myeloid,Il1b,96,0.7812499999999993,27.12865503963385
GSM9057709,Control IgG,CSF1R_myeloid,Il1r1,96,0.010416666666666666,0.005385238415275121
