gsm,gene,assayed
GSM9237904,UQCR11,True
GSM9237904,UQCRB,True
GSM9237904,UQCRC1,True
GSM9237904,UQCRC2,True
GSM9237904,UQCRFS1,True
GSM9237904,UQCRH,True
GSM9237904,UQCRQ,True
GSM9237904,USHBP1,True
GSM9237904,USP1,True
GSM9237904,USP18,True
GSM9237904,UTS2,True
GSM9237904,VAMP5,True
GSM9237904,VAMP8,True
GSM9237904,VANGL2,True
GSM9237904,VASN,True
GSM9237904,VCAM1,True
GSM9237904,VCAN,True
GSM9237904,VDAC1,True
GSM9237904,VDAC2,True
GSM9237904,VDAC3,True
GSM9237904,VDR,True
GSM9237904,VEGFA,True
GSM9237904,VHL,True
GSM9237904,VIM,True
GSM9237904,VIM-AS1,False
GSM9237904,VIP,True
GSM9237904,VLDLR,True
GSM9237904,VMO1,True
GSM9237904,VNN3,True
GSM9237904,VPREB3,True
GSM9237904,VPS37B,True
GSM9237904,VSIG2,True
GSM9237904,VSIG4,True
GSM9237904,VTN,True
GSM9237904,VWA3A,True
GSM9237904,VWA3B,True
GSM9237904,VWA5A,True
GSM9237904,VWF,True
GSM9237904,WARS,True
GSM9237904,WARS1,False
GSM9237904,WAS,True
GSM9237904,WDR38,True
GSM9237904,WDR49,True
GSM9237904,WDR54,True
GSM9237904,WDR60,True
GSM9237904,WDR66,True
GSM9237904,WDR78,True
GSM9237904,WDR90,True
GSM9237904,WEE1,True
GSM9237904,WFDC1,True
GSM9237904,WFDC2,True
GSM9237904,WIF1,True
GSM9237904,WIPF1,True
GSM9237904,WISP2,False
GSM9237904,WNT1,True
GSM9237904,WNT10A,True
GSM9237904,WNT10B,True
GSM9237904,WNT11,True
GSM9237904,WNT16,True
GSM9237904,WNT2,True
GSM9237904,WNT2B,True
GSM9237904,WNT3,True
GSM9237904,WNT3A,True
GSM9237904,WNT4,True
GSM9237904,WNT5A,True
GSM9237904,WNT5B,True
GSM9237904,WNT6,True
GSM9237904,WNT7A,True
GSM9237904,WNT7B,True
GSM9237904,WNT8A,True
GSM9237904,WNT8B,True
GSM9237904,WNT9A,True
GSM9237904,WNT9B,True
GSM9237904,WRAP73,True
GSM9237904,WRN,True
GSM9237904,WSB1,True
GSM9237904,WWP1,True
GSM9237904,WWTR1,True
GSM9237904,XAF1,True
GSM9237904,XAGE2,True
GSM9237904,XCL1,True
GSM9237904,XCL2,True
GSM9237904,XCR1,True
GSM9237904,XIAP,True
GSM9237904,XIST,False
GSM9237904,XPC,True
GSM9237904,XPNPEP1,True
GSM9237904,XPO1,True
GSM9237904,XRCC6,True
GSM9237904,XXbac-BPG13B8.10,False
GSM9237904,XYLT2,True
GSM9237904,YPEL1,True
GSM9237904,YRDC,True
GSM9237904,YTHDC1,True
GSM9237904,ZAP70,True
GSM9237904,ZBBX,True
GSM9237904,ZBP1,True
GSM9237904,ZBTB10,True
GSM9237904,ZBTB16,True
GSM9237904,ZBTB32,True
GSM9237904,ZC3H12A,True
GSM9237904,ZEB1,True
GSM9237904,ZEB2,True
GSM9237904,ZFP36,True
GSM9237904,ZFP36L1,True
GSM9237904,ZFP36L2,True
GSM9237904,ZG16B,True
GSM9237904,ZMAT3,True
GSM9237904,ZMYND10,True
GSM9237904,ZNF267,True
GSM9237904,ZNF292,True
GSM9237904,ZNF331,True
GSM9237904,ZNF365,True
GSM9237904,ZNF683,True
GSM9237904,ZNF80,True
GSM9237904,ZNF831,True
GSM9237904,ZNFX1,True
GSM9237904,ZW10,True
GSM9237905,A1BG,False
GSM9237905,A2M,True
GSM9237905,ABAT,True
GSM9237905,ABCA1,True
GSM9237905,ABCA3,True
GSM9237905,ABCA6,True
GSM9237905,ABCA8,True
GSM9237905,ABCB1,True
GSM9237905,ABCB6,True
GSM9237905,ABCB7,True
GSM9237905,ABCC5,True
GSM9237905,ABCC8,True
GSM9237905,ABHD4,True
GSM9237905,ABI1,True
GSM9237905,ABI3,True
GSM9237905,ABI3BP,True
GSM9237905,ABL1,True
GSM9237905,AC002331.1,False
GSM9237905,AC004791.2,False
GSM9237905,AC006129.2,False
GSM9237905,AC006369.2,False
GSM9237905,AC008268.1,False
GSM9237905,AC013264.2,False
GSM9237905,AC016831.7,False
GSM9237905,AC020571.3,False
GSM9237905,AC069363.1,False
GSM9237905,AC092580.4,False
GSM9237905,AC104820.2,False
GSM9237905,AC133644.2,False
GSM9237905,ACAA1,True
GSM9237905,ACAA2,True
GSM9237905,ACADM,True
GSM9237905,ACADSB,True
GSM9237905,ACADVL,True
GSM9237905,ACAN,True
GSM9237905,ACAP1,True
GSM9237905,ACAT1,True
GSM9237905,ACKR1,True
GSM9237905,ACKR2,True
GSM9237905,ACKR3,True
GSM9237905,ACKR4,True
GSM9237905,ACO2,True
GSM9237905,ACP5,True
GSM9237905,ACTA2,True
GSM9237905,ACTC1,True
GSM9237905,ACTG2,True
GSM9237905,ACTN1,True
GSM9237905,ACVR1,True
GSM9237905,ACVR1B,True
GSM9237905,ACVR1C,True
GSM9237905,ACVR2A,True
GSM9237905,ACVRL1,True
GSM9237905,ADA,True
GSM9237905,ADAM10,True
GSM9237905,ADAM12,True
GSM9237905,ADAM15,True
GSM9237905,ADAM17,True
GSM9237905,ADAM19,True
GSM9237905,ADAM28,True
GSM9237905,ADAM8,True
GSM9237905,ADAM9,True
GSM9237905,ADAMDEC1,True
GSM9237905,ADAMTS1,True
GSM9237905,ADAMTS14,True
GSM9237905,ADAMTS16,True
GSM9237905,ADAMTS18,True
GSM9237905,ADAMTS2,True
GSM9237905,ADAMTS3,True
GSM9237905,ADAMTS4,True
GSM9237905,ADAMTS5,True
GSM9237905,ADAMTS8,True
GSM9237905,ADAMTS9,True
GSM9237905,ADAR,True
GSM9237905,ADCYAP1,True
GSM9237905,ADGB,True
GSM9237905,ADGRA2,True
GSM9237905,ADGRE1,True
GSM9237905,ADGRE2,True
GSM9237905,ADGRF5,True
GSM9237905,ADGRG1,True
GSM9237905,ADGRG6,True
GSM9237905,ADGRL2,True
GSM9237905,ADGRL4,True
GSM9237905,ADH1B,True
GSM9237905,ADH1C,True
GSM9237905,ADIRF,True
GSM9237905,ADM,True
GSM9237905,ADORA2B,True
GSM9237905,ADRA2A,True
GSM9237905,ADRB1,True
GSM9237905,ADRB2,True
GSM9237905,ADRM1,True
GSM9237905,AEBP1,True
GSM9237905,AEN,True
GSM9237905,AFF3,True
GSM9237905,AFG3L2,True
GSM9237905,AGER,True
GSM9237905,AGL,True
GSM9237905,AGR2,True
GSM9237905,AGR3,True
GSM9237905,AGRN,True
GSM9237905,AGRP,True
GSM9237905,AHR,True
GSM9237905,AHSP,True
GSM9237905,AIF1,True
GSM9237905,AIFM1,True
GSM9237905,AK1,True
GSM9237905,AK2,False
GSM9237905,AK3,False
GSM9237905,AK4,True
GSM9237905,AK7,True
GSM9237905,AKAP12,True
GSM9237905,AKAP14,True
GSM9237905,AKNA,True
GSM9237905,AKR1A1,True
GSM9237905,AKR1C1,False
GSM9237905,AKR1C2,True
GSM9237905,AKR1C3,True
GSM9237905,AL928768.3,False
GSM9237905,ALAS1,True
GSM9237905,ALAS2,True
GSM9237905,ALDH1A3,True
GSM9237905,ALDH3A1,True
GSM9237905,ALDH6A1,True
GSM9237905,ALDH7A1,True
GSM9237905,ALDH9A1,True
GSM9237905,ALDOA,False
GSM9237905,ALDOB,True
GSM9237905,ALDOC,True
GSM9237905,ALG1,True
GSM9237905,ALOX15B,True
GSM9237905,ALOX5,True
GSM9237905,ALOX5AP,True
GSM9237905,ALPL,True
GSM9237905,AMD1,True
GSM9237905,AMPD3,True
GSM9237905,ANG,True
GSM9237905,ANGPT1,True
GSM9237905,ANGPT2,False
GSM9237905,ANGPTL4,True
GSM9237905,ANKRA2,True
GSM9237905,ANKRD1,True
GSM9237905,ANKRD36C,False
GSM9237905,ANKRD37,True
GSM9237905,ANKRD44,True
GSM9237905,ANKRD66,True
GSM9237905,ANKUB1,True
GSM9237905,ANKZF1,True
GSM9237905,ANP32E,True
GSM9237905,ANPEP,True
GSM9237905,ANTXR1,True
GSM9237905,ANXA2,True
GSM9237905,ANXA2R,True
GSM9237905,ANXA3,True
GSM9237905,ANXA6,True
GSM9237905,AOAH,True
GSM9237905,AOC3,True
GSM9237905,AP000769.1,False
GSM9237905,AP1S2,True
GSM9237905,APAF1,True
GSM9237905,APBA2,True
GSM9237905,APC,True
GSM9237905,APCDD1,True
GSM9237905,APLNR,True
GSM9237905,APOBEC3A,True
GSM9237905,APOBEC3G,True
GSM9237905,APOC1,True
GSM9237905,APOD,True
GSM9237905,APOE,True
GSM9237905,APOL6,True
GSM9237905,APOLD1,True
GSM9237905,APP,True
GSM9237905,AQP1,True
GSM9237905,AQP3,True
GSM9237905,AQP4,True
GSM9237905,AQP5,True
GSM9237905,AQP9,True
GSM9237905,ARC,True
GSM9237905,AREG,True
GSM9237905,ARG1,True
GSM9237905,ARHGAP15,True
GSM9237905,ARHGAP25,True
GSM9237905,ARHGAP29,True
GSM9237905,ARHGAP9,True
GSM9237905,ARID4A,True
GSM9237905,ARID4B,True
GSM9237905,ARID5A,True
GSM9237905,ARID5B,True
GSM9237905,ARL4A,True
GSM9237905,ARL4C,True
GSM9237905,ARL4D,True
GSM9237905,ARL5B,True
GSM9237905,ARMC3,True
GSM9237905,ARPP19,True
GSM9237905,ARTN,True
GSM9237905,ASCL1,True
GSM9237905,ASCL3,True
GSM9237905,ASF1A,True
GSM9237905,ASF1B,True
GSM9237905,ASGR2,True
GSM9237905,ASPN,True
GSM9237905,ATAD2,True
GSM9237905,ATF3,True
GSM9237905,ATF5,True
GSM9237905,ATP12A,True
GSM9237905,ATP1B1,True
GSM9237905,ATP2A2,True
GSM9237905,ATP2A3,True
GSM9237905,ATP2B1,True
GSM9237905,ATP2C1,True
GSM9237905,ATP5F1A,True
GSM9237905,ATP5F1B,True
GSM9237905,ATP5F1C,True
GSM9237905,ATP5F1D,True
GSM9237905,ATP5F1E,True
GSM9237905,ATP5MC1,True
GSM9237905,ATP5MC2,True
GSM9237905,ATP5MC3,True
GSM9237905,ATP5ME,True
GSM9237905,ATP5MF,True
GSM9237905,ATP5MG,True
GSM9237905,ATP5PB,True
GSM9237905,ATP5PD,True
GSM9237905,ATP5PF,True
GSM9237905,ATP5PO,True
GSM9237905,ATP6AP1,True
GSM9237905,ATP6AP2,True
GSM9237905,ATP6V0B,True
GSM9237905,ATP6V0C,True
GSM9237905,ATP6V0E1,True
GSM9237905,ATP6V1C1,True
GSM9237905,ATP6V1D,True
GSM9237905,ATP6V1E1,True
GSM9237905,ATP6V1F,True
GSM9237905,ATP6V1G1,True
GSM9237905,ATP6V1G3,True
GSM9237905,ATP6V1H,True
GSM9237905,ATP7A,True
GSM9237905,ATRX,True
GSM9237905,AURKA,True
GSM9237905,AURKB,True
GSM9237905,AUTS2,True
GSM9237905,AVPR1A,True
GSM9237905,AXIN1,True
GSM9237905,AXIN2,True
GSM9237905,AXL,True
GSM9237905,AZGP1,True
GSM9237905,B2M,True
GSM9237905,B3GALT6,True
GSM9237905,B3GAT1,True
GSM9237905,B3GAT3,True
GSM9237905,B3GNT3,True
GSM9237905,B4GALNT2,True
GSM9237905,B4GALT1,True
GSM9237905,B4GALT2,True
GSM9237905,B4GALT4,True
GSM9237905,B4GALT5,True
GSM9237905,B4GALT7,True
GSM9237905,B9D1,True
GSM9237905,BAG3,True
GSM9237905,BAIAP2,True
GSM9237905,BAK1,True
GSM9237905,BANK1,True
GSM9237905,BARD1,True
GSM9237905,BASP1,True
GSM9237905,BATF,True
GSM9237905,BATF2,True
GSM9237905,BAX,True
GSM9237905,BBOF1,True
GSM9237905,BCAM,True
GSM9237905,BCAN,True
GSM9237905,BCAR3,True
GSM9237905,BCKDHA,True
GSM9237905,BCL11B,True
GSM9237905,BCL2,True
GSM9237905,BCL2A1,True
GSM9237905,BCL3,True
GSM9237905,BCL6,True
GSM9237905,BCYRN1,False
GSM9237905,BDH2,True
GSM9237905,BDKRB1,True
GSM9237905,BEST1,True
GSM9237905,BEX1,True
GSM9237905,BEX5,True
GSM9237905,BGN,True
GSM9237905,BHLHE40,True
GSM9237905,BHLHE41,True
GSM9237905,BIK,True
GSM9237905,BIN2,True
GSM9237905,BIRC2,True
GSM9237905,BIRC3,True
GSM9237905,BIRC5,True
GSM9237905,BLCAP,True
GSM9237905,BLK,True
GSM9237905,BMP1,True
GSM9237905,BMP10,True
GSM9237905,BMP2,True
GSM9237905,BMP4,True
GSM9237905,BMP7,True
GSM9237905,BMPR1A,True
GSM9237905,BMPR2,True
GSM9237905,BMX,True
GSM9237905,BNIP3L,True
GSM9237905,BPGM,True
GSM9237905,BPIFA1,True
GSM9237905,BPIFA2,True
GSM9237905,BPIFB1,True
GSM9237905,BPIFB2,True
GSM9237905,BPNT1,True
GSM9237905,BRCA1,True
GSM9237905,BRCA2,True
GSM9237905,BRMS1L,True
GSM9237905,BRS3,True
GSM9237905,BSG,True
GSM9237905,BSND,True
GSM9237905,BST2,True
GSM9237905,BTG1,True
GSM9237905,BTG2,True
GSM9237905,BTG3,True
GSM9237905,BTLA,True
GSM9237905,BTNL8,True
GSM9237905,BTNL9,False
GSM9237905,BUB1,True
GSM9237905,BUB1B,True
GSM9237905,BUB3,True
GSM9237905,C10orf10,False
GSM9237905,C10orf107,False
GSM9237905,C11orf16,True
GSM9237905,C11orf70,False
GSM9237905,C11orf88,True
GSM9237905,C11orf96,True
GSM9237905,C11orf97,True
GSM9237905,C12orf75,True
GSM9237905,C15orf48,True
GSM9237905,C16orf54,True
GSM9237905,C16orf89,True
GSM9237905,C19orf33,True
GSM9237905,C1QA,True
GSM9237905,C1QB,True
GSM9237905,C1QC,True
GSM9237905,C1R,True
GSM9237905,C1S,True
GSM9237905,C1orf162,True
GSM9237905,C1orf186,False
GSM9237905,C1orf194,True
GSM9237905,C1orf228,False
GSM9237905,C1orf54,True
GSM9237905,C1orf56,True
GSM9237905,C1orf87,True
GSM9237905,C20orf85,True
GSM9237905,C21orf58,True
GSM9237905,C22orf15,True
GSM9237905,C2CD4B,True
GSM9237905,C2orf40,False
GSM9237905,C3,True
GSM9237905,C3AR1,True
GSM9237905,C4BPA,True
GSM9237905,C4orf22,False
GSM9237905,C4orf48,True
GSM9237905,C5AR1,True
GSM9237905,C5AR2,True
GSM9237905,C5orf49,True
GSM9237905,C6orf118,True
GSM9237905,C6orf58,True
GSM9237905,C7,True
GSM9237905,C8orf4,False
GSM9237905,C9orf116,True
GSM9237905,C9orf135,True
GSM9237905,C9orf24,True
GSM9237905,C9orf9,False
GSM9237905,CA1,True
GSM9237905,CA12,True
GSM9237905,CA2,True
GSM9237905,CA3,True
GSM9237905,CA4,True
GSM9237905,CA6,True
GSM9237905,CACNA1H,True
GSM9237905,CACNA2D4,True
GSM9237905,CADM1,True
GSM9237905,CADPS,True
GSM9237905,CALB2,True
GSM9237905,CALCA,True
GSM9237905,CALCRL,True
GSM9237905,CALD1,True
GSM9237905,CALML3,True
GSM9237905,CALY,True
GSM9237905,CAMK2N1,True
GSM9237905,CAMK4,True
GSM9237905,CAMP,True
GSM9237905,CAPN1,True
GSM9237905,CAPN10,False
GSM9237905,CAPN11,True
GSM9237905,CAPN12,True
GSM9237905,CAPN13,True
GSM9237905,CAPN14,True
GSM9237905,CAPN15,True
GSM9237905,CAPN2,True
GSM9237905,CAPN3,True
GSM9237905,CAPN5,True
GSM9237905,CAPN6,True
GSM9237905,CAPN7,True
GSM9237905,CAPN8,True
GSM9237905,CAPN9,True
GSM9237905,CAPNS1,True
GSM9237905,CAPNS2,True
GSM9237905,CAPS,True
GSM9237905,CAPSL,True
GSM9237905,CARMN,False
GSM9237905,CASC1,True
GSM9237905,CASK,True
GSM9237905,CASKIN2,True
GSM9237905,CASP1,False
GSM9237905,CASP3,True
GSM9237905,CASP4,True
GSM9237905,CASP6,True
GSM9237905,CASP7,True
GSM9237905,CASP8,True
GSM9237905,CASP8AP2,True
GSM9237905,CASS4,True
GSM9237905,CAST,True
GSM9237905,CATSPER1,False
GSM9237905,CATSPERD,True
GSM9237905,CAV1,True
GSM9237905,CAV2,True
GSM9237905,CAVIN1,True
GSM9237905,CAVIN3,True
GSM9237905,CBL,True
GSM9237905,CBR3,True
GSM9237905,CBX1,False
GSM9237905,CBX5,True
GSM9237905,CCDC113,True
GSM9237905,CCDC114,True
GSM9237905,CCDC146,True
GSM9237905,CCDC153,True
GSM9237905,CCDC17,True
GSM9237905,CCDC170,True
GSM9237905,CCDC173,True
GSM9237905,CCDC190,True
GSM9237905,CCDC30,True
GSM9237905,CCDC39,True
GSM9237905,CCDC65,True
GSM9237905,CCDC74A,False
GSM9237905,CCDC78,True
GSM9237905,CCDC80,True
GSM9237905,CCL1,True
GSM9237905,CCL11,True
GSM9237905,CCL13,True
GSM9237905,CCL14,True
GSM9237905,CCL15,True
GSM9237905,CCL17,True
GSM9237905,CCL18,True
GSM9237905,CCL19,True
GSM9237905,CCL2,True
GSM9237905,CCL20,True
GSM9237905,CCL21,True
GSM9237905,CCL22,True
GSM9237905,CCL23,True
GSM9237905,CCL24,True
GSM9237905,CCL3,True
GSM9237905,CCL3L3,False
GSM9237905,CCL4,True
GSM9237905,CCL4L2,True
GSM9237905,CCL5,True
GSM9237905,CCL7,True
GSM9237905,CCL8,True
GSM9237905,CCN1,True
GSM9237905,CCN2,True
GSM9237905,CCN5,True
GSM9237905,CCNA2,True
GSM9237905,CCNB2,True
GSM9237905,CCND1,True
GSM9237905,CCND2,True
GSM9237905,CCND3,True
GSM9237905,CCNE1,True
GSM9237905,CCNF,True
GSM9237905,CCNG1,True
GSM9237905,CCNG2,True
GSM9237905,CCNK,True
GSM9237905,CCNL1,True
GSM9237905,CCNO,True
GSM9237905,CCNT1,True
GSM9237905,CCP110,True
GSM9237905,CCR1,True
GSM9237905,CCR10,True
GSM9237905,CCR2,True
GSM9237905,CCR3,True
GSM9237905,CCR4,True
GSM9237905,CCR5,True
GSM9237905,CCR6,True
GSM9237905,CCR7,True
GSM9237905,CCRL2,True
GSM9237905,CD14,True
GSM9237905,CD151,True
GSM9237905,CD160,True
GSM9237905,CD163,True
GSM9237905,CD164L2,True
GSM9237905,CD177,True
GSM9237905,CD1A,True
GSM9237905,CD1C,True
GSM9237905,CD1E,True
GSM9237905,CD2,True
GSM9237905,CD200,True
GSM9237905,CD207,True
GSM9237905,CD22,True
GSM9237905,CD226,True
GSM9237905,CD24,True
GSM9237905,CD244,True
GSM9237905,CD247,True
GSM9237905,CD248,True
GSM9237905,CD27,True
GSM9237905,CD274,True
GSM9237905,CD28,True
GSM9237905,CD300A,True
GSM9237905,CD300E,True
GSM9237905,CD300LG,True
GSM9237905,CD34,True
GSM9237905,CD36,True
GSM9237905,CD37,True
GSM9237905,CD38,True
GSM9237905,CD3D,True
GSM9237905,CD3E,True
GSM9237905,CD3G,True
GSM9237905,CD4,True
GSM9237905,CD40,True
GSM9237905,CD40LG,True
GSM9237905,CD44,True
GSM9237905,CD47,True
GSM9237905,CD48,True
GSM9237905,CD5,True
GSM9237905,CD52,True
GSM9237905,CD53,True
GSM9237905,CD55,True
GSM9237905,CD6,True
GSM9237905,CD68,True
GSM9237905,CD69,True
GSM9237905,CD7,True
GSM9237905,CD70,True
GSM9237905,CD74,True
GSM9237905,CD79A,True
GSM9237905,CD79B,True
GSM9237905,CD80,True
GSM9237905,CD81,True
GSM9237905,CD82,True
GSM9237905,CD83,True
GSM9237905,CD84,True
GSM9237905,CD86,True
GSM9237905,CD8A,True
GSM9237905,CD8B,False
GSM9237905,CD9,True
GSM9237905,CD93,True
GSM9237905,CD96,True
GSM9237905,CDA,True
GSM9237905,CDC20,True
GSM9237905,CDC20B,True
GSM9237905,CDC25A,True
GSM9237905,CDC25B,True
GSM9237905,CDC27,True
GSM9237905,CDC42EP2,True
GSM9237905,CDC45,True
GSM9237905,CDC6,True
GSM9237905,CDC7,True
GSM9237905,CDCA3,True
GSM9237905,CDCA8,True
GSM9237905,CDH1,True
GSM9237905,CDH11,True
GSM9237905,CDH13,True
GSM9237905,CDH19,True
GSM9237905,CDH5,True
GSM9237905,CDH6,True
GSM9237905,CDHR3,True
GSM9237905,CDHR4,True
GSM9237905,CDK1,True
GSM9237905,CDK4,True
GSM9237905,CDK5R1,True
GSM9237905,CDK9,True
GSM9237905,CDKN1A,True
GSM9237905,CDKN1B,True
GSM9237905,CDKN1C,True
GSM9237905,CDKN2A,True
GSM9237905,CDKN2AIP,True
GSM9237905,CDKN2B,True
GSM9237905,CDKN2C,True
GSM9237905,CDKN2D,True
GSM9237905,CDKN3,True
GSM9237905,CEACAM1,True
GSM9237905,CEACAM5,True
GSM9237905,CEACAM6,True
GSM9237905,CEACAM8,True
GSM9237905,CEBPA,True
GSM9237905,CEBPB,True
GSM9237905,CEBPD,True
GSM9237905,CENPA,True
GSM9237905,CENPE,True
GSM9237905,CENPF,True
GSM9237905,CENPM,True
GSM9237905,CEP126,True
GSM9237905,CES1,True
GSM9237905,CETN2,True
GSM9237905,CFAP100,True
GSM9237905,CFAP126,True
GSM9237905,CFAP157,True
GSM9237905,CFAP221,True
GSM9237905,CFAP43,True
GSM9237905,CFAP44,True
GSM9237905,CFAP45,True
GSM9237905,CFAP46,True
GSM9237905,CFAP52,True
GSM9237905,CFAP53,True
GSM9237905,CFAP54,True
GSM9237905,CFAP70,True
GSM9237905,CFAP73,True
GSM9237905,CFB,True
GSM9237905,CFD,True
GSM9237905,CFH,True
GSM9237905,CFLAR,True
GSM9237905,CFP,True
GSM9237905,CGA,True
GSM9237905,CGRRF1,True
GSM9237905,CH17-262H11.1,False
GSM9237905,CH17-373J23.1,False
GSM9237905,CH25H,True
GSM9237905,CHAF1A,True
GSM9237905,CHEK1,True
GSM9237905,CHEK2,True
GSM9237905,CHGA,True
GSM9237905,CHGB,True
GSM9237905,CHI3L1,True
GSM9237905,CHI3L2,True
GSM9237905,CHIT1,True
GSM9237905,CHMP1A,True
GSM9237905,CHN1,True
GSM9237905,CHPF,True
GSM9237905,CHPF2,True
GSM9237905,CHRDL1,True
GSM9237905,CHST1,True
GSM9237905,CHST12,True
GSM9237905,CHST2,True
GSM9237905,CHST3,True
GSM9237905,CHST4,True
GSM9237905,CHST6,True
GSM9237905,CHST9,True
GSM9237905,CHSY1,True
GSM9237905,CIITA,True
GSM9237905,CIT,True
GSM9237905,CITED2,True
GSM9237905,CKB,True
GSM9237905,CKS1B,True
GSM9237905,CKS2,True
GSM9237905,CLCA2,True
GSM9237905,CLCA4,True
GSM9237905,CLCF1,True
GSM9237905,CLCNKB,True
GSM9237905,CLDN10,True
GSM9237905,CLDN18,True
GSM9237905,CLDN3,True
GSM9237905,CLDN4,True
GSM9237905,CLDN5,True
GSM9237905,CLDN9,True
GSM9237905,CLEC10A,True
GSM9237905,CLEC14A,True
GSM9237905,CLEC1B,True
GSM9237905,CLEC2B,True
GSM9237905,CLEC2D,True
GSM9237905,CLEC4A,True
GSM9237905,CLEC4D,True
GSM9237905,CLEC4E,True
GSM9237905,CLEC5A,True
GSM9237905,CLEC9A,True
GSM9237905,CLECL1,True
GSM9237905,CLIC3,True
GSM9237905,CLIC5,True
GSM9237905,CLN6,True
GSM9237905,CLNK,True
GSM9237905,CLU,True
GSM9237905,CMA1,True
GSM9237905,CMKLR1,True
GSM9237905,CMPK2,True
GSM9237905,CMTM3,True
GSM9237905,CMTR1,True
GSM9237905,CNKSR3,True
GSM9237905,CNN1,True
GSM9237905,CNN3,True
GSM9237905,CNOT6L,True
GSM9237905,CNOT9,True
GSM9237905,CNTFR,True
GSM9237905,COG2,True
GSM9237905,COL10A1,True
GSM9237905,COL11A1,True
GSM9237905,COL11A2,True
GSM9237905,COL12A1,True
GSM9237905,COL13A1,True
GSM9237905,COL14A1,True
GSM9237905,COL15A1,True
GSM9237905,COL16A1,True
GSM9237905,COL17A1,True
GSM9237905,COL18A1,True
GSM9237905,COL19A1,True
GSM9237905,COL1A1,True
GSM9237905,COL1A2,True
GSM9237905,COL20A1,True
GSM9237905,COL21A1,True
GSM9237905,COL22A1,True
GSM9237905,COL23A1,True
GSM9237905,COL24A1,True
GSM9237905,COL25A1,True
GSM9237905,COL26A1,True
GSM9237905,COL27A1,True
GSM9237905,COL28A1,True
GSM9237905,COL2A1,True
GSM9237905,COL3A1,True
GSM9237905,COL4A1,True
GSM9237905,COL4A2,True
GSM9237905,COL4A3,True
GSM9237905,COL4A4,True
GSM9237905,COL4A5,True
GSM9237905,COL4A6,True
GSM9237905,COL5A1,True
GSM9237905,COL5A2,True
GSM9237905,COL5A3,True
GSM9237905,COL6A1,True
GSM9237905,COL6A2,True
GSM9237905,COL6A3,True
GSM9237905,COL6A5,True
GSM9237905,COL6A6,True
GSM9237905,COL7A1,True
GSM9237905,COL8A1,True
GSM9237905,COL8A2,True
GSM9237905,COL9A1,True
GSM9237905,COL9A2,True
GSM9237905,COL9A3,True
GSM9237905,COLGALT1,True
GSM9237905,COLGALT2,True
GSM9237905,COMP,True
GSM9237905,COPB2,True
GSM9237905,COQ8A,True
GSM9237905,CORO1A,True
GSM9237905,COTL1,True
GSM9237905,COX10,True
GSM9237905,COX11,True
GSM9237905,COX15,True
GSM9237905,COX17,True
GSM9237905,COX4I1,True
GSM9237905,COX4I2,True
GSM9237905,COX5A,False
GSM9237905,COX5B,True
GSM9237905,COX6A1,True
GSM9237905,COX6B1,True
GSM9237905,COX6C,True
GSM9237905,COX7A1,True
GSM9237905,COX7A2,True
GSM9237905,COX7A2L,True
GSM9237905,COX7B,True
GSM9237905,COX7C,True
GSM9237905,COX8A,True
GSM9237905,CP,True
GSM9237905,CPA3,True
GSM9237905,CPA4,True
GSM9237905,CPE,True
GSM9237905,CPT1A,True
GSM9237905,CPVL,True
GSM9237905,CRABP2,True
GSM9237905,CRCT1,True
GSM9237905,CREB5,True
GSM9237905,CREM,True
GSM9237905,CRIP1,True
GSM9237905,CRIP2,True
GSM9237905,CRISP3,True
GSM9237905,CRISPLD2,True
GSM9237905,CRLF2,True
GSM9237905,CRNDE,False
GSM9237905,CRNN,True
GSM9237905,CRTAM,True
GSM9237905,CRTAP,True
GSM9237905,CRYAB,True
GSM9237905,CS,True
GSM9237905,CSE1L,True
GSM9237905,CSF1,True
GSM9237905,CSF1R,True
GSM9237905,CSF2,True
GSM9237905,CSF2RA,True
GSM9237905,CSF2RB,True
GSM9237905,CSF3,True
GSM9237905,CSF3R,True
GSM9237905,CSNK1E,True
GSM9237905,CSPG4,True
GSM9237905,CSPP1,True
GSM9237905,CSRNP2,True
GSM9237905,CSRP2,True
GSM9237905,CST1,False
GSM9237905,CST6,True
GSM9237905,CST7,True
GSM9237905,CSTA,True
GSM9237905,CTB-61M7.2,False
GSM9237905,CTCF,True
GSM9237905,CTD-2020K17.1,False
GSM9237905,CTD-2035E11.3,False
GSM9237905,CTD-3252C9.4,False
GSM9237905,CTGF,False
GSM9237905,CTH,True
GSM9237905,CTHRC1,True
GSM9237905,CTLA4,True
GSM9237905,CTNNAL1,True
GSM9237905,CTNNB1,True
GSM9237905,CTPS1,True
GSM9237905,CTRB1,True
GSM9237905,CTRB2,True
GSM9237905,CTSB,True
GSM9237905,CTSD,True
GSM9237905,CTSE,True
GSM9237905,CTSF,True
GSM9237905,CTSG,True
GSM9237905,CTSK,True
GSM9237905,CTSL,True
GSM9237905,CTSS,True
GSM9237905,CTSV,True
GSM9237905,CTSW,True
GSM9237905,CTSZ,True
GSM9237905,CTXN1,True
GSM9237905,CUL1,True
GSM9237905,CUL3,True
GSM9237905,CUL4A,True
GSM9237905,CUL5,True
GSM9237905,CX3CL1,True
GSM9237905,CX3CR1,True
GSM9237905,CXCL1,True
GSM9237905,CXCL10,True
GSM9237905,CXCL11,True
GSM9237905,CXCL12,True
