"NGenes","Correlation","Direction","PValue","FDR","set","cohort","compartment","label","cell_floor","correlation_setting","n_control","n_IPF","assayed_fraction","mean_member_log2FC","FDR_global"
101,0.0390379949938819,"Down",0.666916336579742,0.960389641772647,"HALLMARK_GLYCOLYSIS","GSE136831","AT2","__broad__",30,"estimated",10,3,0.965,-0.0124845979578437,0.960389641772647
121,0.0336122539722237,"Up",0.334752638890636,0.892673703708363,"HALLMARK_P53_PATHWAY","GSE136831","AT2","__broad__",30,"estimated",10,3,0.97,0.140789060370763,0.757459119082611
109,0.131266470642015,"Down",0.281209206203074,0.892673703708363,"HALLMARK_E2F_TARGETS","GSE136831","AT2","__broad__",30,"estimated",10,3,0.98,-0.143974799099902,0.757459119082611
118,0.0802077691243774,"Down",0.323297568837465,0.892673703708363,"HALLMARK_G2M_CHECKPOINT","GSE136831","AT2","__broad__",30,"estimated",10,3,0.98,-0.117855792144382,0.757459119082611
137,0.01,"Up",0.825072872951452,0.92915570061843,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","AT2","__broad__",30,"fixed001",10,3,0.985,0.0116676925387435,0.89841268388047
87,0.01,"Down",0.520674801806226,0.833079682889961,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","AT2","__broad__",30,"fixed001",10,3,0.985,-0.0065213065320359,0.690172602051052
46,0.01,"Up",0.819243314212579,0.92915570061843,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","AT2","__broad__",30,"fixed001",10,3,0.988505747126437,-0.0575027364595349,0.89841268388047
108,0.01,"Up",0.92915570061843,0.92915570061843,"HALLMARK_HYPOXIA","GSE136831","AT2","__broad__",30,"fixed001",10,3,0.945,-0.0212491359054988,0.92915570061843
101,0.01,"Down",0.489491739955845,0.833079682889961,"HALLMARK_GLYCOLYSIS","GSE136831","AT2","__broad__",30,"fixed001",10,3,0.965,-0.0124845979578437,0.690172602051052
121,0.01,"Up",0.127798602817009,0.340796274178691,"HALLMARK_P53_PATHWAY","GSE136831","AT2","__broad__",30,"fixed001",10,3,0.97,0.140789060370763,0.26092214741806
109,0.01,"Down",0.00227550205617312,0.018204016449385,"HALLMARK_E2F_TARGETS","GSE136831","AT2","__broad__",30,"fixed001",10,3,0.98,-0.143974799099902,0.00796425719660593
118,0.01,"Down",0.0240869703639911,0.0963478814559642,"HALLMARK_G2M_CHECKPOINT","GSE136831","AT2","__broad__",30,"fixed001",10,3,0.98,-0.117855792144382,0.0737663467397226
137,0.12451966234185,"Up",0.937341215543372,0.960389641772647,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","AT2","ATII",50,"estimated",10,3,0.985,0.0116676925387435,0.980397759309577
87,0.0536262212308675,"Down",0.718042726488306,0.960389641772647,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","AT2","ATII",50,"estimated",10,3,0.985,-0.0065213065320359,0.977335933275749
46,0.0147333079768538,"Up",0.83488661010798,0.960389641772647,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","AT2","ATII",50,"estimated",10,3,0.988505747126437,-0.0575027364595349,0.980397759309577
108,0.0501517217266299,"Up",0.960389641772647,0.960389641772647,"HALLMARK_HYPOXIA","GSE136831","AT2","ATII",50,"estimated",10,3,0.945,-0.0212491359054988,0.980397759309577
101,0.0390379949938819,"Down",0.666916336579742,0.960389641772647,"HALLMARK_GLYCOLYSIS","GSE136831","AT2","ATII",50,"estimated",10,3,0.965,-0.0124845979578437,0.963503562372486
121,0.0336122539722237,"Up",0.334752638890636,0.892673703708363,"HALLMARK_P53_PATHWAY","GSE136831","AT2","ATII",50,"estimated",10,3,0.97,0.140789060370763,0.810976728639132
109,0.131266470642015,"Down",0.281209206203074,0.892673703708363,"HALLMARK_E2F_TARGETS","GSE136831","AT2","ATII",50,"estimated",10,3,0.98,-0.143974799099902,0.810976728639132
118,0.0802077691243774,"Down",0.323297568837465,0.892673703708363,"HALLMARK_G2M_CHECKPOINT","GSE136831","AT2","ATII",50,"estimated",10,3,0.98,-0.117855792144382,0.810976728639132
137,0.01,"Up",0.825072872951452,0.92915570061843,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","AT2","ATII",50,"fixed001",10,3,0.985,0.0116676925387435,0.89841268388047
87,0.01,"Down",0.520674801806226,0.833079682889961,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","AT2","ATII",50,"fixed001",10,3,0.985,-0.0065213065320359,0.690172602051052
46,0.01,"Up",0.819243314212579,0.92915570061843,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","AT2","ATII",50,"fixed001",10,3,0.988505747126437,-0.0575027364595349,0.89841268388047
108,0.01,"Up",0.92915570061843,0.92915570061843,"HALLMARK_HYPOXIA","GSE136831","AT2","ATII",50,"fixed001",10,3,0.945,-0.0212491359054988,0.948513111047981
101,0.01,"Down",0.489491739955845,0.833079682889961,"HALLMARK_GLYCOLYSIS","GSE136831","AT2","ATII",50,"fixed001",10,3,0.965,-0.0124845979578437,0.690172602051052
121,0.01,"Up",0.127798602817009,0.340796274178691,"HALLMARK_P53_PATHWAY","GSE136831","AT2","ATII",50,"fixed001",10,3,0.97,0.140789060370763,0.250485261521338
109,0.01,"Down",0.00227550205617312,0.018204016449385,"HALLMARK_E2F_TARGETS","GSE136831","AT2","ATII",50,"fixed001",10,3,0.98,-0.143974799099902,0.00857689236557562
118,0.01,"Down",0.0240869703639911,0.0963478814559642,"HALLMARK_G2M_CHECKPOINT","GSE136831","AT2","ATII",50,"fixed001",10,3,0.98,-0.117855792144382,0.0737663467397226
137,0.12451966234185,"Up",0.937341215543372,0.960389641772647,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","AT2","ATII",30,"estimated",10,3,0.985,0.0116676925387435,0.960389641772647
87,0.0536262212308675,"Down",0.718042726488306,0.960389641772647,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","AT2","ATII",30,"estimated",10,3,0.985,-0.0065213065320359,0.960389641772647
46,0.0147333079768538,"Up",0.83488661010798,0.960389641772647,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","AT2","ATII",30,"estimated",10,3,0.988505747126437,-0.0575027364595349,0.960389641772647
108,0.0501517217266299,"Up",0.960389641772647,0.960389641772647,"HALLMARK_HYPOXIA","GSE136831","AT2","ATII",30,"estimated",10,3,0.945,-0.0212491359054988,0.960389641772647
101,0.0390379949938819,"Down",0.666916336579742,0.960389641772647,"HALLMARK_GLYCOLYSIS","GSE136831","AT2","ATII",30,"estimated",10,3,0.965,-0.0124845979578437,0.960389641772647
121,0.0336122539722237,"Up",0.334752638890636,0.892673703708363,"HALLMARK_P53_PATHWAY","GSE136831","AT2","ATII",30,"estimated",10,3,0.97,0.140789060370763,0.757459119082611
109,0.131266470642015,"Down",0.281209206203074,0.892673703708363,"HALLMARK_E2F_TARGETS","GSE136831","AT2","ATII",30,"estimated",10,3,0.98,-0.143974799099902,0.757459119082611
118,0.0802077691243774,"Down",0.323297568837465,0.892673703708363,"HALLMARK_G2M_CHECKPOINT","GSE136831","AT2","ATII",30,"estimated",10,3,0.98,-0.117855792144382,0.757459119082611
137,0.01,"Up",0.825072872951452,0.92915570061843,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","AT2","ATII",30,"fixed001",10,3,0.985,0.0116676925387435,0.89841268388047
87,0.01,"Down",0.520674801806226,0.833079682889961,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","AT2","ATII",30,"fixed001",10,3,0.985,-0.0065213065320359,0.690172602051052
46,0.01,"Up",0.819243314212579,0.92915570061843,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","AT2","ATII",30,"fixed001",10,3,0.988505747126437,-0.0575027364595349,0.89841268388047
108,0.01,"Up",0.92915570061843,0.92915570061843,"HALLMARK_HYPOXIA","GSE136831","AT2","ATII",30,"fixed001",10,3,0.945,-0.0212491359054988,0.92915570061843
101,0.01,"Down",0.489491739955845,0.833079682889961,"HALLMARK_GLYCOLYSIS","GSE136831","AT2","ATII",30,"fixed001",10,3,0.965,-0.0124845979578437,0.690172602051052
121,0.01,"Up",0.127798602817009,0.340796274178691,"HALLMARK_P53_PATHWAY","GSE136831","AT2","ATII",30,"fixed001",10,3,0.97,0.140789060370763,0.26092214741806
109,0.01,"Down",0.00227550205617312,0.018204016449385,"HALLMARK_E2F_TARGETS","GSE136831","AT2","ATII",30,"fixed001",10,3,0.98,-0.143974799099902,0.00796425719660593
118,0.01,"Down",0.0240869703639911,0.0963478814559642,"HALLMARK_G2M_CHECKPOINT","GSE136831","AT2","ATII",30,"fixed001",10,3,0.98,-0.117855792144382,0.0737663467397226
168,0.181371904880756,"Down",0.139541505445168,0.209312258167752,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","__broad__",50,"estimated",4,18,0.985,-0.401515811073342,0.683753376681324
121,0.0735413961825309,"Down",0.108374574416371,0.209312258167752,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","__broad__",50,"estimated",4,18,0.985,-0.32448147764697,0.683753376681324
62,0.0416000537912165,"Down",0.0369797851831902,0.177503900640978,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","fibroblasts","__broad__",50,"estimated",4,18,0.988505747126437,-0.263164312844546,0.579846075427194
50,0.0574320088705269,"Down",0.241145693637816,0.28937483236538,"HALLMARK_TGF_BETA_SIGNALING","GSE136831","fibroblasts","__broad__",50,"estimated",4,18,0.981481481481481,-0.183273320016492,0.810976728639132
30,0.0333499699055172,"Down",0.89469507645762,0.89469507645762,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE136831","fibroblasts","__broad__",50,"estimated",4,18,1,-0.00395299364620051,0.980397759309577
203,0.0467646007803827,"Up",0.0591679668803259,0.177503900640978,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","GSE136831","fibroblasts","__broad__",50,"estimated",4,18,0.99,0.457195033132381,0.579846075427194
168,0.01,"Down",1.50251923782233e-07,9.01511542693395e-07,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","__broad__",50,"fixed001",4,18,0.985,-0.401515811073342,1.84058606633235e-06
121,0.01,"Down",0.000393072489227198,0.000786144978454395,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","__broad__",50,"fixed001",4,18,0.985,-0.32448147764697,0.00240756899651659
62,0.01,"Down",0.000934558526706046,0.00140183779005907,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","fibroblasts","__broad__",50,"fixed001",4,18,0.988505747126437,-0.263164312844546,0.00457933678085962
50,0.01,"Down",0.0534901154750408,0.0641881385700489,"HALLMARK_TGF_BETA_SIGNALING","GSE136831","fibroblasts","__broad__",50,"fixed001",4,18,0.981481481481481,-0.183273320016492,0.145611981015389
30,0.01,"Down",0.86855748264606,0.86855748264606,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE136831","fibroblasts","__broad__",50,"fixed001",4,18,1,-0.00395299364620051,0.925202535862107
203,0.01,"Up",0.000204822901038841,0.000614468703116523,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","GSE136831","fibroblasts","__broad__",50,"fixed001",4,18,0.99,0.457195033132381,0.00143376030727189
168,0.181371904880756,"Down",0.139541505445168,0.209312258167752,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","__broad__",30,"estimated",4,18,0.985,-0.401515811073342,0.728077731528799
121,0.0735413961825309,"Down",0.108374574416371,0.209312258167752,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","__broad__",30,"estimated",4,18,0.985,-0.32448147764697,0.728077731528799
62,0.0416000537912165,"Down",0.0369797851831902,0.177503900640978,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","fibroblasts","__broad__",30,"estimated",4,18,0.988505747126437,-0.263164312844546,0.506741535972938
50,0.0574320088705269,"Down",0.241145693637816,0.28937483236538,"HALLMARK_TGF_BETA_SIGNALING","GSE136831","fibroblasts","__broad__",30,"estimated",4,18,0.981481481481481,-0.183273320016492,0.757459119082611
30,0.0333499699055172,"Down",0.89469507645762,0.89469507645762,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE136831","fibroblasts","__broad__",30,"estimated",4,18,1,-0.00395299364620051,0.960389641772647
203,0.0467646007803827,"Up",0.0591679668803259,0.177503900640978,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","GSE136831","fibroblasts","__broad__",30,"estimated",4,18,0.99,0.457195033132381,0.579846075427194
168,0.01,"Down",1.50251923782233e-07,9.01511542693395e-07,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","__broad__",30,"fixed001",4,18,0.985,-0.401515811073342,1.84058606633235e-06
121,0.01,"Down",0.000393072489227198,0.000786144978454395,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","__broad__",30,"fixed001",4,18,0.985,-0.32448147764697,0.00240756899651659
62,0.01,"Down",0.000934558526706046,0.00140183779005907,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","fibroblasts","__broad__",30,"fixed001",4,18,0.988505747126437,-0.263164312844546,0.00457933678085962
50,0.01,"Down",0.0534901154750408,0.0641881385700489,"HALLMARK_TGF_BETA_SIGNALING","GSE136831","fibroblasts","__broad__",30,"fixed001",4,18,0.981481481481481,-0.183273320016492,0.137948192540895
30,0.01,"Down",0.86855748264606,0.86855748264606,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE136831","fibroblasts","__broad__",30,"fixed001",4,18,1,-0.00395299364620051,0.919446386899502
203,0.01,"Up",0.000204822901038841,0.000614468703116523,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","GSE136831","fibroblasts","__broad__",30,"fixed001",4,18,0.99,0.457195033132381,0.00143376030727189
182,0.179478274587221,"Down",0.184965865525473,0.277448798288209,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","__broad__",100,"estimated",4,11,0.985,-0.355780264288465,0.435990968738614
142,0.0697041093405202,"Down",0.163884763377118,0.277448798288209,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","__broad__",100,"estimated",4,11,0.985,-0.27576285076319,0.435990968738614
68,0.0432994907598677,"Down",0.053275499061182,0.159826497183546,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","fibroblasts","__broad__",100,"estimated",4,11,0.988505747126437,-0.269042291985075,0.351618293803801
52,0.0648075915389659,"Down",0.406361783876009,0.487634140651211,"HALLMARK_TGF_BETA_SIGNALING","GSE136831","fibroblasts","__broad__",100,"estimated",4,11,0.981481481481481,-0.151338603492242,0.78881993340637
33,0.0234649160757802,"Down",0.91206637047073,0.91206637047073,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE136831","fibroblasts","__broad__",100,"estimated",4,11,1,0.0495455731776972,0.956193616478489
228,0.041030867354909,"Up",0.037480527552276,0.159826497183546,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","GSE136831","fibroblasts","__broad__",100,"estimated",4,11,0.99,0.506642028038024,0.327728860637732
182,0.01,"Down",1.42902745244643e-06,8.57416471467859e-06,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","__broad__",100,"fixed001",4,11,0.985,-0.355780264288465,1.17894764826831e-05
142,0.01,"Down",0.00179451320836043,0.00269176981254065,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","__broad__",100,"fixed001",4,11,0.985,-0.27576285076319,0.00455530275968418
68,0.01,"Down",0.00117197545263696,0.00234395090527391,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","fibroblasts","__broad__",100,"fixed001",4,11,0.988505747126437,-0.269042291985075,0.00322293249475163
52,0.01,"Down",0.147661686788413,0.177194024146095,"HALLMARK_TGF_BETA_SIGNALING","GSE136831","fibroblasts","__broad__",100,"fixed001",4,11,0.981481481481481,-0.151338603492242,0.256465034948295
33,0.01,"Down",0.896838904099307,0.896838904099307,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE136831","fibroblasts","__broad__",100,"fixed001",4,11,1,0.0495455731776972,0.924865119852411
228,0.01,"Up",4.01451748336984e-05,0.000120435524501095,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","GSE136831","fibroblasts","__broad__",100,"fixed001",4,11,0.99,0.506642028038024,0.000189255824216007
156,0.163995051497145,"Down",0.379033734260057,0.532898490837255,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","Fibroblast",50,"estimated",4,10,0.985,-0.203506956577027,0.810976728639132
103,0.0681167635456928,"Down",0.376825229940332,0.532898490837255,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","Fibroblast",50,"estimated",4,10,0.985,-0.191580854053716,0.810976728639132
54,0.0396083058619323,"Down",0.275231928661367,0.532898490837255,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","fibroblasts","Fibroblast",50,"estimated",4,10,0.988505747126437,-0.10471155337319,0.810976728639132
48,0.0587973291818055,"Down",0.444082075697712,0.532898490837255,"HALLMARK_TGF_BETA_SIGNALING","GSE136831","fibroblasts","Fibroblast",50,"estimated",4,10,0.981481481481481,-0.141168799981161,0.906667571216163
25,0.0780187098382834,"Down",0.66855349225846,0.66855349225846,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE136831","fibroblasts","Fibroblast",50,"estimated",4,10,1,-0.130656900170948,0.963503562372486
171,0.0306204959922007,"Up",0.0508552261923645,0.305131357154187,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","GSE136831","fibroblasts","Fibroblast",50,"estimated",4,10,0.99,0.207846072656747,0.579846075427194
156,0.01,"Down",0.00337776453894212,0.0101332936168264,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","Fibroblast",50,"fixed001",4,10,0.985,-0.203506956577027,0.0118221758862974
103,0.01,"Down",0.0692485338615683,0.138497067723137,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","Fibroblast",50,"fixed001",4,10,0.985,-0.191580854053716,0.178588324169308
54,0.01,"Down",0.104048289502057,0.156072434253085,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","fibroblasts","Fibroblast",50,"fixed001",4,10,0.988505747126437,-0.10471155337319,0.242779342171466
48,0.01,"Down",0.205897957976833,0.247077549572199,"HALLMARK_TGF_BETA_SIGNALING","GSE136831","fibroblasts","Fibroblast",50,"fixed001",4,10,0.981481481481481,-0.141168799981161,0.347896549684993
25,0.01,"Down",0.504416047925312,0.504416047925312,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE136831","fibroblasts","Fibroblast",50,"fixed001",4,10,1,-0.130656900170948,0.690172602051052
171,0.01,"Up",0.00103107741401774,0.00618646448410642,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","GSE136831","fibroblasts","Fibroblast",50,"fixed001",4,10,0.99,0.207846072656747,0.00459298120789719
156,0.165401217615878,"Down",0.340720433886703,0.408864520664043,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","Fibroblast",30,"estimated",4,14,0.985,-0.214461361953567,0.757459119082611
103,0.0597664211869921,"Down",0.252544737670687,0.408864520664043,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","Fibroblast",30,"estimated",4,14,0.985,-0.225003123631883,0.757459119082611
55,0.0328065738909352,"Down",0.22628423450023,0.408864520664043,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","fibroblasts","Fibroblast",30,"estimated",4,14,0.988505747126437,-0.11328041689138,0.757459119082611
48,0.0543226742602288,"Down",0.307103040568472,0.408864520664043,"HALLMARK_TGF_BETA_SIGNALING","GSE136831","fibroblasts","Fibroblast",30,"estimated",4,14,0.981481481481481,-0.184120144379548,0.757459119082611
24,0.066895734069971,"Down",0.565062411169162,0.565062411169162,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE136831","fibroblasts","Fibroblast",30,"estimated",4,14,1,-0.114153529573142,0.960389641772647
174,0.0272199477452264,"Up",0.0413666559977909,0.248199935986745,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","GSE136831","fibroblasts","Fibroblast",30,"estimated",4,14,0.99,0.190572000015147,0.506741535972938
156,0.01,"Down",0.00155523441147368,0.00466570323442104,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","Fibroblast",30,"fixed001",4,14,0.985,-0.214461361953567,0.00635054051351753
103,0.01,"Down",0.0263878759369555,0.052775751873911,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","Fibroblast",30,"fixed001",4,14,0.985,-0.225003123631883,0.0760591718182835
55,0.01,"Down",0.0916496504949421,0.121583745245099,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","fibroblasts","Fibroblast",30,"fixed001",4,14,0.988505747126437,-0.11328041689138,0.213849184488198
48,0.01,"Down",0.101319787704249,0.121583745245099,"HALLMARK_TGF_BETA_SIGNALING","GSE136831","fibroblasts","Fibroblast",30,"fixed001",4,14,0.981481481481481,-0.184120144379548,0.225666799886737
24,0.01,"Down",0.398906723411687,0.398906723411687,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE136831","fibroblasts","Fibroblast",30,"fixed001",4,14,1,-0.114153529573142,0.610825920224146
174,0.01,"Up",0.001367714179799,0.00466570323442104,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","GSE136831","fibroblasts","Fibroblast",30,"fixed001",4,14,0.99,0.190572000015147,0.00609254498274099
155,0.0899315190056697,"Down",0.115599949607837,0.173399924411755,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","Fibroblast",100,"estimated",3,5,0.985,-0.290560335477737,0.406752242246572
104,0.0448929154247399,"Down",0.0938494623727234,0.173399924411755,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","Fibroblast",100,"estimated",3,5,0.985,-0.330049920726726,0.387129032287484
55,0.00775489865382747,"Down",0.0803544099290513,0.173399924411755,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE136831","fibroblasts","Fibroblast",100,"estimated",3,5,0.988505747126437,-0.168054314047198,0.387129032287484
49,0.0917160793590705,"Down",0.600607803170364,0.715301134902416,"HALLMARK_TGF_BETA_SIGNALING","GSE136831","fibroblasts","Fibroblast",100,"estimated",3,5,0.981481481481481,-0.0689450122453571,0.854693989802545
25,0.0697502964754506,"Down",0.715301134902416,0.715301134902416,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE136831","fibroblasts","Fibroblast",100,"estimated",3,5,1,-0.0368065398741231,0.907882209683836
175,0.0130374720465707,"Up",0.0130249385131606,0.0781496310789638,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","GSE136831","fibroblasts","Fibroblast",100,"estimated",3,5,0.99,0.310380010534657,0.327728860637732
155,0.01,"Down",9.33108602570778e-06,5.59865161542467e-05,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE136831","fibroblasts","Fibroblast",100,"fixed001",3,5,0.985,-0.290560335477737,6.15851677696713e-05
104,0.01,"Down",0.00095241425200068,0.00190482850400136,"HALLMARK_INFLAMMATORY_RESPONSE","GSE136831","fibroblasts","Fibroblast",100,"fixed001",3,5,0.985,-0.330049920726726,0.00285724275600204
