label,uncertainty_cutoff,cells,gene,detection_fraction,mean_normalized_10000
Goblet (subsegmental),0.2,2,COL1A1,0.5,9.389671361502348
Goblet (subsegmental),0.2,2,COL1A2,0.5,1.550147263990079
Goblet (subsegmental),0.2,2,COL3A1,0.0,0.0
Goblet (subsegmental),0.2,2,DCN,0.5,0.7750736319950395
Goblet (subsegmental),0.2,2,LUM,0.0,0.0
Goblet (subsegmental),0.2,2,PDGFRA,0.0,0.0
Goblet (subsegmental),0.2,2,PI16,0.0,0.0
Goblet (subsegmental),0.2,2,ACTA2,0.5,0.7750736319950395
Goblet (subsegmental),0.2,2,TAGLN,0.0,0.0
Goblet (subsegmental),0.2,2,MYH11,0.5,0.7750736319950395
Goblet (subsegmental),0.2,2,PECAM1,0.0,0.0
Goblet (subsegmental),0.2,2,VWF,0.0,0.0
Goblet (subsegmental),0.2,2,MKI67,0.0,0.0
Goblet (subsegmental),0.2,2,CLDN4,1.0,7.020056576736293
Goblet (subsegmental),0.2,2,KRT17,0.0,0.0
Interstitial Mph perivascular,0.2,241,EPCAM,0.029045643153526972,0.13477725756046136
Interstitial Mph perivascular,0.2,241,KRT8,0.07883817427385892,0.419466135805674
Interstitial Mph perivascular,0.2,241,SFTPC,0.7800829875518672,17.66721698609373
Interstitial Mph perivascular,0.2,241,SFTPA1,0.7510373443983402,11.736280253025265
Interstitial Mph perivascular,0.2,241,ABCA3,0.06224066390041494,0.3547695476434277
Interstitial Mph perivascular,0.2,241,AGER,0.24066390041493776,1.79841478230212
Interstitial Mph perivascular,0.2,241,HOPX,0.06224066390041494,0.31373161936121075
Interstitial Mph perivascular,0.2,241,SCGB1A1,0.07053941908713693,0.37300067250521407
Interstitial Mph perivascular,0.2,241,FOXJ1,0.0,0.0
Interstitial Mph perivascular,0.2,241,PTPRC,0.22406639004149378,1.3099555386318888
Interstitial Mph perivascular,0.2,241,LST1,0.23651452282157676,1.3880085346815847
Interstitial Mph perivascular,0.2,241,TYROBP,0.7551867219917012,9.87481239192584
Interstitial Mph perivascular,0.2,241,C1QA,0.9543568464730291,37.22456668234168
Interstitial Mph perivascular,0.2,241,C1QB,0.921161825726141,28.34695155712197
Interstitial Mph perivascular,0.2,241,CD68,0.8215767634854771,14.093068332050022
Interstitial Mph perivascular,0.2,241,CSF1R,0.9585062240663901,23.988079000919765
Interstitial Mph perivascular,0.2,241,PPARG,0.03319502074688797,0.14676111778450315
Interstitial Mph perivascular,0.2,241,FABP4,0.012448132780082987,0.08789803652783904
Interstitial Mph perivascular,0.2,241,COL1A1,0.12448132780082988,1.0021018391429344
Interstitial Mph perivascular,0.2,241,COL1A2,0.25311203319502074,1.7695058933757666
Interstitial Mph perivascular,0.2,241,COL3A1,0.13278008298755187,0.9536967700200073
Interstitial Mph perivascular,0.2,241,DCN,0.29045643153526973,2.6860716493061254
Interstitial Mph perivascular,0.2,241,LUM,0.1825726141078838,1.1852180742368243
Interstitial Mph perivascular,0.2,241,PDGFRA,0.03319502074688797,0.24802867794085726
Interstitial Mph perivascular,0.2,241,PI16,0.004149377593360996,0.028055291368228503
Interstitial Mph perivascular,0.2,241,ACTA2,0.03734439834024896,0.25564110923287786
Interstitial Mph perivascular,0.2,241,TAGLN,0.3236514522821577,2.1449656953273855
Interstitial Mph perivascular,0.2,241,MYH11,0.03319502074688797,0.223906571018824
Interstitial Mph perivascular,0.2,241,PECAM1,0.5975103734439834,4.902758607892275
Interstitial Mph perivascular,0.2,241,VWF,0.05394190871369295,0.3501763021065297
Interstitial Mph perivascular,0.2,241,MKI67,0.004149377593360996,0.07858669684395825
Interstitial Mph perivascular,0.2,241,CLDN4,0.029045643153526972,0.1731486902967589
Interstitial Mph perivascular,0.2,241,KRT17,0.0,0.0
Lymphatic EC differentiating,0.2,294,EPCAM,0.061224489795918366,0.4775900367949705
Lymphatic EC differentiating,0.2,294,KRT8,0.1054421768707483,0.733837987191504
Lymphatic EC differentiating,0.2,294,SFTPC,0.7312925170068028,16.75165042488705
Lymphatic EC differentiating,0.2,294,SFTPA1,0.7142857142857143,13.01760997575154
Lymphatic EC differentiating,0.2,294,ABCA3,0.10204081632653061,0.727323695210826
Lymphatic EC differentiating,0.2,294,AGER,0.2619047619047619,2.4110427971951793
Lymphatic EC differentiating,0.2,294,HOPX,0.06802721088435375,0.42908900073510325
Lymphatic EC differentiating,0.2,294,SCGB1A1,0.04081632653061224,0.2584819428109501
Lymphatic EC differentiating,0.2,294,FOXJ1,0.0,0.0
Lymphatic EC differentiating,0.2,294,PTPRC,0.006802721088435374,0.03272427972645138
Lymphatic EC differentiating,0.2,294,LST1,0.01020408163265306,0.05627213080604518
Lymphatic EC differentiating,0.2,294,TYROBP,0.08503401360544217,0.6114690400899065
Lymphatic EC differentiating,0.2,294,C1QA,0.11904761904761904,0.7892006611992425
Lymphatic EC differentiating,0.2,294,C1QB,0.10204081632653061,0.7687616809279008
Lymphatic EC differentiating,0.2,294,CD68,0.1326530612244898,0.9347669124359353
Lymphatic EC differentiating,0.2,294,CSF1R,0.017006802721088437,0.12126473431192791
Lymphatic EC differentiating,0.2,294,PPARG,0.2891156462585034,2.4531985493422237
Lymphatic EC differentiating,0.2,294,FABP4,0.6224489795918368,13.419102304819692
Lymphatic EC differentiating,0.2,294,COL1A1,0.08163265306122448,0.6894300408379376
Lymphatic EC differentiating,0.2,294,COL1A2,0.14965986394557823,1.3320569648893057
Lymphatic EC differentiating,0.2,294,COL3A1,0.11224489795918367,0.8282985034011715
Lymphatic EC differentiating,0.2,294,DCN,0.17346938775510204,1.4638781064321187
Lymphatic EC differentiating,0.2,294,LUM,0.06802721088435375,0.49324695156569226
Lymphatic EC differentiating,0.2,294,PDGFRA,0.023809523809523808,0.1311035310813968
Lymphatic EC differentiating,0.2,294,PI16,0.003401360544217687,0.016336986283466318
Lymphatic EC differentiating,0.2,294,ACTA2,0.04421768707482993,0.3156823652083398
Lymphatic EC differentiating,0.2,294,TAGLN,0.1360544217687075,0.9874136935400364
Lymphatic EC differentiating,0.2,294,MYH11,0.04421768707482993,0.3761957450253521
Lymphatic EC differentiating,0.2,294,PECAM1,0.5850340136054422,6.984995177751534
Lymphatic EC differentiating,0.2,294,VWF,0.19727891156462585,1.8967258640427
Lymphatic EC differentiating,0.2,294,MKI67,0.003401360544217687,0.037855988249501246
Lymphatic EC differentiating,0.2,294,CLDN4,0.04081632653061224,0.2573875358359383
Lymphatic EC differentiating,0.2,294,KRT17,0.0,0.0
Mast cells,0.2,912,EPCAM,0.03289473684210526,0.22948202718851876
Mast cells,0.2,912,KRT8,0.06907894736842106,0.48317084091482954
Mast cells,0.2,912,SFTPC,0.8508771929824561,24.559208338187837
Mast cells,0.2,912,SFTPA1,0.8081140350877193,16.074512543837116
Mast cells,0.2,912,ABCA3,0.11293859649122807,0.7987907650054018
Mast cells,0.2,912,AGER,0.3125,3.344378406278617
Mast cells,0.2,912,HOPX,0.08552631578947369,0.6130290028331992
Mast cells,0.2,912,SCGB1A1,0.0712719298245614,1.0859569444759611
Mast cells,0.2,912,FOXJ1,0.006578947368421052,0.0450665886978182
Mast cells,0.2,912,PTPRC,0.12828947368421054,0.8836280836722283
Mast cells,0.2,912,LST1,0.03399122807017544,0.1947486814150085
Mast cells,0.2,912,TYROBP,0.4309210526315789,3.8148800924939428
Mast cells,0.2,912,C1QA,0.17653508771929824,1.382939795374036
Mast cells,0.2,912,C1QB,0.15570175438596492,1.2734484736312242
Mast cells,0.2,912,CD68,0.34978070175438597,2.9395112525082774
Mast cells,0.2,912,CSF1R,0.05043859649122807,0.440759904360559
Mast cells,0.2,912,PPARG,0.01864035087719298,0.11430204220157279
Mast cells,0.2,912,FABP4,0.01425438596491228,0.09652666495552888
Mast cells,0.2,912,COL1A1,0.15021929824561403,1.3253114382062334
Mast cells,0.2,912,COL1A2,0.18201754385964913,1.5452065764497847
Mast cells,0.2,912,COL3A1,0.10964912280701754,0.9557330758460248
Mast cells,0.2,912,DCN,0.22697368421052633,2.0988443088643596
Mast cells,0.2,912,LUM,0.1425438596491228,1.2053708011830655
Mast cells,0.2,912,PDGFRA,0.01425438596491228,0.07862993438709512
Mast cells,0.2,912,PI16,0.0010964912280701754,0.007438882144302411
Mast cells,0.2,912,ACTA2,0.04824561403508772,0.3565290505918686
Mast cells,0.2,912,TAGLN,0.13267543859649122,0.9971441194788321
Mast cells,0.2,912,MYH11,0.023026315789473683,0.15577704170268258
Mast cells,0.2,912,PECAM1,0.09210526315789473,0.6962628464210842
Mast cells,0.2,912,VWF,0.041666666666666664,0.32127871758338516
Mast cells,0.2,912,MKI67,0.005482456140350877,0.03455648878061213
Mast cells,0.2,912,CLDN4,0.04276315789473684,0.2858926723327555
Mast cells,0.2,912,KRT17,0.0010964912280701754,0.010050332062971361
Mesothelium,0.2,1,EPCAM,0.0,0.0
Mesothelium,0.2,1,KRT8,1.0,11.648223645894001
Mesothelium,0.2,1,SFTPC,1.0,5.824111822947001
Mesothelium,0.2,1,SFTPA1,1.0,11.648223645894001
Mesothelium,0.2,1,ABCA3,0.0,0.0
Mesothelium,0.2,1,AGER,0.0,0.0
Mesothelium,0.2,1,HOPX,0.0,0.0
Mesothelium,0.2,1,SCGB1A1,1.0,5.824111822947001
Mesothelium,0.2,1,FOXJ1,0.0,0.0
Mesothelium,0.2,1,PTPRC,0.0,0.0
Mesothelium,0.2,1,LST1,0.0,0.0
Mesothelium,0.2,1,TYROBP,0.0,0.0
Mesothelium,0.2,1,C1QA,0.0,0.0
Mesothelium,0.2,1,C1QB,0.0,0.0
Mesothelium,0.2,1,CD68,0.0,0.0
Mesothelium,0.2,1,CSF1R,0.0,0.0
Mesothelium,0.2,1,PPARG,0.0,0.0
Mesothelium,0.2,1,FABP4,0.0,0.0
Mesothelium,0.2,1,COL1A1,1.0,5.824111822947001
Mesothelium,0.2,1,COL1A2,0.0,0.0
Mesothelium,0.2,1,COL3A1,1.0,5.824111822947001
Mesothelium,0.2,1,DCN,1.0,23.296447291788002
Mesothelium,0.2,1,LUM,1.0,5.824111822947001
Mesothelium,0.2,1,PDGFRA,0.0,0.0
Mesothelium,0.2,1,PI16,0.0,0.0
Mesothelium,0.2,1,ACTA2,0.0,0.0
Mesothelium,0.2,1,TAGLN,0.0,0.0
Mesothelium,0.2,1,MYH11,0.0,0.0
Mesothelium,0.2,1,PECAM1,0.0,0.0
Mesothelium,0.2,1,VWF,0.0,0.0
Mesothelium,0.2,1,MKI67,0.0,0.0
Mesothelium,0.2,1,CLDN4,0.0,0.0
Mesothelium,0.2,1,KRT17,0.0,0.0
Migratory DCs,0.2,62,EPCAM,0.03225806451612903,0.15493105828025372
Migratory DCs,0.2,62,KRT8,0.16129032258064516,0.6837861035224305
Migratory DCs,0.2,62,SFTPC,0.8709677419354839,13.294755943165462
Migratory DCs,0.2,62,SFTPA1,0.8709677419354839,10.626872276574135
Migratory DCs,0.2,62,ABCA3,0.14516129032258066,0.5144742347493364
Migratory DCs,0.2,62,AGER,0.43548387096774194,2.3295417168910726
Migratory DCs,0.2,62,HOPX,0.0967741935483871,0.28182059656596237
Migratory DCs,0.2,62,SCGB1A1,0.11290322580645161,0.44770284297030655
Migratory DCs,0.2,62,FOXJ1,0.0,0.0
Migratory DCs,0.2,62,PTPRC,0.25806451612903225,1.2171284714977044
Migratory DCs,0.2,62,LST1,0.16129032258064516,0.7215230931375093
Migratory DCs,0.2,62,TYROBP,0.6774193548387096,6.762850982813646
Migratory DCs,0.2,62,C1QA,0.16129032258064516,0.7951040191315245
Migratory DCs,0.2,62,C1QB,0.25806451612903225,1.1725477712636085
Migratory DCs,0.2,62,CD68,0.2903225806451613,1.505401752455446
Migratory DCs,0.2,62,CSF1R,0.04838709677419355,0.11928153182801671
Migratory DCs,0.2,62,PPARG,0.08064516129032258,0.23728003971012526
Migratory DCs,0.2,62,FABP4,0.03225806451612903,0.2252157101108597
Migratory DCs,0.2,62,COL1A1,0.27419354838709675,0.9567687842019015
Migratory DCs,0.2,62,COL1A2,0.22580645161290322,2.2545938305440414
Migratory DCs,0.2,62,COL3A1,0.0967741935483871,0.30641240717162477
Migratory DCs,0.2,62,DCN,0.22580645161290322,1.0025048766288067
Migratory DCs,0.2,62,LUM,0.1935483870967742,1.022273486503063
Migratory DCs,0.2,62,PDGFRA,0.0,0.0
Migratory DCs,0.2,62,PI16,0.0,0.0
Migratory DCs,0.2,62,ACTA2,0.0967741935483871,0.33084042766357363
Migratory DCs,0.2,62,TAGLN,0.1935483870967742,1.3797368319974403
Migratory DCs,0.2,62,MYH11,0.06451612903225806,0.23067891241626307
Migratory DCs,0.2,62,PECAM1,0.24193548387096775,1.4806520454907781
Migratory DCs,0.2,62,VWF,0.08064516129032258,0.3162506879474491
Migratory DCs,0.2,62,MKI67,0.03225806451612903,0.10384786514922842
Migratory DCs,0.2,62,CLDN4,0.08064516129032258,0.2598301289565079
Migratory DCs,0.2,62,KRT17,0.016129032258064516,0.06511518876893224
Monocyte-derived Mph,0.2,167,EPCAM,0.017964071856287425,0.08569122953516074
Monocyte-derived Mph,0.2,167,KRT8,0.12574850299401197,0.41567759794542547
Monocyte-derived Mph,0.2,167,SFTPC,0.8622754491017964,10.749194310676716
Monocyte-derived Mph,0.2,167,SFTPA1,0.8562874251497006,8.523909551226794
Monocyte-derived Mph,0.2,167,ABCA3,0.1377245508982036,0.5009429384507351
Monocyte-derived Mph,0.2,167,AGER,0.25149700598802394,1.0685957900001468
Monocyte-derived Mph,0.2,167,HOPX,0.0658682634730539,0.14377051808909472
Monocyte-derived Mph,0.2,167,SCGB1A1,0.1377245508982036,0.45503030203227013
Monocyte-derived Mph,0.2,167,FOXJ1,0.005988023952095809,0.01870672899748769
Monocyte-derived Mph,0.2,167,PTPRC,0.2874251497005988,0.9377510334834647
Monocyte-derived Mph,0.2,167,LST1,0.3772455089820359,1.5021548071635906
Monocyte-derived Mph,0.2,167,TYROBP,0.8982035928143712,13.271608855932007
Monocyte-derived Mph,0.2,167,C1QA,0.718562874251497,14.298358835020167
Monocyte-derived Mph,0.2,167,C1QB,0.7904191616766467,15.979892835895354
Monocyte-derived Mph,0.2,167,CD68,0.9101796407185628,24.67368519457629
Monocyte-derived Mph,0.2,167,CSF1R,0.6826347305389222,5.720322029675696
Monocyte-derived Mph,0.2,167,PPARG,0.4431137724550898,2.4582681884743938
Monocyte-derived Mph,0.2,167,FABP4,0.029940119760479042,0.07299840074857816
Monocyte-derived Mph,0.2,167,COL1A1,0.10778443113772455,0.441036092552218
Monocyte-derived Mph,0.2,167,COL1A2,0.11377245508982035,0.32260033914318686
Monocyte-derived Mph,0.2,167,COL3A1,0.0718562874251497,0.272690736535094
Monocyte-derived Mph,0.2,167,DCN,0.08982035928143713,0.32359343242896055
Monocyte-derived Mph,0.2,167,LUM,0.08982035928143713,0.42649396837144277
Monocyte-derived Mph,0.2,167,PDGFRA,0.017964071856287425,0.08347376192325978
Monocyte-derived Mph,0.2,167,PI16,0.005988023952095809,0.10877427705896112
Monocyte-derived Mph,0.2,167,ACTA2,0.04790419161676647,0.126456804473067
Monocyte-derived Mph,0.2,167,TAGLN,0.46706586826347307,2.9675985096076443
Monocyte-derived Mph,0.2,167,MYH11,0.017964071856287425,0.05404474895390386
Monocyte-derived Mph,0.2,167,PECAM1,0.6227544910179641,3.818625595408519
Monocyte-derived Mph,0.2,167,VWF,0.08383233532934131,0.31314092679037264
Monocyte-derived Mph,0.2,167,MKI67,0.017964071856287425,0.027998644159303247
Monocyte-derived Mph,0.2,167,CLDN4,0.041916167664670656,0.12766073122600857
Monocyte-derived Mph,0.2,167,KRT17,0.0,0.0
Multiciliated (non-nasal),0.2,765,EPCAM,0.5660130718954248,3.1874485864963638
Multiciliated (non-nasal),0.2,765,KRT8,0.5777777777777777,3.950564229974106
Multiciliated (non-nasal),0.2,765,SFTPC,0.7450980392156863,15.282945007716554
Multiciliated (non-nasal),0.2,765,SFTPA1,0.6261437908496732,9.461773062298063
Multiciliated (non-nasal),0.2,765,ABCA3,0.13986928104575164,0.5530929861529184
Multiciliated (non-nasal),0.2,765,AGER,0.33986928104575165,1.756921886260615
Multiciliated (non-nasal),0.2,765,HOPX,0.18169934640522875,0.6330017613019682
Multiciliated (non-nasal),0.2,765,SCGB1A1,0.45751633986928103,93.12637679696098
Multiciliated (non-nasal),0.2,765,FOXJ1,0.788235294117647,10.707758364048885
Multiciliated (non-nasal),0.2,765,PTPRC,0.044444444444444446,0.11898125470440477
Multiciliated (non-nasal),0.2,765,LST1,0.03790849673202614,0.08972184551873412
Multiciliated (non-nasal),0.2,765,TYROBP,0.11764705882352941,0.368292056558029
Multiciliated (non-nasal),0.2,765,C1QA,0.1869281045751634,0.7713739029952172
Multiciliated (non-nasal),0.2,765,C1QB,0.16993464052287582,0.6817639224857261
Multiciliated (non-nasal),0.2,765,CD68,0.20130718954248367,0.6333597124453424
Multiciliated (non-nasal),0.2,765,CSF1R,0.050980392156862744,0.16842146338106256
Multiciliated (non-nasal),0.2,765,PPARG,0.02875816993464052,0.06439609011454729
Multiciliated (non-nasal),0.2,765,FABP4,0.023529411764705882,0.04863694189142446
Multiciliated (non-nasal),0.2,765,COL1A1,0.1934640522875817,0.6383036372770379
Multiciliated (non-nasal),0.2,765,COL1A2,0.1503267973856209,0.5500161158975287
Multiciliated (non-nasal),0.2,765,COL3A1,0.10980392156862745,0.443641483581994
Multiciliated (non-nasal),0.2,765,DCN,0.1869281045751634,0.7074126161789919
Multiciliated (non-nasal),0.2,765,LUM,0.09934640522875816,0.32974035450619155
Multiciliated (non-nasal),0.2,765,PDGFRA,0.022222222222222223,0.0730842463722773
Multiciliated (non-nasal),0.2,765,PI16,0.00784313725490196,0.011318248620248956
Multiciliated (non-nasal),0.2,765,ACTA2,0.09019607843137255,0.27552149869602066
Multiciliated (non-nasal),0.2,765,TAGLN,0.39215686274509803,1.8350840898511478
Multiciliated (non-nasal),0.2,765,MYH11,0.04967320261437908,0.15598880000631685
Multiciliated (non-nasal),0.2,765,PECAM1,0.11895424836601307,0.4130742728626044
Multiciliated (non-nasal),0.2,765,VWF,0.07450980392156863,0.24321299779269198
Multiciliated (non-nasal),0.2,765,MKI67,0.009150326797385621,0.012198293205212617
Multiciliated (non-nasal),0.2,765,CLDN4,0.7568627450980392,7.3248838026404846
Multiciliated (non-nasal),0.2,765,KRT17,0.08235294117647059,0.4211798897574852
Myofibroblasts,0.2,16,EPCAM,0.0625,0.2912395153774464
Myofibroblasts,0.2,16,KRT8,0.125,1.0653086883822214
Myofibroblasts,0.2,16,SFTPC,0.5625,8.266397186013085
Myofibroblasts,0.2,16,SFTPA1,0.375,5.255896941780309
Myofibroblasts,0.2,16,ABCA3,0.0625,0.5458515283842795
Myofibroblasts,0.2,16,AGER,0.5,4.964556086839198
Myofibroblasts,0.2,16,HOPX,0.1875,1.8165471679472733
Myofibroblasts,0.2,16,SCGB1A1,0.0,0.0
Myofibroblasts,0.2,16,FOXJ1,0.0,0.0
Myofibroblasts,0.2,16,PTPRC,0.0,0.0
Myofibroblasts,0.2,16,LST1,0.0,0.0
Myofibroblasts,0.2,16,TYROBP,0.0,0.0
Myofibroblasts,0.2,16,C1QA,0.125,0.8795407969374028
Myofibroblasts,0.2,16,C1QB,0.0625,0.3336892685531233
Myofibroblasts,0.2,16,CD68,0.0,0.0
Myofibroblasts,0.2,16,CSF1R,0.0,0.0
Myofibroblasts,0.2,16,PPARG,0.0,0.0
Myofibroblasts,0.2,16,FABP4,0.0625,0.5550621669626998
Myofibroblasts,0.2,16,COL1A1,1.0,38.58778418609541
Myofibroblasts,0.2,16,COL1A2,0.875,37.47689297061209
Myofibroblasts,0.2,16,COL3A1,0.875,27.906180113559323
Myofibroblasts,0.2,16,DCN,0.6875,25.481087832099647
Myofibroblasts,0.2,16,LUM,0.125,1.5362683046196652
Myofibroblasts,0.2,16,PDGFRA,0.5625,12.060652411228089
Myofibroblasts,0.2,16,PI16,0.0,0.0
Myofibroblasts,0.2,16,ACTA2,0.875,19.99447419263341
Myofibroblasts,0.2,16,TAGLN,0.8125,24.09684150871105
Myofibroblasts,0.2,16,MYH11,0.5625,13.443414964009664
Myofibroblasts,0.2,16,PECAM1,0.0625,0.594106463878327
Myofibroblasts,0.2,16,VWF,0.0,0.0
Myofibroblasts,0.2,16,MKI67,0.0,0.0
Myofibroblasts,0.2,16,CLDN4,0.0625,0.4992012779552716
Myofibroblasts,0.2,16,KRT17,0.0,0.0
NK cells,0.2,336,EPCAM,0.017857142857142856,0.13097793005468475
NK cells,0.2,336,KRT8,0.05357142857142857,0.4250105745491445
NK cells,0.2,336,SFTPC,0.6994047619047619,19.33203437885677
NK cells,0.2,336,SFTPA1,0.5535714285714286,9.47577902820242
NK cells,0.2,336,ABCA3,0.05952380952380952,0.4752339974291774
NK cells,0.2,336,AGER,0.24702380952380953,2.657802853652153
NK cells,0.2,336,HOPX,0.46726190476190477,4.87526823627022
NK cells,0.2,336,SCGB1A1,0.0744047619047619,0.6185617555041164
NK cells,0.2,336,FOXJ1,0.005952380952380952,0.049355478683478976
NK cells,0.2,336,PTPRC,0.4166666666666667,4.010672805689684
NK cells,0.2,336,LST1,0.020833333333333332,0.14700156692417263
NK cells,0.2,336,TYROBP,0.625,7.034104501283695
NK cells,0.2,336,C1QA,0.1488095238095238,1.227688131183252
NK cells,0.2,336,C1QB,0.1130952380952381,0.8876119092292073
NK cells,0.2,336,CD68,0.10119047619047619,0.9441378532346307
NK cells,0.2,336,CSF1R,0.020833333333333332,0.21109341007313073
NK cells,0.2,336,PPARG,0.002976190476190476,0.01861282349087227
NK cells,0.2,336,FABP4,0.008928571428571428,0.06325549091564847
NK cells,0.2,336,COL1A1,0.06547619047619048,0.6732255542440275
NK cells,0.2,336,COL1A2,0.06845238095238096,0.5509318379043932
NK cells,0.2,336,COL3A1,0.05654761904761905,0.43818926158851706
NK cells,0.2,336,DCN,0.10714285714285714,0.9339136030567741
NK cells,0.2,336,LUM,0.07142857142857142,0.548026722975721
NK cells,0.2,336,PDGFRA,0.005952380952380952,0.04450315566721913
NK cells,0.2,336,PI16,0.002976190476190476,0.013245173458791617
NK cells,0.2,336,ACTA2,0.03273809523809524,0.32897371874981657
NK cells,0.2,336,TAGLN,0.07142857142857142,0.628279809263226
NK cells,0.2,336,MYH11,0.005952380952380952,0.045260139385953364
NK cells,0.2,336,PECAM1,0.13392857142857142,1.0543368820058532
NK cells,0.2,336,VWF,0.041666666666666664,0.3355792056086206
NK cells,0.2,336,MKI67,0.047619047619047616,0.8238848704351583
NK cells,0.2,336,CLDN4,0.03571428571428571,0.25320856224021654
NK cells,0.2,336,KRT17,0.002976190476190476,0.02664449844396129
Neuroendocrine,0.2,5,EPCAM,0.6,4.1071438784539165
Neuroendocrine,0.2,5,KRT8,1.0,7.241787375187799
Neuroendocrine,0.2,5,SFTPC,0.6,10.862545035099242
Neuroendocrine,0.2,5,SFTPA1,0.6,4.628778801333008
Neuroendocrine,0.2,5,ABCA3,0.2,1.0368066355624677
Neuroendocrine,0.2,5,AGER,0.2,1.320713185119965
Neuroendocrine,0.2,5,HOPX,0.4,1.5584415584415585
Neuroendocrine,0.2,5,SCGB1A1,0.4,1.2320033657446599
Neuroendocrine,0.2,5,FOXJ1,0.2,2.053388090349076
Neuroendocrine,0.2,5,PTPRC,0.0,0.0
Neuroendocrine,0.2,5,LST1,0.2,0.8804754567466433
Neuroendocrine,0.2,5,TYROBP,0.0,0.0
Neuroendocrine,0.2,5,C1QA,0.2,0.3389830508474576
Neuroendocrine,0.2,5,C1QB,0.2,0.44023772837332165
Neuroendocrine,0.2,5,CD68,0.2,0.44023772837332165
Neuroendocrine,0.2,5,CSF1R,0.0,0.0
Neuroendocrine,0.2,5,PPARG,0.0,0.0
Neuroendocrine,0.2,5,FABP4,0.0,0.0
Neuroendocrine,0.2,5,COL1A1,0.2,0.8804754567466433
Neuroendocrine,0.2,5,COL1A2,0.0,0.0
Neuroendocrine,0.2,5,COL3A1,0.0,0.0
Neuroendocrine,0.2,5,DCN,0.2,1.5835312747426764
Neuroendocrine,0.2,5,LUM,0.0,0.0
Neuroendocrine,0.2,5,PDGFRA,0.0,0.0
Neuroendocrine,0.2,5,PI16,0.0,0.0
Neuroendocrine,0.2,5,ACTA2,0.0,0.0
Neuroendocrine,0.2,5,TAGLN,0.0,0.0
Neuroendocrine,0.2,5,MYH11,0.0,0.0
Neuroendocrine,0.2,5,PECAM1,0.0,0.0
Neuroendocrine,0.2,5,VWF,0.0,0.0
Neuroendocrine,0.2,5,MKI67,0.0,0.0
Neuroendocrine,0.2,5,CLDN4,0.2,0.44023772837332165
Neuroendocrine,0.2,5,KRT17,0.0,0.0
Non-classical monocytes,0.2,204,EPCAM,0.024509803921568627,0.09760846170129672
Non-classical monocytes,0.2,204,KRT8,0.07352941176470588,0.351067727763474
Non-classical monocytes,0.2,204,SFTPC,0.7205882352941176,10.93382681333477
Non-classical monocytes,0.2,204,SFTPA1,0.7009803921568627,8.270902459588962
Non-classical monocytes,0.2,204,ABCA3,0.0784313725490196,0.4469800980618617
Non-classical monocytes,0.2,204,AGER,0.38235294117647056,2.707198594983424
Non-classical monocytes,0.2,204,HOPX,0.07352941176470588,0.3453065221787043
Non-classical monocytes,0.2,204,SCGB1A1,0.10294117647058823,0.4791361311349722
Non-classical monocytes,0.2,204,FOXJ1,0.004901960784313725,0.009423223345470445
Non-classical monocytes,0.2,204,PTPRC,0.6078431372549019,4.627468268747152
Non-classical monocytes,0.2,204,LST1,0.9117647058823529,16.092812758358257
Non-classical monocytes,0.2,204,TYROBP,0.8872549019607843,15.013958142705707
Non-classical monocytes,0.2,204,C1QA,0.3872549019607843,5.521222070693815
Non-classical monocytes,0.2,204,C1QB,0.25980392156862747,3.7298049483444102
Non-classical monocytes,0.2,204,CD68,0.8725490196078431,12.234344230999644
Non-classical monocytes,0.2,204,CSF1R,0.8970588235294118,17.726256573625953
Non-classical monocytes,0.2,204,PPARG,0.0392156862745098,0.22634674465889607
Non-classical monocytes,0.2,204,FABP4,0.0196078431372549,0.08871570584166863
Non-classical monocytes,0.2,204,COL1A1,0.09313725490196079,1.1518256271227363
Non-classical monocytes,0.2,204,COL1A2,0.09313725490196079,0.8442913037531379
Non-classical monocytes,0.2,204,COL3A1,0.08823529411764706,0.7676632839409646
Non-classical monocytes,0.2,204,DCN,0.18627450980392157,1.0286206051787599
Non-classical monocytes,0.2,204,LUM,0.049019607843137254,0.33924598021349145
Non-classical monocytes,0.2,204,PDGFRA,0.029411764705882353,0.11127290174412723
Non-classical monocytes,0.2,204,PI16,0.0,0.0
Non-classical monocytes,0.2,204,ACTA2,0.014705882352941176,0.07669964776385171
Non-classical monocytes,0.2,204,TAGLN,0.7745098039215687,11.637371857770678
Non-classical monocytes,0.2,204,MYH11,0.00980392156862745,0.08167606997670629
Non-classical monocytes,0.2,204,PECAM1,0.8186274509803921,12.018678277860847
Non-classical monocytes,0.2,204,VWF,0.058823529411764705,0.3377235906909431
Non-classical monocytes,0.2,204,MKI67,0.00980392156862745,0.037244659082028855
Non-classical monocytes,0.2,204,CLDN4,0.0392156862745098,0.22069295608949022
Non-classical monocytes,0.2,204,KRT17,0.0,0.0
Peribronchial fibroblasts,0.2,26,EPCAM,0.11538461538461539,0.717469927550674
Peribronchial fibroblasts,0.2,26,KRT8,0.23076923076923078,0.6278545089716502
Peribronchial fibroblasts,0.2,26,SFTPC,0.8461538461538461,11.762853692756961
Peribronchial fibroblasts,0.2,26,SFTPA1,0.7692307692307693,8.232075975621793
Peribronchial fibroblasts,0.2,26,ABCA3,0.15384615384615385,0.16510096855084555
Peribronchial fibroblasts,0.2,26,AGER,0.34615384615384615,1.1786386046502422
