cell_type,day,gene,mean_log2_cpm,animals,mean_detection_1000
Peribronchial_fibroblast,0.0,Wls,7.372956751047041,1,0.15806461567877872
Peribronchial_fibroblast,0.0,Wnt2,0.0,1,0.0
Peribronchial_fibroblast,0.0,Wnt2b,0.0,1,0.0
Peribronchial_fibroblast,0.0,Wnt4,0.0,1,0.0
Peribronchial_fibroblast,0.0,Wnt5a,8.84271068067001,1,0.3505156993296563
Peribronchial_fibroblast,0.0,Wnt7b,0.0,1,0.0
Peribronchial_fibroblast,0.0,Wnt9a,4.093745951773745,1,0.01742142411295391
Peribronchial_fibroblast,11.0,Axin2,5.112335731181654,2,0.04279795138321364
Peribronchial_fibroblast,11.0,Lef1,2.2409851665908773,2,0.0034348770749758942
Peribronchial_fibroblast,11.0,Porcn,3.3867642582841224,2,0.010406482441045185
Peribronchial_fibroblast,11.0,Wls,7.195365692296276,2,0.1306083967587427
Peribronchial_fibroblast,11.0,Wnt2,0.0,2,0.0
Peribronchial_fibroblast,11.0,Wnt2b,0.0,2,0.0
Peribronchial_fibroblast,11.0,Wnt4,4.834895153169704,2,0.018353425380959527
Peribronchial_fibroblast,11.0,Wnt5a,9.092365304630349,2,0.38829253058909796
Peribronchial_fibroblast,11.0,Wnt7b,0.0,2,0.0
Peribronchial_fibroblast,11.0,Wnt9a,2.4114786421931558,2,0.008975227723628996
Peribronchial_fibroblast,19.0,Axin2,6.112841092254732,1,0.06716857401755898
Peribronchial_fibroblast,19.0,Lef1,0.0,1,0.0
Peribronchial_fibroblast,19.0,Porcn,3.5026307473934435,1,0.011285044323538393
Peribronchial_fibroblast,19.0,Wls,7.886448685233518,1,0.20694574788280434
Peribronchial_fibroblast,19.0,Wnt2,0.0,1,0.0
Peribronchial_fibroblast,19.0,Wnt2b,0.0,1,0.0
Peribronchial_fibroblast,19.0,Wnt4,1.6167677492671826,1,0.0024726157802399304
Peribronchial_fibroblast,19.0,Wnt5a,9.094484414241322,1,0.3823055155743903
Peribronchial_fibroblast,19.0,Wnt7b,0.0,1,0.0
Peribronchial_fibroblast,19.0,Wnt9a,2.848120068902653,1,0.00529253371339364
Peribronchial_fibroblast,25.0,Axin2,5.6367666335975635,1,0.05666511212038489
Peribronchial_fibroblast,25.0,Lef1,0.0,1,0.0
Peribronchial_fibroblast,25.0,Porcn,4.488782010658533,1,0.025506993450698952
Peribronchial_fibroblast,25.0,Wls,6.784124024627206,1,0.09421544079932931
Peribronchial_fibroblast,25.0,Wnt2,1.5608107546452084,1,0.00222689870904456
Peribronchial_fibroblast,25.0,Wnt2b,0.0,1,0.0
Peribronchial_fibroblast,25.0,Wnt4,0.0,1,0.0
Peribronchial_fibroblast,25.0,Wnt5a,9.477397046610477,1,0.4409518301441864
Peribronchial_fibroblast,25.0,Wnt7b,0.0,1,0.0
Peribronchial_fibroblast,25.0,Wnt9a,4.213484395378426,1,0.018244312562780092
Peribronchial_fibroblast,42.0,Axin2,6.1284195437934805,2,0.06814397203219627
Peribronchial_fibroblast,42.0,Lef1,2.048121594681513,2,0.0025515987712958956
Peribronchial_fibroblast,42.0,Porcn,3.1188385399681264,2,0.007412841716399212
Peribronchial_fibroblast,42.0,Wls,7.0043299016327465,2,0.12415095810001076
Peribronchial_fibroblast,42.0,Wnt2,0.0,2,0.0
Peribronchial_fibroblast,42.0,Wnt2b,0.0,2,0.0
Peribronchial_fibroblast,42.0,Wnt4,3.275692680830741,2,0.0075110145173630195
Peribronchial_fibroblast,42.0,Wnt5a,8.46343104215946,2,0.2636086635387409
Peribronchial_fibroblast,42.0,Wnt7b,0.0,2,0.0
Peribronchial_fibroblast,42.0,Wnt9a,4.138226387068907,2,0.01783885706498336
Peribronchial_fibroblast,90.0,Axin2,6.2892097389848844,2,0.07957303900501021
Peribronchial_fibroblast,90.0,Lef1,0.0,2,0.0
Peribronchial_fibroblast,90.0,Porcn,2.565111726791621,2,0.00678305116302504
Peribronchial_fibroblast,90.0,Wls,7.465097139568995,2,0.16192205493784934
Peribronchial_fibroblast,90.0,Wnt2,1.0664901049948463,2,0.0014211934045156704
Peribronchial_fibroblast,90.0,Wnt2b,0.0,2,0.0
Peribronchial_fibroblast,90.0,Wnt4,3.7626036416734405,2,0.009574302474111795
Peribronchial_fibroblast,90.0,Wnt5a,7.85343448337059,2,0.18634735525330334
Peribronchial_fibroblast,90.0,Wnt7b,0.0,2,0.0
Peribronchial_fibroblast,90.0,Wnt9a,2.9289938538470564,2,0.007032519631331379
