cell_type,day,gene,mean_log2_cpm,animals,mean_detection_1000
AF2,25.0,Lef1,5.936130806710798,2,0.07155426822594749
AF2,25.0,Porcn,3.455763096783769,2,0.0086044470958809
AF2,25.0,Wls,6.878744942645568,2,0.10566730652535222
AF2,25.0,Wnt2,0.8794436459509936,2,0.0005944186467440064
AF2,25.0,Wnt2b,0.49301984070522,2,0.00019288411904630246
AF2,25.0,Wnt4,7.463785635251673,2,0.15335810606041977
AF2,25.0,Wnt5a,5.660166252869642,2,0.04710777512418032
AF2,25.0,Wnt7b,0.0,2,0.0
AF2,25.0,Wnt9a,1.264128115416448,2,0.0018445816555845423
AF2,42.0,Axin2,5.814198231403478,5,0.05534212749716161
AF2,42.0,Lef1,6.532103935406212,5,0.09126626151077787
AF2,42.0,Porcn,3.3670000059510428,5,0.011564709335492146
AF2,42.0,Wls,7.028961015944733,5,0.11337009778663867
AF2,42.0,Wnt2,1.9606928648547222,5,0.001885543647075496
AF2,42.0,Wnt2b,0.0,5,0.0
AF2,42.0,Wnt4,7.498138415380325,5,0.16395758056816162
AF2,42.0,Wnt5a,6.0453164295609145,5,0.06359180640963709
AF2,42.0,Wnt7b,0.0,5,0.0
AF2,42.0,Wnt9a,1.2494121480016234,5,0.0019656907761441316
AF2,90.0,Axin2,6.080992556114016,4,0.06786286541236988
AF2,90.0,Lef1,6.583213224149512,4,0.10447269022744553
AF2,90.0,Porcn,2.0589155696772776,4,0.004103126967615247
AF2,90.0,Wls,7.115480221674262,4,0.12849866886496092
AF2,90.0,Wnt2,0.8073681395468635,4,0.000663224831798372
AF2,90.0,Wnt2b,0.0,4,0.0
AF2,90.0,Wnt4,7.94444034844844,4,0.20296417589769117
AF2,90.0,Wnt5a,6.240807491301751,4,0.07322942547484167
AF2,90.0,Wnt7b,0.0,4,0.0
AF2,90.0,Wnt9a,0.9084317081685713,4,0.0014406372400650007
AF2,366.0,Axin2,6.54778503117711,3,0.08622407814931791
AF2,366.0,Lef1,7.162969507619063,3,0.13341757519179198
AF2,366.0,Porcn,3.0711582797453065,3,0.008334953482215421
AF2,366.0,Wls,6.92438123771872,3,0.11307964881199506
AF2,366.0,Wnt2,0.0,3,0.0
AF2,366.0,Wnt2b,0.0,3,0.0
AF2,366.0,Wnt4,8.221284319299926,3,0.2350405307039367
AF2,366.0,Wnt5a,6.204054332789364,3,0.0684392735502486
AF2,366.0,Wnt7b,0.0,3,0.0
AF2,366.0,Wnt9a,1.0656050293004429,3,0.001235339604204304
AT1,0.0,Axin2,1.3460510495603686,2,0.0023430847446627868
AT1,0.0,Lef1,0.42615409127320925,2,0.0006386878796018867
AT1,0.0,Porcn,3.94705458523765,2,0.01471048155572612
AT1,0.0,Wls,8.621791172588997,2,0.321209944816789
AT1,0.0,Wnt2,0.6922388289052865,2,0.0006638828999774882
AT1,0.0,Wnt2b,0.42615409127320925,2,0.0002912641153998194
AT1,0.0,Wnt4,1.9587830672125799,2,0.002449530245275876
AT1,0.0,Wnt5a,0.42615409127320925,2,0.00048594642924194316
AT1,0.0,Wnt7b,1.0388861089254207,2,0.001508250824776167
AT1,0.0,Wnt9a,3.9960579030640653,2,0.01497311059056137
AT1,11.0,Axin2,0.0,1,0.0
AT1,11.0,Lef1,0.831361423042629,1,0.0011494781368086744
AT1,11.0,Porcn,3.982574754144853,1,0.017576973832007906
AT1,11.0,Wls,8.56305143862186,1,0.32295694666393077
AT1,11.0,Wnt2,0.0,1,0.0
AT1,11.0,Wnt2b,0.0,1,0.0
AT1,11.0,Wnt4,3.1364599734834657,1,0.0060887969863881305
AT1,11.0,Wnt5a,0.831361423042629,1,0.00041650284289992923
AT1,11.0,Wnt7b,4.118246553882044,1,0.010344547773451554
AT1,11.0,Wnt9a,3.8328072807911187,1,0.019502390410402047
AT1,19.0,Axin2,2.4971278629269045,2,0.004342668932632027
AT1,19.0,Lef1,0.0,2,0.0
AT1,19.0,Porcn,4.128065648526431,2,0.017047420222067296
AT1,19.0,Wls,8.386157214136253,2,0.28827471556692996
AT1,19.0,Wnt2,0.7092575886475819,2,0.0011903741585261392
AT1,19.0,Wnt2b,0.0,2,0.0
AT1,19.0,Wnt4,4.004440737243015,2,0.012844558927918243
AT1,19.0,Wnt5a,0.0,2,0.0
AT1,19.0,Wnt7b,2.9345727369457264,2,0.008184189638087465
AT1,19.0,Wnt9a,3.673287481780189,2,0.010661317287706817
AT1,25.0,Axin2,2.3066615668509893,2,0.005117797687637327
AT1,25.0,Lef1,0.4371758209852477,2,0.0003099276010902614
AT1,25.0,Porcn,3.92908536417,2,0.016222078566163905
AT1,25.0,Wls,8.390390390385353,2,0.28884781189931424
AT1,25.0,Wnt2,1.5767262422288546,2,0.0027526792735583093
AT1,25.0,Wnt2b,0.5583582742533157,2,0.00026011590747660943
AT1,25.0,Wnt4,4.571643830991194,2,0.020278211904795593
AT1,25.0,Wnt5a,2.155782835010855,2,0.00369290786841018
AT1,25.0,Wnt7b,2.8632785066355506,2,0.006451345060539968
AT1,25.0,Wnt9a,4.067110292105407,2,0.01319434153070859
AT1,42.0,Axin2,1.5660067863426996,4,0.0026130209130774394
AT1,42.0,Lef1,0.2978667649081084,4,0.00041757907700776947
AT1,42.0,Porcn,4.4209390568964215,4,0.01867245496523689
AT1,42.0,Wls,8.523281327563396,4,0.3079743685161225
AT1,42.0,Wnt2,0.3250640431497852,4,0.0003328416152909019
AT1,42.0,Wnt2b,0.0,4,0.0
