sample_id,day,cell_type,cells,genotype,sex,round,unit_id,heterozygous,library_umis,metadata_pre_gene_filter_umis,library_minus_metadata_umis,cells_ge_1000_umis,eligible_20,eligible_50,eligible_100
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True
EEM-scRNA-158,0.0,AF2,165,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF2,True,555894,555900,-6,156,True,True,True
EEM-scRNA-158,0.0,AT1,118,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AT1,True,1162976,1162981,-5,118,True,True,True
EEM-scRNA-158,0.0,AT1_AT2,21,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AT1_AT2,True,473730,473734,-4,21,True,False,False
EEM-scRNA-158,0.0,AT2,235,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AT2,True,3327815,3327821,-6,234,True,True,True
EEM-scRNA-158,0.0,Adventitial_fibroblast,230,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|Adventitial_fibroblast,True,2097059,2097067,-8,229,True,True,True
EEM-scRNA-158,0.0,Peribronchial_fibroblast,28,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|Peribronchial_fibroblast,True,153284,153285,-1,28,True,False,False
EEM-scRNA-166,0.0,AF1,778,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-166|AF1,True,5363596,5363613,-17,778,True,True,True
EEM-scRNA-166,0.0,AF2,180,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-166|AF2,True,552389,552393,-4,178,True,True,True
EEM-scRNA-166,0.0,AT1,145,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-166|AT1,True,1241639,1241642,-3,145,True,True,True
