group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
4,Pde3a,71.41826,1.4411132,0.0,0.0,0.8188946741107835,0.47705886643810635
4,Zfp36,71.333305,1.3423612,0.0,0.0,0.9368922903205571,0.6544970457363776
4,Tspan7,70.82094,0.8544043,0.0,0.0,0.9882065115111975,0.9071777664308118
4,Ppp1r15a,69.30525,1.30728,0.0,0.0,0.9107960604729942,0.6258662192720111
4,Rnf144a,69.12799,1.3212765,0.0,0.0,0.8557179599774167,0.5532861623750821
4,Vegfa,67.55738,1.2933912,0.0,0.0,0.8848880245906782,0.5741483696841491
5,Sparcl1,114.798256,3.3393295,0.0,0.0,0.9459287531806616,0.4358475550446547
5,Cxcl12,76.81682,1.8489902,0.0,0.0,0.9491094147582697,0.7150057476346273
5,Col4a1,73.61856,1.1327462,0.0,0.0,0.9696776929601357,0.8940666725616765
5,Emcn,72.09692,1.5524496,0.0,0.0,0.8718193384223919,0.6228077932030536
5,Cdk19,70.586784,2.1663206,0.0,0.0,0.7268871925360475,0.3660211630854482
5,Tpt1,69.069176,0.69483227,0.0,0.0,0.9973494486853266,0.9814307188964542
5,Rps19,68.35949,0.8875066,0.0,0.0,0.9775233248515691,0.9139623308869043
5,Rpl23,68.19313,0.7993675,0.0,0.0,0.9884435962680237,0.9456774840097857
5,Rps16,66.8958,0.7969386,0.0,0.0,0.9837786259541985,0.9351548913844431
5,Rpl18a,66.314186,0.78846586,0.0,0.0,0.9830364715860899,0.9366581189023492
5,Rps24,65.75864,0.79920167,0.0,0.0,0.9888676844783715,0.9495387154773485
5,Rps21,65.6886,0.86981684,0.0,0.0,0.9801738761662426,0.9279335042886196
5,Rps14,65.014885,0.74493515,0.0,0.0,0.9875954198473282,0.948271288354408
5,Ntrk2,63.651608,1.9497632,0.0,0.0,0.6860687022900763,0.34079052082412237
5,Rps3,63.057014,0.8466839,0.0,0.0,0.9661789652247668,0.8972794529430836
5,Rps23,62.637726,0.74545354,0.0,0.0,0.9832485156912638,0.9347717157426239
5,Rps5,62.266407,0.80666095,0.0,0.0,0.9711620016963528,0.9085094467533233
5,Rpl13,62.212776,0.7309088,0.0,0.0,0.9864291772688719,0.9447637574792938
5,Rps18,61.331467,0.7656653,0.0,0.0,0.9703138252756573,0.9166445603796386
5,Amd1,61.172756,2.2881753,0.0,0.0,0.6019932145886344,0.25799510714180446
6,Rps3,12.519887,2.8600461,5.8118106076452954e-36,9.36515161315963e-32,1.0,0.9121538923400226
6,Apoe,12.4743185,7.1560116,1.0308461382267098e-35,9.792877062765343e-32,0.9821428571428571,0.05981109853820751
6,Selp,12.461189,9.524345,1.2154495547679462e-35,9.792877062765343e-32,0.9642857142857143,0.011962219707641502
6,Lrg1,12.405151,4.9273596,2.450495333887784e-35,1.5794912724107098e-31,1.0,0.29614576357296263
6,Fabp4,12.200369,10.801388,3.094187337336288e-34,1.6619911584612315e-30,0.9464285714285714,0.00849825647183798
6,Sorbs2,12.042352,6.5091906,2.1280201701159517e-33,9.797404863213842e-30,0.9464285714285714,0.02306999515045147
6,Csf2rb,11.96334,8.194632,5.5292288189103144e-33,2.2274498296980203e-29,0.9285714285714286,0.010184051913262361
6,Ackr1,11.786723,11.308465,4.569758274760313e-32,1.6363796630997263e-28,0.9107142857142857,0.0012470267648892687
6,Abca1,11.697371,3.8919704,1.3146365981415942e-31,4.236810828490729e-28,1.0,0.19968593399995382
6,Col15a1,11.643213,4.9954877,2.4847405676255455e-31,7.279838092130553e-28,0.9464285714285714,0.12400988384176616
6,Nrp2,11.540384,4.4512014,8.255558240179505e-31,1.900429506889322e-27,0.9642857142857143,0.11331778398725262
6,Rpl23,11.462815,1.6917965,2.028136985230347e-30,4.085174922500227e-27,1.0,0.9549222917580769
6,Eef1b2,11.416339,2.315025,3.46526985760141e-30,6.204373165043236e-27,0.9821428571428571,0.7608710712883634
6,Rplp1,11.386058,1.530217,4.9069185092859736e-30,8.32316682722465e-27,0.9821428571428571,0.9609495877883749
6,Gpx1,11.372688,3.0983405,5.719853203665558e-30,9.216971452386679e-27,1.0,0.41011015403089857
6,Rps2,11.327541,1.9688482,9.585747182137478e-30,1.4629445239144054e-26,0.9821428571428571,0.8963120338082812
6,Tshz2,11.323952,5.288041,9.986589154187948e-30,1.4629445239144054e-26,0.9107142857142857,0.06066554280303905
6,Rpl10,11.306822,1.7280648,1.2140765553920082e-29,1.7011851837901583e-26,0.9821428571428571,0.9189894464586749
6,Rps8,11.206599,1.5244693,3.7845525001825106e-29,5.082023248995081e-26,1.0,0.9636976652887791
6,Gda,11.193022,4.881395,4.411405642974556e-29,5.468106963914768e-26,0.9107142857142857,0.07997136457058403
7,H2-Q7,38.15583,1.5194125,0.0,0.0,0.9935004642525533,0.8881557163804928
7,H2-K1,35.374886,0.9095161,4.155490065167878e-274,6.6961566910115186e-270,1.0,0.98926257036091
7,H2-T23,35.242687,1.6007235,4.440554838723398e-272,4.7703400447459226e-268,0.9665738161559888,0.8678397426801003
7,B2m,35.103077,0.8012333,6.049867850032939e-270,4.8743785267715394e-266,1.0,0.9942055721110639
