donor,disease,label,gene,cells,detected_cells,detection_fraction,count_sum,full_library_sum,mean_normalized_10000,cohort
VUHD70,control,Macrophages,IL1B,538,159,0.2955390334572491,334,7197221,0.4104683834275792,GSE135893
VUHD071,control,Macrophages,IL1B,1923,129,0.0670826833073322,161,7367400,0.2210463403704989,GSE135893
TILD001,IPF,Macrophages,IL1B,431,138,0.3201856148491879,704,3039162,2.878211167663638,GSE135893
TILD006,IPF,Macrophages,IL1B,2122,659,0.3105560791705938,2134,13185016,2.079467058394634,GSE135893
TILD010,IPF,Macrophages,IL1B,741,137,0.184885290148448,434,5006411,0.951468591779469,GSE135893
TILD015,IPF,Macrophages,IL1B,2422,1115,0.4603633360858794,11297,26232205,4.568915347591194,GSE135893
TILD028,IPF,Macrophages,IL1B,1799,699,0.3885491939966648,4956,14508554,3.939604851420456,GSE135893
VUILD53,IPF,Macrophages,IL1B,380,114,0.3,825,2517932,4.306164798309738,GSE135893
VUILD59,IPF,Macrophages,IL1B,5372,2694,0.5014892032762472,11087,64089980,2.197191956889818,GSE135893
VUILD60,IPF,Macrophages,IL1B,1011,95,0.0939663699307616,482,9461370,0.4293808710779942,GSE135893
VUILD61,IPF,Macrophages,IL1B,971,300,0.3089598352214212,1307,10596772,1.5218067351568207,GSE135893
VUILD63,IPF,Macrophages,IL1B,322,27,0.0838509316770186,64,3854116,0.1905782670318612,GSE135893
VUILD64,IPF,Macrophages,IL1B,135,32,0.237037037037037,164,912290,1.853085269536921,GSE135893
VUILD65,IPF,Macrophages,IL1B,801,115,0.1435705368289637,309,5985965,0.7808490204132491,GSE135893
TILD006,IPF,cDCs,IL1B,161,39,0.2422360248447205,85,931136,1.0934538391731874,GSE135893
TILD015,IPF,cDCs,IL1B,83,32,0.3855421686746988,213,1032778,1.8325197532543835,GSE135893
TILD028,IPF,cDCs,IL1B,145,60,0.4137931034482758,476,1394862,3.726721493383936,GSE135893
VUILD59,IPF,cDCs,IL1B,154,59,0.3831168831168831,350,1172775,3.120890495877197,GSE135893
VUILD60,IPF,cDCs,IL1B,119,40,0.3361344537815126,269,1223000,2.356348180282357,GSE135893
VUILD61,IPF,cDCs,IL1B,85,27,0.3176470588235294,99,1191286,0.8029827181238326,GSE135893
VUILD63,IPF,cDCs,IL1B,63,14,0.2222222222222222,21,638429,0.4190222750628489,GSE135893
VUILD65,IPF,cDCs,IL1B,140,24,0.1714285714285714,127,1131048,1.073733813976627,GSE135893
VUHD68,control,Proliferating Macrophages,IL1B,98,40,0.4081632653061224,189,1585465,1.0778559787756066,GSE135893
TILD006,IPF,Proliferating Macrophages,IL1B,78,15,0.1923076923076923,42,915132,0.5915512169558217,GSE135893
VUILD59,IPF,Proliferating Macrophages,IL1B,497,235,0.4728370221327967,1174,7903662,1.5263514773603273,GSE135893
VUILD60,IPF,Proliferating Macrophages,IL1B,51,11,0.2156862745098039,29,803951,0.2748021524982171,GSE135893
VUHD67,control,B Cells,IL1B,58,1,0.0172413793103448,1,307000,0.0060912839817505,GSE135893
TILD015,IPF,B Cells,IL1B,152,17,0.1118421052631579,31,659229,0.3634623624191273,GSE135893
TILD028,IPF,B Cells,IL1B,199,25,0.1256281407035175,85,894686,0.7367153808144921,GSE135893
VUILD65,IPF,B Cells,IL1B,72,12,0.1666666666666666,16,382637,0.4197797391838813,GSE135893
THD0005,control,Mast Cells,IL1B,179,6,0.0335195530726257,10,649716,0.179153606690807,GSE135893
TILD015,IPF,Mast Cells,IL1B,75,3,0.04,3,361656,0.093456244059084,GSE135893
TILD028,IPF,Mast Cells,IL1B,142,6,0.0422535211267605,30,593414,0.5701553793835414,GSE135893
VUILD60,IPF,Mast Cells,IL1B,65,0,0.0,0,282103,0.0,GSE135893
THD0005,control,Plasma Cells,IL1B,134,2,0.0149253731343283,2,1592839,0.0254063154091263,GSE135893
VUHD67,control,Plasma Cells,IL1B,87,1,0.0114942528735632,1,1351753,0.0116989851130414,GSE135893
TILD006,IPF,Plasma Cells,IL1B,133,8,0.0601503759398496,18,1355973,0.1833306576922634,GSE135893
TILD015,IPF,Plasma Cells,IL1B,56,8,0.1428571428571428,25,1374800,0.1786613112451261,GSE135893
THD0005,control,T Cells,IL1B,221,9,0.0407239819004524,9,860853,0.1202055269831356,GSE135893
VUHD66,control,T Cells,IL1B,241,4,0.0165975103734439,11,1281798,0.0284411763605499,GSE135893
VUHD67,control,T Cells,IL1B,1584,4,0.0025252525252525,4,6060743,0.0059350809491522,GSE135893
VUHD69,control,T Cells,IL1B,474,1,0.0021097046413502,1,1289952,0.0123954444262644,GSE135893
TILD015,IPF,T Cells,IL1B,1259,113,0.0897537728355837,125,4858358,0.2735746249061591,GSE135893
TILD028,IPF,T Cells,IL1B,143,6,0.0419580419580419,6,458958,0.1787889701670901,GSE135893
VUILD59,IPF,T Cells,IL1B,243,3,0.0123456790123456,7,896190,0.0523409644179062,GSE135893
VUILD60,IPF,T Cells,IL1B,529,1,0.0018903591682419,3,2405628,0.0034355591595843,GSE135893
VUILD61,IPF,T Cells,IL1B,206,11,0.0533980582524271,46,1228195,0.2181714127633721,GSE135893
VUILD63,IPF,T Cells,IL1B,386,4,0.0103626943005181,9,1625659,0.0190785835213558,GSE135893
