donor,disease,label,cells,recovered_donor_cells,recovered_cell_fraction
296C,control,NK,83,3303,0.02512867090523766
296C,control,Pericyte,1,3303,0.0003027550711474417
296C,control,SMC,10,3303,0.003027550711474417
296C,control,T,115,3303,0.034816833181955796
296C,control,T_Cytotoxic,82,3303,0.02482591583409022
296C,control,T_Regulatory,6,3303,0.0018165304268846503
296C,control,VE_Arterial,11,3303,0.003330305782621859
296C,control,VE_Capillary_A,34,3303,0.010293672419013019
296C,control,VE_Capillary_B,141,3303,0.04268846503178928
296C,control,VE_Peribronchial,15,3303,0.004541326067211626
296C,control,VE_Venous,9,3303,0.0027247956403269754
296C,control,cDC1,3,3303,0.0009082652134423251
296C,control,cDC2,7,3303,0.002119285498032092
296C,control,cMonocyte,548,3303,0.16590977898879805
296C,control,ncMonocyte,31,3303,0.009385407205570693
388C,control,ATI,11,2287,0.004809794490599038
388C,control,ATII,7,2287,0.003060778312199388
388C,control,B,29,2287,0.012680367293397464
388C,control,B_Plasma,30,2287,0.013117621337997376
388C,control,Basal,4,2287,0.0017490161783996502
388C,control,Ciliated,33,2287,0.014429383471797114
388C,control,Club,11,2287,0.004809794490599038
388C,control,DC_Mature,5,2287,0.0021862702229995625
388C,control,Fibroblast,32,2287,0.013992129427197202
388C,control,ILC_A,5,2287,0.0021862702229995625
388C,control,ILC_B,4,2287,0.0017490161783996502
388C,control,Lymphatic,21,2287,0.009182334936598164
388C,control,Macrophage,811,2287,0.3546130301705291
388C,control,Macrophage_Alveolar,953,2287,0.41670310450371667
388C,control,Mast,3,2287,0.0013117621337997377
388C,control,Mesothelial,21,2287,0.009182334936598164
388C,control,Multiplet,15,2287,0.006558810668998688
388C,control,Myofibroblast,12,2287,0.005247048535198951
388C,control,NK,55,2287,0.024048972452995192
388C,control,PNEC,2,2287,0.0008745080891998251
388C,control,Pericyte,2,2287,0.0008745080891998251
388C,control,SMC,6,2287,0.0026235242675994755
388C,control,T,44,2287,0.019239177962396152
388C,control,T_Cytotoxic,19,2287,0.008307826847398338
388C,control,T_Regulatory,2,2287,0.0008745080891998251
388C,control,VE_Arterial,19,2287,0.008307826847398338
388C,control,VE_Capillary_A,4,2287,0.0017490161783996502
388C,control,VE_Capillary_B,30,2287,0.013117621337997376
388C,control,VE_Peribronchial,3,2287,0.0013117621337997377
388C,control,VE_Venous,10,2287,0.004372540445999125
388C,control,cDC1,4,2287,0.0017490161783996502
388C,control,cDC2,26,2287,0.011368605159597726
388C,control,cMonocyte,30,2287,0.013117621337997376
388C,control,ncMonocyte,24,2287,0.010494097070397902
396C,control,ATI,7,1268,0.005520504731861199
396C,control,ATII,170,1268,0.13406940063091483
396C,control,B,2,1268,0.0015772870662460567
396C,control,B_Plasma,5,1268,0.003943217665615142
396C,control,Basal,3,1268,0.002365930599369085
396C,control,Ciliated,15,1268,0.011829652996845425
396C,control,Club,9,1268,0.007097791798107256
396C,control,DC_Langerhans,1,1268,0.0007886435331230284
396C,control,Fibroblast,3,1268,0.002365930599369085
396C,control,Goblet,2,1268,0.0015772870662460567
396C,control,ILC_A,1,1268,0.0007886435331230284
396C,control,Lymphatic,16,1268,0.012618296529968454
396C,control,Macrophage,368,1268,0.2902208201892745
396C,control,Macrophage_Alveolar,587,1268,0.4629337539432177
396C,control,Mesothelial,2,1268,0.0015772870662460567
396C,control,Multiplet,28,1268,0.022082018927444796
396C,control,Myofibroblast,1,1268,0.0007886435331230284
396C,control,NK,2,1268,0.0015772870662460567
396C,control,SMC,1,1268,0.0007886435331230284
396C,control,T,3,1268,0.002365930599369085
396C,control,T_Regulatory,1,1268,0.0007886435331230284
396C,control,VE_Arterial,3,1268,0.002365930599369085
396C,control,VE_Capillary_B,2,1268,0.0015772870662460567
396C,control,VE_Peribronchial,2,1268,0.0015772870662460567
396C,control,VE_Venous,4,1268,0.0031545741324921135
396C,control,cDC2,19,1268,0.01498422712933754
396C,control,cMonocyte,8,1268,0.006309148264984227
396C,control,ncMonocyte,3,1268,0.002365930599369085
439C,control,ATI,8,7197,0.0011115742670557178
439C,control,ATII,19,7197,0.0026399888842573295
439C,control,B,45,7197,0.006252605252188412
439C,control,B_Plasma,20,7197,0.0027789356676392943
439C,control,Ciliated,53,7197,0.00736417951924413
439C,control,Club,15,7197,0.0020842017507294707
439C,control,DC_Mature,4,7197,0.0005557871335278589
439C,control,Fibroblast,18,7197,0.0025010421008753647
439C,control,Goblet,3,7197,0.00041684035014589413
439C,control,ILC_A,49,7197,0.0068083923857162705
439C,control,ILC_B,13,7197,0.0018063081839655411
439C,control,Lymphatic,27,7197,0.003751563151313047
439C,control,Macrophage,1129,7197,0.15687091843823817
439C,control,Macrophage_Alveolar,2474,7197,0.3437543420869807
439C,control,Mast,5,7197,0.0006947339169098236
439C,control,Mesothelial,2,7197,0.00027789356676392944
439C,control,Multiplet,90,7197,0.012505210504376824
439C,control,Myofibroblast,12,7197,0.0016673614005835765
439C,control,NK,319,7197,0.044324023898846744
439C,control,Pericyte,1,7197,0.00013894678338196472
439C,control,SMC,1,7197,0.00013894678338196472
439C,control,T,1371,7197,0.1904960400166736
439C,control,T_Cytotoxic,586,7197,0.08142281506183131
439C,control,T_Regulatory,37,7197,0.005141030985132695
439C,control,VE_Arterial,5,7197,0.0006947339169098236
439C,control,VE_Capillary_A,10,7197,0.0013894678338196471
439C,control,VE_Capillary_B,12,7197,0.0016673614005835765
439C,control,VE_Peribronchial,1,7197,0.00013894678338196472
439C,control,VE_Venous,13,7197,0.0018063081839655411
439C,control,cDC1,9,7197,0.0012505210504376823
439C,control,cDC2,60,7197,0.008336807002917883
439C,control,cMonocyte,397,7197,0.055161873002639986
439C,control,ncMonocyte,389,7197,0.05405029873558427
454C,control,ATI,50,1163,0.04299226139294927
454C,control,ATII,89,1163,0.0765262252794497
454C,control,B,7,1163,0.0060189165950128975
454C,control,B_Plasma,6,1163,0.005159071367153913
454C,control,Basal,1,1163,0.0008598452278589854
454C,control,Ciliated,1,1163,0.0008598452278589854
454C,control,Club,8,1163,0.006878761822871883
454C,control,DC_Langerhans,1,1163,0.0008598452278589854
454C,control,DC_Mature,10,1163,0.008598452278589854
454C,control,Fibroblast,4,1163,0.0034393809114359416
454C,control,Goblet,1,1163,0.0008598452278589854
454C,control,ILC_A,1,1163,0.0008598452278589854
454C,control,Lymphatic,43,1163,0.03697334479793637
454C,control,Macrophage,467,1163,0.40154772141014616
454C,control,Macrophage_Alveolar,61,1163,0.052450558899398106
454C,control,Multiplet,10,1163,0.008598452278589854
454C,control,Myofibroblast,3,1163,0.0025795356835769563
454C,control,NK,21,1163,0.018056749785038694
454C,control,SMC,5,1163,0.004299226139294927
454C,control,T,24,1163,0.02063628546861565
454C,control,T_Cytotoxic,95,1163,0.08168529664660361
454C,control,VE_Arterial,8,1163,0.006878761822871883
454C,control,VE_Capillary_A,4,1163,0.0034393809114359416
454C,control,VE_Capillary_B,5,1163,0.004299226139294927
454C,control,VE_Venous,7,1163,0.0060189165950128975
454C,control,cDC1,11,1163,0.009458297506448839
454C,control,cDC2,61,1163,0.052450558899398106
454C,control,cMonocyte,68,1163,0.058469475494411005
454C,control,ncMonocyte,84,1163,0.07222699914015478
454C,control,pDC,7,1163,0.0060189165950128975
465C,control,ATI,1,2622,0.00038138825324180017
465C,control,ATII,24,2622,0.009153318077803204
465C,control,B,189,2622,0.07208237986270023
465C,control,B_Plasma,11,2622,0.004195270785659802
465C,control,Basal,5,2622,0.0019069412662090007
465C,control,Ciliated,11,2622,0.004195270785659802
465C,control,Club,1,2622,0.00038138825324180017
465C,control,Fibroblast,29,2622,0.011060259344012205
465C,control,ILC_A,11,2622,0.004195270785659802
465C,control,ILC_B,19,2622,0.007246376811594203
465C,control,Lymphatic,26,2622,0.009916094584286803
465C,control,Macrophage,183,2622,0.06979405034324943
465C,control,Macrophage_Alveolar,822,2622,0.3135011441647597
465C,control,Mast,6,2622,0.002288329519450801
465C,control,Mesothelial,8,2622,0.0030511060259344014
465C,control,Multiplet,12,2622,0.004576659038901602
465C,control,Myofibroblast,3,2622,0.0011441647597254005
465C,control,NK,146,2622,0.05568268497330282
465C,control,SMC,2,2622,0.0007627765064836003
465C,control,T,518,2622,0.19755911517925248
465C,control,T_Cytotoxic,450,2622,0.17162471395881007
465C,control,T_Regulatory,39,2622,0.014874141876430207
465C,control,VE_Arterial,10,2622,0.0038138825324180014
465C,control,VE_Venous,9,2622,0.003432494279176201
465C,control,cDC1,5,2622,0.0019069412662090007
465C,control,cDC2,40,2622,0.015255530129672006
465C,control,cMonocyte,31,2622,0.011823035850495805
465C,control,ncMonocyte,11,2622,0.004195270785659802
483C,control,ATI,6,2166,0.002770083102493075
483C,control,ATII,28,2166,0.012927054478301015
483C,control,B_Plasma,3,2166,0.0013850415512465374
483C,control,Basal,5,2166,0.0023084025854108957
483C,control,Ciliated,15,2166,0.006925207756232687
483C,control,Club,8,2166,0.003693444136657433
483C,control,DC_Langerhans,4,2166,0.0018467220683287165
483C,control,Fibroblast,5,2166,0.0023084025854108957
483C,control,Goblet,2,2166,0.0009233610341643582
483C,control,ILC_A,2,2166,0.0009233610341643582
483C,control,ILC_B,1,2166,0.0004616805170821791
483C,control,Lymphatic,36,2166,0.01662049861495845
483C,control,Macrophage,690,2166,0.3185595567867036
483C,control,Macrophage_Alveolar,1141,2166,0.5267774699907664
483C,control,Mast,1,2166,0.0004616805170821791
483C,control,Multiplet,7,2166,0.003231763619575254
483C,control,NK,3,2166,0.0013850415512465374
483C,control,T,33,2166,0.015235457063711912
483C,control,T_Cytotoxic,17,2166,0.007848568790397045
483C,control,T_Regulatory,9,2166,0.004155124653739612
483C,control,VE_Arterial,1,2166,0.0004616805170821791
483C,control,VE_Capillary_B,5,2166,0.0023084025854108957
483C,control,cDC1,1,2166,0.0004616805170821791
483C,control,cDC2,20,2166,0.009233610341643583
483C,control,cMonocyte,77,2166,0.035549399815327794
483C,control,ncMonocyte,46,2166,0.02123730378578024
484C,control,ATII,1,1110,0.0009009009009009009
484C,control,B,24,1110,0.021621621621621623
484C,control,B_Plasma,39,1110,0.03513513513513514
484C,control,Basal,1,1110,0.0009009009009009009
484C,control,Ciliated,1,1110,0.0009009009009009009
484C,control,Club,1,1110,0.0009009009009009009
484C,control,DC_Langerhans,3,1110,0.002702702702702703
484C,control,DC_Mature,1,1110,0.0009009009009009009
484C,control,Fibroblast,1,1110,0.0009009009009009009
484C,control,ILC_A,1,1110,0.0009009009009009009
484C,control,ILC_B,2,1110,0.0018018018018018018
484C,control,Macrophage,276,1110,0.24864864864864866
484C,control,Macrophage_Alveolar,273,1110,0.24594594594594596
484C,control,Mesothelial,1,1110,0.0009009009009009009
484C,control,Multiplet,8,1110,0.007207207207207207
484C,control,Myofibroblast,1,1110,0.0009009009009009009
484C,control,NK,49,1110,0.044144144144144144
484C,control,T,46,1110,0.04144144144144144
484C,control,T_Cytotoxic,250,1110,0.22522522522522523
484C,control,T_Regulatory,11,1110,0.00990990990990991
484C,control,VE_Peribronchial,1,1110,0.0009009009009009009
484C,control,cDC1,6,1110,0.005405405405405406
484C,control,cDC2,90,1110,0.08108108108108109
484C,control,cMonocyte,18,1110,0.016216216216216217
484C,control,ncMonocyte,5,1110,0.0045045045045045045
1372C,control,ATI,49,4595,0.010663764961915125
1372C,control,ATII,119,4595,0.02589771490750816
1372C,control,B,6,4595,0.0013057671381936887
1372C,control,B_Plasma,2,4595,0.0004352557127312296
1372C,control,Basal,24,4595,0.005223068552774755
1372C,control,Ciliated,138,4595,0.030032644178454842
1372C,control,Club,39,4595,0.008487486398258977
1372C,control,DC_Mature,10,4595,0.002176278563656148
1372C,control,Fibroblast,190,4595,0.041349292709466814
1372C,control,Goblet,10,4595,0.002176278563656148
1372C,control,ILC_A,5,4595,0.001088139281828074
1372C,control,ILC_B,5,4595,0.001088139281828074
1372C,control,Lymphatic,162,4595,0.0352557127312296
1372C,control,Macrophage,1774,4595,0.38607181719260064
1372C,control,Macrophage_Alveolar,844,4595,0.1836779107725789
1372C,control,Mast,1,4595,0.0002176278563656148
1372C,control,Multiplet,54,4595,0.0117519042437432
1372C,control,Myofibroblast,5,4595,0.001088139281828074
1372C,control,NK,29,4595,0.006311207834602829
1372C,control,SMC,1,4595,0.0002176278563656148
1372C,control,T,48,4595,0.01044613710554951
1372C,control,T_Cytotoxic,169,4595,0.0367791077257889
1372C,control,T_Regulatory,1,4595,0.0002176278563656148
1372C,control,VE_Arterial,52,4595,0.011316648531011969
1372C,control,VE_Capillary_A,1,4595,0.0002176278563656148
1372C,control,VE_Capillary_B,12,4595,0.0026115342763873774
1372C,control,VE_Peribronchial,27,4595,0.0058759521218716
1372C,control,VE_Venous,67,4595,0.014581066376496192
1372C,control,cDC1,3,4595,0.0006528835690968443
1372C,control,cDC2,100,4595,0.02176278563656148
1372C,control,cMonocyte,621,4595,0.13514689880304678
1372C,control,ncMonocyte,27,4595,0.0058759521218716
