donor,disease,label,gene,cells,detected_cells,detection_fraction,count_sum,full_library_sum,mean_normalized_10000,cohort
49I,IPF,ncMonocyte,PYCARD,65,33,0.5076923076923077,52,319951,1.4749983815655432,GSE136831
49I,IPF,ncMonocyte,SIGIRR,65,9,0.1384615384615384,12,319951,0.2596095143232479,GSE136831
051I,IPF,B,CASP1,403,6,0.0148883374689826,6,1201639,0.0567228725144259,GSE136831
051I,IPF,B,GSDMD,403,21,0.0521091811414392,21,1201639,0.1652361587393412,GSE136831
051I,IPF,B,IL1A,403,2,0.0049627791563275,2,1201639,0.0095162119528349,GSE136831
051I,IPF,B,IL1B,403,3,0.0074441687344913,3,1201639,0.0165360419424379,GSE136831
051I,IPF,B,IL1R1,403,5,0.0124069478908188,5,1201639,0.0439677779717754,GSE136831
051I,IPF,B,IL1R2,403,5,0.0124069478908188,12,1201639,0.1752940624308769,GSE136831
051I,IPF,B,IL1RAP,403,21,0.0521091811414392,26,1201639,0.2221746603141854,GSE136831
051I,IPF,B,IL1RN,403,5,0.0124069478908188,5,1201639,0.0474062393774471,GSE136831
051I,IPF,B,NLRP3,403,8,0.0198511166253101,8,1201639,0.0780454766920361,GSE136831
051I,IPF,B,PYCARD,403,37,0.0918114143920595,39,1201639,0.3258657232428952,GSE136831
051I,IPF,B,SIGIRR,403,26,0.064516129032258,26,1201639,0.2335249652991774,GSE136831
051I,IPF,Ciliated,CASP1,336,7,0.0208333333333333,8,2600297,0.0163747681247004,GSE136831
051I,IPF,Ciliated,GSDMD,336,73,0.2172619047619047,84,2600297,0.3092209265913663,GSE136831
051I,IPF,Ciliated,IL1A,336,0,0.0,0,2600297,0.0,GSE136831
051I,IPF,Ciliated,IL1B,336,3,0.0089285714285714,3,2600297,0.0198556946003714,GSE136831
051I,IPF,Ciliated,IL1R1,336,74,0.2202380952380952,152,2600297,0.5887913857621901,GSE136831
051I,IPF,Ciliated,IL1R2,336,9,0.0267857142857142,9,2600297,0.0329190024507669,GSE136831
051I,IPF,Ciliated,IL1RAP,336,19,0.056547619047619,22,2600297,0.0859363693337757,GSE136831
051I,IPF,Ciliated,IL1RN,336,5,0.0148809523809523,5,2600297,0.0180585710818536,GSE136831
051I,IPF,Ciliated,NLRP3,336,4,0.0119047619047619,4,2600297,0.0139076999477062,GSE136831
051I,IPF,Ciliated,PYCARD,336,37,0.1101190476190476,45,2600297,0.1387577278455138,GSE136831
051I,IPF,Ciliated,SIGIRR,336,103,0.306547619047619,151,2600297,0.6074776875656052,GSE136831
051I,IPF,Club,CASP1,54,4,0.074074074074074,4,441446,0.0692014788872103,GSE136831
051I,IPF,Club,GSDMD,54,13,0.2407407407407407,14,441446,0.2569002112593895,GSE136831
051I,IPF,Club,IL1A,54,0,0.0,0,441446,0.0,GSE136831
051I,IPF,Club,IL1B,54,2,0.037037037037037,2,441446,0.0410207224260667,GSE136831
051I,IPF,Club,IL1R1,54,38,0.7037037037037037,272,441446,5.41052183614823,GSE136831
051I,IPF,Club,IL1R2,54,2,0.037037037037037,2,441446,0.0297778138858938,GSE136831
051I,IPF,Club,IL1RAP,54,5,0.0925925925925925,8,441446,0.1112064789212513,GSE136831
051I,IPF,Club,IL1RN,54,4,0.074074074074074,6,441446,0.0615644884403973,GSE136831
051I,IPF,Club,NLRP3,54,0,0.0,0,441446,0.0,GSE136831
051I,IPF,Club,PYCARD,54,2,0.037037037037037,3,441446,0.0313979953070075,GSE136831
051I,IPF,Club,SIGIRR,54,11,0.2037037037037037,14,441446,0.2531935620082552,GSE136831
051I,IPF,Fibroblast,CASP1,144,4,0.0277777777777777,4,829236,0.0480425561835953,GSE136831
051I,IPF,Fibroblast,GSDMD,144,15,0.1041666666666666,16,829236,0.1686893660900975,GSE136831
051I,IPF,Fibroblast,IL1A,144,2,0.0138888888888888,2,829236,0.0438286861288761,GSE136831
051I,IPF,Fibroblast,IL1B,144,0,0.0,0,829236,0.0,GSE136831
051I,IPF,Fibroblast,IL1R1,144,100,0.6944444444444444,563,829236,7.109863267367886,GSE136831
051I,IPF,Fibroblast,IL1R2,144,1,0.0069444444444444,1,829236,0.00988111047872,GSE136831
051I,IPF,Fibroblast,IL1RAP,144,21,0.1458333333333333,38,829236,0.5003668556234359,GSE136831
051I,IPF,Fibroblast,IL1RN,144,1,0.0069444444444444,2,829236,0.0205487333760747,GSE136831
051I,IPF,Fibroblast,NLRP3,144,0,0.0,0,829236,0.0,GSE136831
051I,IPF,Fibroblast,PYCARD,144,22,0.1527777777777778,28,829236,0.2478042032548718,GSE136831
051I,IPF,Fibroblast,SIGIRR,144,20,0.1388888888888889,24,829236,0.2470165547198386,GSE136831
051I,IPF,Macrophage,CASP1,4120,474,0.1150485436893203,553,25950600,0.2338788333323505,GSE136831
051I,IPF,Macrophage,GSDMD,4120,322,0.0781553398058252,368,25950600,0.1257048009868642,GSE136831
051I,IPF,Macrophage,IL1A,4120,40,0.0097087378640776,53,25950600,0.038478591702706,GSE136831
051I,IPF,Macrophage,IL1B,4120,335,0.0813106796116504,1330,25950600,0.8014942629327982,GSE136831
051I,IPF,Macrophage,IL1R1,4120,1175,0.2851941747572815,1829,25950600,0.9119975385685344,GSE136831
051I,IPF,Macrophage,IL1R2,4120,863,0.2094660194174757,2504,25950600,1.3570137216259874,GSE136831
051I,IPF,Macrophage,IL1RAP,4120,1336,0.3242718446601941,2595,25950600,1.2675638809778302,GSE136831
051I,IPF,Macrophage,IL1RN,4120,739,0.1793689320388349,2076,25950600,0.8959381709010229,GSE136831
051I,IPF,Macrophage,NLRP3,4120,1209,0.2934466019417476,2889,25950600,1.520082453170808,GSE136831
051I,IPF,Macrophage,PYCARD,4120,1460,0.3543689320388349,2459,25950600,0.8536775549241958,GSE136831
051I,IPF,Macrophage,SIGIRR,4120,340,0.0825242718446602,377,25950600,0.1598835697370043,GSE136831
051I,IPF,Macrophage_Alveolar,CASP1,74,19,0.2567567567567567,24,604516,0.3634098092092993,GSE136831
051I,IPF,Macrophage_Alveolar,GSDMD,74,18,0.2432432432432432,27,604516,0.3567648799386238,GSE136831
051I,IPF,Macrophage_Alveolar,IL1A,74,4,0.054054054054054,4,604516,0.057867498161818,GSE136831
051I,IPF,Macrophage_Alveolar,IL1B,74,7,0.0945945945945946,9,604516,0.1269269970168704,GSE136831
051I,IPF,Macrophage_Alveolar,IL1R1,74,1,0.0135135135135135,1,604516,0.0224327913570941,GSE136831
051I,IPF,Macrophage_Alveolar,IL1R2,74,7,0.0945945945945946,13,604516,0.3867744010267366,GSE136831
051I,IPF,Macrophage_Alveolar,IL1RAP,74,49,0.6621621621621622,143,604516,2.462640580005308,GSE136831
051I,IPF,Macrophage_Alveolar,IL1RN,74,17,0.2297297297297297,38,604516,0.6465991507772658,GSE136831
051I,IPF,Macrophage_Alveolar,NLRP3,74,12,0.1621621621621621,19,604516,0.3321844892840137,GSE136831
051I,IPF,Macrophage_Alveolar,PYCARD,74,55,0.7432432432432432,153,604516,2.3275732300031065,GSE136831
051I,IPF,Macrophage_Alveolar,SIGIRR,74,7,0.0945945945945946,8,604516,0.1288806614845246,GSE136831
051I,IPF,Multiplet,CASP1,102,15,0.1470588235294117,18,1019556,0.3116309702948198,GSE136831
051I,IPF,Multiplet,GSDMD,102,23,0.2254901960784313,28,1019556,0.3051383254692274,GSE136831
051I,IPF,Multiplet,IL1A,102,0,0.0,0,1019556,0.0,GSE136831
051I,IPF,Multiplet,IL1B,102,5,0.0490196078431372,19,1019556,0.207371936043652,GSE136831
051I,IPF,Multiplet,IL1R1,102,45,0.4411764705882353,171,1019556,1.455223599332501,GSE136831
051I,IPF,Multiplet,IL1R2,102,16,0.1568627450980392,37,1019556,0.5207458261427457,GSE136831
051I,IPF,Multiplet,IL1RAP,102,26,0.2549019607843137,62,1019556,0.6832327216203228,GSE136831
051I,IPF,Multiplet,IL1RN,102,12,0.1176470588235294,42,1019556,0.3696884346889362,GSE136831
051I,IPF,Multiplet,NLRP3,102,23,0.2254901960784313,43,1019556,0.5012266989092325,GSE136831
051I,IPF,Multiplet,PYCARD,102,30,0.2941176470588235,44,1019556,0.3861251105783426,GSE136831
051I,IPF,Multiplet,SIGIRR,102,20,0.196078431372549,26,1019556,0.2863544822968141,GSE136831
051I,IPF,Myofibroblast,CASP1,219,13,0.0593607305936073,14,2396893,0.0393738299973785,GSE136831
051I,IPF,Myofibroblast,GSDMD,219,30,0.136986301369863,46,2396893,0.1387287027589619,GSE136831
051I,IPF,Myofibroblast,IL1A,219,0,0.0,0,2396893,0.0,GSE136831
051I,IPF,Myofibroblast,IL1B,219,5,0.0228310502283105,5,2396893,0.020326676811862,GSE136831
051I,IPF,Myofibroblast,IL1R1,219,191,0.8721461187214612,1642,2396893,7.746552780572857,GSE136831
051I,IPF,Myofibroblast,IL1R2,219,10,0.045662100456621,14,2396893,0.0447393374433885,GSE136831
051I,IPF,Myofibroblast,IL1RAP,219,49,0.2237442922374429,72,2396893,0.2796228917647754,GSE136831
051I,IPF,Myofibroblast,IL1RN,219,4,0.0182648401826484,4,2396893,0.0127735803078495,GSE136831
051I,IPF,Myofibroblast,NLRP3,219,4,0.0182648401826484,5,2396893,0.0135869586040674,GSE136831
051I,IPF,Myofibroblast,PYCARD,219,30,0.136986301369863,48,2396893,0.1517227633093076,GSE136831
051I,IPF,Myofibroblast,SIGIRR,219,20,0.091324200913242,27,2396893,0.1034143573513095,GSE136831
051I,IPF,NK,CASP1,187,16,0.0855614973262032,24,439103,0.4875523028675679,GSE136831
051I,IPF,NK,GSDMD,187,11,0.0588235294117647,13,439103,0.2844618880450009,GSE136831
051I,IPF,NK,IL1A,187,0,0.0,0,439103,0.0,GSE136831
051I,IPF,NK,IL1B,187,0,0.0,0,439103,0.0,GSE136831
051I,IPF,NK,IL1R1,187,3,0.0160427807486631,3,439103,0.0486634301732585,GSE136831
051I,IPF,NK,IL1R2,187,1,0.0053475935828877,1,439103,0.0308574355619601,GSE136831
051I,IPF,NK,IL1RAP,187,4,0.0213903743315508,4,439103,0.0768376424874586,GSE136831
051I,IPF,NK,IL1RN,187,1,0.0053475935828877,1,439103,0.0268723295622497,GSE136831
051I,IPF,NK,NLRP3,187,0,0.0,0,439103,0.0,GSE136831
051I,IPF,NK,PYCARD,187,6,0.0320855614973262,7,439103,0.146051738341737,GSE136831
051I,IPF,NK,SIGIRR,187,32,0.1711229946524064,39,439103,0.8929736968809809,GSE136831
051I,IPF,T,CASP1,191,14,0.0732984293193717,16,553061,0.3181849246173067,GSE136831
051I,IPF,T,GSDMD,191,12,0.06282722513089,13,553061,0.2513988838083918,GSE136831
051I,IPF,T,IL1A,191,0,0.0,0,553061,0.0,GSE136831
051I,IPF,T,IL1B,191,1,0.0052356020942408,1,553061,0.0223648103128613,GSE136831
051I,IPF,T,IL1R1,191,3,0.0157068062827225,3,553061,0.0625745304404429,GSE136831
051I,IPF,T,IL1R2,191,2,0.0104712041884816,2,553061,0.0569943845387864,GSE136831
051I,IPF,T,IL1RAP,191,7,0.0366492146596858,8,553061,0.1340286199112768,GSE136831
051I,IPF,T,IL1RN,191,3,0.0157068062827225,3,553061,0.0526306976604279,GSE136831
051I,IPF,T,NLRP3,191,0,0.0,0,553061,0.0,GSE136831
051I,IPF,T,PYCARD,191,13,0.0680628272251308,15,553061,0.2295091356936193,GSE136831
051I,IPF,T,SIGIRR,191,18,0.094240837696335,22,553061,0.4403815882170766,GSE136831
051I,IPF,T_Cytotoxic,CASP1,351,23,0.0655270655270655,29,925689,0.2828816745141094,GSE136831
051I,IPF,T_Cytotoxic,GSDMD,351,26,0.074074074074074,32,925689,0.312174643120253,GSE136831
051I,IPF,T_Cytotoxic,IL1A,351,0,0.0,0,925689,0.0,GSE136831
051I,IPF,T_Cytotoxic,IL1B,351,3,0.0085470085470085,3,925689,0.0218231295909575,GSE136831
051I,IPF,T_Cytotoxic,IL1R1,351,8,0.0227920227920227,11,925689,0.0971779036622555,GSE136831
051I,IPF,T_Cytotoxic,IL1R2,351,1,0.0028490028490028,1,925689,0.0068866397123588,GSE136831
051I,IPF,T_Cytotoxic,IL1RAP,351,5,0.0142450142450142,6,925689,0.0896690805249292,GSE136831
051I,IPF,T_Cytotoxic,IL1RN,351,0,0.0,0,925689,0.0,GSE136831
051I,IPF,T_Cytotoxic,NLRP3,351,7,0.0199430199430199,8,925689,0.0757978845573519,GSE136831
051I,IPF,T_Cytotoxic,PYCARD,351,18,0.0512820512820512,18,925689,0.1604534926200432,GSE136831
051I,IPF,T_Cytotoxic,SIGIRR,351,45,0.1282051282051282,51,925689,0.5718117889706763,GSE136831
051I,IPF,T_Regulatory,CASP1,76,9,0.1184210526315789,10,244178,0.4754947981886452,GSE136831
051I,IPF,T_Regulatory,GSDMD,76,11,0.1447368421052631,14,244178,0.5578654516634128,GSE136831
051I,IPF,T_Regulatory,IL1A,76,0,0.0,0,244178,0.0,GSE136831
051I,IPF,T_Regulatory,IL1B,76,1,0.0131578947368421,1,244178,0.0324405688778158,GSE136831
051I,IPF,T_Regulatory,IL1R1,76,13,0.1710526315789473,31,244178,1.0562351013805429,GSE136831
051I,IPF,T_Regulatory,IL1R2,76,9,0.1184210526315789,11,244178,0.4963513048859743,GSE136831
051I,IPF,T_Regulatory,IL1RAP,76,4,0.0526315789473684,6,244178,0.3591256497400813,GSE136831
051I,IPF,T_Regulatory,IL1RN,76,1,0.0131578947368421,1,244178,0.0188158082894925,GSE136831
051I,IPF,T_Regulatory,NLRP3,76,1,0.0131578947368421,1,244178,0.0492436180271036,GSE136831
051I,IPF,T_Regulatory,PYCARD,76,15,0.1973684210526315,24,244178,0.923109527918349,GSE136831
051I,IPF,T_Regulatory,SIGIRR,76,13,0.1710526315789473,17,244178,0.5242110404520697,GSE136831
051I,IPF,VE_Peribronchial,CASP1,63,5,0.0793650793650793,7,415752,0.1270349146366227,GSE136831
051I,IPF,VE_Peribronchial,GSDMD,63,10,0.1587301587301587,13,415752,0.2351332076310669,GSE136831
051I,IPF,VE_Peribronchial,IL1A,63,0,0.0,0,415752,0.0,GSE136831
051I,IPF,VE_Peribronchial,IL1B,63,0,0.0,0,415752,0.0,GSE136831
051I,IPF,VE_Peribronchial,IL1R1,63,38,0.6031746031746031,106,415752,2.558165763992659,GSE136831
051I,IPF,VE_Peribronchial,IL1R2,63,3,0.0476190476190476,3,415752,0.0528524708101004,GSE136831
051I,IPF,VE_Peribronchial,IL1RAP,63,17,0.2698412698412698,36,415752,0.6906105408358634,GSE136831
051I,IPF,VE_Peribronchial,IL1RN,63,1,0.0158730158730158,1,415752,0.0116833621912379,GSE136831
051I,IPF,VE_Peribronchial,NLRP3,63,0,0.0,0,415752,0.0,GSE136831
051I,IPF,VE_Peribronchial,PYCARD,63,1,0.0158730158730158,1,415752,0.0116833621912379,GSE136831
051I,IPF,VE_Peribronchial,SIGIRR,63,10,0.1587301587301587,13,415752,0.3088176972691899,GSE136831
051I,IPF,cMonocyte,CASP1,253,46,0.1818181818181818,52,939525,0.5620921296863579,GSE136831
051I,IPF,cMonocyte,GSDMD,253,10,0.0395256916996047,11,939525,0.0701009445839601,GSE136831
051I,IPF,cMonocyte,IL1A,253,0,0.0,0,939525,0.0,GSE136831
051I,IPF,cMonocyte,IL1B,253,58,0.2292490118577075,194,939525,1.873285360583256,GSE136831
051I,IPF,cMonocyte,IL1R1,253,74,0.2924901185770751,195,939525,2.0320615456331343,GSE136831
051I,IPF,cMonocyte,IL1R2,253,193,0.7628458498023716,1384,939525,16.428464649965786,GSE136831
051I,IPF,cMonocyte,IL1RAP,253,161,0.6363636363636364,511,939525,6.058902809743678,GSE136831
051I,IPF,cMonocyte,IL1RN,253,31,0.1225296442687747,41,939525,0.479904468494937,GSE136831
051I,IPF,cMonocyte,NLRP3,253,153,0.6047430830039525,418,939525,4.720426449462781,GSE136831
051I,IPF,cMonocyte,PYCARD,253,101,0.3992094861660079,147,939525,1.4650732205409234,GSE136831
051I,IPF,cMonocyte,SIGIRR,253,27,0.1067193675889328,29,939525,0.3239540094486005,GSE136831
053I,IPF,B,CASP1,80,7,0.0875,7,322886,0.1958211124507466,GSE136831
053I,IPF,B,GSDMD,80,10,0.125,10,322886,0.2799665075917809,GSE136831
053I,IPF,B,IL1A,80,0,0.0,0,322886,0.0,GSE136831
053I,IPF,B,IL1B,80,2,0.025,2,322886,0.077699296247302,GSE136831
053I,IPF,B,IL1R1,80,1,0.0125,1,322886,0.027957951241333,GSE136831
053I,IPF,B,IL1R2,80,0,0.0,0,322886,0.0,GSE136831
053I,IPF,B,IL1RAP,80,5,0.0625,5,322886,0.2348597729275103,GSE136831
053I,IPF,B,IL1RN,80,1,0.0125,1,322886,0.0310481867858917,GSE136831
053I,IPF,B,NLRP3,80,2,0.025,2,322886,0.0466398788664164,GSE136831
053I,IPF,B,PYCARD,80,11,0.1375,14,322886,0.362924436919706,GSE136831
053I,IPF,B,SIGIRR,80,3,0.0375,3,322886,0.0949925092521376,GSE136831
053I,IPF,Ciliated,CASP1,128,7,0.0546875,11,1198381,0.0599236921804019,GSE136831
053I,IPF,Ciliated,GSDMD,128,30,0.234375,45,1198381,0.3053684095641385,GSE136831
053I,IPF,Ciliated,IL1A,128,0,0.0,0,1198381,0.0,GSE136831
053I,IPF,Ciliated,IL1B,128,4,0.03125,4,1198381,0.0425678494380235,GSE136831
053I,IPF,Ciliated,IL1R1,128,17,0.1328125,27,1198381,0.2503865297973866,GSE136831
053I,IPF,Ciliated,IL1R2,128,1,0.0078125,1,1198381,0.0084413830361966,GSE136831
053I,IPF,Ciliated,IL1RAP,128,10,0.078125,12,1198381,0.0824619591101726,GSE136831
053I,IPF,Ciliated,IL1RN,128,1,0.0078125,1,1198381,0.0097473487211478,GSE136831
053I,IPF,Ciliated,NLRP3,128,4,0.03125,4,1198381,0.0398933153087746,GSE136831
053I,IPF,Ciliated,PYCARD,128,20,0.15625,25,1198381,0.225014705597919,GSE136831
053I,IPF,Ciliated,SIGIRR,128,59,0.4609375,84,1198381,0.7502303633083096,GSE136831
053I,IPF,Macrophage,CASP1,1707,527,0.3087287639132982,845,17545150,0.3896820952827844,GSE136831
053I,IPF,Macrophage,GSDMD,1707,418,0.2448740480374927,581,17545150,0.2996027666687565,GSE136831
053I,IPF,Macrophage,IL1A,1707,68,0.0398359695371997,92,17545150,0.06223314592357,GSE136831
053I,IPF,Macrophage,IL1B,1707,363,0.2126537785588752,1578,17545150,1.4369847474654158,GSE136831
053I,IPF,Macrophage,IL1R1,1707,260,0.1523140011716461,413,17545150,0.3909313430068713,GSE136831
053I,IPF,Macrophage,IL1R2,1707,183,0.1072056239015817,819,17545150,0.9744708958855202,GSE136831
053I,IPF,Macrophage,IL1RAP,1707,831,0.4868189806678383,1895,17545150,1.296617446929618,GSE136831
053I,IPF,Macrophage,IL1RN,1707,624,0.3655536028119508,2377,17545150,1.7690352852067257,GSE136831
053I,IPF,Macrophage,NLRP3,1707,584,0.3421206795547744,2093,17545150,2.106315543015317,GSE136831
053I,IPF,Macrophage,PYCARD,1707,1015,0.5946104276508495,3365,17545150,1.5189940124724652,GSE136831
053I,IPF,Macrophage,SIGIRR,1707,239,0.1400117164616285,272,17545150,0.1709525396448851,GSE136831
053I,IPF,Macrophage_Alveolar,CASP1,525,228,0.4342857142857143,401,6007213,0.633546826628633,GSE136831
053I,IPF,Macrophage_Alveolar,GSDMD,525,185,0.3523809523809524,286,6007213,0.418993641819194,GSE136831
053I,IPF,Macrophage_Alveolar,IL1A,525,57,0.1085714285714285,114,6007213,0.2070279660725873,GSE136831
053I,IPF,Macrophage_Alveolar,IL1B,525,129,0.2457142857142857,350,6007213,0.5426904881621889,GSE136831
053I,IPF,Macrophage_Alveolar,IL1R1,525,25,0.0476190476190476,28,6007213,0.0420253547802572,GSE136831
053I,IPF,Macrophage_Alveolar,IL1R2,525,16,0.0304761904761904,44,6007213,0.0927210109787742,GSE136831
053I,IPF,Macrophage_Alveolar,IL1RAP,525,320,0.6095238095238096,845,6007213,1.6060128674569814,GSE136831
053I,IPF,Macrophage_Alveolar,IL1RN,525,184,0.3504761904761905,455,6007213,0.7896006407270876,GSE136831
053I,IPF,Macrophage_Alveolar,NLRP3,525,47,0.0895238095238095,72,6007213,0.1405414021559573,GSE136831
053I,IPF,Macrophage_Alveolar,PYCARD,525,379,0.7219047619047619,1331,6007213,1.993604515826389,GSE136831
053I,IPF,Macrophage_Alveolar,SIGIRR,525,51,0.0971428571428571,55,6007213,0.0864135242775326,GSE136831
053I,IPF,NK,CASP1,391,36,0.0920716112531969,37,1095704,0.3280579504596213,GSE136831
053I,IPF,NK,GSDMD,391,49,0.1253196930946291,51,1095704,0.4579410462574243,GSE136831
053I,IPF,NK,IL1A,391,0,0.0,0,1095704,0.0,GSE136831
053I,IPF,NK,IL1B,391,2,0.0051150895140664,2,1095704,0.0157849383582776,GSE136831
053I,IPF,NK,IL1R1,391,1,0.0025575447570332,1,1095704,0.0096584016504276,GSE136831
053I,IPF,NK,IL1R2,391,3,0.0076726342710997,3,1095704,0.0217174657661729,GSE136831
053I,IPF,NK,IL1RAP,391,18,0.0460358056265984,21,1095704,0.2174365252229288,GSE136831
053I,IPF,NK,IL1RN,391,2,0.0051150895140664,2,1095704,0.0192820603352807,GSE136831
053I,IPF,NK,NLRP3,391,4,0.0102301790281329,4,1095704,0.0379067064116182,GSE136831
053I,IPF,NK,PYCARD,391,63,0.1611253196930946,69,1095704,0.5854324632779888,GSE136831
053I,IPF,NK,SIGIRR,391,74,0.1892583120204603,88,1095704,0.8356015283412439,GSE136831
053I,IPF,T_Cytotoxic,CASP1,414,62,0.1497584541062802,71,1214561,0.5523216649265295,GSE136831
053I,IPF,T_Cytotoxic,GSDMD,414,50,0.1207729468599033,57,1214561,0.4969440307644834,GSE136831
053I,IPF,T_Cytotoxic,IL1A,414,0,0.0,0,1214561,0.0,GSE136831
053I,IPF,T_Cytotoxic,IL1B,414,3,0.0072463768115942,3,1214561,0.0258001884020675,GSE136831
053I,IPF,T_Cytotoxic,IL1R1,414,2,0.0048309178743961,2,1214561,0.0078888518824735,GSE136831
053I,IPF,T_Cytotoxic,IL1R2,414,2,0.0048309178743961,2,1214561,0.0080446149388388,GSE136831
053I,IPF,T_Cytotoxic,IL1RAP,414,19,0.0458937198067632,24,1214561,0.2134521927020308,GSE136831
053I,IPF,T_Cytotoxic,IL1RN,414,4,0.0096618357487922,4,1214561,0.0265091702138314,GSE136831
053I,IPF,T_Cytotoxic,NLRP3,414,5,0.0120772946859903,6,1214561,0.0419343503300086,GSE136831
053I,IPF,T_Cytotoxic,PYCARD,414,58,0.1400966183574879,64,1214561,0.4844283058361571,GSE136831
053I,IPF,T_Cytotoxic,SIGIRR,414,90,0.217391304347826,102,1214561,0.8177844494266833,GSE136831
053I,IPF,cDC2,CASP1,150,14,0.0933333333333333,20,1268332,0.1746402654549389,GSE136831
053I,IPF,cDC2,GSDMD,150,18,0.12,21,1268332,0.1820964608863695,GSE136831
053I,IPF,cDC2,IL1A,150,4,0.0266666666666666,6,1268332,0.0353207592104516,GSE136831
053I,IPF,cDC2,IL1B,150,35,0.2333333333333333,275,1268332,2.1242363090468386,GSE136831
053I,IPF,cDC2,IL1R1,150,78,0.52,220,1268332,1.5610375202411264,GSE136831
053I,IPF,cDC2,IL1R2,150,86,0.5733333333333334,734,1268332,5.863009496690347,GSE136831
053I,IPF,cDC2,IL1RAP,150,85,0.5666666666666667,240,1268332,2.336781862851097,GSE136831
053I,IPF,cDC2,IL1RN,150,48,0.32,113,1268332,0.8407629769477124,GSE136831
053I,IPF,cDC2,NLRP3,150,107,0.7133333333333334,882,1268332,7.131372085008349,GSE136831
053I,IPF,cDC2,PYCARD,150,78,0.52,176,1268332,1.256567215692395,GSE136831
053I,IPF,cDC2,SIGIRR,150,26,0.1733333333333333,32,1268332,0.225789881374977,GSE136831
053I,IPF,cMonocyte,CASP1,66,17,0.2575757575757575,25,269214,0.8807586793843803,GSE136831
053I,IPF,cMonocyte,GSDMD,66,14,0.2121212121212121,15,269214,0.5450939776598968,GSE136831
053I,IPF,cMonocyte,IL1A,66,5,0.0757575757575757,14,269214,0.7840990359148625,GSE136831
053I,IPF,cMonocyte,IL1B,66,30,0.4545454545454545,305,269214,11.071452494084957,GSE136831
053I,IPF,cMonocyte,IL1R1,66,10,0.1515151515151515,14,269214,0.665904870784261,GSE136831
053I,IPF,cMonocyte,IL1R2,66,39,0.5909090909090909,233,269214,11.467758202299338,GSE136831
053I,IPF,cMonocyte,IL1RAP,66,41,0.6212121212121212,121,269214,5.456956751143671,GSE136831
053I,IPF,cMonocyte,IL1RN,66,15,0.2272727272727272,21,269214,0.941926812757118,GSE136831
053I,IPF,cMonocyte,NLRP3,66,51,0.7727272727272727,283,269214,12.45571392246636,GSE136831
053I,IPF,cMonocyte,PYCARD,66,23,0.3484848484848485,40,269214,1.40451281000535,GSE136831
053I,IPF,cMonocyte,SIGIRR,66,7,0.106060606060606,8,269214,0.2202011280306842,GSE136831
59I,IPF,B,CASP1,63,2,0.0317460317460317,2,345112,0.0658056680712991,GSE136831
59I,IPF,B,GSDMD,63,8,0.1269841269841269,9,345112,0.2316416439551213,GSE136831
59I,IPF,B,IL1A,63,0,0.0,0,345112,0.0,GSE136831
59I,IPF,B,IL1B,63,0,0.0,0,345112,0.0,GSE136831
59I,IPF,B,IL1R1,63,6,0.0952380952380952,6,345112,0.140085434757546,GSE136831
59I,IPF,B,IL1R2,63,0,0.0,0,345112,0.0,GSE136831
59I,IPF,B,IL1RAP,63,6,0.0952380952380952,7,345112,0.2113696292072829,GSE136831
59I,IPF,B,IL1RN,63,0,0.0,0,345112,0.0,GSE136831
59I,IPF,B,NLRP3,63,2,0.0317460317460317,4,345112,0.0934619263062019,GSE136831
59I,IPF,B,PYCARD,63,3,0.0476190476190476,3,345112,0.0702524200764943,GSE136831
59I,IPF,B,SIGIRR,63,6,0.0952380952380952,6,345112,0.1704219837537555,GSE136831
59I,IPF,Ciliated,CASP1,53,3,0.0566037735849056,5,531329,0.0834340386676882,GSE136831
59I,IPF,Ciliated,GSDMD,53,15,0.2830188679245283,17,531329,0.2674472587448079,GSE136831
59I,IPF,Ciliated,IL1A,53,0,0.0,0,531329,0.0,GSE136831
59I,IPF,Ciliated,IL1B,53,0,0.0,0,531329,0.0,GSE136831
59I,IPF,Ciliated,IL1R1,53,12,0.2264150943396226,19,531329,0.4567622387616969,GSE136831
59I,IPF,Ciliated,IL1R2,53,0,0.0,0,531329,0.0,GSE136831
59I,IPF,Ciliated,IL1RAP,53,2,0.0377358490566037,2,531329,0.0346386248389195,GSE136831
59I,IPF,Ciliated,IL1RN,53,2,0.0377358490566037,2,531329,0.0287205087422789,GSE136831
59I,IPF,Ciliated,NLRP3,53,0,0.0,0,531329,0.0,GSE136831
59I,IPF,Ciliated,PYCARD,53,2,0.0377358490566037,2,531329,0.0414695306116703,GSE136831
59I,IPF,Ciliated,SIGIRR,53,25,0.4716981132075472,36,531329,0.630647999130731,GSE136831
59I,IPF,Macrophage,CASP1,266,53,0.1992481203007518,76,3918155,0.1890248142430325,GSE136831
59I,IPF,Macrophage,GSDMD,266,80,0.3007518796992481,109,3918155,0.2483588707099571,GSE136831
59I,IPF,Macrophage,IL1A,266,5,0.018796992481203,5,3918155,0.0094023365576183,GSE136831
59I,IPF,Macrophage,IL1B,266,40,0.150375939849624,161,3918155,0.3964763020178395,GSE136831
59I,IPF,Macrophage,IL1R1,266,94,0.3533834586466165,189,3918155,0.5736797326594577,GSE136831
59I,IPF,Macrophage,IL1R2,266,33,0.1240601503759398,98,3918155,0.3142986620908374,GSE136831
59I,IPF,Macrophage,IL1RAP,266,136,0.5112781954887218,384,3918155,1.459817461253611,GSE136831
