gene	gene_group	mark	contrast	half_width_bp	replicate	total_tss	alternative_tss	eligible_tss	held_tss	eligible_alternatives	baseline_eligible	baseline_effect	minimum_effect	maximum_effect	effect_span	direction_changes	direction_comparisons	max_abs_change
KRT19	transition_stress	H3K27ac	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	-0.24191873766158611	-0.24191873766158611	-0.24191873766158611	0.0	0	0	
KRT19	transition_stress	H3K27ac	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	-1.4844223910404422	-1.4844223910404422	-1.4844223910404422	0.0	0	0	
CDKN1A	transition_stress	H3K27ac	iATCs_minus_iAT2	1000	CUT2	2	1	2	0	1	True	1.272704470262073	0.8598165699891962	1.272704470262073	0.4128879002728767	0	1	0.4128879002728767
CDKN1A	transition_stress	H3K27ac	iATCs_minus_iAT1	1000	CUT2	2	1	2	0	1	True	0.23562718574723984	-0.003352633294291252	0.23562718574723984	0.2389798190415311	1	1	0.2389798190415311
CDKN1A	transition_stress	H3K27ac	iATCs_minus_iAT2	5000	CUT2	2	1	2	0	1	True	0.6557903655626842	0.6557903655626842	0.6859368833581678	0.030146517795483607	0	1	0.030146517795483607
CDKN1A	transition_stress	H3K27ac	iATCs_minus_iAT1	5000	CUT2	2	1	2	0	1	True	-0.11873734399848912	-0.12028574452844021	-0.11873734399848912	0.0015484005299510883	0	1	0.0015484005299510883
SFN	transition_stress	H3K27ac	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	0.03807633783107911	0.03807633783107911	0.03807633783107911	0.0	0	0	
SFN	transition_stress	H3K27ac	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-0.07968809044974057	-0.07968809044974057	-0.07968809044974057	0.0	0	0	
SFN	transition_stress	H3K27ac	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	-0.030081165819480393	-0.030081165819480393	-0.030081165819480393	0.0	0	0	
SFN	transition_stress	H3K27ac	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	-0.274332928498648	-0.274332928498648	-0.274332928498648	0.0	0	0	
ITGB6	transition_stress	H3K27ac	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	-0.011151555609087538	-0.011151555609087538	-0.011151555609087538	0.0	0	0	
ITGB6	transition_stress	H3K27ac	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	0.6700778353809742	0.6700778353809742	0.6700778353809742	0.0	0	0	
ITGB6	transition_stress	H3K27ac	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	0.5786770735693589	0.5786770735693589	0.5786770735693589	0.0	0	0	
ITGB6	transition_stress	H3K27ac	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	0.32764770208122096	0.32764770208122096	0.32764770208122096	0.0	0	0	
KRT17	transition_stress	H3K27ac	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	1.4059300942184385	1.4059300942184385	1.4059300942184385	0.0	0	0	
KRT17	transition_stress	H3K27ac	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-0.37883815913400576	-0.37883815913400576	-0.37883815913400576	0.0	0	0	
KRT17	transition_stress	H3K27ac	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	1.8104925734403317	1.8104925734403317	1.8104925734403317	0.0	0	0	
KRT17	transition_stress	H3K27ac	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	0.5527605116250109	0.5527605116250109	0.5527605116250109	0.0	0	0	
TP63	transition_stress	H3K27ac	iATCs_minus_iAT2	1000	CUT2	3	2	3	0	2	True	0.5589883239834919	0.5589883239834919	5.540476915198651	4.981488591215159	0	2	4.981488591215159
TP63	transition_stress	H3K27ac	iATCs_minus_iAT1	1000	CUT2	3	2	2	1	1	True	-0.9334345590511575	-0.9334345590511575	1.2587876562448619	2.1922222152960193	1	1	2.1922222152960193
TP63	transition_stress	H3K27ac	iATCs_minus_iAT2	5000	CUT2	3	2	3	0	2	True	1.0983669218428234	1.0983669218428234	4.298882478109088	3.200515556266265	0	2	3.200515556266265
TP63	transition_stress	H3K27ac	iATCs_minus_iAT1	5000	CUT2	3	2	3	0	2	True	-0.4100830334167722	-0.4100830334167722	7.0754599433933025	7.485542976810075	2	2	7.485542976810075
COL1A1	transition_stress	H3K27ac	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	0.32655890168545865	0.32655890168545865	0.32655890168545865	0.0	0	0	
COL1A1	transition_stress	H3K27ac	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	0.5019279155668908	0.5019279155668908	0.5019279155668908	0.0	0	0	
COL1A1	transition_stress	H3K27ac	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	0.8443245064478115	0.8443245064478115	0.8443245064478115	0.0	0	0	
COL1A1	transition_stress	H3K27ac	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	0.48545382596129705	0.48545382596129705	0.48545382596129705	0.0	0	0	
ATF3	regulators	H3K27ac	iATCs_minus_iAT2	1000	CUT2	5	4	5	0	4	True	-1.202383799009667	-2.1198004537771062	0.6738152226559264	2.7936156764330327	2	4	1.8761990216655935
ATF3	regulators	H3K27ac	iATCs_minus_iAT1	1000	CUT2	5	4	5	0	4	True	-0.207945940131063	-1.6467176498752583	-0.207945940131063	1.4387717097441952	0	4	1.4387717097441952
ATF3	regulators	H3K27ac	iATCs_minus_iAT2	5000	CUT2	5	4	5	0	4	True	-0.697902896699482	-1.9236473462087584	0.3054474081455676	2.229094754354326	2	4	1.2257444495092764
ATF3	regulators	H3K27ac	iATCs_minus_iAT1	5000	CUT2	5	4	5	0	4	True	0.4385285772675347	-1.5644993055146854	0.4385285772675347	2.00302788278222	4	4	2.00302788278222
HNF1B	regulators	H3K27ac	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	0.28288402055661077	0.28288402055661077	0.28288402055661077	0.0	0	0	
HNF1B	regulators	H3K27ac	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-0.10534330821143723	-0.10534330821143723	-0.10534330821143723	0.0	0	0	
HNF1B	regulators	H3K27ac	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	-0.14396925385728565	-0.14396925385728565	-0.14396925385728565	0.0	0	0	
HNF1B	regulators	H3K27ac	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	-0.6459469379333616	-0.6459469379333616	-0.6459469379333616	0.0	0	0	
TP53	regulators	H3K27ac	iATCs_minus_iAT2	1000	CUT2	2	1	1	1	0	True	-0.4600146573546948	-0.4600146573546948	-0.4600146573546948	0.0	0	0	
TP53	regulators	H3K27ac	iATCs_minus_iAT1	1000	CUT2	2	1	1	1	0	True	-0.8774675212265524	-0.8774675212265524	-0.8774675212265524	0.0	0	0	
TP53	regulators	H3K27ac	iATCs_minus_iAT2	5000	CUT2	2	1	2	0	1	True	-0.5018580908910142	-0.5018580908910142	0.08846806873424518	0.5903261596252594	1	1	0.5903261596252594
TP53	regulators	H3K27ac	iATCs_minus_iAT1	5000	CUT2	2	1	2	0	1	True	-0.7160800655375166	-0.7160800655375166	-0.5382950911136155	0.17778497442390107	0	1	0.17778497442390107
CEBPA	regulators	H3K27ac	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	-0.4097637561848204	-0.4097637561848204	-0.4097637561848204	0.0	0	0	
CEBPA	regulators	H3K27ac	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-0.7200481204812204	-0.7200481204812204	-0.7200481204812204	0.0	0	0	
CEBPA	regulators	H3K27ac	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	-0.8451269850059537	-0.8451269850059537	-0.8451269850059537	0.0	0	0	
CEBPA	regulators	H3K27ac	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	-0.8298458010702618	-0.8298458010702618	-0.8298458010702618	0.0	0	0	
SFTPC	AT2	H3K4me3	iATCs_minus_iAT2	1000	CUT1	4	3	4	0	3	True	-1.4639869304429693	-1.4639869304429693	-0.19048255765198685	1.2735043727909825	0	3	1.2735043727909825
SFTPC	AT2	H3K4me3	iATCs_minus_iAT1	1000	CUT1	4	3	4	0	3	True	-1.9492496454675683	-1.9492496454675683	-0.4988628301968261	1.4503868152707422	0	3	1.4503868152707422
SFTPC	AT2	H3K4me3	iATCs_minus_iAT2	5000	CUT1	4	3	4	0	3	True	-0.9861319271234987	-1.0957003933601168	-0.12777540131484022	0.9679249920452766	0	3	0.8583565258086585
SFTPC	AT2	H3K4me3	iATCs_minus_iAT1	5000	CUT1	4	3	4	0	3	True	-0.9569539936507241	-1.0802256697375818	0.15277236017315676	1.2329980299107386	2	3	1.1097263538238809
ABCA3	AT2	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-1.713752961356278	-1.713752961356278	-1.713752961356278	0.0	0	0	
ABCA3	AT2	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-2.831783723361507	-2.831783723361507	-2.831783723361507	0.0	0	0	
ABCA3	AT2	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-1.913333932418621	-1.913333932418621	-1.913333932418621	0.0	0	0	
ABCA3	AT2	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-2.825092646196227	-2.825092646196227	-2.825092646196227	0.0	0	0	
NKX2-1	AT2	H3K4me3	iATCs_minus_iAT2	1000	CUT1	2	1	2	0	1	True	-0.9273334221400225	-0.9273334221400225	-0.39593186637961697	0.5314015557604055	0	1	0.5314015557604055
NKX2-1	AT2	H3K4me3	iATCs_minus_iAT1	1000	CUT1	2	1	2	0	1	True	-1.3983273279744406	-1.3983273279744406	-1.1954029444977845	0.2029243834766561	0	1	0.2029243834766561
NKX2-1	AT2	H3K4me3	iATCs_minus_iAT2	5000	CUT1	2	1	2	0	1	True	-1.427556155669615	-1.427556155669615	-1.3773680290601256	0.05018812660948946	0	1	0.05018812660948946
NKX2-1	AT2	H3K4me3	iATCs_minus_iAT1	5000	CUT1	2	1	2	0	1	True	-1.3607884026574073	-1.4116401525854245	-1.3607884026574073	0.05085174992801722	0	1	0.05085174992801722
ETV5	AT2	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-1.291847477252336	-1.291847477252336	-1.291847477252336	0.0	0	0	
ETV5	AT2	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	0.7863490538495661	0.7863490538495661	0.7863490538495661	0.0	0	0	
ETV5	AT2	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-1.2500125258561159	-1.2500125258561159	-1.2500125258561159	0.0	0	0	
ETV5	AT2	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	0.5600035987375986	0.5600035987375986	0.5600035987375986	0.0	0	0	
SFTPB	AT2	H3K4me3	iATCs_minus_iAT2	1000	CUT1	2	1	2	0	1	True	-4.254486533113554	-5.199695471805857	-4.254486533113554	0.9452089386923026	0	1	0.9452089386923026
SFTPB	AT2	H3K4me3	iATCs_minus_iAT1	1000	CUT1	2	1	2	0	1	True	-4.869873156038856	-5.404852748723249	-4.869873156038856	0.534979592684393	0	1	0.534979592684393
SFTPB	AT2	H3K4me3	iATCs_minus_iAT2	5000	CUT1	2	1	2	0	1	True	-5.899397336742793	-5.899397336742793	-5.844495866446568	0.05490147029622516	0	1	0.05490147029622516
SFTPB	AT2	H3K4me3	iATCs_minus_iAT1	5000	CUT1	2	1	2	0	1	True	-5.239357342845072	-5.2531411509255985	-5.239357342845072	0.01378380808052615	0	1	0.01378380808052615
AGER	AT1	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-3.2886246997746222	-3.2886246997746222	-3.2886246997746222	0.0	0	0	
AGER	AT1	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-2.185906064443568	-2.185906064443568	-2.185906064443568	0.0	0	0	
AGER	AT1	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-0.34345533776305226	-0.34345533776305226	-0.34345533776305226	0.0	0	0	
AGER	AT1	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-0.6820740582645093	-0.6820740582645093	-0.6820740582645093	0.0	0	0	
PDPN	AT1	H3K4me3	iATCs_minus_iAT2	1000	CUT1	4	3	4	0	3	True	-2.7123494289773924	-3.3862974848282534	-2.7123494289773924	0.673948055850861	0	3	0.673948055850861
PDPN	AT1	H3K4me3	iATCs_minus_iAT1	1000	CUT1	4	3	4	0	3	True	-4.896017911128272	-5.653114056278811	-4.896017911128272	0.7570961451505394	0	3	0.7570961451505394
PDPN	AT1	H3K4me3	iATCs_minus_iAT2	5000	CUT1	4	3	4	0	3	True	-2.199436520025061	-2.498551786202848	-2.199436520025061	0.29911526617778694	0	3	0.29911526617778694
PDPN	AT1	H3K4me3	iATCs_minus_iAT1	5000	CUT1	4	3	4	0	3	True	-4.400155683694479	-4.672066107600379	-4.351667478376951	0.320398629223428	0	3	0.2719104239059007
HOPX	AT1	H3K4me3	iATCs_minus_iAT2	1000	CUT1	4	3	4	0	3	True	-2.558849107631283	-4.097718523517858	-2.457804442780247	1.639914080737611	0	3	1.538869415886575
HOPX	AT1	H3K4me3	iATCs_minus_iAT1	1000	CUT1	4	3	4	0	3	True	-3.3469007583949173	-7.02822485948604	-1.2246712121696934	5.803553647316347	0	3	3.681324101091123
HOPX	AT1	H3K4me3	iATCs_minus_iAT2	5000	CUT1	4	3	4	0	3	True	-2.5438943298226895	-2.545836830105098	-2.1849642674770235	0.36087256262807443	0	3	0.35893006234566593
HOPX	AT1	H3K4me3	iATCs_minus_iAT1	5000	CUT1	4	3	4	0	3	True	-3.360903983569635	-3.510091026967103	-1.2411791186812264	2.2689119082858764	0	3	2.1197248648884086
CAV1	AT1	H3K4me3	iATCs_minus_iAT2	1000	CUT1	3	2	3	0	2	True	-1.8284118042916129	-1.8284118042916129	-1.3565678530063676	0.47184395128524526	0	2	0.47184395128524526
CAV1	AT1	H3K4me3	iATCs_minus_iAT1	1000	CUT1	3	2	3	0	2	True	-3.5065680410325673	-3.7718793548555727	-3.481084836200286	0.2907945186552867	0	2	0.26531131382300543
CAV1	AT1	H3K4me3	iATCs_minus_iAT2	5000	CUT1	3	2	3	0	2	True	-1.643580875456136	-1.6590220650777967	-1.6401922721423874	0.018829792935409317	0	2	0.015441189621660634
CAV1	AT1	H3K4me3	iATCs_minus_iAT1	5000	CUT1	3	2	3	0	2	True	-3.5400569152885812	-3.5400569152885812	-3.456743876797441	0.08331303849114002	0	2	0.08331303849114002
AQP5	AT1	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	0.6560980802903849	0.6560980802903849	0.6560980802903849	0.0	0	0	
AQP5	AT1	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-1.2697615089950078	-1.2697615089950078	-1.2697615089950078	0.0	0	0	
AQP5	AT1	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-0.4890270226377855	-0.4890270226377855	-0.4890270226377855	0.0	0	0	
AQP5	AT1	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-1.4927533716886219	-1.4927533716886219	-1.4927533716886219	0.0	0	0	
KRT8	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT1	3	2	3	0	2	True	1.083504819017321	-0.9327677305465647	1.083504819017321	2.016272549563886	2	2	2.016272549563886
KRT8	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT1	3	2	3	0	2	True	-0.8405088621475212	-1.7341487584893587	-0.6348247767144706	1.099323981774888	0	2	0.8936398963418375
KRT8	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT1	3	2	3	0	2	True	0.846599940550786	-0.6758584912990707	0.846599940550786	1.5224584318498566	1	2	1.5224584318498566
KRT8	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT1	3	2	3	0	2	True	-0.9889218959419024	-1.8093975787871024	-0.0066894039848026665	1.8027081748022997	0	2	0.9822324919570997
CLDN4	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-0.6859378711102115	-0.6859378711102115	-0.6859378711102115	0.0	0	0	
CLDN4	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-1.337386514991259	-1.337386514991259	-1.337386514991259	0.0	0	0	
CLDN4	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	0.15685410723255266	0.15685410723255266	0.15685410723255266	0.0	0	0	
CLDN4	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	0.19985955332931926	0.19985955332931926	0.19985955332931926	0.0	0	0	
KRT19	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-0.12685933286726048	-0.12685933286726048	-0.12685933286726048	0.0	0	0	
KRT19	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-1.4242799728651772	-1.4242799728651772	-1.4242799728651772	0.0	0	0	
KRT19	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	0.10302651182611999	0.10302651182611999	0.10302651182611999	0.0	0	0	
KRT19	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-0.7187864946702067	-0.7187864946702067	-0.7187864946702067	0.0	0	0	
CDKN1A	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT1	2	1	2	0	1	True	0.01891758224113671	-0.37633439228566967	0.01891758224113671	0.3952519745268064	1	1	0.3952519745268064
CDKN1A	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT1	2	1	2	0	1	True	-0.6924964294429801	-1.6131871434547156	-0.6924964294429801	0.9206907140117355	0	1	0.9206907140117355
CDKN1A	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT1	2	1	2	0	1	True	0.11228998373039811	0.11228998373039811	0.13125273103336887	0.01896274730297076	0	1	0.01896274730297076
CDKN1A	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT1	2	1	2	0	1	True	-0.9642576534996223	-1.2172791622993167	-0.9642576534996223	0.2530215087996943	0	1	0.2530215087996943
SFN	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-1.4459752321481707	-1.4459752321481707	-1.4459752321481707	0.0	0	0	
SFN	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-1.3761492899371515	-1.3761492899371515	-1.3761492899371515	0.0	0	0	
SFN	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-0.41824845720530235	-0.41824845720530235	-0.41824845720530235	0.0	0	0	
SFN	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-1.108192629840214	-1.108192629840214	-1.108192629840214	0.0	0	0	
ITGB6	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	1.8568663617006225	1.8568663617006225	1.8568663617006225	0.0	0	0	
ITGB6	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	0.8205016922770083	0.8205016922770083	0.8205016922770083	0.0	0	0	
ITGB6	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	2.4157435768498976	2.4157435768498976	2.4157435768498976	0.0	0	0	
ITGB6	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	0.6650372502685875	0.6650372502685875	0.6650372502685875	0.0	0	0	
KRT17	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	1.6374411139757368	1.6374411139757368	1.6374411139757368	0.0	0	0	
KRT17	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	0.675046680815735	0.675046680815735	0.675046680815735	0.0	0	0	
KRT17	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	2.425714382570992	2.425714382570992	2.425714382570992	0.0	0	0	
KRT17	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	1.199811320937925	1.199811320937925	1.199811320937925	0.0	0	0	
TP63	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT1	3	2	0	3	0	False					0	0	
TP63	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT1	3	2	0	3	0	False					0	0	
TP63	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT1	3	2	0	3	0	False					0	0	
TP63	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT1	3	2	1	2	1	False		3.1826736837965233	3.1826736837965233	0.0	0	0	
COL1A1	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	0.6947023695191382	0.6947023695191382	0.6947023695191382	0.0	0	0	
COL1A1	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	0.14291980295111673	0.14291980295111673	0.14291980295111673	0.0	0	0	
COL1A1	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	0.533002417980466	0.533002417980466	0.533002417980466	0.0	0	0	
COL1A1	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	0.08220335215165231	0.08220335215165231	0.08220335215165231	0.0	0	0	
ATF3	regulators	H3K4me3	iATCs_minus_iAT2	1000	CUT1	5	4	5	0	4	True	-0.2511432281380701	-1.1934129637598891	-0.031492244004899694	1.1619207197549895	0	4	0.942269735621819
ATF3	regulators	H3K4me3	iATCs_minus_iAT1	1000	CUT1	5	4	5	0	4	True	-2.5938850257985693	-2.5938850257985693	-0.6181674858168229	1.9757175399817464	0	4	1.9757175399817464
ATF3	regulators	H3K4me3	iATCs_minus_iAT2	5000	CUT1	5	4	5	0	4	True	-1.1427564694101535	-1.1427564694101535	-0.30798264525833496	0.8347738241518186	0	4	0.8347738241518186
ATF3	regulators	H3K4me3	iATCs_minus_iAT1	5000	CUT1	5	4	5	0	4	True	-1.4227612226216908	-1.620906040519805	-0.3959364585238816	1.2249695819959234	0	4	1.0268247640978092
HNF1B	regulators	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-0.2650114123081808	-0.2650114123081808	-0.2650114123081808	0.0	0	0	
HNF1B	regulators	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-1.707839043391214	-1.707839043391214	-1.707839043391214	0.0	0	0	
HNF1B	regulators	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-0.8047411999238578	-0.8047411999238578	-0.8047411999238578	0.0	0	0	
HNF1B	regulators	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-0.8622668904290096	-0.8622668904290096	-0.8622668904290096	0.0	0	0	
TP53	regulators	H3K4me3	iATCs_minus_iAT2	1000	CUT1	2	1	2	0	1	True	-0.5713025580802862	-0.5713025580802862	-0.33353817716304834	0.23776438091723784	0	1	0.23776438091723784
TP53	regulators	H3K4me3	iATCs_minus_iAT1	1000	CUT1	2	1	2	0	1	True	-0.8508667920014066	-0.8508667920014066	0.28358734405705	1.1344541360584566	1	1	1.1344541360584566
TP53	regulators	H3K4me3	iATCs_minus_iAT2	5000	CUT1	2	1	2	0	1	True	-0.46156692504354435	-0.46156692504354435	-0.407851053255333	0.053715871788211356	0	1	0.053715871788211356
TP53	regulators	H3K4me3	iATCs_minus_iAT1	5000	CUT1	2	1	2	0	1	True	-1.1513187678440175	-1.1513187678440175	-0.8305255110301532	0.3207932568138644	0	1	0.3207932568138644
CEBPA	regulators	H3K4me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-0.2509065870879885	-0.2509065870879885	-0.2509065870879885	0.0	0	0	
CEBPA	regulators	H3K4me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-1.446846413539613	-1.446846413539613	-1.446846413539613	0.0	0	0	
CEBPA	regulators	H3K4me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-0.6955547725023437	-0.6955547725023437	-0.6955547725023437	0.0	0	0	
CEBPA	regulators	H3K4me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-1.2507427885764029	-1.2507427885764029	-1.2507427885764029	0.0	0	0	
SFTPC	AT2	H3K4me3	iATCs_minus_iAT2	1000	CUT2	4	3	4	0	3	True	-2.5531287920839585	-2.5531287920839585	-0.7559065244750155	1.797222267608943	0	3	1.797222267608943
SFTPC	AT2	H3K4me3	iATCs_minus_iAT1	1000	CUT2	4	3	3	1	2	True	-1.6227768654604295	-1.6227768654604295	-0.4836700538011145	1.139106811659315	0	2	1.139106811659315
SFTPC	AT2	H3K4me3	iATCs_minus_iAT2	5000	CUT2	4	3	4	0	3	True	-1.6019673249276134	-1.6845316637593233	-0.15104060656573592	1.5334910571935874	0	3	1.4509267183618775
SFTPC	AT2	H3K4me3	iATCs_minus_iAT1	5000	CUT2	4	3	4	0	3	True	-0.5869193348826593	-1.2998128291395497	0.01124679075618884	1.3110596198957385	2	3	0.7128934942568903
ABCA3	AT2	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	-1.9926366507526112	-1.9926366507526112	-1.9926366507526112	0.0	0	0	
ABCA3	AT2	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-2.3167930815866473	-2.3167930815866473	-2.3167930815866473	0.0	0	0	
ABCA3	AT2	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	-2.0910270015559584	-2.0910270015559584	-2.0910270015559584	0.0	0	0	
ABCA3	AT2	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	-2.3559964093102463	-2.3559964093102463	-2.3559964093102463	0.0	0	0	
NKX2-1	AT2	H3K4me3	iATCs_minus_iAT2	1000	CUT2	2	1	2	0	1	True	-3.3460403711003988	-3.3460403711003988	-3.1095622660300464	0.23647810507035238	0	1	0.23647810507035238
NKX2-1	AT2	H3K4me3	iATCs_minus_iAT1	1000	CUT2	2	1	2	0	1	True	-2.80459995751127	-2.80459995751127	-2.637245318334248	0.16735463917702198	0	1	0.16735463917702198
NKX2-1	AT2	H3K4me3	iATCs_minus_iAT2	5000	CUT2	2	1	2	0	1	True	-2.9563328166798684	-3.128066560124066	-2.9563328166798684	0.17173374344419745	0	1	0.17173374344419745
NKX2-1	AT2	H3K4me3	iATCs_minus_iAT1	5000	CUT2	2	1	2	0	1	True	-2.664277054023949	-2.664277054023949	-2.662599416994448	0.0016776370295010778	0	1	0.0016776370295010778
ETV5	AT2	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	-0.5273093315473174	-0.5273093315473174	-0.5273093315473174	0.0	0	0	
ETV5	AT2	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	0.44900704423656945	0.44900704423656945	0.44900704423656945	0.0	0	0	
ETV5	AT2	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	-0.752183700747572	-0.752183700747572	-0.752183700747572	0.0	0	0	
ETV5	AT2	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	0.7197235495009804	0.7197235495009804	0.7197235495009804	0.0	0	0	
