logFC	logCPM	F	PValue	FDR	feature_id	contrast	FDR_all_three
1.78471364541305	0.506029933438902	13.2856107482299	0.00106186500445546	0.00372589267506351	22637	WT_positive_minus_negative	0.003692767443212
-0.0708733815349072	7.24208901269653	2.5034498436488	0.124714946964526	0.212692582666695	56030	WT_positive_minus_negative	0.210227831944114
1.55400077238525	1.84043234537181	22.4114519317561	5.62997227435124e-05	0.000271625154878215	70853	WT_positive_minus_negative	0.000274297623431549
-0.105931989969355	6.09621058889163	5.36190375313159	0.0280454744181305	0.0627565014525112	269180	WT_positive_minus_negative	0.0613929995868669
-0.0195404922580941	6.29968777418564	0.127232336173175	0.723966083911462	0.805294842495537	76178	WT_positive_minus_negative	0.804218630501652
-0.0975524201551036	4.59251454419686	1.60613198899142	0.215370403097763	0.326464163195086	67387	WT_positive_minus_negative	0.325161737322652
0.743454017355654	3.97323473884447	45.2785729384497	2.50187555476878e-07	2.08704844665551e-06	269181	WT_positive_minus_negative	2.18869093917677e-06
0.387177484013426	2.35058967421209	2.67239026582137	0.11318429749593	0.197167122481963	77633	WT_positive_minus_negative	0.194447653767451
-0.217544694412738	5.31246801429549	11.897099641558	0.00178163114595082	0.00584558867848866	72097	WT_positive_minus_negative	0.0057824129536828
1.01849431715212	2.29764262726164	38.691605531181	9.70365650146134e-07	7.09528436742102e-06	211484	WT_positive_minus_negative	7.38048697434677e-06
-0.31609126780474	1.75058037899839	1.85862304000572	0.1835386490128	0.28782956115652	623661	WT_positive_minus_negative	0.286085022745465
-0.044457692701179	3.04127364315871	0.099975748973416	0.754180121831681	0.827864079967482	69028	WT_positive_minus_negative	0.827200836754426
-0.0485957104042337	4.04471571917632	0.173316755641564	0.680322617858671	0.770165309987972	107734	WT_positive_minus_negative	0.769003599953804
-0.0625441268976485	4.79596297240869	0.678363971532028	0.417040806559747	0.536284199782946	98258	WT_positive_minus_negative	0.53827682630166
-0.0448328154682845	5.91439121897565	0.561502718993971	0.459841843105706	0.577711536762734	226982	WT_positive_minus_negative	0.578930238584708
-0.14245293200054	4.18548036187628	2.45318034829396	0.128406578031813	0.217720081383632	56210	WT_positive_minus_negative	0.215126309898677
2.38934067538322	0.896008999505396	68.303079138107	5.0679007071257e-09	6.22593407535727e-08	16764	WT_positive_minus_negative	6.73616910666153e-08
-0.0817598869757326	4.53379285318659	0.828490319899709	0.370400377478166	0.492133263996508	68833	WT_positive_minus_negative	0.49327373246513
-0.28595277651438	5.32001295791975	16.7883652547868	0.000318537774573927	0.00128075462821691	18143	WT_positive_minus_negative	0.00127458921437868
0.0928581404591324	2.78508420892016	0.372904020331117	0.546301231768471	0.655206764483234	114641	WT_positive_minus_negative	0.656882355247954
-0.0142986722123639	6.6663797415958	0.0890428094291801	0.767578519891342	0.838095392833529	54610	WT_positive_minus_negative	0.837417263017442
