component	variance_fraction
1	0.612111258950761
2	0.256907487918384
3	0.0413527347213765
4	0.0232692315023198
5	0.0168161699981114
6	0.00928439625375625
7	0.00738507805166332
8	0.00657229389038463
9	0.0047518255979539
10	0.00430942281305602
11	0.00420056932000011
12	0.00380878744142002
13	0.00354124084125914
14	0.0029306362699217
15	0.00275886642963281
16	1.49429426009317e-31
