cluster,gene,scores,log2FC,pval,pval_adj,frac_expressing_in_cluster,frac_expressing_other
26,GPRC5A,35.11512,4.847727,3.962880696109466e-270,1.6314519345766652e-266,0.8597285067873304,0.2420379812310648
26,KRT7,33.92323,4.887765,3.028256160378812e-252,1.0685850773931007e-248,0.8386123680241327,0.22714845193231362
26,CD55,33.359074,3.4216602,5.380637340039794e-244,1.6613390367040368e-240,0.8733031674208145,0.5445577477277765
26,MYL9,32.82874,4.458704,2.2910027840684028e-236,6.28778441880818e-233,0.8431372549019608,0.263504027192788
26,LMO7,32.758957,4.624033,2.263553499856832e-235,5.591203499996361e-232,0.8054298642533937,0.2632454001330082
26,RAB11FIP1,32.48775,3.9231484,1.588203243102222e-231,3.566382573442544e-228,0.8250377073906485,0.38232468780019213
26,ANXA2,32.261734,2.409105,2.408612756705173e-228,4.9579286419478735e-225,0.918552036199095,0.7305475504322767
26,CEACAM6,32.114433,5.5490093,2.7725169553138077e-226,5.267995485631259e-223,0.7722473604826546,0.11974432867804626
26,CLDN18,32.028652,6.7246428,4.353422909877453e-225,7.680992806920212e-222,0.7450980392156863,0.04422522722234538
26,SFTA2,31.653475,4.4498444,6.792807421757708e-220,1.1185942408322477e-216,0.8009049773755657,0.18809576590556418
26,SLC39A8,31.645844,5.742354,8.650634329167246e-220,1.3354957410297509e-216,0.751131221719457,0.11394369319441365
26,RNASE1,31.619394,3.716375,1.99878765315146e-219,2.9042384600290716e-216,0.8778280542986425,0.37645015887090816
26,AQP4,31.438215,5.197701,6.082838660878607e-217,8.34734432013125e-214,0.7586726998491704,0.147602157688613
26,TSPAN13,30.999119,4.819346,5.540007998762935e-211,7.202301977760171e-208,0.7601809954751131,0.19493090962831597
26,KRT19,30.770147,3.8792245,6.57524351487208e-208,8.120754503042762e-205,0.8310708898944194,0.29561072932830856
27,VWF,56.32231,6.635621,0.0,0.0,0.9894651539708266,0.10337799584827326
