cohort,view,resource,family,ligand,receptor,source,source_label,target,target_label,cell_floor,prior_count,n_control,n_IPF,difference_IPF_minus_control,ligand_component_difference,receptor_component_difference,loo_min,loo_max,inference
GSE136831,subtype,cellchatdb,exploratory,CXCL12,CXCR4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.9784675159303884,1.7054929886984658,0.251442043162311,0.646680026437469,1.23137897903682,descriptive_no_p_value
GSE136831,subtype,cellchatdb,exploratory,CCL2,ACKR1,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.47460406798307897,0.40168862962206475,0.5475195063440912,0.15758615191295977,0.7691084034093718,descriptive_no_p_value
GSE136831,subtype,cellchatdb,exploratory,CCL2,ACKR1,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.13659685505314112,0.5309763773355325,-0.25778266722924803,-0.18192709859164502,0.46887057590476866,descriptive_no_p_value
GSE136831,subtype,cellchatdb,exploratory,CCL2,ACKR2,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.5025914741440745,0.40168862962206475,0.6034943186660837,0.17023304956512542,0.8448902120692368,descriptive_no_p_value
GSE136831,subtype,cellchatdb,exploratory,CCL2,ACKR2,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.23435029723721312,0.5309763773355325,-0.06227578286110513,0.03411626662632239,0.5428119622981984,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.5440361730265022,0.24160262615172612,0.8464697199012772,0.32986678891528154,0.784998877666724,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.3881901955164828,-0.019721368094797853,0.7961017591277626,0.2581217950775052,0.5742517482703269,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophage,AT2,ATII,50,1.0,10,3,-1.2203891944306022,-0.4298995309012801,-2.010878857959924,-1.8733784304405061,-0.6959395670179824,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,AT2,ATII,50,1.0,10,3,-0.9347029258670307,0.14147300622586467,-2.010878857959924,-1.6837760128388854,-0.3291852115917244,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.13261689921936526,-0.5812359214625467,0.8464697199012772,-0.03009216504491441,0.3437977622093893,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.15223074144869475,-0.49164027623037576,0.7961017591277626,-0.04800286674283605,0.4048756711420518,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage,AT2,ATII,50,1.0,10,3,-1.5695212575335926,-1.1281636571072626,-2.010878857959924,-2.1466364024554414,-0.9435588509493398,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,AT2,ATII,50,1.0,10,3,-1.0805075124161414,-0.15013616687235665,-2.010878857959924,-1.684746949891771,-0.4357187897763204,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,TGFB1,TGFBR1_TGFBR2,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.21996268699724641,-0.21119474588202358,-0.2287306281124648,-0.4045788104579433,-0.13871845883717526,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,TGFB1,TGFBR1_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.21728349307231642,-0.21184595113766402,-0.22272103500696971,-0.34853013557974055,-0.1508730487801424,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1A,IL1R2,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.2761614779464452,0.24160262615172612,-0.7939255820446163,-0.6287719907852511,0.18631853555878441,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1A,IL1R2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.5046838474113149,-0.019721368094797853,-0.989646326727831,-0.6580693356964527,-0.2943013810155244,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1A,IL1R2,macrophages,Macrophage,AT2,ATII,50,1.0,10,3,-1.191483513219936,-0.4298995309012801,-1.9530674955385927,-1.6338449312896142,-0.5833613179708008,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,IL1A,IL1R2,macrophages,Macrophage_Alveolar,AT2,ATII,50,1.0,10,3,-0.9057972446563638,0.14147300622586467,-1.9530674955385927,-1.444242513687993,-0.2826592853079646,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,TGFB1,ACVR1B_TGFBR2,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.0012007823588451316,-0.21119474588202358,0.20879318116433332,-0.13217086495499064,0.10337875322110257,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,TGFB1,ACVR1B_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.027105938021851905,-0.21184595113766402,0.2660578271813687,-0.08003749368825996,0.10538718999806385,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,TGFB1,ACVR1C_TGFBR2,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.5802296852079687,-0.21119474588202358,1.3716541162979619,0.46876119453284915,0.679228304398058,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,TGFB1,ACVR1C_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.6040517305135902,-0.21184595113766402,1.4199494121648457,0.5088174360163737,0.7113079500735799,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.21315709637977598,-0.21119474588202358,0.6375089386415747,0.12409981352183497,0.33995664333130193,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.1739778190801946,-0.21184595113766402,0.5598015892980532,0.10874718710828635,0.2744790824279839,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,AREG,EGFR_ERBB2,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.35000970033098433,-0.7179839120909879,0.017964511429017893,-0.5454467963750336,-0.12102592620759811,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,AREG,EGFR_ERBB2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.10789745178131316,-0.19313677507984828,-0.022658128482778928,-0.32941205523340944,0.12209092271623412,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,HBEGF,EGFR_ERBB2,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.02296392304233663,0.027963334655654926,0.017964511429017893,-0.22163349696549162,0.22332916288551363,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,HBEGF,EGFR_ERBB2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.01575908765467382,0.054176303792127456,-0.022658128482778928,-0.13667904308309264,0.12926766311362226,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,HBEGF,ERBB2_ERBB4,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.040444320624442476,0.027963334655654926,0.05292530659323047,-0.1983263001893496,0.22817625624938298,descriptive_no_p_value
GSE136831,subtype,cellchatdb,core,HBEGF,ERBB2_ERBB4,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.033239485236779664,0.054176303792127456,0.01230266668143365,-0.11337184630695152,0.12926766311362226,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.478067435227727,-0.16111666184850648,-0.7950182086069466,-0.6082187376303576,-0.33228396310809316,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.07884867975930554,-0.16111666184850648,0.0034193023298989544,-0.22584599117226034,-0.002849450280741017,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.27330971643200463,-0.16111666184850648,-0.3855027710155019,-0.41664789305135663,-0.19094875422730606,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.3109869828588634,-0.16111666184850648,0.7830906275662324,0.20997383396323155,0.3868606124017191,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.35224481835200727,-0.16111666184850648,0.865606298552521,0.25123166945637543,0.428118447894863,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.7514424761275245,-0.16111666184850648,1.6640016141035545,0.5312225406095279,0.9646394458543628,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,EGFR,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.30912066056189413,-0.16111666184850648,-0.45712465927528,-0.34698577608124115,-0.26194489714963787,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,ITGB3,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.42883331615673104,-0.16111666184850648,-0.6965499704649569,-0.5289896046946474,-0.33916365467321974,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,ITGB1,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.020279343702883423,-0.16111666184850648,0.20167534925427155,-0.07084302788985841,0.06741942922319932,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,ITGB5,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.03729647087225363,-0.16111666184850648,0.23570960359301285,-0.12328900543584975,0.14565802855241206,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,ITGB8,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.2435795752011174,-0.16111666184850648,0.6482758122507422,0.09084363521661754,0.4013082311481,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,SDC2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.05219732338440597,-0.16111666184850648,0.05672201507969454,-0.12451711920716413,0.045836813797581755,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,ACVRL1,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.29071345825776085,-0.16111666184850648,-0.4203102546670152,-0.39025298805827635,-0.16115931581207388,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,CXCR4,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.23140463459674976,-0.16111666184850648,0.6239259310420064,-0.18943161394756913,0.5071528624253707,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,TGFBR3,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.7405854989768406,-0.16111666184850648,-1.3200543361051746,-0.8531408968304364,-0.6460507534483222,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,VASN,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.6209311384010929,-0.16111666184850648,-1.080745614953682,-0.7833913625413915,-0.5233455505197515,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.03497047408785825,-0.6287798979677799,0.6987208461434973,-0.05011993349481081,0.1745997178341705,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,50,0.5,10,3,-1.1744225555659544,-0.009954473936429231,-2.3388906371954805,-2.047542449141595,-0.4020937114598828,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.7640779407386726,-0.6287798979677799,-0.8993759835095658,-0.8523100261046128,-0.5960040950836833,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,__broad__,AT2,__broad__,50,0.5,10,3,-1.2038240895601486,-0.009954473936429231,-2.397693705183868,-1.9168407441516717,-0.47674248158878463,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.008617619214866146,-0.6814856077137668,0.6987208461434973,-0.2187786936278595,0.10830165060638741,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,50,0.5,10,3,-1.5901985370978773,-0.841506437000274,-2.3388906371954805,-2.291155380572536,-0.7803779218043578,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.790430795611667,-0.6814856077137668,-0.8993759835095658,-1.1215905269812456,-0.4563758639495541,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,__broad__,AT2,__broad__,50,0.5,10,3,-1.6196000710920715,-0.841506437000274,-2.397693705183868,-2.1604536755826125,-1.1021732844091376,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1B,ADRB2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.11111767874783851,-0.6814856077137668,0.45925025021808985,-0.3430393226476811,0.10490685475009975,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1B,ADRB2,macrophages,__broad__,AT2,__broad__,50,0.5,10,3,-0.8900538182723876,-0.841506437000274,-0.9386011995445029,-1.2341219790278357,-0.6613336566300125,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1B,SIGIRR,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.6139632671359694,-0.6814856077137668,-0.5464409265581729,-0.7384655734135492,-0.49380607171107815,descriptive_no_p_value
GSE136831,broad,consensus,core,IL1B,SIGIRR,macrophages,__broad__,AT2,__broad__,50,0.5,10,3,-0.6012589533722954,-0.841506437000274,-0.36101146974431764,-1.056101048884651,-0.16192400800770734,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CCL2,CCR1,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.26435945017300533,0.13186679626636,0.3968521040796489,0.09687136264097163,0.5005817882939505,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.5151906035103311,0.13186679626636,0.8985144107543017,0.27569451103444553,0.6811103456671019,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CCL2,CCR10,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.21522628394914367,0.13186679626636,0.2985857716319233,0.0640290800329133,0.30770318559912013,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CCL2,CCR3,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.4780396599032297,0.13186679626636,0.8242125235400981,0.25261420775997223,0.7187543214004517,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CCL2,CCR4,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.14224501065916817,0.13186679626636,0.152623225051975,-0.018667758467621365,0.28933838136423917,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CCL2,CCR5,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.7890691121634505,0.13186679626636,1.4462714280605398,0.5404336556182701,0.9723360204635103,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CCL2,ACKR1,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.36386155999377046,0.13186679626636,0.5958563237211785,0.021015841823110115,0.693346630810828,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CCL2,ACKR4,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,-0.09524102140968882,0.13186679626636,-0.3223488390857385,-0.3009537875761339,0.2049674684946443,descriptive_no_p_value
GSE136831,broad,consensus,core,AREG,EGFR_ERBB2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.06802781319344575,-0.33095490317389675,0.19489927678700436,-0.15120861035411526,0.022713377754428166,descriptive_no_p_value
GSE136831,broad,consensus,core,AREG,ERBB3,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.09732598382747337,-0.33095490317389675,0.13630293551894934,-0.23968333942861353,0.1702574370515988,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,CD4,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.9216111423654842,1.4814034860046759,0.3618187987262953,0.68273878854479,1.0637937739671735,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,ITGB3,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,1.2843132821005456,1.4814034860046759,1.0872230781964178,1.0445728625421822,1.6723833973839484,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,ITGB1,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.5643037198760448,1.4814034860046759,-0.3527960462525854,0.4028998170855864,0.7632719869726179,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,ITGAV,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.5602094413281611,1.4814034860046759,-0.3609846033483519,0.4148017590160302,0.7401503705716772,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,ITGA5,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.5808673333550942,1.4814034860046759,-0.31966881929448476,0.383858511434223,0.8856848474273402,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,ITGA4,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,1.1767070607370331,1.4814034860046759,0.8720106354693895,1.012881127527475,1.3224791139014882,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,ACKR3,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.4009521330044299,1.4814034860046759,-0.6794992199958161,0.042336224503011444,0.6009552432699401,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,AVPR1A,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.42380016488133787,1.4814034860046759,-0.6338031562419997,0.17676362206542073,0.994596016070069,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,CXCR3,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.7935719432370285,1.4814034860046759,0.1057404004693816,0.4857260949162836,1.0938158218237952,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,CCR4,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.8170133555283259,1.4814034860046759,0.152623225051975,0.6365856775326879,0.9361850873466346,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,CXCR4,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,1.0103589990574324,1.4814034860046759,0.539314512110189,0.7174606185803327,1.2087171737374014,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,GRM7,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.9627581036767219,1.4814034860046759,0.44411272134876745,0.8215961946546653,1.1251885292548915,descriptive_no_p_value
GSE136831,broad,consensus,core,HBEGF,EGFR_ERBB2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.06599425979475626,-0.06291075719749362,0.19489927678700436,-0.15812506791390835,0.21356414781314026,descriptive_no_p_value
GSE136831,broad,consensus,core,HBEGF,ERBB2_ERBB4,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.10130793049270626,-0.06291075719749362,0.26552661818290435,-0.11104017364997532,0.24627726717969,descriptive_no_p_value
GSE136831,broad,consensus,core,HBEGF,CD44,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.19600217045623847,-0.06291075719749362,-0.32909358371498243,-0.27619900797163766,-0.08660838891091682,descriptive_no_p_value
GSE136831,broad,consensus,core,HBEGF,PRLR,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.39339505642887174,-0.06291075719749362,0.8497008700552363,0.1754333488913784,0.6102862247209462,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CCL2,ACKR2,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.05563577816609877,0.13186679626636,-0.020595239934163345,-0.14919213078382398,0.26064538900243095,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,DPP4,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,1.1611701059925865,1.4814034860046759,0.840936725980497,0.858368945610485,1.6465851787568666,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,ENG,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.23746238736163772,-0.16111666184850648,-0.31380811287477073,-0.40613965383343675,-0.12727118414475314,descriptive_no_p_value
GSE136831,broad,consensus,core,HBEGF,CD9,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.370068713392234,-0.06291075719749362,0.8030481839819634,0.2058756073917447,0.5241865087015389,descriptive_no_p_value
GSE136831,broad,consensus,core,HBEGF,CD82,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.2152939534042586,-0.06291075719749362,0.49349866400600995,0.08307784760341441,0.4097046312789887,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,CAV1,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.3003444345212749,-0.16111666184850648,0.7618055308910545,-0.08975840264345525,0.6486510178309324,descriptive_no_p_value
GSE136831,broad,consensus,exploratory,CXCL12,SDC4,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.6183020922969238,1.4814034860046759,-0.2447993014108274,0.37422214614794225,0.820490995149119,descriptive_no_p_value
GSE136831,broad,consensus,core,TGFB1,LPP,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.10365984951409324,-0.16111666184850648,0.3684363608766912,0.035944100906286636,0.16856747182232112,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,IL1B,IL1R2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.790430795611667,-0.6814856077137668,-0.8993759835095658,-1.1215905269812456,-0.4563758639495541,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,IL1B,IL1R2,macrophages,__broad__,AT2,__broad__,50,0.5,10,3,-1.6196000710920715,-0.841506437000274,-2.397693705183868,-2.1604536755826125,-1.1021732844091376,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,AREG,EGFR,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.3940397812245875,-0.33095490317389675,-0.45712465927528,-0.4582285535064683,-0.3003643101429736,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,HBEGF,EGFR,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.26001770823638726,-0.06291075719749362,-0.45712465927528,-0.3892340536784289,-0.17111194896366566,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,HBEGF,ERBB4,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.6247028161680737,-0.06291075719749362,1.3123163895336383,0.5600065078665581,0.7125338893393351,descriptive_no_p_value
GSE136831,broad,cellchatdb,exploratory,CXCL12,ACKR3,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.4009521330044299,1.4814034860046759,-0.6794992199958161,0.042336224503011444,0.6009552432699401,descriptive_no_p_value
GSE136831,broad,cellchatdb,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.5151906035103311,0.13186679626636,0.8985144107543017,0.27569451103444553,0.6811103456671019,descriptive_no_p_value
GSE136831,broad,cellchatdb,exploratory,CXCL12,CXCR4,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,1.0103589990574324,1.4814034860046759,0.539314512110189,0.7174606185803327,1.2087171737374014,descriptive_no_p_value
GSE136831,broad,cellchatdb,exploratory,CCL2,ACKR1,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.36386155999377046,0.13186679626636,0.5958563237211785,0.021015841823110115,0.693346630810828,descriptive_no_p_value
GSE136831,broad,cellchatdb,exploratory,CCL2,ACKR2,fibroblasts,__broad__,macrophages,__broad__,50,0.5,4,18,0.05563577816609877,0.13186679626636,-0.020595239934163345,-0.14919213078382398,0.26064538900243095,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.03497047408785825,-0.6287798979677799,0.6987208461434973,-0.05011993349481081,0.1745997178341705,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,50,0.5,10,3,-1.1744225555659544,-0.009954473936429231,-2.3388906371954805,-2.047542449141595,-0.4020937114598828,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.008617619214866146,-0.6814856077137668,0.6987208461434973,-0.2187786936278595,0.10830165060638741,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,50,0.5,10,3,-1.5901985370978773,-0.841506437000274,-2.3388906371954805,-2.291155380572536,-0.7803779218043578,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,TGFB1,TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.27330971643200463,-0.16111666184850648,-0.3855027710155019,-0.41664789305135663,-0.19094875422730606,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,IL1A,IL1R2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.7640779407386726,-0.6287798979677799,-0.8993759835095658,-0.8523100261046128,-0.5960040950836833,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,IL1A,IL1R2,macrophages,__broad__,AT2,__broad__,50,0.5,10,3,-1.2038240895601486,-0.009954473936429231,-2.397693705183868,-1.9168407441516717,-0.47674248158878463,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,TGFB1,ACVR1B_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,-0.07884867975930554,-0.16111666184850648,0.0034193023298989544,-0.22584599117226034,-0.002849450280741017,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,TGFB1,ACVR1C_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.7514424761275245,-0.16111666184850648,1.6640016141035545,0.5312225406095279,0.9646394458543628,descriptive_no_p_value
GSE136831,broad,cellchatdb,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,0.5,4,18,0.3109869828588634,-0.16111666184850648,0.7830906275662324,0.20997383396323155,0.3868606124017191,descriptive_no_p_value
