cohort,view,resource,family,ligand,receptor,source,source_label,target,target_label,cell_floor,prior_count,n_control,n_IPF,difference_IPF_minus_control,ligand_component_difference,receptor_component_difference,loo_min,loo_max,inference
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.13261689921936526,-0.5812359214625467,0.8464697199012772,-0.03009216504491441,0.3437977622093893,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.15223074144869475,-0.49164027623037576,0.7961017591277626,-0.04800286674283605,0.4048756711420518,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage,AT2,ATII,50,1.0,10,3,-1.5695212575335926,-1.1281636571072626,-2.010878857959924,-2.1466364024554414,-0.9435588509493398,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,AT2,ATII,50,1.0,10,3,-1.0805075124161414,-0.15013616687235665,-2.010878857959924,-1.684746949891771,-0.4357187897763204,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.6875807517535817,-0.5812359214625467,-0.7939255820446163,-0.9887309447454458,-0.254882579898549,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.7406433014791025,-0.49164027623037576,-0.989646326727831,-1.0283359023110723,-0.5015541362649723,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,Macrophage,AT2,ATII,50,1.0,10,3,-1.5406155763229266,-1.1281636571072626,-1.9530674955385927,-1.9071029033045495,-1.1098802513334785,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,Macrophage_Alveolar,AT2,ATII,50,1.0,10,3,-1.051601831205475,-0.15013616687235665,-1.9530674955385927,-1.4452134507408791,-0.612568529717815,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,ADRB2,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.21703492556001303,-0.5812359214625467,0.14716607034252083,-0.5114207918493081,0.04893181484779996,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,ADRB2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.24416879596177044,-0.49164027623037576,0.003302684306834225,-0.40876783565617636,-0.060208984383701036,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,ADRB2,macrophages,Macrophage,AT2,ATII,50,1.0,10,3,-1.0248488242735228,-1.1281636571072626,-0.9215339914397846,-1.3229237780923233,-0.785182137221109,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,ADRB2,macrophages,Macrophage_Alveolar,AT2,ATII,50,1.0,10,3,-0.5358350791560706,-0.15013616687235665,-0.9215339914397846,-0.8610343255286512,-0.3668241455281773,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,SIGIRR,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.3761379422758271,-0.5812359214625467,-0.17103996308910752,-0.6242503360156952,-0.14039216367064,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,SIGIRR,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.32390109776546616,-0.49164027623037576,-0.15616191930055567,-0.4707744523575519,-0.15179522662786926,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,SIGIRR,macrophages,Macrophage,AT2,ATII,50,1.0,10,3,-0.7396137761051529,-1.1281636571072626,-0.3510638951030445,-1.2098211664072656,-0.32385890520350014,descriptive_no_p_value
GSE136831,subtype,consensus,core,IL1B,SIGIRR,macrophages,Macrophage_Alveolar,AT2,ATII,50,1.0,10,3,-0.2506000309877008,-0.15013616687235665,-0.3510638951030445,-0.7019811052342444,0.1734528164121638,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR1,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.489680034716482,0.40168862962206475,0.5776714398109002,0.3636823837078209,0.7039772111852907,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR1,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.10784336641966075,0.5309763773355325,-0.3152896444962092,-0.07859974191471597,0.36518709819419737,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR2,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.5004797502151419,0.40168862962206475,0.5992708708082184,0.3910431040861857,0.5959736723850959,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR2,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.6161607628482964,0.5309763773355325,0.7013451483610591,0.44419377071121113,0.8497573159602809,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR10,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.40575118911872554,0.40168862962206475,0.4098137486153886,0.3164995672458879,0.5295755748130935,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR10,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.3027068071479784,0.5309763773355325,0.07443723696042448,0.11387268897843406,0.43356416996208935,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR3,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.6027855339419999,0.40168862962206475,0.8038824382619363,0.4373219395002197,0.8312790774954211,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR3,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.10656415725965385,0.5309763773355325,-0.31784806281622335,-0.10025973922608067,0.35469934004636894,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR4,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.5403656591242081,0.40168862962206475,0.6790426886263519,0.34286449920615114,0.7177755879371266,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,-0.1405254584236708,0.5309763773355325,-0.8120272941828739,-0.38173527931422724,0.16069745766217602,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR5,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.6054274733352338,0.40168862962206475,0.8091663170484029,0.5055756324612952,0.7213538961968231,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,CCR5,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.9339196635697329,0.5309763773355325,1.3368629498039337,0.7083286331816563,1.1011602868969925,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,ACKR1,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.47460406798307897,0.40168862962206475,0.5475195063440912,0.15758615191295977,0.7691084034093718,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,ACKR1,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.13659685505314112,0.5309763773355325,-0.25778266722924803,-0.18192709859164502,0.46887057590476866,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,ACKR4,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.2072269888408962,0.40168862962206475,0.012765348059727843,0.06900362162175755,0.5105588334379907,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,ACKR4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.01781529114742675,0.5309763773355325,-0.4953457950406781,-0.26393488502478535,0.2784978519516179,descriptive_no_p_value
GSE136831,subtype,consensus,core,AREG,EGFR_ERBB2,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.35000970033098433,-0.7179839120909879,0.017964511429017893,-0.5454467963750336,-0.12102592620759811,descriptive_no_p_value
GSE136831,subtype,consensus,core,AREG,EGFR_ERBB2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.10789745178131316,-0.19313677507984828,-0.022658128482778928,-0.32941205523340944,0.12209092271623412,descriptive_no_p_value
GSE136831,subtype,consensus,core,AREG,ERBB3,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.3974790810320066,-0.7179839120909879,-0.07697424997302726,-0.5908071469207057,-0.18830869204954315,descriptive_no_p_value
GSE136831,subtype,consensus,core,AREG,ERBB3,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.17193116036848544,-0.19313677507984828,-0.15072554565712393,-0.39841878060358127,0.038347818904292286,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,CD4,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,1.312660208169027,1.756825926581718,0.8684944897563343,1.0712397755881478,1.4241869223387624,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,CD4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.9814407929553726,1.7054929886984658,0.25738859721228025,0.7139745434740306,1.1351213346415578,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB3,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,1.143601284715297,1.756825926581718,0.5303766428488792,0.8688357846223731,1.4175164731991208,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB3,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,1.120665123377555,1.7054929886984658,0.535837258056646,0.7995693214139297,1.2635398208209168,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB1,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.5384944217139696,1.756825926581718,-0.6798370831537763,0.360089885873351,0.6775427749604273,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB1,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.7120851153369543,1.7054929886984658,-0.2813227580245572,0.5007563806732991,0.8493521991740778,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ITGAV,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.6660936925205316,1.756825926581718,-0.42463854154065395,0.5065349481704882,0.8129270465135994,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ITGAV,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.633008053678144,1.7054929886984658,-0.439476881342177,0.45701198714409763,0.7680215090557319,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ITGA5,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.6998175407232123,1.756825926581718,-0.35719084513529253,0.5097228368640341,0.985526267426577,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ITGA5,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.662429327069848,1.7054929886984658,-0.38063433455876705,0.42522913139582474,0.8839469741194295,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ITGA4,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,1.1909905144794672,1.756825926581718,0.625155102377219,0.9533348173451106,1.3840338958659686,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ITGA4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,1.134197826411727,1.7054929886984658,0.5629026641249895,0.9917136320047977,1.3131738701849138,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ACKR3,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.7539036781691646,1.756825926581718,-0.24901857024338714,0.30829208234608174,1.0247372605737137,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,ACKR3,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.6181173161859252,1.7054929886984658,-0.4692583563266117,0.3207079670000974,0.8047038409846925,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,AVPR1A,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.9445942665231115,1.756825926581718,0.1323626064645067,0.5938849436626323,1.4154841250855237,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,AVPR1A,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.40970166184997114,1.7054929886984658,-0.8860896649985213,0.1810084222212116,0.7646492226815045,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,CXCR3,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,1.3535263566718594,1.756825926581718,0.9502267867620029,1.172336990625517,1.4743608127285988,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,CXCR3,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.7670094362563975,1.7054929886984658,-0.17147411618566943,0.43886485374038897,1.0595407608490777,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,CCR4,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,1.217934307604034,1.756825926581718,0.6790426886263519,1.0659300793801434,1.367953901483225,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,CCR4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.44673284725779583,1.7054929886984658,-0.8120272941828739,0.1869187870667086,0.6431044289910888,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,CXCR4,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.9728459279750918,1.756825926581718,0.18886592936846647,0.6460963581573305,1.2500782554492726,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,CXCR4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.9784675159303884,1.7054929886984658,0.251442043162311,0.646680026437469,1.23137897903682,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,GRM7,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,1.1947370573707934,1.756825926581718,0.6326481881598696,1.0370841797342623,1.3444801001119617,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,GRM7,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.6367542119966547,1.7054929886984658,-0.4319845647051552,0.47562693889505514,0.9303124858483827,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,EGFR_ERBB2,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.02296392304233663,0.027963334655654926,0.017964511429017893,-0.22163349696549162,0.22332916288551363,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,EGFR_ERBB2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.01575908765467382,0.054176303792127456,-0.022658128482778928,-0.13667904308309264,0.12926766311362226,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,ERBB2_ERBB4,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.040444320624442476,0.027963334655654926,0.05292530659323047,-0.1983263001893496,0.22817625624938298,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,ERBB2_ERBB4,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.033239485236779664,0.054176303792127456,0.01230266668143365,-0.11337184630695152,0.12926766311362226,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,CD44,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.012260529037346757,0.027963334655654926,-0.05248439273035288,-0.06697550721885115,0.058613939297041284,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,CD44,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.03089164250413301,0.054176303792127456,-0.1159595888003917,-0.14857008723597787,0.09884056494353999,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,PRLR,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.1985901481163923,0.027963334655654926,0.36921696157712924,-0.04389824173608581,0.44984205075634476,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,PRLR,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.15743611503054522,0.054176303792127456,0.2606959262689621,0.0029673485980450387,0.30453671154914597,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,ACKR2,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.5025914741440745,0.40168862962206475,0.6034943186660837,0.17023304956512542,0.8448902120692368,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CCL2,ACKR2,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.23435029723721312,0.5309763773355325,-0.06227578286110513,0.03411626662632239,0.5428119622981984,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,DPP4,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.9638660168539772,1.756825926581718,0.17090610712623877,0.634393878541073,1.3278286181939367,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,DPP4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.25582902256687845,1.7054929886984658,-1.1938349435647075,-0.2057189938316082,0.5712267700601483,descriptive_no_p_value
GSE136831,subtype,consensus,core,TGFB1,ENG,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.2578751415783156,-0.21119474588202358,-0.3045555372746067,-0.4088291783939457,-0.14490520742603152,descriptive_no_p_value
GSE136831,subtype,consensus,core,TGFB1,ENG,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.2609606383659173,-0.21184595113766402,-0.31007532559416795,-0.3880880242955138,-0.19888855244920212,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,CD9,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.2652242366716768,0.027963334655654926,0.5024851386876987,0.07011563090898232,0.47663267496514994,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,CD9,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.32701742974446635,0.054176303792127456,0.5998585556968061,0.22406811325183096,0.4342745619165873,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,CD82,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.3387109465600062,0.027963334655654926,-0.7053852277756683,-0.5005790397057375,-0.1371148936392732,descriptive_no_p_value
GSE136831,subtype,consensus,core,HBEGF,CD82,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.28610256269789325,0.054176303792127456,-0.6263814291879135,-0.41871438455735444,-0.18791607572760416,descriptive_no_p_value
GSE136831,subtype,consensus,core,TGFB1,CAV1,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,0.1430642074159758,-0.21119474588202358,0.4973231607139734,-0.2756866695785769,0.5115986066726261,descriptive_no_p_value
GSE136831,subtype,consensus,core,TGFB1,CAV1,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,0.07951463384814605,-0.21184595113766402,0.37087521883395436,-0.315409592260373,0.39715118486922574,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,SDC4,fibroblasts,Fibroblast,macrophages,Macrophage,50,1.0,4,10,0.6626437031161885,1.756825926581718,-0.43153852034934026,0.3729140046249224,0.8973685033924079,descriptive_no_p_value
GSE136831,subtype,consensus,exploratory,CXCL12,SDC4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,50,1.0,4,9,0.5194910317770747,1.7054929886984658,-0.6665109251443164,0.274191407356021,0.7194570208046871,descriptive_no_p_value
GSE136831,subtype,consensus,core,TGFB1,LPP,macrophages,Macrophage,fibroblasts,Fibroblast,50,1.0,4,10,-0.014492602607747429,-0.21119474588202358,0.1822095406665305,-0.10175773944639133,0.07028227266612319,descriptive_no_p_value
GSE136831,subtype,consensus,core,TGFB1,LPP,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,50,1.0,4,9,-0.013607236390992483,-0.21184595113766402,0.18463147835567995,-0.06085159894232817,0.04990465829111557,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,50,1.0,3,3,1.3163739440181108,2.0354579718614856,0.597289916174736,1.145963369569539,1.5293253085255167,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,FGF10,FGFR2,fibroblasts,__broad__,AT2,__broad__,50,1.0,3,3,1.0486305367850113,2.0354579718614856,0.06180310170853698,0.5930167244620352,1.279508793815598,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,FGF10,FGFRL1,fibroblasts,__broad__,AT2,__broad__,50,1.0,3,3,1.063145021160794,2.0354579718614856,0.09083207046010378,0.5033986059940609,1.5592861969821907,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,-0.04295008716575266,-0.2783100450385225,0.19240987070701726,-0.297368650622742,0.15909957927403173,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.6063795368929323,-0.2783100450385225,1.4910691188243876,0.4045195207814638,0.7692155211075375,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.0413356061030532,-0.2783100450385225,0.36098125724462804,-0.1715843566450337,0.19779437850916626,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,-0.07431927850294251,-0.2783100450385225,0.1296714880326384,-0.24443064721428254,0.12494808793991741,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,-0.19812821301261963,-0.2783100450385225,-0.11794638098671495,-0.3679955365384888,-0.037935307880187175,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,-0.4274516347255779,-0.2783100450385225,-0.5765932244126326,-0.6451565036191953,-0.05413686247063865,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,EGFR,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,-0.12810428531667384,-0.2783100450385225,0.022101474405176624,-0.32147670122521177,0.02488669787845499,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,ITGB3,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,-0.0920965425767255,-0.2783100450385225,0.09411695988506974,-0.2678784328626449,0.16868921157426708,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,ITGB1,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.25149117156405776,-0.2783100450385225,0.7812923881666407,0.19791172289146974,0.3547336916777697,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,ITGB5,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,-0.22773119064033231,-0.2783100450385225,-0.17715233624214122,-0.2985488599575321,-0.1861723148070622,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,ITGB8,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.14082180484533513,-0.2783100450385225,0.5599536547291941,-0.19579939834206783,0.3906044796169743,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,SDC2,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.10024559864151783,-0.2783100450385225,0.4788012423215573,0.02219602142909949,0.20984384559561775,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,ACVRL1,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,-0.41270915066097125,-0.2783100450385225,-0.5471082562834209,-0.546871002032054,-0.27201829152481327,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,CXCR4,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.463342444853041,-0.2783100450385225,1.2049949347446054,0.1363012278596587,1.011670519472435,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,TGFBR3,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,-0.47918542914762874,-0.2783100450385225,-0.6800608132567367,-0.8270207430915555,-0.24991185969165297,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,VASN,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,-0.2568704846015022,-0.2783100450385225,-0.2354309241644792,-0.4539393444488544,-0.049775603470036955,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.5066695822434211,0.517222258238037,0.49611690624880467,0.24992952172962601,0.9471642212821001,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,50,1.0,6,8,-0.30535351535699107,-0.19771748656628985,-0.4129895441476914,-0.5895091106772059,0.17032288002812734,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1A,IL1R1_IL1RAP,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,0.5883881682443032,-0.15115130079091976,1.3279276372795268,0.3542285354831599,0.7621776234377675,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.18047472761361605,0.517222258238037,-0.15627280301080537,-0.08868053489872563,0.4864436785514341,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,__broad__,AT2,__broad__,50,1.0,6,8,-0.5783023979883836,-0.19771748656628985,-0.9588873094104773,-0.784407137997589,-0.3386103351236909,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1A,IL1R2_IL1RAP,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,0.23796102298079752,-0.15115130079091976,0.6270733467525149,0.09319421797666338,0.42627664628436834,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,1.2847649841031794,2.0734130619575533,0.49611690624880467,0.9432543417037742,1.930467221025844,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,50,1.0,6,8,0.04353726120753443,0.5000640665627607,-0.4129895441476914,-0.1799705716568596,0.5703939801279585,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1B,IL1R1_IL1RAP,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,1.500925632779107,1.6739236282786867,1.3279276372795268,0.7269229464160928,2.3521208248506102,descriptive_no_p_value
