cohort,view,resource,family,ligand,receptor,source,source_label,target,target_label,cell_floor,prior_count,n_control,n_IPF,difference_IPF_minus_control,ligand_component_difference,receptor_component_difference,loo_min,loo_max,inference
GSE135893,broad,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.9585701294733737,2.0734130619575533,-0.15627280301080537,0.7280054236020916,1.3435825601699127,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,__broad__,AT2,__broad__,50,1.0,6,8,-0.22941162142385796,0.5000640665627607,-0.9588873094104773,-0.5052546108124272,0.05851576510640788,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1B,IL1R2_IL1RAP,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,1.150498487515601,1.6739236282786867,0.6270733467525149,0.4658886289095959,2.129639125322996,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1B,ADRB2,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,1.9651286410317268,2.0734130619575533,1.8568442201059008,1.7019364558361683,2.4536463617492545,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1B,ADRB2,macrophages,__broad__,AT2,__broad__,50,1.0,6,8,0.13578584955010609,0.5000640665627607,-0.2284923674625503,-0.11478902819070669,0.4621048142415134,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1B,ADRB2,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,2.0337106859827436,1.6739236282786867,2.3934977436867997,1.3908292115620435,3.020021292501761,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1B,SIGIRR,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.9094661485771436,2.0734130619575533,-0.2544807648032652,0.42336654195273926,1.4397681166592262,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1B,SIGIRR,macrophages,__broad__,AT2,__broad__,50,1.0,6,8,0.08110407195819036,0.5000640665627607,-0.33785592264638176,-0.08656815479494906,0.32907971695597293,descriptive_no_p_value
GSE135893,broad,consensus,core,IL1B,SIGIRR,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,0.4781111143716288,1.6739236282786867,-0.7177013995354287,-0.0855544322380224,1.0650960229904762,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CCL2,CCR1,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.8864429801819664,2.7664939606891608,1.0063919996747668,1.422952132627298,2.412429149029311,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,2.0830860956113124,2.7664939606891608,1.3996782305334583,1.0745125567262477,2.787813367881157,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CCL2,CCR10,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.7134698595201208,2.7664939606891608,0.6604457583510766,1.295063200972824,2.023532482852526,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CCL2,CCR3,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.392320911227166,2.7664939606891608,0.018147861765168027,0.9040277683187221,1.7205302454910496,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CCL2,CCR4,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.4541163316507468,2.7664939606891608,0.14173870261233112,0.965823188742303,1.7823256659146305,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CCL2,CCR5,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,2.0478759264456734,2.7664939606891608,1.329257892202182,1.4915996804707659,2.7046432717215945,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CCL2,ACKR1,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,3.033347924483779,2.7664939606891608,3.3002018882783934,2.8674123415166997,3.3214375419973456,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CCL2,ACKR4,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.2230659653790994,2.7664939606891608,-0.32036202993096685,0.8519713439091898,1.5303965455192126,descriptive_no_p_value
GSE135893,broad,consensus,core,AREG,EGFR_ERBB2,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.7262711645169855,1.843692542183767,-0.3911502131497939,0.03629643358333734,1.1358911134807679,descriptive_no_p_value
GSE135893,broad,consensus,core,AREG,EGFR_ERBB2,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,1.0843109158742745,2.52281610392608,-0.35419427217752997,0.7762017703238344,1.5003009428493828,descriptive_no_p_value
GSE135893,broad,consensus,core,AREG,ERBB3,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.14379855177878653,1.843692542183767,-1.5560954386261927,-0.6255063564200487,0.6212798153881973,descriptive_no_p_value
GSE135893,broad,consensus,core,AREG,ERBB3,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,0.7539752459138125,2.52281610392608,-1.0148656120984563,0.5972958987712165,0.9493171386099819,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,FGF7,NRP1,fibroblasts,__broad__,AT2,__broad__,50,1.0,3,3,1.1070319674713591,1.4997417072115606,0.7143222277311585,0.8027104311961688,1.665374157014008,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,FGF7,FGFR1,fibroblasts,__broad__,AT2,__broad__,50,1.0,3,3,1.0485158116931474,1.4997417072115606,0.597289916174736,0.793981808629618,1.1919726851580696,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,FGF7,FGFR2,fibroblasts,__broad__,AT2,__broad__,50,1.0,3,3,0.7807724044600493,1.4997417072115606,0.06180310170853698,0.5380225921815027,1.1652685811480756,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,FGF7,FGFR4,fibroblasts,__broad__,AT2,__broad__,50,1.0,3,3,0.31949018444463206,1.4997417072115606,-0.8607613383222972,0.059966092382001346,0.6222734048791909,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,FGF7,FGFR3,fibroblasts,__broad__,AT2,__broad__,50,1.0,3,3,0.6736382367193468,1.4997417072115606,-0.1524652337728667,0.2765129854685773,1.1970726207229552,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,CD4,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.403111086904051,2.314109682255391,0.492112491552712,1.186101479216351,1.6781857851248612,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,ITGB3,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,2.272939564799229,2.314109682255391,2.2317694473430656,1.9142374867050136,2.8534221821655286,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,ITGB1,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.4121044160261942,2.314109682255391,0.5100991497969947,1.2835663560153296,1.5948085294996925,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,ITGAV,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.5778490738291264,2.314109682255391,0.8415884654028618,1.3927267531428305,1.8390485756024875,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,ITGA5,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.5200539526760295,2.314109682255391,0.7259982230966715,1.308678971659357,1.80766650631909,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,ITGA4,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.208269943479734,2.314109682255391,0.10243020470407949,0.8712469416181481,1.418716084811983,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,ACKR3,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.1574066057827226,2.314109682255391,0.0007035293100545736,0.9183550388522521,1.3994427125127196,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,AVPR1A,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.3163737838943605,2.314109682255391,0.3186378855333287,1.0930049845497432,1.442524563142713,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,MTNR1A,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.1570548411276944,2.314109682255391,-2.220446049250313e-15,1.0030347895869278,1.3629083360398753,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,CXCR3,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.3871894083820249,2.314109682255391,0.4602691345086598,1.051732777612986,1.9446641770532858,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,CCR4,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.2279241924338604,2.314109682255391,0.14173870261233112,1.0211442307817153,1.3810177772346628,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,CXCR4,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.4171909424635478,2.314109682255391,0.5202722026717046,1.2723962432252227,1.6261135487225964,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,GRM7,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.3869485456993818,2.314109682255391,0.4597874091433729,1.1487746347676586,1.5928020406115626,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,EGFR_ERBB2,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.4179216227265439,1.2269934586028803,-0.3911502131497939,0.2826818713865755,0.4956971522441904,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,EGFR_ERBB2,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,1.4961067472788865,3.3464077667353025,-0.35419427217752997,1.16562252163471,1.9143246198791446,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,ERBB2_ERBB4,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,1.2756847226323358,1.2269934586028803,1.324375986661792,1.099827271858441,1.6153234986167977,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,ERBB2_ERBB4,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,2.5065089279066486,3.3464077667353025,1.6666100890779945,1.9589989492837798,3.167221556119744,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,CD44,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.8501706458213896,1.2269934586028803,0.4733478330399006,0.6870998841404612,1.040339480793901,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,CD44,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,1.9943366373751532,3.3464077667353025,0.6422655080150044,1.4831172955405396,2.528444000483635,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,PRLR,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.7979803566808941,1.2269934586028803,0.36896725475890857,0.6221229059069993,1.137619132665356,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,PRLR,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,1.5852028535053446,3.3464077667353025,-0.1760020597246136,1.0376928748824756,2.24591548171844,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CCL2,ACKR2,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.105133538596219,2.7664939606891608,-0.5562268834967257,0.85198122471165,1.2784720291050773,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,DPP4,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,2.4874057474116,2.314109682255391,2.6607018125678086,2.124288781258624,2.728710024019852,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,ENG,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,-0.08162520958131392,-0.2783100450385225,0.11505962587589824,-0.13991815590425905,-0.0049692698716263806,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,CD9,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,1.0555775247912491,1.2269934586028803,0.8841615909796197,0.7778644007446429,1.5712906734655503,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,CD9,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,2.1694017332941806,3.3464077667353025,0.9923956998530601,1.5079599558352719,3.0061887341971154,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,CD82,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.7659247868854804,1.2269934586028803,0.3048561151680822,0.5952528513586639,0.9734320376681787,descriptive_no_p_value
GSE135893,broad,consensus,core,HBEGF,CD82,AT2,__broad__,fibroblasts,__broad__,50,1.0,3,3,2.0106425903472216,3.3464077667353025,0.6748774139591385,1.4562420014081034,2.389463927140736,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,CAV1,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.15628836335897134,-0.2783100450385225,0.5908867717564661,0.04426843936925806,0.32988632340586577,descriptive_no_p_value
GSE135893,broad,consensus,exploratory,CXCL12,SDC4,fibroblasts,__broad__,macrophages,__broad__,50,1.0,3,7,1.6550248759188415,2.314109682255391,0.9959400695822911,1.497798184995074,1.7628424383088204,descriptive_no_p_value
GSE135893,broad,consensus,core,TGFB1,LPP,macrophages,__broad__,fibroblasts,__broad__,50,1.0,3,7,0.29469245545206935,-0.2783100450385225,0.8676949559426612,0.09652970458561416,0.4444222849957393,descriptive_no_p_value
GSE135893,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophages,AT2,AT2,50,1.0,6,8,-0.3060310212418935,-0.1990724983360943,-0.4129895441476914,-0.577323967828486,0.15887542096739704,descriptive_no_p_value
GSE135893,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Macrophages,AT2,AT2,50,1.0,6,8,-0.5789799038732859,-0.1990724983360943,-0.9588873094104773,-0.7893709562145512,-0.3456964444640589,descriptive_no_p_value
GSE135893,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophages,AT2,AT2,50,1.0,6,8,0.04952738263731149,0.5120443094223139,-0.4129895441476914,-0.1677035874167272,0.5714960615854885,descriptive_no_p_value
GSE135893,subtype,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,Macrophages,AT2,AT2,50,1.0,6,8,-0.22342149999408178,0.5120443094223139,-0.9588873094104773,-0.5028657727259289,0.060269002850261266,descriptive_no_p_value
GSE135893,subtype,consensus,core,IL1B,ADRB2,macrophages,Macrophages,AT2,AT2,50,1.0,6,8,0.14177597097988315,0.5120443094223139,-0.2284923674625503,-0.11288990994704573,0.4632068956990425,descriptive_no_p_value
GSE135893,subtype,consensus,core,IL1B,SIGIRR,macrophages,Macrophages,AT2,AT2,50,1.0,6,8,0.08709419338796653,0.5120443094223139,-0.33785592264638176,-0.0846690365512881,0.33018179841350115,descriptive_no_p_value
