gene,t,pval,pval_adj,mean_logCPM_homeostasis,mean_logCPM_H1N1,log2FC_H1N1_vs_homeostasis
Ccl2,-1.7079567026948637,0.27885622294846435,0.9975639397411113,2.8004528468968064,3.6732848222107335,0.8728319753139271
Sbk1,1.9727477039005301,0.27889433159217486,0.9975755236545311,1.9047127249939044,1.5612112813889496,-0.3435014436049548
Gm38095,2.001137617507323,0.2790187786728684,0.9978958895203675,0.8820034191671694,0.6009379169548891,-0.2810655022122803
Rpl30,-1.7683766243215857,0.2790649568124095,0.9979362855611764,6.89636769422755,7.094664412603802,0.19829671837625185
Olfr1247,2.0287028987761118,0.27912757620728074,0.9980354580849752,0.03619548275021445,0.007559519515293239,-0.028635963234921208
Tmem151a,1.1681070059967442,0.27920185082992705,0.9981762744991944,1.7644442562630587,1.6333905445434471,-0.13105371171961155
Gm33056,-1.3043282453328258,0.27927384210817796,0.9982291893858881,0.09371438535150184,0.18049034299357627,0.08677595764207444
Gm8991,-1.5506807332115928,0.27928643847331686,0.9982291893858881,0.011153705609691157,0.031020357093607377,0.01986665148391622
Msh3,1.9229719278408934,0.2793506720385481,0.9982805710929782,2.578406498701233,2.397330446658902,-0.1810760520423309
Gm7467,-1.5973884507259561,0.2793708342574841,0.9982805710929782,0.8796323369025656,1.0109011856199352,0.13126884871736966
Rc3h1,1.1300631022110441,0.2794205553262716,0.9982805710929782,4.491864099295429,4.431418850525972,-0.060445248769457116
9330198N18Rik,1.8480095101745242,0.2794403947606463,0.9982805710929782,0.06823718635551593,0.03295816385208052,-0.035279022503435405
Gm15420,1.732420210098742,0.2795663652999923,0.9985248975368385,0.29188657944344754,0.19387584630927024,-0.0980107331341773
Brsk2,-1.9588813018133096,0.27957859442359045,0.9985248975368385,0.037107529488603005,0.11185112943444109,0.07474359994583808
Gm12020,2.0468494193889173,0.2797012991841341,0.9988384430233066,0.18786539756385723,0.061592657008112624,-0.1262727405557446
Gm12895,-1.4493113316448019,0.2797635281030211,0.9989070828615411,0.23914724839502743,0.3303919040495962,0.09124465565456874
Gm33321,1.8600972753664642,0.27979035427046733,0.9989070828615411,0.05917154995539933,0.02983725094803975,-0.029334299007359583
Gm3807,1.1070247735123613,0.2798901595839678,0.9990923593082462,0.20566765676068238,0.18757640440292414,-0.018091252357758242
Gm15867,-1.760462822948368,0.28000017754736084,0.9990923593082462,0.490659446431703,0.7331526876504618,0.24249324121875881
Gm37873,1.9031283779326016,0.28003569241483295,0.9990923593082462,0.4417018451264647,0.27367406287784485,-0.16802778224861986
Cd55os,1.7961713565648578,0.2800882967172282,0.9990923593082462,0.06823718635551593,0.03357242541380644,-0.034664760941709484
Asmt,1.9559814664232593,0.28010348792591255,0.9990923593082462,0.03619548275021445,0.008268102661600132,-0.027927380088614315
Gm20682,1.8729761731226782,0.2801362991486837,0.9990923593082462,1.389573888674421,1.0599863007409986,-0.32958758793342247
Cdhr3,-1.2024634743945246,0.28015190226988035,0.9990923593082462,1.7776655337546845,1.9954978740681728,0.2178323403134883
Gm9157,2.014674369684453,0.28023018509768194,0.9990923593082462,0.03619548275021445,0.007732061129315695,-0.02846342162089875
Clca3a1,-1.7350810278426338,0.28025535449134953,0.9990923593082462,1.4144520002949081,2.2246739624831915,0.8102219621882834
Gm17235,1.5278725058073759,0.28026392614647944,0.9990923593082462,0.03474166530527703,0.018142618222775898,-0.016599047082501133
Gm44545,1.6362475045884408,0.2802826029306402,0.9990923593082462,0.38844739179813476,0.3080028262511927,-0.08044456554694207
AU020206,1.5095136767485462,0.28029241466456056,0.9990923593082462,4.845527162435204,4.651821487552684,-0.19370567488251922
Shisa2,1.6138917748383073,0.28035499303348904,0.9990923593082462,1.9568406052406835,1.577637988380377,-0.37920261686030643
Dennd10,-1.7704126979085824,0.28035818226726883,0.9990923593082462,3.021468660846346,3.147048134268415,0.12557947342206877
Spred2,-1.1448764819342379,0.2803772579927267,0.9990923593082462,3.2050231589556692,3.263814832119332,0.05879167316366285
Hmmr,-1.1137171483433514,0.2804258132159832,0.9990923593082462,1.4472196597299924,1.6182081940418058,0.17098853431181338
Afmid,-1.7556865454598207,0.2804359495681354,0.9990923593082462,0.3444128834749933,0.44420292637777203,0.09979004290277871
P4ha1,-1.6083494128827334,0.28049414274025125,0.9991752503440552,3.7633285706848523,3.9967877696045155,0.23345919891966327
Tsc2,1.898812191814098,0.2805822427956597,0.9992132031473282,3.392900878240546,3.140230889264212,-0.2526699889763342
Gm49233,-1.2386006596485801,0.2805865365062731,0.9992132031473282,0.09314051433130172,0.14276417800786162,0.049623663676559904
Ffar1,1.7128518706402638,0.28065600048003586,0.9992132031473282,0.4717804401844411,0.2869843275304942,-0.1847961126539469
Gm19265,-1.7270038531170844,0.28066301345603983,0.9992132031473282,0.1597157462610636,0.2753465368655232,0.11563079060445958
Gm15612,2.04289987179968,0.2806926000985791,0.9992132031473282,0.14130763350127934,0.051322865427085015,-0.08998476807419432
Cpxm1,-1.9242911313651925,0.28077866891005226,0.9992132031473282,3.2229173200254797,3.8784796521084153,0.6555623320829356
Gm7664,2.088420718010708,0.2808180502956573,0.9992132031473282,0.04541898526988646,0.0033301345694322286,-0.04208885070045423
Gm26621,1.879113371680994,0.28093966306988494,0.9992132031473282,1.909529074275269,1.5678684175221649,-0.3416606567531042
9930004E17Rik,1.4199843586706018,0.2810029802190359,0.9992132031473282,0.4604423883838621,0.40994781537695507,-0.05049457300690702
Gm12517,-1.662726095275954,0.2810613653611519,0.9992132031473282,0.011153705609691157,0.03156369500923334,0.02040998939954218
Mbl1,-1.3920272872359787,0.2810666881523334,0.9992132031473282,0.14130763350127934,0.21657222373385657,0.07526459023257723
Hmcn2,-1.4835007984867727,0.28109232301888526,0.9992132031473282,0.8228763833376056,0.9788584569364657,0.15598207359886007
Gm9320,-1.6840891833017657,0.28114015217080335,0.9992132031473282,0.6184308878519479,0.7808565830990927,0.16242569524714479
Tnfaip3,-1.7675439778180355,0.281241805483825,0.9992132031473282,4.315116179635023,4.531847728063247,0.21673154842822395
Gm26911,-1.7134821317474165,0.28124561596094794,0.9992132031473282,0.04319540921499264,0.12342734104549634,0.0802319318305037
Bglap3,1.8503712909210093,0.2813301405125452,0.9992132031473282,0.05917154995539933,0.02999456843539288,-0.029176981520006452
Ssh3,-1.8954436884712715,0.2815475160834183,0.9992132031473282,1.213771175886473,1.4650662351295591,0.25129505924308604
Gm13067,-1.3560099835141388,0.2816708309373522,0.9992132031473282,0.09054290130071233,0.11871649988600202,0.0281735985852897
Isg20,-1.3104498296719167,0.281689731949565,0.9992132031473282,3.2560051318075516,3.477330959986331,0.22132582817877955
Mpp2,-1.415461504407528,0.28179164055525996,0.9992132031473282,1.2299194194682306,1.3395998228887034,0.1096804034204728
Snx6,-1.9510729679075363,0.281792399489308,0.9992132031473282,4.176892537524061,4.3875322124767475,0.2106396749526862
Dpp6,-1.4141690737079788,0.281871276732748,0.9992132031473282,0.1597157462610636,0.2667768346369172,0.1070610883758536
Gm16685,-1.7556853192913122,0.2819216672677132,0.9992132031473282,0.6969539785085841,1.1346523546222411,0.43769837611365703
Xiap,1.5881986904106384,0.2819871042393413,0.9992132031473282,5.209080499824381,5.0763624275332955,-0.13271807229108568
Phf11a,-1.1399203428789129,0.2820085575003735,0.9992132031473282,0.8848790773258435,1.231059811498577,0.34618073417273343
Wdr46-ps,1.7965600776832626,0.28204652004456254,0.9992132031473282,0.8170579651041117,0.6166460494688912,-0.20041191563522043
Mcm3ap,1.7541874468687908,0.28207148774921686,0.9992132031473282,2.9825357959525602,2.8383400049685292,-0.144195790984031
Col6a4,1.7044546100581772,0.2820746242619929,0.9992132031473282,0.156890383723813,0.10148650098326124,-0.05540388274055176
Gm14902,-1.1015670885414737,0.28211109146384045,0.9992132031473282,0.023831350448171862,0.03389811512452062,0.01006676467634876
Zkscan2,-1.6361170505403093,0.2822165405410575,0.9992132031473282,0.45711264570151405,0.565377998906581,0.10826535320506697
Vmn1r227,1.9954160210183989,0.28232407704309814,0.9992132031473282,0.03619548275021445,0.007989901870290096,-0.02820558087992435
Sc5d,1.5632495701538212,0.28233703076457,0.9992132031473282,3.5386600942225632,3.420065358331927,-0.1185947358906363
Rpl38-ps1,1.9164735051156259,0.28239107981646905,0.9992132031473282,0.03619548275021445,0.00871380590644877,-0.02748167684376568
Gm10086,1.5644458094630829,0.28240553177349126,0.9992132031473282,0.06823718635551593,0.03598330857117884,-0.03225387778433709
Esm1,1.8617762624754768,0.28244793157869125,0.9992132031473282,2.93500552703175,2.5468942774891126,-0.38811124954263754
4933406C10Rik,-1.100524760939068,0.28255278857352034,0.9992132031473282,0.39258101002616774,0.42404093905593226,0.03145992902976452
Spc25,-1.2922888945687323,0.28256902196774986,0.9992132031473282,1.3345282601237218,1.5197217995478296,0.18519353942410777
C230085N15Rik,1.9482314277921147,0.28265242782429784,0.9992132031473282,2.3583445690477305,1.4214871718551294,-0.9368573971926011
Wipf2,1.79112610846218,0.28267965798474787,0.9992132031473282,3.4959111051603626,3.2616252226314613,-0.23428588252890137
Rapgef3os2,-1.2624700331256449,0.2826916073242624,0.9992132031473282,0.2821442882158235,0.32595666608554646,0.043812377869722974
Gm49001,-1.7228829272594324,0.2829204862988291,0.9992132031473282,0.048261235098294164,0.0964798352418569,0.04821860014356273
Polr1c,-1.6625165762187584,0.28294065127356194,0.9992132031473282,3.3027077002553535,3.444004774874862,0.14129707461950858
Retreg1,1.3394820773992115,0.28295430064354105,0.9992132031473282,3.575880478487303,3.4089752420130077,-0.16690523647429512
Gm37914,1.7688297503191464,0.28299348751468745,0.9992132031473282,1.2114525960973783,1.0176793520659126,-0.19377324403146567
3930402G23Rik,-1.7776546476635187,0.2830478004372217,0.9992132031473282,0.6715153775607235,0.8887135979144642,0.2171982203537407
Gm50255,-1.3710308240252114,0.2830657290169094,0.9992132031473282,0.011153705609691157,0.030325253342266816,0.019171547732575657
Gm44836,1.9338923082312744,0.2831761944028703,0.9992132031473282,0.4639469739644453,0.25073644162118713,-0.21321053234325815
Tra2b,1.6623726145297695,0.2831770870885409,0.9992132031473282,5.506831361087357,5.338677189397565,-0.16815417168979252
Ccdc88a,1.5010293845920313,0.28319967241687627,0.9992132031473282,4.611804622956733,4.44285124343889,-0.16895337951784306
Rpl27a,-1.9017945023892429,0.28327235642937654,0.9992132031473282,6.258531568477677,6.601998663316072,0.3434670948383953
Gm20696,1.9477772585078497,0.2833081117725109,0.9992132031473282,2.5375930240907114,2.027530009483653,-0.5100630146070584
Gm18223,-1.7384779639280912,0.2833745505507688,0.9992132031473282,0.012677644838480703,0.03632906164711023,0.023651416808629526
Rpl41,1.1016287788197552,0.28350105128393577,0.9992132031473282,7.631510095064858,7.569657400886818,-0.06185269417803951
H1f1,-1.4445247292123928,0.28352162493850475,0.9992132031473282,0.8182121188969758,1.0110641944928733,0.19285207559589757
Zfp354b,-1.2331626404994211,0.28353156792343814,0.9992132031473282,0.7227457465102103,0.7819765369134429,0.05923079040323265
Adam32,-1.6696172133985123,0.2835454482566258,0.9992132031473282,0.06823718635551593,0.10138690487130464,0.03314971851578871
Snx19,1.7110197705677133,0.28365699928864013,0.9992132031473282,2.8635451853051412,2.767085916647075,-0.09645926865806631
Ap1b1,1.899043493106165,0.283671102460417,0.9992132031473282,3.439304497628263,3.0589766931777738,-0.3803278044504892
Cbfa2t3,1.5967534125753218,0.2837118422866658,0.9992132031473282,5.269851185586333,5.042786148599766,-0.22706503698656721
Wdfy2,1.8345565535305401,0.2837327878931192,0.9992132031473282,3.172276628986064,2.9191720622425272,-0.253104566743537
Cpne5,1.6396173328608588,0.2837959932011238,0.9992132031473282,1.9754592006497675,1.315414604508056,-0.6600445961417116
Gm35167,-1.2702887748579157,0.2838969251333162,0.9992132031473282,0.23601578507674525,0.29274392046062303,0.056728135383877776
Chst5,-1.3142625704402149,0.28390812949292576,0.9992132031473282,0.3444128834749933,0.4355308368225918,0.09111795334759848
Gm10369,-1.4925682740106145,0.28390865237641283,0.9992132031473282,0.4020373560451582,0.5655775963339851,0.16354024028882685
Oas1a,-1.2872675246843308,0.28391466407753047,0.9992132031473282,1.7286650363959017,2.0422086818233645,0.3135436454274627
Cldn4,-1.5877474583895306,0.28392180781727383,0.9992132031473282,0.6188639723614977,1.108486025369624,0.48962205300812633
A4galt,-1.923826229247062,0.2839610250088218,0.9992132031473282,2.1823433337497358,2.7018757501653896,0.5195324164156538
2900052N01Rik,-1.2978067957423056,0.28408860168112776,0.9992132031473282,0.012677644838480703,0.03454397776685915,0.021866332928378446
Gm7265,1.9397938212231307,0.28409110001371296,0.9992132031473282,1.8189741915328015,1.443698633650466,-0.37527555788233546
Gm35755,-1.2084540627846165,0.284228250390125,0.9992132031473282,0.20670096085055187,0.24624967761279415,0.03954871676224228
Gm44559,-1.5566883792062562,0.28429125958286905,0.9992132031473282,0.1801819519469443,0.2851133149742334,0.10493136302728912
Olig3,-1.2757078135285909,0.2843197209773403,0.9992132031473282,0.025041777140523292,0.06846497544047661,0.04342319829995332
7SK.28,-1.6225662065393547,0.28432392774619364,0.9992132031473282,0.012677644838480703,0.03548137567565229,0.022803730837171583
A730085K08Rik,1.15635492338844,0.2843690459262937,0.9992132031473282,0.2428634654629565,0.21471371509411677,-0.028149750368839738
Alx1,-1.4931718237671023,0.2843848368974065,0.9992132031473282,0.012677644838480703,0.03474605609192544,0.022068411253444734
Gprc5c,-1.3430378862411891,0.28438496642836897,0.9992132031473282,1.3799048761802153,1.4889120379531544,0.10900716177293912
Cd99l2,1.8038009708110982,0.28442114631723486,0.9992132031473282,3.5658988936360503,3.392446479997501,-0.17345241363854935
4933428P19Rik,-1.6735551144284617,0.28443823774318183,0.9992132031473282,0.025041777140523292,0.07075670309511242,0.04571492595458913
Acot10,-1.5466183192643739,0.2845023376424253,0.9992132031473282,0.07095298507487303,0.11821427670470476,0.047261291629831725
Gm37423,1.6577271681785126,0.2845247199404495,0.9992132031473282,1.7166598441909247,1.4005438830028576,-0.31611596118806706
Gm47657,1.9299592499778926,0.2845469285530354,0.9992132031473282,0.8837293504907586,0.670478000402368,-0.21325135008839058
Tmem147os,-1.872423505103428,0.2846873602148762,0.9992132031473282,0.24587346096638535,0.40133735462655806,0.15546389366017271
3110040N11Rik,-1.8392136664405934,0.28482147692378335,0.9992132031473282,1.8859841443453051,2.1914490439472347,0.3054648996019296
Gm38019,1.884303644857492,0.2848691817345167,0.9992132031473282,0.10057735205815116,0.049138136047094064,-0.051439216011057096
Gm48601,1.7057085694405343,0.28489993248542983,0.9992132031473282,1.437129185118561,1.2145025522255222,-0.22262663289303886
Gpi-ps,-1.6495602866347474,0.28497826321687647,0.9992132031473282,0.03274134043140576,0.09203238150816614,0.059291041076760385
Fam217b,1.6322545576472796,0.28502783173165075,0.9992132031473282,2.670887283789548,2.470753307536371,-0.20013397625317708
Camkmt,-1.3951299504565173,0.28504189884037073,0.9992132031473282,1.8279929454013626,1.8813692396294959,0.05337629422813328
Tex38,-1.2966101774476817,0.2851632657451146,0.9992132031473282,0.03474166530527703,0.0508785839039626,0.016136918598685566
4930439D14Rik,2.0009875978136455,0.28519389247120003,0.9992132031473282,0.07095298507487303,0.016581525020841766,-0.05437146005403127
Sema4a,1.548500279504331,0.2852338120209122,0.9992132031473282,2.7520951426000577,2.488735647082264,-0.2633594955177938
Ankrd52,1.6932860365118627,0.2852588268497321,0.9992132031473282,2.0604142149762663,1.925785731606268,-0.13462848336999822
Gm50147,-1.4200932268132582,0.28544109549986574,0.9992132031473282,0.011153705609691157,0.030284830058964443,0.019131124449273285
Ptger2,-1.8697079532405985,0.2854621209261769,0.9992132031473282,1.8470204504628325,2.191795784957695,0.3447753344948623
Vmn2r95,1.9149538541726736,0.28555170884430026,0.9992132031473282,0.03619548275021445,0.008847439367412231,-0.027348043382802216
Wdfy1,-1.65846660249543,0.28558515915724975,0.9992132031473282,2.7218744147261256,3.083542012028116,0.3616675973019903
Zbtb5,1.7375418997159153,0.28558769502895026,0.9992132031473282,2.311943112363858,2.1281149726663777,-0.18382813969748035
Robo1,-1.1532685065668684,0.28560257396442185,0.9992132031473282,2.1115460657694562,2.1909458716131134,0.07939980584365713
Nrip1,1.0941893525583835,0.28570186275744364,0.9992132031473282,4.542073545331219,4.502632614295382,-0.03944093103583679
Gm11342,1.8392750686155006,0.2858288312076964,0.9992132031473282,0.5162404612303153,0.3558180263999268,-0.16042243483038848
Gm37139,1.4841900993105905,0.28592219714893413,0.9992132031473282,0.5857145212031842,0.4895887956183659,-0.09612572558481836
Gm32352,-1.3058677990251042,0.2859996209142927,0.9992132031473282,0.18691429018832534,0.22286878597640353,0.03595449578807819
Adamts4,-1.6468175763319313,0.2860533257471269,0.9992132031473282,2.3934909438915337,2.6366770242476973,0.24318608035616363
Gm14812,1.1283697651896492,0.28620573674469274,0.9992132031473282,0.08030293870359564,0.06735670173138641,-0.01294623697220923
Phlpp1,1.8081557496437843,0.2863072163924354,0.9992132031473282,4.086426837441277,3.802433076353347,-0.28399376108792973
Cd84,1.1460741039895044,0.28640110778827904,0.9992132031473282,3.3207285012486123,3.173308823041796,-0.14741967820681623
Zfp445,1.9238205682904859,0.2864553279421289,0.9992132031473282,4.08572473548973,3.8671123275670425,-0.21861240792268788
Tarsl2,1.665261204539996,0.28646478910833084,0.9992132031473282,1.6006932266283687,1.4531357235777,-0.14755750305066861
Usp40,1.7738377385298894,0.2864772592985013,0.9992132031473282,3.035430001176945,2.849030452495496,-0.18639954868144892
Gm48662,-1.1560603414994446,0.2865204546025721,0.9992132031473282,1.0945123309295754,1.2167849787435079,0.12227264781393243
Robo2,-1.22573675762027,0.28661172816931535,0.9992132031473282,3.558435783361599,3.7158534282424527,0.15741764488085375
Gm15816,-1.5910995436487159,0.2866794463222765,0.9992132031473282,0.012677644838480703,0.035187749939184075,0.02251010510070337
Gm9830,-1.5933522755927862,0.28671319152215874,0.9992132031473282,0.04541898526988646,0.08106374215681812,0.03564475688693166
Cfap53,-1.4176588117203828,0.28672705428775425,0.9992132031473282,2.03065229931736,2.3370812233704727,0.3064289240531126
Ss18l1,1.8102847957930968,0.286752627263457,0.9992132031473282,1.5338671081153281,1.3880547503441272,-0.14581235777120094
Fam122a,-1.3313645732467652,0.28676256415061924,0.9992132031473282,3.06764500078583,3.1413897491277476,0.0737447483419178
Gm37863,1.6535684484687403,0.28685350421575745,0.9992132031473282,0.03474166530527703,0.017776604784317994,-0.016965060520959037
Tcfl5,-1.6055896902140643,0.2868751535704148,0.9992132031473282,0.12006159805923548,0.20176896142463735,0.08170736336540187
Gm4654,-1.6245422488446253,0.2869127871627581,0.9992132031473282,0.011153705609691157,0.031138961161923284,0.01998525555223213
A530041M06Rik,1.6281980668987657,0.2869376257330327,0.9992132031473282,1.1370281286606585,0.9473498272271401,-0.18967830143351838
Gas2,-1.3901209169938427,0.28695011349284544,0.9992132031473282,0.9501262667200845,1.0326712310150963,0.08254496429501179
Misp,-1.4085873618792009,0.28712158762874723,0.9992132031473282,0.7810246506915989,1.019567961751701,0.23854331106010218
Cdh8,1.3433431354141454,0.28723341367011,0.9992132031473282,0.03474166530527703,0.01878665109236338,-0.015955014212913652
Rbp2,-1.5639965445686559,0.28727103725180936,0.9992132031473282,0.33249070765245015,0.5924636555470838,0.25997294789463365
Slc39a14,-1.8691640966782008,0.28730173464135284,0.9992132031473282,2.8148129089216063,3.271468213166719,0.4566553042451127
Gm4240,-1.5756907243596399,0.28739979090709383,0.9992132031473282,0.08280407049439667,0.18963045164662737,0.1068263811522307
Igdcc3,1.9010298224394329,0.28744967717425834,0.9992132031473282,0.167430044187241,0.0882711865055525,-0.0791588576816885
Smpd4,1.9039734096475232,0.2874559535110773,0.9992132031473282,2.6892697535776264,2.4831212792608057,-0.2061484743168207
Tbc1d9,1.0897193773171676,0.2874822630751629,0.9992132031473282,2.6502042235004843,2.5397793867397227,-0.11042483676076165
Gm12506,-1.1291916515909382,0.2875264741087541,0.9992132031473282,0.057783117571929055,0.07381242320342105,0.01602930563149199
Gm13091,1.8004222022248846,0.2875486271137281,0.9992132031473282,0.27374617404873974,0.17523652725086536,-0.09850964679787438
Csf1r,1.789955706823913,0.28762217185225275,0.9992132031473282,3.7828264831317595,3.1729962457807512,-0.6098302373510083
Gm26594,-1.6519527965962968,0.2876816682730474,0.9992132031473282,0.012677644838480703,0.03554898474306635,0.022871339904585647
Gm43748,-1.595170176527887,0.2877772252023419,0.9992132031473282,0.08851159971007144,0.15668944274868657,0.06817784303861513
Clip4,-1.6276568510448892,0.28783752103953475,0.9992132031473282,2.443966901335883,2.838063384894394,0.39409648355851123
1700056N10Rik,1.8488145266762805,0.2878768050732443,0.9992132031473282,1.1280336855899695,0.8794237493867155,-0.248609936203254
Sdcbp2,-1.7812372080846848,0.28794239047449005,0.9992132031473282,1.4173557842481528,1.7610049475551868,0.343649163307034
E330032C10Rik,1.7372696323448718,0.287946493438074,0.9992132031473282,0.5376640661505129,0.39669364945087043,-0.14097041669964244
Gm45893,2.0216706558842925,0.28804124655070074,0.9992132031473282,0.4539807627635114,0.15751484577542849,-0.2964659169880829
Gm614,1.8297356999448913,0.28804443678127334,0.9992132031473282,0.167430044187241,0.09017778338244407,-0.07725226080479693
Oas3,1.5803462933113759,0.288084688288828,0.9992132031473282,1.9910479272366974,1.2660734243942837,-0.7249745028424137
Pcdhga6,1.6362377395664778,0.2880912813588985,0.9992132031473282,1.9551679775398298,1.7942375107201631,-0.16093046681966672
Nudt12,-1.1587893847771966,0.28810036906451997,0.9992132031473282,1.398645168318684,1.469268905547248,0.07062373722856408
Gm43274,1.7984885435239,0.28814131747514055,0.9992132031473282,1.3380248653946754,1.1047774590246484,-0.23324740637002694
1700093J21Rik,1.1039717681737942,0.2881926439612921,0.9992132031473282,0.047105797607319616,0.03987481502034733,-0.007230982586972287
Lst1,1.7725588772004504,0.2882321520998051,0.9992132031473282,3.847733419821483,3.145443912042944,-0.7022895077785392
Maml3,1.8259135827101005,0.2882858171090339,0.9992132031473282,3.7621926243954915,3.6054159178715475,-0.15677670652394404
Pfkfb3,-1.5511576106400187,0.28832925530628184,0.9992132031473282,3.4992392006556945,3.8215346103852483,0.32229540972955384
Rpl6,-1.3896226673139422,0.28834413812159365,0.9992132031473282,6.772012510222465,6.869692110910745,0.09767960068827986
Pm20d2,-1.7345805140276573,0.28834937729650234,0.9992132031473282,0.10799584571115577,0.21507801361028897,0.1070821678991332
Nudt11,-1.5061005180138327,0.28838993142521074,0.9992132031473282,0.4721874439307434,0.618348706845021,0.14616126291427756
Nudc-ps1,-1.1911642301530165,0.28840346237664066,0.9992132031473282,0.06823718635551593,0.10094711744476703,0.032709931089251104
A930037H05Rik,-1.3202368218128893,0.28840755454115985,0.9992132031473282,1.3488346930194863,1.5995771441141917,0.2507424510947054
Gm7676,-1.3661543335711714,0.28840995419953086,0.9992132031473282,0.012677644838480703,0.03416561770801043,0.021487972869529727
Gm12216,-1.5712251820271015,0.2885589326281419,0.9992132031473282,3.703967240706881,3.999003463041752,0.29503622233487103
Ppp6r2,1.833197751860463,0.288592580965568,0.9992132031473282,2.9077334726157904,2.744418789057952,-0.1633146835578385
Gm10392,1.3929990520803714,0.28861169523764385,0.9992132031473282,0.4101085840350684,0.3460438891160536,-0.06406469491901479
Gm43830,1.0872292305362548,0.2886293470054996,0.9992132031473282,0.2897551003277734,0.2578482380730851,-0.031906862254688306
Gm15337,1.870644179658214,0.28864660615949406,0.9992132031473282,0.9351450455422283,0.6675778840777654,-0.2675671614644629
Gm48586,1.8390210928770478,0.288673054470302,0.9992132031473282,0.9545407862265918,0.7101441179686484,-0.24439666825794337
Traf3,-1.4395503121086948,0.2887080205276713,0.9992132031473282,2.8858634496621085,2.9651079214271867,0.0792444717650782
Cyp4f17,-1.7610922189702105,0.2888149231577641,0.9992132031473282,1.1820289091717018,1.3894847891426174,0.20745587997091564
Gm7932,-1.8315280756403138,0.2888350342497505,0.9992132031473282,0.5423623226203499,0.9267529858858844,0.3843906632655345
Gm38240,1.8876523181803535,0.28897115595998996,0.9992132031473282,0.03619548275021445,0.009221277403435464,-0.02697420534677898
Kcng4,1.6363754169155784,0.288985580446167,0.9992132031473282,0.17726707014380816,0.12234244215947823,-0.05492462798432993
Il1r2,1.4757710926424357,0.2889954460722519,0.9992132031473282,2.3493191131591478,2.1066591762271942,-0.24265993693195353
Dpysl4,-1.5013254663026454,0.28903398551181325,0.9992132031473282,0.012677644838480703,0.034581221398126256,0.021903576559645553
Gm44000,-1.3647209077708242,0.2891614426763382,0.9992132031473282,0.26452247028960185,0.39931776928057877,0.13479529899097692
Ncdn,1.5388974241417135,0.28924515149242885,0.9992132031473282,2.4303715193249973,2.3033846417550476,-0.12698687756994964
Itpr1,1.7931484546752094,0.28929417473024366,0.9992132031473282,4.111958706196218,3.916762083890881,-0.1951966223053372
Slf2,-1.2255743554116514,0.28930029996743717,0.9992132031473282,3.269165617285042,3.3364655826890317,0.06729996540398986
Enkd1,-1.4284049650311315,0.28934535782430626,0.9992132031473282,1.461271456109197,1.5792270505580754,0.11795559444887838
Gm9937,-1.6859504489682133,0.2893791128704939,0.9992132031473282,0.011153705609691157,0.0314306255944003,0.020276919984709138
Gm27252,-1.738725472156683,0.2893846750970343,0.9992132031473282,0.03274134043140576,0.09326594737150351,0.06052460694009775
Gm18380,-1.6425788703833797,0.28942985596905063,0.9992132031473282,0.012677644838480703,0.03541887207716382,0.022741227238683118
Rpl21-ps8,-1.724946113762481,0.2894667350629108,0.9992132031473282,0.6690140362105934,0.829221127371873,0.16020709116127962
Gm9432,-1.3654683430397394,0.2894954851321562,0.9992132031473282,0.06823718635551593,0.09892084754348716,0.030683661187971237
D730003K21Rik,-1.6409692742557385,0.2895088481465408,0.9992132031473282,0.06039917389989595,0.16867699305637313,0.10827781915647718
Gm43181,-1.5778989570279713,0.28952132035260325,0.9992132031473282,0.5966006686612786,0.8343447746798995,0.23774410601862095
Gm270,1.7153453956338036,0.2895858768521468,0.9992132031473282,0.03474166530527703,0.017524685859379524,-0.017216979445897507
Bnipl,-1.6706682203862626,0.2896469589278232,0.9992132031473282,0.37604960706317225,0.6062073153257433,0.2301577082625711
Gm43288,1.8749731799277507,0.28967954574282506,0.9992132031473282,0.4020373560451582,0.22066321991730123,-0.181374136127857
Gm9923,-1.4148840438625712,0.2898127237547507,0.9992132031473282,0.05917154995539933,0.08470043060801118,0.025528880652611843
Cep295nl,1.0836395553994176,0.28986807360509137,0.9992132031473282,0.9901710256701135,0.9542057775612711,-0.035965248108842385
Ndrg1,-1.9323577113190653,0.28988905033926443,0.9992132031473282,3.5657209131624272,3.9675189753314792,0.401798062169052
Gm17041,-1.2404618564252692,0.2900815587969624,0.9992132031473282,0.11235878717762486,0.1374596720543363,0.02510088487671143
Atp5l2-ps,1.9654956225461522,0.2901257738250717,0.9992132031473282,0.1366159703692575,0.036661182800260865,-0.09995478756899662
Ctsc,-1.4071788189277137,0.2901704722516309,0.9992132031473282,4.959720792920212,5.15018756888306,0.19046677596284756
Casc1,-1.3985887371588526,0.29032173741840006,0.9992132031473282,1.372971145890596,1.5527565614894219,0.17978541559882588
Gm49308,1.755886272819118,0.29039493968731134,0.9992132031473282,0.20734964356494154,0.1304342291529972,-0.07691541441194433
Gm7818,-1.3509212603512837,0.29042148053349426,0.9992132031473282,0.2662639257938985,0.36459325657168234,0.09832933077778383
Xcl1,-1.6879612376531754,0.29047954444148316,0.9992132031473282,0.5237634139354496,0.9456215048897335,0.42185809095428395
Gm26787,-1.5333543665137799,0.2905116311880948,0.9992132031473282,0.012677644838480703,0.034690133793366267,0.022012488954885563
Arhgef6,1.7978696371703533,0.29054969868807934,0.9992132031473282,3.294131725776227,3.0533711198541753,-0.2407606059220515
