sample_id,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,4,5,6,7,8,9
DD046Q,202,124,566,185,752,532,306,262,570,0,129,591,594,73,160,138,80,86,47,179,148,142,11,127,0,489,471,228,493,611,661
DD047Q,349,93,210,353,312,128,534,57,588,0,283,1192,356,162,36,31,51,1980,246,332,101,55,18,122,219,289,186,109,1321,541,239
DD073R,449,160,185,269,228,70,53,127,40,23,74,576,223,202,85,344,74,200,188,152,985,545,2,65,3,340,669,894,282,586,186
