comp,label,case,reference,omitted_patient,direction,ligand,pearson,scope,rank,ranked_ligands,planned_omissions
AT2,AT2,AIS,normal,__none__,up,WNT10B,0.0329534973188313,source_agnostic_planned_panel,8.0,19,12
AT2,AT2,AIS,normal,__none__,up,WNT11,0.0331584004854101,source_agnostic_planned_panel,7.0,19,12
AT2,AT2,AIS,normal,__none__,up,WNT2,0.0350811662733522,source_agnostic_planned_panel,3.0,19,12
AT2,AT2,AIS,normal,__none__,up,WNT2B,0.0317058560676555,source_agnostic_planned_panel,10.0,19,12
AT2,AT2,AIS,normal,__none__,up,WNT3A,0.0212275023655868,source_agnostic_planned_panel,15.0,19,12
AT2,AT2,AIS,normal,__none__,up,WNT4,0.0312311561470367,source_agnostic_planned_panel,11.0,19,12
AT2,AT2,AIS,normal,__none__,up,WNT5A,0.0387800556965084,source_agnostic_planned_panel,1.0,19,12
AT2,AT2,AIS,normal,__none__,up,WNT5B,0.0327728554471197,source_agnostic_planned_panel,9.0,19,12
AT2,AT2,AIS,normal,__none__,up,WNT7A,0.0355206950818129,source_agnostic_planned_panel,2.0,19,12
AT2,AT2,AIS,normal,__none__,up,WNT7B,0.0348808457147404,source_agnostic_planned_panel,4.0,19,12
AT2,AT2,AIS,normal,__none__,up,WNT9A,0.0341099965485318,source_agnostic_planned_panel,6.0,19,12
AT2,AT2,LUAD,AAH,__none__,up,CXCL12,0.0290490861644586,focused_triad,8.0,9,8
AT2,AT2,LUAD,AAH,__none__,up,CXCL2,0.0454160939298003,focused_triad,6.0,9,8
AT2,AT2,LUAD,AAH,__none__,up,FGF7,0.0808402939941806,focused_triad,2.0,9,8
AT2,AT2,LUAD,AAH,__none__,up,HBEGF,0.029665019342667,focused_triad,7.0,9,8
AT2,AT2,LUAD,AAH,__none__,up,TGFB1,0.0899138525549019,focused_triad,1.0,9,8
AT2,AT2,LUAD,AAH,__none__,up,VEGFA,0.0253257486284621,focused_triad,9.0,9,8
AT2,AT2,LUAD,AAH,__none__,up,WNT11,0.0533833269312936,focused_triad,5.0,9,8
AT2,AT2,LUAD,AAH,__none__,up,WNT2,0.0575269087950298,focused_triad,3.0,9,8
AT2,AT2,LUAD,AAH,__none__,up,WNT5A,0.0563962318453953,focused_triad,4.0,9,8
AT2,AT2,LUAD,AAH,__none__,down,CXCL12,-0.0139152597350324,focused_triad,6.0,9,8
AT2,AT2,LUAD,AAH,__none__,down,CXCL2,-0.0180384466187395,focused_triad,8.0,9,8
AT2,AT2,LUAD,AAH,__none__,down,FGF7,-0.007484546255905,focused_triad,4.0,9,8
AT2,AT2,LUAD,AAH,__none__,down,HBEGF,0.0125821275042383,focused_triad,1.0,9,8
AT2,AT2,LUAD,AAH,__none__,down,TGFB1,-0.0055803313666103,focused_triad,2.0,9,8
AT2,AT2,LUAD,AAH,__none__,down,VEGFA,-0.0119437120488609,focused_triad,5.0,9,8
AT2,AT2,LUAD,AAH,__none__,down,WNT11,-0.0169794236474488,focused_triad,7.0,9,8
AT2,AT2,LUAD,AAH,__none__,down,WNT2,-0.0181743581747132,focused_triad,9.0,9,8
AT2,AT2,LUAD,AAH,__none__,down,WNT5A,-0.006393451118246,focused_triad,3.0,9,8
AT2,AT2,LUAD,AAH,__none__,up,AREG,0.0331974907346649,source_agnostic_planned_panel,15.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,CXCL12,0.0290490861644586,source_agnostic_planned_panel,17.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,CXCL2,0.0454160939298003,source_agnostic_planned_panel,13.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,FGF7,0.0808402939941806,source_agnostic_planned_panel,2.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,HBEGF,0.029665019342667,source_agnostic_planned_panel,16.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,TGFB1,0.0899138525549019,source_agnostic_planned_panel,1.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,VEGFA,0.0253257486284621,source_agnostic_planned_panel,18.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,WNT10A,0.057001980137107,source_agnostic_planned_panel,7.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,WNT11,0.0533833269312936,source_agnostic_planned_panel,11.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,WNT2,0.0575269087950298,source_agnostic_planned_panel,6.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,WNT2B,0.0525690664469413,source_agnostic_planned_panel,12.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,WNT3A,0.0445045287294669,source_agnostic_planned_panel,14.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,WNT4,0.0689360519000853,source_agnostic_planned_panel,3.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,WNT5A,0.0563962318453953,source_agnostic_planned_panel,9.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,WNT5B,0.0545454074252001,source_agnostic_planned_panel,10.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,WNT7A,0.0612794946747487,source_agnostic_planned_panel,5.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,WNT7B,0.0615297715979475,source_agnostic_planned_panel,4.0,18,8
AT2,AT2,LUAD,AAH,__none__,up,WNT9A,0.0568654148775097,source_agnostic_planned_panel,8.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,AREG,0.0003258295523309,source_agnostic_planned_panel,2.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,CXCL12,-0.0139152597350324,source_agnostic_planned_panel,9.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,CXCL2,-0.0180384466187395,source_agnostic_planned_panel,15.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,FGF7,-0.007484546255905,source_agnostic_planned_panel,5.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,HBEGF,0.0125821275042383,source_agnostic_planned_panel,1.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,TGFB1,-0.0055803313666103,source_agnostic_planned_panel,3.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,VEGFA,-0.0119437120488609,source_agnostic_planned_panel,8.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,WNT10A,-0.0164285058331801,source_agnostic_planned_panel,10.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,WNT11,-0.0169794236474488,source_agnostic_planned_panel,13.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,WNT2,-0.0181743581747132,source_agnostic_planned_panel,16.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,WNT2B,-0.0193780898630929,source_agnostic_planned_panel,18.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,WNT3A,-0.0082574018120172,source_agnostic_planned_panel,6.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,WNT4,-0.0189940644929841,source_agnostic_planned_panel,17.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,WNT5A,-0.006393451118246,source_agnostic_planned_panel,4.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,WNT5B,-0.0097955041362296,source_agnostic_planned_panel,7.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,WNT7A,-0.0179979915267394,source_agnostic_planned_panel,14.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,WNT7B,-0.0166436413097459,source_agnostic_planned_panel,11.0,18,8
AT2,AT2,LUAD,AAH,__none__,down,WNT9A,-0.0167694165191945,source_agnostic_planned_panel,12.0,18,8
AT2,AT2,LUAD,AIS,__none__,up,CXCL12,0.0428109103488167,focused_triad,6.0,9,12
AT2,AT2,LUAD,AIS,__none__,up,CXCL2,0.0490055001488764,focused_triad,4.0,9,12
AT2,AT2,LUAD,AIS,__none__,up,FGF7,0.0661214941744259,focused_triad,1.0,9,12
AT2,AT2,LUAD,AIS,__none__,up,HBEGF,0.0079543240412645,focused_triad,9.0,9,12
AT2,AT2,LUAD,AIS,__none__,up,TGFB1,0.061810395349515,focused_triad,2.0,9,12
AT2,AT2,LUAD,AIS,__none__,up,VEGFA,0.0390212137433827,focused_triad,8.0,9,12
AT2,AT2,LUAD,AIS,__none__,up,WNT11,0.0436571501012732,focused_triad,5.0,9,12
AT2,AT2,LUAD,AIS,__none__,up,WNT2,0.0504722677311269,focused_triad,3.0,9,12
AT2,AT2,LUAD,AIS,__none__,up,WNT2B,0.0418737544725705,focused_triad,7.0,9,12
AT2,AT2,LUAD,AIS,__none__,up,AREG,0.0224460757415925,source_agnostic_planned_panel,18.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,CXCL12,0.0428109103488167,source_agnostic_planned_panel,11.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,CXCL2,0.0490055001488764,source_agnostic_planned_panel,5.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,FGF7,0.0661214941744259,source_agnostic_planned_panel,2.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,HBEGF,0.0079543240412645,source_agnostic_planned_panel,19.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,TGFB1,0.061810395349515,source_agnostic_planned_panel,3.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,VEGFA,0.0390212137433827,source_agnostic_planned_panel,16.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT10A,0.0441418371903792,source_agnostic_planned_panel,8.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT10B,0.0405549001324348,source_agnostic_planned_panel,15.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT11,0.0436571501012732,source_agnostic_planned_panel,10.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT2,0.0504722677311269,source_agnostic_planned_panel,4.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT2B,0.0418737544725705,source_agnostic_planned_panel,12.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT3A,0.0758404513678562,source_agnostic_planned_panel,1.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT4,0.041271301815384,source_agnostic_planned_panel,14.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT5A,0.0352961507067463,source_agnostic_planned_panel,17.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT5B,0.0414605388154399,source_agnostic_planned_panel,13.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT7A,0.04509264050469,source_agnostic_planned_panel,6.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT7B,0.0443662430862637,source_agnostic_planned_panel,7.0,19,12
AT2,AT2,LUAD,AIS,__none__,up,WNT9A,0.0439496542294253,source_agnostic_planned_panel,9.0,19,12
AT2,AT2,LUAD,normal,__none__,up,CXCL12,0.0345813232970066,focused_triad,10.0,13,23
AT2,AT2,LUAD,normal,__none__,up,CXCL2,0.0521375245016019,focused_triad,2.0,13,23
AT2,AT2,LUAD,normal,__none__,up,FGF10,0.0365083620190549,focused_triad,9.0,13,23
AT2,AT2,LUAD,normal,__none__,up,FGF7,0.0694539165934315,focused_triad,1.0,13,23
AT2,AT2,LUAD,normal,__none__,up,HBEGF,0.0127413925237332,focused_triad,12.0,13,23
AT2,AT2,LUAD,normal,__none__,up,TGFB1,0.0508949270295232,focused_triad,3.0,13,23
AT2,AT2,LUAD,normal,__none__,up,VEGFA,0.0057022353206036,focused_triad,13.0,13,23
AT2,AT2,LUAD,normal,__none__,up,WNT10B,0.0367498889256159,focused_triad,8.0,13,23
AT2,AT2,LUAD,normal,__none__,up,WNT11,0.0371144253667933,focused_triad,7.0,13,23
AT2,AT2,LUAD,normal,__none__,up,WNT2,0.0475851632271967,focused_triad,4.0,13,23
AT2,AT2,LUAD,normal,__none__,up,WNT2B,0.0423187260873991,focused_triad,5.0,13,23
AT2,AT2,LUAD,normal,__none__,up,WNT5A,0.0304149973102312,focused_triad,11.0,13,23
AT2,AT2,LUAD,normal,__none__,up,WNT9A,0.0418851416541879,focused_triad,6.0,13,23
AT2,AT2,LUAD,normal,__none__,down,CXCL12,-0.0358881322892735,focused_triad,11.0,13,23
AT2,AT2,LUAD,normal,__none__,down,CXCL2,-0.0261617305388941,focused_triad,10.0,13,23
AT2,AT2,LUAD,normal,__none__,down,FGF10,-0.024764979181045,focused_triad,9.0,13,23
AT2,AT2,LUAD,normal,__none__,down,FGF7,-0.041408585467942,focused_triad,12.0,13,23
AT2,AT2,LUAD,normal,__none__,down,HBEGF,0.0031802619025206,focused_triad,1.0,13,23
AT2,AT2,LUAD,normal,__none__,down,TGFB1,-0.0470342790732821,focused_triad,13.0,13,23
AT2,AT2,LUAD,normal,__none__,down,VEGFA,-0.0154483760221961,focused_triad,3.0,13,23
AT2,AT2,LUAD,normal,__none__,down,WNT10B,-0.0226707051749096,focused_triad,8.0,13,23
AT2,AT2,LUAD,normal,__none__,down,WNT11,-0.018906470232005,focused_triad,5.0,13,23
AT2,AT2,LUAD,normal,__none__,down,WNT2,-0.0208414700418482,focused_triad,7.0,13,23
AT2,AT2,LUAD,normal,__none__,down,WNT2B,-0.0182586374669609,focused_triad,4.0,13,23
AT2,AT2,LUAD,normal,__none__,down,WNT5A,-0.0142313838771523,focused_triad,2.0,13,23
AT2,AT2,LUAD,normal,__none__,down,WNT9A,-0.0196840631014986,focused_triad,6.0,13,23
AT2,AT2,LUAD,normal,__none__,up,AREG,0.0477084834667488,source_agnostic_planned_panel,4.0,21,23
AT2,AT2,LUAD,normal,__none__,up,CXCL12,0.0345813232970066,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,__none__,up,CXCL2,0.0521375245016019,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,__none__,up,FGF10,0.0365083620190549,source_agnostic_planned_panel,17.0,21,23
AT2,AT2,LUAD,normal,__none__,up,FGF7,0.0694539165934315,source_agnostic_planned_panel,1.0,21,23
AT2,AT2,LUAD,normal,__none__,up,HBEGF,0.0127413925237332,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,__none__,up,TGFB1,0.0508949270295232,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,__none__,up,VEGFA,0.0057022353206036,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT10A,0.0421391000572744,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT10B,0.0367498889256159,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT11,0.0371144253667933,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT2,0.0475851632271967,source_agnostic_planned_panel,5.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT2B,0.0423187260873991,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT3,0.0422222114003936,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT3A,0.0447559072910049,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT4,0.0434763248561293,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT5A,0.0304149973102312,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT5B,0.037789427363938,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT7A,0.043247470290135,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT7B,0.0436087460031042,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT9A,0.0418851416541879,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,__none__,down,AREG,-0.0396732545786815,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,__none__,down,CXCL12,-0.0358881322892735,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,__none__,down,CXCL2,-0.0261617305388941,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,__none__,down,FGF10,-0.024764979181045,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,__none__,down,FGF7,-0.041408585467942,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,__none__,down,HBEGF,0.0031802619025206,source_agnostic_planned_panel,1.0,21,23
AT2,AT2,LUAD,normal,__none__,down,TGFB1,-0.0470342790732821,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,__none__,down,VEGFA,-0.0154483760221961,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT10A,-0.0201580404979868,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT10B,-0.0226707051749096,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT11,-0.018906470232005,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT2,-0.0208414700418482,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT2B,-0.0182586374669609,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT3,-0.0204207484537724,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT3A,-0.0303725811067145,source_agnostic_planned_panel,17.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT4,-0.0259633944867655,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT5A,-0.0142313838771523,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT5B,-0.0173860368284363,source_agnostic_planned_panel,5.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT7A,-0.0172248133494649,source_agnostic_planned_panel,4.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT7B,-0.0193556588412028,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,__none__,down,WNT9A,-0.0196840631014986,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,MIA,normal,__none__,up,CXCL12,0.0355992593670341,focused_triad,3.0,6,4
AT2,AT2,MIA,normal,__none__,up,CXCL2,0.0313432670281937,focused_triad,4.0,6,4
AT2,AT2,MIA,normal,__none__,up,FGF7,0.0923633798271656,focused_triad,1.0,6,4
AT2,AT2,MIA,normal,__none__,up,HBEGF,0.0157693332085817,focused_triad,6.0,6,4
AT2,AT2,MIA,normal,__none__,up,VEGFA,0.0279581327530673,focused_triad,5.0,6,4
AT2,AT2,MIA,normal,__none__,up,WNT2,0.0415870607388613,focused_triad,2.0,6,4
AT2,AT2,MIA,normal,__none__,down,CXCL12,0.0162980157625717,focused_triad,5.0,6,4
AT2,AT2,MIA,normal,__none__,down,CXCL2,0.0188850239151676,focused_triad,3.0,6,4
AT2,AT2,MIA,normal,__none__,down,FGF7,0.0165307217655815,focused_triad,4.0,6,4
AT2,AT2,MIA,normal,__none__,down,HBEGF,0.0125924061553363,focused_triad,6.0,6,4
AT2,AT2,MIA,normal,__none__,down,VEGFA,0.0428816656899349,focused_triad,1.0,6,4
AT2,AT2,MIA,normal,__none__,down,WNT2,0.0279357526241479,focused_triad,2.0,6,4
AT2,AT2,MIA,normal,__none__,up,AREG,0.0412218102506536,source_agnostic_planned_panel,4.0,12,4
AT2,AT2,MIA,normal,__none__,up,CXCL12,0.0355992593670341,source_agnostic_planned_panel,9.0,12,4
AT2,AT2,MIA,normal,__none__,up,CXCL2,0.0313432670281937,source_agnostic_planned_panel,10.0,12,4
AT2,AT2,MIA,normal,__none__,up,FGF7,0.0923633798271656,source_agnostic_planned_panel,1.0,12,4
AT2,AT2,MIA,normal,__none__,up,HBEGF,0.0157693332085817,source_agnostic_planned_panel,12.0,12,4
AT2,AT2,MIA,normal,__none__,up,VEGFA,0.0279581327530673,source_agnostic_planned_panel,11.0,12,4
AT2,AT2,MIA,normal,__none__,up,WNT2,0.0415870607388613,source_agnostic_planned_panel,3.0,12,4
AT2,AT2,MIA,normal,__none__,up,WNT3A,0.0493085813047976,source_agnostic_planned_panel,2.0,12,4
AT2,AT2,MIA,normal,__none__,up,WNT5B,0.0385224635741554,source_agnostic_planned_panel,8.0,12,4
AT2,AT2,MIA,normal,__none__,up,WNT7A,0.0401552135096532,source_agnostic_planned_panel,5.0,12,4
AT2,AT2,MIA,normal,__none__,up,WNT7B,0.0401426677346683,source_agnostic_planned_panel,6.0,12,4
AT2,AT2,MIA,normal,__none__,up,WNT9A,0.039941803967576,source_agnostic_planned_panel,7.0,12,4
AT2,AT2,MIA,normal,__none__,down,AREG,0.0068599455473012,source_agnostic_planned_panel,12.0,12,4
AT2,AT2,MIA,normal,__none__,down,CXCL12,0.0162980157625717,source_agnostic_planned_panel,9.0,12,4
AT2,AT2,MIA,normal,__none__,down,CXCL2,0.0188850239151676,source_agnostic_planned_panel,7.0,12,4
AT2,AT2,MIA,normal,__none__,down,FGF7,0.0165307217655815,source_agnostic_planned_panel,8.0,12,4
AT2,AT2,MIA,normal,__none__,down,HBEGF,0.0125924061553363,source_agnostic_planned_panel,11.0,12,4
AT2,AT2,MIA,normal,__none__,down,VEGFA,0.0428816656899349,source_agnostic_planned_panel,1.0,12,4
AT2,AT2,MIA,normal,__none__,down,WNT2,0.0279357526241479,source_agnostic_planned_panel,2.0,12,4
AT2,AT2,MIA,normal,__none__,down,WNT3A,0.0160516154899023,source_agnostic_planned_panel,10.0,12,4
AT2,AT2,MIA,normal,__none__,down,WNT5B,0.0252938485945144,source_agnostic_planned_panel,6.0,12,4
AT2,AT2,MIA,normal,__none__,down,WNT7A,0.0268180607273986,source_agnostic_planned_panel,3.0,12,4
AT2,AT2,MIA,normal,__none__,down,WNT7B,0.0261319426557803,source_agnostic_planned_panel,5.0,12,4
AT2,AT2,MIA,normal,__none__,down,WNT9A,0.026240094663145,source_agnostic_planned_panel,4.0,12,4
AT2,__broad__,AIS,normal,__none__,up,CXCL12,0.0121168174508254,focused_triad,10.0,11,12
AT2,__broad__,AIS,normal,__none__,up,CXCL2,0.0143532181110351,focused_triad,9.0,11,12
AT2,__broad__,AIS,normal,__none__,up,FGF7,0.0160571553398688,focused_triad,8.0,11,12
AT2,__broad__,AIS,normal,__none__,up,HBEGF,0.0252080683227482,focused_triad,7.0,11,12
AT2,__broad__,AIS,normal,__none__,up,TGFB1,0.0252317190069312,focused_triad,6.0,11,12
AT2,__broad__,AIS,normal,__none__,up,VEGFA,0.009891587085962,focused_triad,11.0,11,12
AT2,__broad__,AIS,normal,__none__,up,WNT10B,0.0328356484961746,focused_triad,4.0,11,12
AT2,__broad__,AIS,normal,__none__,up,WNT11,0.0330347037696473,focused_triad,3.0,11,12
AT2,__broad__,AIS,normal,__none__,up,WNT2,0.0349302669530136,focused_triad,2.0,11,12
AT2,__broad__,AIS,normal,__none__,up,WNT2B,0.0315806816830023,focused_triad,5.0,11,12
AT2,__broad__,AIS,normal,__none__,up,WNT5A,0.0387493436478278,focused_triad,1.0,11,12
AT2,__broad__,AIS,normal,__none__,up,AREG,0.0262352500598491,source_agnostic_planned_panel,12.0,19,12
AT2,__broad__,AIS,normal,__none__,up,CXCL12,0.0121168174508254,source_agnostic_planned_panel,18.0,19,12
AT2,__broad__,AIS,normal,__none__,up,CXCL2,0.0143532181110351,source_agnostic_planned_panel,17.0,19,12
AT2,__broad__,AIS,normal,__none__,up,FGF7,0.0160571553398688,source_agnostic_planned_panel,16.0,19,12
AT2,__broad__,AIS,normal,__none__,up,HBEGF,0.0252080683227482,source_agnostic_planned_panel,14.0,19,12
AT2,__broad__,AIS,normal,__none__,up,TGFB1,0.0252317190069312,source_agnostic_planned_panel,13.0,19,12
AT2,__broad__,AIS,normal,__none__,up,VEGFA,0.009891587085962,source_agnostic_planned_panel,19.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT10A,0.034675246050025,source_agnostic_planned_panel,5.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT10B,0.0328356484961746,source_agnostic_planned_panel,8.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT11,0.0330347037696473,source_agnostic_planned_panel,7.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT2,0.0349302669530136,source_agnostic_planned_panel,3.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT2B,0.0315806816830023,source_agnostic_planned_panel,10.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT3A,0.0212264480891535,source_agnostic_planned_panel,15.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT4,0.0311191787519102,source_agnostic_planned_panel,11.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT5A,0.0387493436478278,source_agnostic_planned_panel,1.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT5B,0.0326499471170077,source_agnostic_planned_panel,9.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT7A,0.0353967780404595,source_agnostic_planned_panel,2.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT7B,0.0347500590331566,source_agnostic_planned_panel,4.0,19,12
AT2,__broad__,AIS,normal,__none__,up,WNT9A,0.0339742953472511,source_agnostic_planned_panel,6.0,19,12
AT2,__broad__,LUAD,AAH,__none__,up,CXCL12,0.0311517841721199,focused_triad,9.0,9,8
AT2,__broad__,LUAD,AAH,__none__,up,CXCL2,0.0536195399625281,focused_triad,5.0,9,8
AT2,__broad__,LUAD,AAH,__none__,up,FGF7,0.0858131970895243,focused_triad,1.0,9,8
AT2,__broad__,LUAD,AAH,__none__,up,HBEGF,0.0316200609303118,focused_triad,8.0,9,8
AT2,__broad__,LUAD,AAH,__none__,up,TGFB1,0.081318938295505,focused_triad,2.0,9,8
