comp,label,case,reference,ligand,source_label,source_comp,focused_direction,supporting_patients,patients,receptors
macrophages,__broad__,LUAD,AAH,WNT3A,pre-TB secretory,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,Club (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,DC2,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,Deuterosomal,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,Goblet (subsegmental),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,Ionocyte,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,Multiciliated (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,SM activated stress response,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,Alveolar Mph proliferating,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,Hillock-like,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,SMG mucous,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,SMG duct,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,SMG serous (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,Smooth muscle FAM83D+,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT3A,Tuft,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,AT1,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,AT2,AT2,False,2,4;22,FZD1;FZD5;NOTCH1
macrophages,__broad__,LUAD,AAH,WNT4,Adventitial fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Alveolar fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT4,B cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Basal resting,other,False,2,4;9,FZD1;FZD5;NOTCH1
macrophages,__broad__,LUAD,AAH,WNT4,CD4 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,CD8 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,EC aerocyte capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,EC arterial,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,EC general capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,EC venous pulmonary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,EC venous systemic,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Goblet (bronchial),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Goblet (nasal),other,False,1,4,FZD1;FZD5;NOTCH1
macrophages,__broad__,LUAD,AAH,WNT4,Lymphatic EC differentiating,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Lymphatic EC mature,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Mast cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Monocyte-derived Mph,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Multiciliated (non-nasal),other,False,4,4;9;22;24,FZD1;FZD2;FZD5;LRP5;NOTCH1
macrophages,__broad__,LUAD,AAH,WNT4,Non-classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Pericytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Plasma cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,NK cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Neuroendocrine,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Plasmacytoid DCs,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,SMG serous (bronchial),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Smooth muscle,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Suprabasal,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Alveolar macrophages,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Interstitial Mph perivascular,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,AT0,other,False,1,4,FZD1;FZD5;NOTCH1
macrophages,__broad__,LUAD,AAH,WNT4,AT2 proliferating,AT2,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Club (non-nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Mesothelium,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Migratory DCs,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Myofibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Peribronchial fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT4,T cells proliferating,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,pre-TB secretory,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Club (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,DC2,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Deuterosomal,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Goblet (subsegmental),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Ionocyte,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Multiciliated (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,SM activated stress response,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Alveolar Mph proliferating,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Hillock-like,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,SMG mucous,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,SMG duct,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,SMG serous (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Smooth muscle FAM83D+,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT4,Tuft,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,AT1,other,False,5,4;20;22;24;25,FZD1;FZD2;FZD5;LRP5;MCAM;RYK
macrophages,__broad__,LUAD,AAH,WNT5A,AT2,AT2,False,3,4;24;25,FZD1;FZD2;FZD5;LRP5;MCAM;RYK
macrophages,__broad__,LUAD,AAH,WNT5A,Adventitial fibroblasts,fibroblasts,True,1,22,FZD1;FZD5;RYK
macrophages,__broad__,LUAD,AAH,WNT5A,Alveolar fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,B cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Basal resting,other,False,1,4,FZD1;FZD5;RYK
macrophages,__broad__,LUAD,AAH,WNT5A,CD4 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,CD8 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,EC aerocyte capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,EC arterial,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,EC general capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,EC venous pulmonary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,EC venous systemic,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Goblet (bronchial),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Goblet (nasal),other,False,2,4;20,FZD1;FZD5;RYK
macrophages,__broad__,LUAD,AAH,WNT5A,Lymphatic EC differentiating,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Lymphatic EC mature,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Mast cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Monocyte-derived Mph,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Multiciliated (non-nasal),other,False,1,24,FZD1;FZD2;FZD5;LRP5;MCAM;RYK
macrophages,__broad__,LUAD,AAH,WNT5A,Non-classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Pericytes,other,False,1,24,FZD1;FZD2;FZD5;LRP5;MCAM;RYK
macrophages,__broad__,LUAD,AAH,WNT5A,Plasma cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,NK cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Neuroendocrine,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Plasmacytoid DCs,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,SMG serous (bronchial),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Smooth muscle,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Suprabasal,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Alveolar macrophages,macrophages,False,2,11;24,FZD1;FZD2;FZD5;LRP5;MCAM;RYK
macrophages,__broad__,LUAD,AAH,WNT5A,Interstitial Mph perivascular,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,AT0,other,False,1,4,FZD1;FZD5;RYK
macrophages,__broad__,LUAD,AAH,WNT5A,AT2 proliferating,AT2,False,1,24,FZD1;FZD2;FZD5;LRP5;MCAM;RYK
macrophages,__broad__,LUAD,AAH,WNT5A,Club (non-nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Mesothelium,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Migratory DCs,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Myofibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Peribronchial fibroblasts,fibroblasts,True,3,11;24;25,FZD1;FZD2;FZD5;LRP5;MCAM;RYK
macrophages,__broad__,LUAD,AAH,WNT5A,T cells proliferating,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,pre-TB secretory,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Club (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,DC2,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Deuterosomal,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Goblet (subsegmental),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Ionocyte,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Multiciliated (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,SM activated stress response,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Alveolar Mph proliferating,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Hillock-like,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,SMG mucous,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,SMG duct,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,SMG serous (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Smooth muscle FAM83D+,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5A,Tuft,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,AT1,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,AT2,AT2,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Adventitial fibroblasts,fibroblasts,True,2,4;22,FZD1;FZD5
macrophages,__broad__,LUAD,AAH,WNT5B,Alveolar fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,B cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Basal resting,other,False,1,4,FZD1;FZD5
macrophages,__broad__,LUAD,AAH,WNT5B,CD4 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,CD8 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,EC aerocyte capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,EC arterial,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,EC general capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,EC venous pulmonary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,EC venous systemic,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Goblet (bronchial),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Goblet (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Lymphatic EC differentiating,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Lymphatic EC mature,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Mast cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Monocyte-derived Mph,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Multiciliated (non-nasal),other,False,6,4;6;11;20;22;24,FZD1;FZD2;FZD5;LRP5
macrophages,__broad__,LUAD,AAH,WNT5B,Non-classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Pericytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Plasma cells,other,False,7,4;6;11;20;22;24;25,FZD1;FZD2;FZD5;LRP5
macrophages,__broad__,LUAD,AAH,WNT5B,NK cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Neuroendocrine,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Plasmacytoid DCs,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,SMG serous (bronchial),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Smooth muscle,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Suprabasal,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Alveolar macrophages,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Interstitial Mph perivascular,macrophages,False,1,22,FZD1;FZD5
macrophages,__broad__,LUAD,AAH,WNT5B,AT0,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,AT2 proliferating,AT2,False,1,24,FZD1;FZD2;FZD5;LRP5
macrophages,__broad__,LUAD,AAH,WNT5B,Club (non-nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Mesothelium,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Migratory DCs,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Myofibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Peribronchial fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,T cells proliferating,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,pre-TB secretory,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Club (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,DC2,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Deuterosomal,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Goblet (subsegmental),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Ionocyte,other,False,1,25,FZD1
macrophages,__broad__,LUAD,AAH,WNT5B,Multiciliated (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,SM activated stress response,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Alveolar Mph proliferating,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Hillock-like,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,SMG mucous,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,SMG duct,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,SMG serous (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Smooth muscle FAM83D+,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT5B,Tuft,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,AT1,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,AT2,AT2,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Adventitial fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Alveolar fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT6,B cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Basal resting,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,CD4 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,CD8 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,EC aerocyte capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,EC arterial,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,EC general capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,EC venous pulmonary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,EC venous systemic,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Goblet (bronchial),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Goblet (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Lymphatic EC differentiating,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Lymphatic EC mature,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Mast cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Monocyte-derived Mph,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Multiciliated (non-nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Non-classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Pericytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Plasma cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,NK cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Neuroendocrine,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Plasmacytoid DCs,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,SMG serous (bronchial),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Smooth muscle,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Suprabasal,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Alveolar macrophages,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Interstitial Mph perivascular,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,AT0,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,AT2 proliferating,AT2,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Club (non-nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Mesothelium,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Migratory DCs,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Myofibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Peribronchial fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT6,T cells proliferating,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,pre-TB secretory,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Club (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,DC2,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Deuterosomal,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Goblet (subsegmental),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Ionocyte,other,False,1,25,FZD1
macrophages,__broad__,LUAD,AAH,WNT6,Multiciliated (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,SM activated stress response,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Alveolar Mph proliferating,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Hillock-like,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,SMG mucous,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,SMG duct,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,SMG serous (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Smooth muscle FAM83D+,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT6,Tuft,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,AT1,other,False,5,4;6;20;22;24,FZD5
macrophages,__broad__,LUAD,AAH,WNT7A,AT2,AT2,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Adventitial fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Alveolar fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,B cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Basal resting,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,CD4 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,CD8 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,EC aerocyte capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,EC arterial,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,EC general capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,EC venous pulmonary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,EC venous systemic,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Goblet (bronchial),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Goblet (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Lymphatic EC differentiating,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Lymphatic EC mature,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Mast cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Monocyte-derived Mph,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Multiciliated (non-nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Non-classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Pericytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Plasma cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,NK cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Neuroendocrine,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Plasmacytoid DCs,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,SMG serous (bronchial),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Smooth muscle,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Suprabasal,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Alveolar macrophages,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Interstitial Mph perivascular,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,AT0,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,AT2 proliferating,AT2,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Club (non-nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Mesothelium,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Migratory DCs,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Myofibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Peribronchial fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,T cells proliferating,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,pre-TB secretory,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Club (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,DC2,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Deuterosomal,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Goblet (subsegmental),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Ionocyte,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Multiciliated (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,SM activated stress response,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Alveolar Mph proliferating,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Hillock-like,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,SMG mucous,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,SMG duct,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,SMG serous (nasal),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Smooth muscle FAM83D+,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7A,Tuft,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,AT1,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,AT2,AT2,False,8,4;6;9;11;20;22;24;25,ADGRA2;FZD1;FZD2;FZD5;LRP5;TMED5
macrophages,__broad__,LUAD,AAH,WNT7B,Adventitial fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Alveolar fibroblasts,fibroblasts,True,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,B cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Basal resting,other,False,2,4;9,FZD1;FZD5;TMED5
macrophages,__broad__,LUAD,AAH,WNT7B,CD4 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,CD8 T cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,EC aerocyte capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,EC arterial,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,EC general capillary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,EC venous pulmonary,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,EC venous systemic,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Goblet (bronchial),other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Goblet (nasal),other,False,2,4;20,ADGRA2;FZD1;FZD5;TMED5
macrophages,__broad__,LUAD,AAH,WNT7B,Lymphatic EC differentiating,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Lymphatic EC mature,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Mast cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Monocyte-derived Mph,macrophages,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Multiciliated (non-nasal),other,False,7,4;6;9;11;20;22;24,ADGRA2;FZD1;FZD2;FZD5;LRP5;TMED5
macrophages,__broad__,LUAD,AAH,WNT7B,Non-classical monocytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Pericytes,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Plasma cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,NK cells,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Neuroendocrine,other,False,0,,
macrophages,__broad__,LUAD,AAH,WNT7B,Plasmacytoid DCs,other,False,0,,
