comp,label,case,reference,ligand,source_label,source_comp,focused_direction,supporting_patients,patients,receptors
AT2,AT2,MIA,normal,WNT2,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT2,T cells proliferating,other,False,0,,
AT2,AT2,MIA,normal,WNT2,pre-TB secretory,other,False,0,,
AT2,AT2,MIA,normal,WNT2,Club (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT2,DC2,other,False,0,,
AT2,AT2,MIA,normal,WNT2,Deuterosomal,other,False,0,,
AT2,AT2,MIA,normal,WNT2,Goblet (subsegmental),other,False,0,,
AT2,AT2,MIA,normal,WNT2,Ionocyte,other,False,0,,
AT2,AT2,MIA,normal,WNT2,Multiciliated (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT2,SM activated stress response,other,False,0,,
AT2,AT2,MIA,normal,WNT2,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT2,Hillock-like,other,False,0,,
AT2,AT2,MIA,normal,WNT2,SMG mucous,other,False,0,,
AT2,AT2,MIA,normal,WNT2,SMG duct,other,False,0,,
AT2,AT2,MIA,normal,WNT2,SMG serous (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT2,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,MIA,normal,WNT2,Tuft,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,AT1,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,AT2,AT2,False,0,,
AT2,AT2,MIA,normal,WNT2B,Adventitial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT2B,Alveolar fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT2B,B cells,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Basal resting,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,CD4 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,CD8 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,EC aerocyte capillary,other,False,1,15,FZD5;FZD6;FZD8;LRP5;LRP6
AT2,AT2,MIA,normal,WNT2B,EC arterial,other,False,1,18,FZD5;FZD6;LRP5;LRP6
AT2,AT2,MIA,normal,WNT2B,EC general capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,EC venous pulmonary,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,EC venous systemic,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Goblet (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Goblet (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Lymphatic EC differentiating,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Lymphatic EC mature,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Mast cells,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Monocyte-derived Mph,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT2B,Multiciliated (non-nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Non-classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Pericytes,other,False,2,15;18,FZD5;FZD6;FZD8;LRP5;LRP6
AT2,AT2,MIA,normal,WNT2B,Plasma cells,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,NK cells,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Neuroendocrine,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Plasmacytoid DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,SMG serous (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Smooth muscle,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Suprabasal,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Alveolar macrophages,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT2B,Interstitial Mph perivascular,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT2B,AT0,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,AT2 proliferating,AT2,False,0,,
AT2,AT2,MIA,normal,WNT2B,Club (non-nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Mesothelium,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Migratory DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Myofibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT2B,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT2B,T cells proliferating,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,pre-TB secretory,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Club (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT2B,DC2,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Deuterosomal,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Goblet (subsegmental),other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Ionocyte,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Multiciliated (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT2B,SM activated stress response,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT2B,Hillock-like,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,SMG mucous,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,SMG duct,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,SMG serous (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,MIA,normal,WNT2B,Tuft,other,False,0,,
AT2,AT2,MIA,normal,WNT3,AT1,other,False,0,,
AT2,AT2,MIA,normal,WNT3,AT2,AT2,False,0,,
AT2,AT2,MIA,normal,WNT3,Adventitial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT3,Alveolar fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT3,B cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Basal resting,other,False,0,,
AT2,AT2,MIA,normal,WNT3,CD4 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3,CD8 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT3,EC aerocyte capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT3,EC arterial,other,False,0,,
AT2,AT2,MIA,normal,WNT3,EC general capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT3,EC venous pulmonary,other,False,0,,
AT2,AT2,MIA,normal,WNT3,EC venous systemic,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Goblet (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT3,Goblet (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3,Lymphatic EC differentiating,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Lymphatic EC mature,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Mast cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Monocyte-derived Mph,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT3,Multiciliated (non-nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3,Non-classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Pericytes,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Plasma cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3,NK cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Neuroendocrine,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Plasmacytoid DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT3,SMG serous (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT3,Smooth muscle,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Suprabasal,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Alveolar macrophages,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT3,Interstitial Mph perivascular,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT3,AT0,other,False,0,,
AT2,AT2,MIA,normal,WNT3,AT2 proliferating,AT2,False,0,,
AT2,AT2,MIA,normal,WNT3,Club (non-nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3,Mesothelium,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Migratory DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Myofibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT3,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT3,T cells proliferating,other,False,0,,
AT2,AT2,MIA,normal,WNT3,pre-TB secretory,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Club (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3,DC2,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Deuterosomal,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Goblet (subsegmental),other,False,0,,
AT2,AT2,MIA,normal,WNT3,Ionocyte,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Multiciliated (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3,SM activated stress response,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT3,Hillock-like,other,False,0,,
AT2,AT2,MIA,normal,WNT3,SMG mucous,other,False,0,,
AT2,AT2,MIA,normal,WNT3,SMG duct,other,False,0,,
AT2,AT2,MIA,normal,WNT3,SMG serous (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,MIA,normal,WNT3,Tuft,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,AT1,other,False,4,10;13;15;18,FZD5;FZD6;FZD7;FZD8;LRP1;LRP5;LRP6;RYK
AT2,AT2,MIA,normal,WNT3A,AT2,AT2,False,0,,
AT2,AT2,MIA,normal,WNT3A,Adventitial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT3A,Alveolar fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT3A,B cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Basal resting,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,CD4 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,CD8 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,EC aerocyte capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,EC arterial,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,EC general capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,EC venous pulmonary,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,EC venous systemic,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Goblet (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Goblet (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Lymphatic EC differentiating,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Lymphatic EC mature,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Mast cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Monocyte-derived Mph,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT3A,Multiciliated (non-nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Non-classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Pericytes,other,False,1,15,FZD5;FZD6;FZD8;LRP1;LRP5;LRP6
AT2,AT2,MIA,normal,WNT3A,Plasma cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,NK cells,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Neuroendocrine,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Plasmacytoid DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,SMG serous (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Smooth muscle,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Suprabasal,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Alveolar macrophages,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT3A,Interstitial Mph perivascular,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT3A,AT0,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,AT2 proliferating,AT2,False,0,,
AT2,AT2,MIA,normal,WNT3A,Club (non-nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Mesothelium,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Migratory DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Myofibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT3A,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT3A,T cells proliferating,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,pre-TB secretory,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Club (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3A,DC2,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Deuterosomal,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Goblet (subsegmental),other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Ionocyte,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Multiciliated (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3A,SM activated stress response,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT3A,Hillock-like,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,SMG mucous,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,SMG duct,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,SMG serous (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,MIA,normal,WNT3A,Tuft,other,False,0,,
AT2,AT2,MIA,normal,WNT4,AT1,other,False,0,,
AT2,AT2,MIA,normal,WNT4,AT2,AT2,False,1,10,FZD5;FZD6;LRP5;LRP6;NOTCH1
AT2,AT2,MIA,normal,WNT4,Adventitial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT4,Alveolar fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT4,B cells,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Basal resting,other,False,0,,
AT2,AT2,MIA,normal,WNT4,CD4 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT4,CD8 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT4,EC aerocyte capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT4,EC arterial,other,False,0,,
AT2,AT2,MIA,normal,WNT4,EC general capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT4,EC venous pulmonary,other,False,0,,
AT2,AT2,MIA,normal,WNT4,EC venous systemic,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Goblet (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT4,Goblet (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT4,Lymphatic EC differentiating,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Lymphatic EC mature,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Mast cells,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Monocyte-derived Mph,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT4,Multiciliated (non-nasal),other,False,1,15,FZD5;FZD6;FZD8;LRP5;LRP6;NOTCH1
AT2,AT2,MIA,normal,WNT4,Non-classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Pericytes,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Plasma cells,other,False,0,,
AT2,AT2,MIA,normal,WNT4,NK cells,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Neuroendocrine,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Plasmacytoid DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT4,SMG serous (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT4,Smooth muscle,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Suprabasal,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Alveolar macrophages,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT4,Interstitial Mph perivascular,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT4,AT0,other,False,0,,
AT2,AT2,MIA,normal,WNT4,AT2 proliferating,AT2,False,0,,
AT2,AT2,MIA,normal,WNT4,Club (non-nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT4,Mesothelium,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Migratory DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Myofibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT4,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT4,T cells proliferating,other,False,0,,
AT2,AT2,MIA,normal,WNT4,pre-TB secretory,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Club (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT4,DC2,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Deuterosomal,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Goblet (subsegmental),other,False,0,,
AT2,AT2,MIA,normal,WNT4,Ionocyte,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Multiciliated (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT4,SM activated stress response,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT4,Hillock-like,other,False,0,,
AT2,AT2,MIA,normal,WNT4,SMG mucous,other,False,0,,
AT2,AT2,MIA,normal,WNT4,SMG duct,other,False,0,,
AT2,AT2,MIA,normal,WNT4,SMG serous (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT4,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,MIA,normal,WNT4,Tuft,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,AT1,other,False,1,18,FZD5;FZD6;LRP5;LRP6;ROR1;RYK
AT2,AT2,MIA,normal,WNT5A,AT2,AT2,False,2,10;18,FZD5;FZD6;LRP5;LRP6;ROR1;RYK
AT2,AT2,MIA,normal,WNT5A,Adventitial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT5A,Alveolar fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT5A,B cells,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Basal resting,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,CD4 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,CD8 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,EC aerocyte capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,EC arterial,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,EC general capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,EC venous pulmonary,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,EC venous systemic,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Goblet (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Goblet (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Lymphatic EC differentiating,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Lymphatic EC mature,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Mast cells,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Monocyte-derived Mph,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT5A,Multiciliated (non-nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Non-classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Pericytes,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Plasma cells,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,NK cells,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Neuroendocrine,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Plasmacytoid DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,SMG serous (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Smooth muscle,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Suprabasal,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Alveolar macrophages,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT5A,Interstitial Mph perivascular,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT5A,AT0,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,AT2 proliferating,AT2,False,0,,
AT2,AT2,MIA,normal,WNT5A,Club (non-nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Mesothelium,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Migratory DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Myofibroblasts,fibroblasts,True,1,18,FZD5;FZD6;LRP5;LRP6;ROR1;RYK
AT2,AT2,MIA,normal,WNT5A,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT5A,T cells proliferating,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,pre-TB secretory,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Club (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT5A,DC2,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Deuterosomal,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Goblet (subsegmental),other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Ionocyte,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Multiciliated (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT5A,SM activated stress response,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT5A,Hillock-like,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,SMG mucous,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,SMG duct,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,SMG serous (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,MIA,normal,WNT5A,Tuft,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,AT1,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,AT2,AT2,False,0,,
AT2,AT2,MIA,normal,WNT5B,Adventitial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT5B,Alveolar fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT5B,B cells,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Basal resting,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,CD4 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,CD8 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,EC aerocyte capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,EC arterial,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,EC general capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,EC venous pulmonary,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,EC venous systemic,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Goblet (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Goblet (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Lymphatic EC differentiating,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Lymphatic EC mature,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Mast cells,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Monocyte-derived Mph,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT5B,Multiciliated (non-nasal),other,False,4,10;13;15;18,FZD5;FZD6;FZD7;FZD8;LRP5;LRP6
AT2,AT2,MIA,normal,WNT5B,Non-classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Pericytes,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Plasma cells,other,False,1,10,FZD5;FZD6;LRP5;LRP6
AT2,AT2,MIA,normal,WNT5B,NK cells,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Neuroendocrine,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Plasmacytoid DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,SMG serous (bronchial),other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Smooth muscle,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Suprabasal,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Alveolar macrophages,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT5B,Interstitial Mph perivascular,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT5B,AT0,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,AT2 proliferating,AT2,False,0,,
AT2,AT2,MIA,normal,WNT5B,Club (non-nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Mesothelium,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Migratory DCs,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Myofibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT5B,Peribronchial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT5B,T cells proliferating,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,pre-TB secretory,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Club (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT5B,DC2,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Deuterosomal,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Goblet (subsegmental),other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Ionocyte,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Multiciliated (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT5B,SM activated stress response,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Alveolar Mph proliferating,macrophages,True,0,,
AT2,AT2,MIA,normal,WNT5B,Hillock-like,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,SMG mucous,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,SMG duct,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,SMG serous (nasal),other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Smooth muscle FAM83D+,other,False,0,,
AT2,AT2,MIA,normal,WNT5B,Tuft,other,False,0,,
AT2,AT2,MIA,normal,WNT6,AT1,other,False,0,,
AT2,AT2,MIA,normal,WNT6,AT2,AT2,False,0,,
AT2,AT2,MIA,normal,WNT6,Adventitial fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT6,Alveolar fibroblasts,fibroblasts,True,0,,
AT2,AT2,MIA,normal,WNT6,B cells,other,False,0,,
AT2,AT2,MIA,normal,WNT6,Basal resting,other,False,0,,
AT2,AT2,MIA,normal,WNT6,CD4 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT6,CD8 T cells,other,False,0,,
AT2,AT2,MIA,normal,WNT6,Classical monocytes,other,False,0,,
AT2,AT2,MIA,normal,WNT6,EC aerocyte capillary,other,False,0,,
AT2,AT2,MIA,normal,WNT6,EC arterial,other,False,0,,
AT2,AT2,MIA,normal,WNT6,EC general capillary,other,False,0,,
