"comp","label","case","reference","omitted_patient","direction","n_patients","mapped_background","mapped_targets","eligible","reason"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","11","up",21,12444,900,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","11","down",21,12444,445,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","12","up",21,12454,1089,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","12","down",21,12454,557,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","13","up",21,12449,986,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","13","down",21,12449,513,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","14","up",21,12392,1383,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","14","down",21,12392,841,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","15","up",21,12435,981,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","15","down",21,12435,471,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","16","up",21,12456,1008,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","16","down",21,12456,550,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","17","up",21,12055,712,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","17","down",21,12055,333,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","18","up",21,12073,1101,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","18","down",21,12073,630,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","19","up",21,12074,1123,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","19","down",21,12074,635,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","20","up",21,12133,1000,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","20","down",21,12133,507,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","21","up",21,12394,1107,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","21","down",21,12394,612,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","22","up",21,12074,1140,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","22","down",21,12074,617,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","23","up",21,12069,1135,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","23","down",21,12069,629,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","24","up",21,12027,765,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","24","down",21,12027,394,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","25","up",21,12058,908,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","normal","25","down",21,12058,442,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","__none__","up",8,12181,327,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","__none__","down",8,12181,29,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","4","up",7,11949,338,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","4","down",7,11949,44,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","6","up",7,12606,103,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","6","down",7,12606,7,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","9","up",7,12581,161,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","9","down",7,12581,7,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","11","up",7,12603,73,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","11","down",7,12603,2,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","20","up",7,11954,108,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","20","down",7,11954,7,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","22","up",7,11943,389,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","22","down",7,11943,48,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","24","up",7,11878,201,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","24","down",7,11878,19,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","25","up",7,12645,31,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AAH","25","down",7,12645,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","__none__","up",11,11423,74,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","__none__","down",11,11423,25,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","3","up",10,11613,92,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","3","down",10,11613,26,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","5","up",10,11590,32,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","5","down",10,11590,7,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","9","up",10,11353,15,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","9","down",10,11353,6,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","12","up",10,11671,20,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","12","down",10,11671,4,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","14","up",10,11649,26,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","14","down",10,11649,5,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","16","up",10,11677,29,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","16","down",10,11677,13,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","17","up",10,10903,15,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","17","down",10,10903,7,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","19","up",10,10994,106,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","19","down",10,10994,37,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","21","up",10,11314,17,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","21","down",10,11314,6,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","22","up",10,10999,205,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","22","down",10,10999,58,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","23","up",10,10992,198,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","AIS","23","down",10,10992,43,TRUE,"eligible"
"fibroblasts","Alveolar fibroblasts","LUAD","MIA","__none__","up",4,10694,4,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","Alveolar fibroblasts","LUAD","MIA","__none__","down",4,10694,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","AAH","normal","__none__","up",8,12046,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","AAH","normal","__none__","down",8,12046,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","AIS","normal","__none__","up",11,11804,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","AIS","normal","__none__","down",11,11804,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","MIA","normal","__none__","up",4,9628,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","MIA","normal","__none__","down",4,9628,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","normal","__none__","up",22,12990,2115,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","__none__","down",22,12990,1873,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","3","up",21,13251,2135,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","3","down",21,13251,1860,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","4","up",21,12750,2197,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","4","down",21,12750,1840,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","5","up",21,12735,1561,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","5","down",21,12735,1351,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","6","up",21,13344,2069,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","6","down",21,13344,1743,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","7","up",21,12730,2076,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","7","down",21,12730,1669,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","9","up",21,13327,2047,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","9","down",21,13327,1795,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","10","up",21,12926,2189,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","10","down",21,12926,1736,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","11","up",21,12933,1876,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","11","down",21,12933,1535,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","12","up",21,13326,2125,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","12","down",21,13326,1885,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","13","up",21,13323,2022,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","13","down",21,13323,1705,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","14","up",21,13270,2429,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","14","down",21,13270,2177,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","15","up",21,13320,1874,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","15","down",21,13320,1530,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","16","up",21,13338,2054,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","16","down",21,13338,1769,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","17","up",21,12731,1846,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","17","down",21,12731,1471,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","18","up",21,12750,2130,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","18","down",21,12750,1962,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","19","up",21,12752,2272,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","19","down",21,12752,1888,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","20","up",21,12978,2070,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","20","down",21,12978,1643,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","21","up",21,13316,1976,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","21","down",21,13316,1641,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","22","up",21,12912,2162,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","22","down",21,12912,1939,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","23","up",21,12737,2297,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","23","down",21,12737,1854,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","24","up",21,12717,1732,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","24","down",21,12717,1471,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","25","up",21,12725,1772,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","normal","25","down",21,12725,1466,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","__none__","up",8,13066,520,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","__none__","down",8,13066,177,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","4","up",7,12740,752,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","4","down",7,12740,397,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","6","up",7,13203,76,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","6","down",7,13203,10,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","9","up",7,13201,190,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","9","down",7,13201,26,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","11","up",7,13268,6,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AAH","11","down",7,13268,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AAH","20","up",7,12760,3,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AAH","20","down",7,12760,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AAH","22","up",7,13279,796,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","22","down",7,13279,435,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","24","up",7,12731,77,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","24","down",7,12731,8,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AAH","25","up",7,12983,47,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AAH","25","down",7,12983,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","__none__","up",11,11828,49,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AIS","__none__","down",11,11828,9,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","3","up",10,12511,53,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AIS","3","down",10,12511,5,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","5","up",10,11708,14,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AIS","5","down",10,11708,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","9","up",10,12451,9,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","9","down",10,12451,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","12","up",10,12566,9,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","12","down",10,12566,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","14","up",10,12578,12,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AIS","14","down",10,12578,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","16","up",10,12581,9,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","16","down",10,12581,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","17","up",10,11454,12,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AIS","17","down",10,11454,1,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","19","up",10,11506,43,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AIS","19","down",10,11506,13,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AIS","21","up",10,11747,6,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","21","down",10,11747,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","AIS","22","up",10,11508,194,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AIS","22","down",10,11508,76,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AIS","23","up",10,11500,123,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","AIS","23","down",10,11500,26,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","MIA","__none__","up",4,11247,160,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","MIA","__none__","down",4,11247,78,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","MIA","10","up",3,10898,21,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","MIA","10","down",3,10898,2,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","MIA","13","up",3,11722,3,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","MIA","13","down",3,11722,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","MIA","15","up",3,11460,5,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","MIA","15","down",3,11460,1,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"fibroblasts","__broad__","LUAD","MIA","18","up",3,10572,341,TRUE,"eligible"
"fibroblasts","__broad__","LUAD","MIA","18","down",3,10572,151,TRUE,"eligible"
"macrophages","Alveolar macrophages","AAH","normal","__none__","up",3,11140,6,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","AAH","normal","__none__","down",3,11140,9,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","AIS","normal","__none__","up",5,10619,1,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","AIS","normal","__none__","down",5,10619,3,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","normal","__none__","up",9,11333,100,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","normal","__none__","down",9,11333,6,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","normal","4","up",8,10888,86,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","normal","4","down",8,10888,6,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","normal","5","up",8,11155,87,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","normal","5","down",8,11155,5,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","normal","6","up",8,11340,80,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","normal","6","down",8,11340,2,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","normal","7","up",8,11219,97,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","normal","7","down",8,11219,2,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","normal","14","up",8,11513,83,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","normal","14","down",8,11513,4,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","normal","17","up",8,11474,94,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","normal","17","down",8,11474,4,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","normal","18","up",8,11450,108,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","normal","18","down",8,11450,4,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","normal","19","up",8,10909,73,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","normal","19","down",8,10909,7,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","normal","22","up",8,10918,99,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","normal","22","down",8,10918,2,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","AAH","__none__","up",5,11215,17,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","AAH","__none__","down",5,11215,1,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","AAH","4","up",4,10500,10,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","AAH","4","down",4,10500,1,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","AAH","6","up",4,11610,5,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","AAH","6","down",4,11610,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","AAH","11","up",4,11621,68,TRUE,"eligible"
"macrophages","Alveolar macrophages","LUAD","AAH","11","down",4,11621,7,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","AAH","20","up",4,11394,3,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","AAH","20","down",4,11394,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","AAH","22","up",4,10634,8,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","AAH","22","down",4,10634,1,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","AIS","__none__","up",5,11174,6,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","Alveolar macrophages","LUAD","AIS","__none__","down",5,11174,1,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","AAH","normal","__none__","up",5,10070,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","AAH","normal","__none__","down",5,10070,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","AIS","normal","__none__","up",5,10968,2,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","AIS","normal","__none__","down",5,10968,3,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","LUAD","normal","__none__","up",12,11529,422,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","__none__","down",12,11529,203,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","4","up",11,11217,557,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","4","down",11,11217,327,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","5","up",11,11167,191,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","5","down",11,11167,68,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","6","up",11,11509,351,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","6","down",11,11509,123,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","7","up",11,11469,330,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","7","down",11,11469,103,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","14","up",11,11817,378,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","14","down",11,11817,216,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","17","up",11,11769,247,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","17","down",11,11769,48,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","18","up",11,11544,349,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","18","down",11,11544,144,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","19","up",11,11220,460,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","19","down",11,11220,249,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","21","up",11,11766,290,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","21","down",11,11766,85,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","22","up",11,11221,456,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","22","down",11,11221,188,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","24","up",11,11434,355,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","24","down",11,11434,93,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","25","up",11,11674,317,TRUE,"eligible"
"macrophages","__broad__","LUAD","normal","25","down",11,11674,89,TRUE,"eligible"
"macrophages","__broad__","LUAD","AAH","__none__","up",8,11160,57,TRUE,"eligible"
"macrophages","__broad__","LUAD","AAH","__none__","down",8,11160,1,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","LUAD","AAH","4","up",7,10823,76,TRUE,"eligible"
"macrophages","__broad__","LUAD","AAH","4","down",7,10823,3,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","LUAD","AAH","6","up",7,11096,6,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","LUAD","AAH","6","down",7,11096,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","LUAD","AAH","9","up",7,11387,9,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","LUAD","AAH","9","down",7,11387,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","LUAD","AAH","11","up",7,11361,12,TRUE,"eligible"
"macrophages","__broad__","LUAD","AAH","11","down",7,11361,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","LUAD","AAH","20","up",7,11027,15,TRUE,"eligible"
"macrophages","__broad__","LUAD","AAH","20","down",7,11027,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","LUAD","AAH","22","up",7,10834,37,TRUE,"eligible"
"macrophages","__broad__","LUAD","AAH","22","down",7,10834,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","LUAD","AAH","24","up",7,10983,31,TRUE,"eligible"
"macrophages","__broad__","LUAD","AAH","24","down",7,10983,0,FALSE,"fewer_than_ten_mapped_targets_or_no_background_negatives"
"macrophages","__broad__","LUAD","AAH","25","up",7,11242,14,TRUE,"eligible"
