comp,label,case,reference,omitted_patient,direction,ligand,pearson,scope,rank,ranked_ligands,planned_omissions
AT2,AT2,LUAD,normal,5,up,HBEGF,0.0158556018260884,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,5,up,TGFB1,0.0603511522905162,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,5,up,VEGFA,0.0229316197549273,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT10A,0.0500995499886352,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT10B,0.0445937332496517,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT11,0.0456996312050544,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT2,0.054393103855429,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT2B,0.0493344450499586,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT3,0.0505827521919613,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT3A,0.0484958042531793,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT4,0.0514946735068193,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT5A,0.0370556460326169,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT5B,0.0456217068087664,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT7A,0.0515466432311527,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT7B,0.0518864518390093,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,5,up,WNT9A,0.0501919452140892,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,6,up,AREG,0.0483980916710818,source_agnostic_planned_panel,3.0,20,23
AT2,AT2,LUAD,normal,6,up,CXCL12,0.0306162757644694,source_agnostic_planned_panel,18.0,20,23
AT2,AT2,LUAD,normal,6,up,CXCL2,0.0492137308932179,source_agnostic_planned_panel,2.0,20,23
AT2,AT2,LUAD,normal,6,up,FGF7,0.0662573156518607,source_agnostic_planned_panel,1.0,20,23
AT2,AT2,LUAD,normal,6,up,HBEGF,0.0130211933206372,source_agnostic_planned_panel,19.0,20,23
AT2,AT2,LUAD,normal,6,up,TGFB1,0.046431349608559,source_agnostic_planned_panel,4.0,20,23
AT2,AT2,LUAD,normal,6,up,VEGFA,0.0036492971469871,source_agnostic_planned_panel,20.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT10A,0.0390497248446018,source_agnostic_planned_panel,12.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT10B,0.0339675223699341,source_agnostic_planned_panel,16.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT11,0.0340655695662977,source_agnostic_planned_panel,15.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT2,0.0441868127993,source_agnostic_planned_panel,5.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT2B,0.039169531791063,source_agnostic_planned_panel,10.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT3,0.039160106090944,source_agnostic_planned_panel,11.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT3A,0.0415965376597501,source_agnostic_planned_panel,6.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT4,0.0409307188963999,source_agnostic_planned_panel,7.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT5A,0.0325693931370164,source_agnostic_planned_panel,17.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT5B,0.0349407506229257,source_agnostic_planned_panel,14.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT7A,0.0401614225054338,source_agnostic_planned_panel,9.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT7B,0.0405067092011032,source_agnostic_planned_panel,8.0,20,23
AT2,AT2,LUAD,normal,6,up,WNT9A,0.0387479691914555,source_agnostic_planned_panel,13.0,20,23
AT2,AT2,LUAD,normal,7,up,AREG,0.0471988743705746,source_agnostic_planned_panel,4.0,20,23
AT2,AT2,LUAD,normal,7,up,CXCL12,0.0357355939689822,source_agnostic_planned_panel,16.0,20,23
AT2,AT2,LUAD,normal,7,up,CXCL2,0.0512821028240078,source_agnostic_planned_panel,2.0,20,23
AT2,AT2,LUAD,normal,7,up,FGF7,0.0720873765208158,source_agnostic_planned_panel,1.0,20,23
AT2,AT2,LUAD,normal,7,up,HBEGF,0.011275058137601,source_agnostic_planned_panel,20.0,20,23
AT2,AT2,LUAD,normal,7,up,TGFB1,0.05077424417304,source_agnostic_planned_panel,3.0,20,23
AT2,AT2,LUAD,normal,7,up,VEGFA,0.0120885623844607,source_agnostic_planned_panel,19.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT10A,0.0397333022360071,source_agnostic_planned_panel,10.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT10B,0.0349344736919726,source_agnostic_planned_panel,18.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT11,0.0352172445531789,source_agnostic_planned_panel,17.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT2,0.0440544755355753,source_agnostic_planned_panel,5.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT2B,0.0390865316586447,source_agnostic_planned_panel,13.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT3,0.039986356636337,source_agnostic_planned_panel,9.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT3A,0.0429040706350454,source_agnostic_planned_panel,6.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT4,0.0383729346785844,source_agnostic_planned_panel,14.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT5A,0.0395224099636,source_agnostic_planned_panel,12.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT5B,0.0357464851225604,source_agnostic_planned_panel,15.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT7A,0.0414243357358727,source_agnostic_planned_panel,8.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT7B,0.0416305096610601,source_agnostic_planned_panel,7.0,20,23
AT2,AT2,LUAD,normal,7,up,WNT9A,0.0396755945268283,source_agnostic_planned_panel,11.0,20,23
AT2,AT2,LUAD,normal,8,up,AREG,0.0527587832149179,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,8,up,CXCL12,0.0343310295340747,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,8,up,CXCL2,0.0525279761299938,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,8,up,FGF10,0.0343364674133408,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,8,up,FGF7,0.0674173100742951,source_agnostic_planned_panel,1.0,21,23
AT2,AT2,LUAD,normal,8,up,HBEGF,0.0111966761906401,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,8,up,TGFB1,0.0494565150609983,source_agnostic_planned_panel,4.0,21,23
AT2,AT2,LUAD,normal,8,up,VEGFA,0.0059263734938547,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT10A,0.0388082175833879,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT10B,0.0333972127307224,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT11,0.033797772561036,source_agnostic_planned_panel,17.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT2,0.0451006486947993,source_agnostic_planned_panel,5.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT2B,0.039623456385085,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT3,0.0388733812076795,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT3A,0.041998345238457,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT4,0.0407314695024298,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT5A,0.0280697613533964,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT5B,0.0346529236537269,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT7A,0.0399035693708209,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT7B,0.0402412371170457,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,8,up,WNT9A,0.0384373485741535,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,9,up,AREG,0.0475752225434017,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,9,up,CXCL12,0.0310201483414104,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,9,up,CXCL2,0.0478589473859369,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,9,up,FGF10,0.0350986278076341,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,9,up,FGF7,0.061013795381885,source_agnostic_planned_panel,1.0,21,23
AT2,AT2,LUAD,normal,9,up,HBEGF,0.0101024174346116,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,9,up,TGFB1,0.0449499169613952,source_agnostic_planned_panel,4.0,21,23
AT2,AT2,LUAD,normal,9,up,VEGFA,0.0051941266158482,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT10A,0.035607485900768,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT10B,0.0306936080291105,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT11,0.0310866371089819,source_agnostic_planned_panel,17.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT2,0.0405614851748373,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT2B,0.0356608684123007,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT3,0.0357566583014183,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT3A,0.0406382623704499,source_agnostic_planned_panel,5.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT4,0.0376946212025889,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT5A,0.0315568142510639,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT5B,0.0316138425273999,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT7A,0.0368331564441318,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT7B,0.0369369878353623,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,9,up,WNT9A,0.0355001998357232,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,__none__,up,AREG,0.0477084834667488,source_agnostic_planned_panel,4.0,21,23
AT2,AT2,LUAD,normal,__none__,up,CXCL12,0.0345813232970066,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,__none__,up,CXCL2,0.0521375245016019,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,__none__,up,FGF10,0.0365083620190549,source_agnostic_planned_panel,17.0,21,23
AT2,AT2,LUAD,normal,__none__,up,FGF7,0.0694539165934315,source_agnostic_planned_panel,1.0,21,23
AT2,AT2,LUAD,normal,__none__,up,HBEGF,0.0127413925237332,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,__none__,up,TGFB1,0.0508949270295232,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,__none__,up,VEGFA,0.0057022353206036,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT10A,0.0421391000572744,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT10B,0.0367498889256159,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT11,0.0371144253667933,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT2,0.0475851632271967,source_agnostic_planned_panel,5.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT2B,0.0423187260873991,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT3,0.0422222114003936,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT3A,0.0447559072910049,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT4,0.0434763248561293,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT5A,0.0304149973102312,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT5B,0.037789427363938,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT7A,0.043247470290135,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT7B,0.0436087460031042,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,__none__,up,WNT9A,0.0418851416541879,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,10,down,AREG,-0.0391995167129588,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,10,down,CXCL12,-0.0307958862207199,source_agnostic_planned_panel,17.0,21,23
AT2,AT2,LUAD,normal,10,down,CXCL2,-0.0279416600948408,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,10,down,FGF10,-0.0303550119161526,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,10,down,FGF7,-0.0390687175325473,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,10,down,HBEGF,0.0060656001006712,source_agnostic_planned_panel,1.0,21,23
AT2,AT2,LUAD,normal,10,down,TGFB1,-0.0487898016294718,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,10,down,VEGFA,-0.0191885367790884,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT10A,-0.0187071071690166,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT10B,-0.0197996037584312,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT11,-0.0173459233141156,source_agnostic_planned_panel,5.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT2,-0.0200865685180657,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT2B,-0.0170990650927406,source_agnostic_planned_panel,4.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT3,-0.0188165984723311,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT3A,-0.0316352002223615,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT4,-0.0245044461289036,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT5A,-0.0193173496053075,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT5B,-0.0158054034189129,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT7A,-0.0152818789723461,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT7B,-0.0176289928332587,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,10,down,WNT9A,-0.018467919266202,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,11,down,AREG,-0.0381452314451721,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,11,down,CXCL12,-0.0349416451468385,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,11,down,CXCL2,-0.0223465390591367,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,11,down,FGF10,-0.0241605465774859,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,11,down,FGF7,-0.0409891244459691,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,11,down,HBEGF,-0.0006423474845342,source_agnostic_planned_panel,1.0,21,23
AT2,AT2,LUAD,normal,11,down,TGFB1,-0.0471618814985869,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,11,down,VEGFA,-0.0115380889134167,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT10A,-0.0159849647671296,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT10B,-0.0176727250597425,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT11,-0.0150360131803426,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT2,-0.016692619091412,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT2B,-0.0141260129100191,source_agnostic_planned_panel,5.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT3,-0.0164224328194718,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT3A,-0.0271206085921929,source_agnostic_planned_panel,17.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT4,-0.0220950672519684,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT5A,-0.0171140469109034,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT5B,-0.0133399130454902,source_agnostic_planned_panel,4.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT7A,-0.0130072448425079,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT7B,-0.0150237324425666,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,11,down,WNT9A,-0.0156375488718164,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,12,down,AREG,-0.0396774146770005,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,12,down,CXCL12,-0.0343267984605448,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,12,down,CXCL2,-0.0278303825139227,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,12,down,FGF10,-0.0243162328727537,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,12,down,FGF7,-0.0376181737444321,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,12,down,HBEGF,-0.0003322577513974,source_agnostic_planned_panel,1.0,21,23
AT2,AT2,LUAD,normal,12,down,TGFB1,-0.0436228628406454,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,12,down,VEGFA,-0.0129232984316561,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT10A,-0.0176559003185644,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT10B,-0.0199424265056848,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT11,-0.0165384258747072,source_agnostic_planned_panel,5.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT2,-0.0189920695005983,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT2B,-0.0167409500799881,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT3,-0.0178801391758154,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT3A,-0.029478515949733,source_agnostic_planned_panel,17.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT4,-0.0237181761164867,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT5A,-0.0167589951650227,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT5B,-0.0143501366861357,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT7A,-0.0145430705354935,source_agnostic_planned_panel,4.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT7B,-0.0168137711105617,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,12,down,WNT9A,-0.0171132550170831,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,LUAD,normal,13,down,AREG,-0.0439741174697879,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,13,down,CXCL12,-0.0372344399636104,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,13,down,CXCL2,-0.0256659547896612,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,13,down,FGF10,-0.0258548120132085,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,13,down,FGF7,-0.0416085360420295,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,13,down,HBEGF,0.0006129861284948,source_agnostic_planned_panel,1.0,21,23
AT2,AT2,LUAD,normal,13,down,TGFB1,-0.0508630810401263,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,13,down,VEGFA,-0.0186135746247408,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT10A,-0.0194959311928422,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT10B,-0.0219102315632614,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT11,-0.0184534061699824,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT2,-0.0203878239504907,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT2B,-0.0177122311017524,source_agnostic_planned_panel,5.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT3,-0.0199179171406863,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT3A,-0.0303518880986344,source_agnostic_planned_panel,17.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT4,-0.0255321454503173,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT5A,-0.0155409227413191,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT5B,-0.0167317923459193,source_agnostic_planned_panel,4.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT7A,-0.0164202238269371,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT7B,-0.0186332857322599,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,13,down,WNT9A,-0.0193811126124105,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,LUAD,normal,14,down,AREG,-0.0397618018287208,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,14,down,CXCL12,-0.0372206897123971,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,14,down,CXCL2,-0.0244896740753473,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,14,down,FGF10,-0.022679020752846,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,14,down,FGF7,-0.042652680062779,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,14,down,HBEGF,0.0029153205484511,source_agnostic_planned_panel,1.0,21,23
AT2,AT2,LUAD,normal,14,down,TGFB1,-0.0461505857779801,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,14,down,VEGFA,-0.0162486453077571,source_agnostic_planned_panel,4.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT10A,-0.0186845040118642,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT10B,-0.0214608708121715,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT11,-0.0173671183590516,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT2,-0.0188644123883207,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT2B,-0.0168072104869952,source_agnostic_planned_panel,5.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT3,-0.0190323012409683,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT3A,-0.0313965077260102,source_agnostic_planned_panel,17.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT4,-0.0246546506530985,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT5A,-0.0192206153130351,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT5B,-0.0161051443874223,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT7A,-0.015570610351552,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT7B,-0.0177689131834429,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,14,down,WNT9A,-0.0184285390360681,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,15,down,AREG,-0.0435318595815915,source_agnostic_planned_panel,20.0,21,23
AT2,AT2,LUAD,normal,15,down,CXCL12,-0.0360087648346746,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,15,down,CXCL2,-0.0283789600590332,source_agnostic_planned_panel,16.0,21,23
AT2,AT2,LUAD,normal,15,down,FGF10,-0.0279967447809633,source_agnostic_planned_panel,15.0,21,23
AT2,AT2,LUAD,normal,15,down,FGF7,-0.0432127306309505,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,15,down,HBEGF,0.001002893997548,source_agnostic_planned_panel,1.0,21,23
AT2,AT2,LUAD,normal,15,down,TGFB1,-0.0528424642441103,source_agnostic_planned_panel,21.0,21,23
AT2,AT2,LUAD,normal,15,down,VEGFA,-0.0190266750395714,source_agnostic_planned_panel,5.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT10A,-0.0204113138216441,source_agnostic_planned_panel,9.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT10B,-0.0219370847310012,source_agnostic_planned_panel,13.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT11,-0.0190974799754459,source_agnostic_planned_panel,6.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT2,-0.0210880390729961,source_agnostic_planned_panel,11.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT2B,-0.0186311454657661,source_agnostic_planned_panel,4.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT3,-0.0209085764946309,source_agnostic_planned_panel,10.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT3A,-0.0306719600110194,source_agnostic_planned_panel,17.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT4,-0.0261813924388722,source_agnostic_planned_panel,14.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT5A,-0.0217157670016456,source_agnostic_planned_panel,12.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT5B,-0.0172269446057958,source_agnostic_planned_panel,2.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT7A,-0.0177466985092211,source_agnostic_planned_panel,3.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT7B,-0.0196304254807075,source_agnostic_planned_panel,7.0,21,23
AT2,AT2,LUAD,normal,15,down,WNT9A,-0.0200571825822321,source_agnostic_planned_panel,8.0,21,23
AT2,AT2,LUAD,normal,16,down,AREG,-0.0411942505980204,source_agnostic_planned_panel,19.0,21,23
AT2,AT2,LUAD,normal,16,down,CXCL12,-0.0387229502522726,source_agnostic_planned_panel,18.0,21,23
AT2,AT2,LUAD,normal,16,down,CXCL2,-0.0273973123156712,source_agnostic_planned_panel,15.0,21,23
