sample_id,day,cell_type,cells,genotype,sex,round,unit_id,heterozygous,library_umis,metadata_pre_gene_filter_umis,library_minus_metadata_umis,cells_ge_1000_umis,eligible_20,eligible_50,eligible_100,gene,feature_present,raw_count,cpm,positive_cells,positive_fraction,expected_detection_1000
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt1,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt2,True,566,93.70567709056786,363,0.45037220843672454,0.09132110687757568
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt2b,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt3,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt3a,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt4,True,155,25.66144867321205,121,0.1501240694789082,0.027169888100735687
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt5a,True,262,43.37612614439714,168,0.20843672456575682,0.03454386004638455
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt5b,True,40,6.6223093350224636,38,0.04714640198511166,0.006716500238584749
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt6,True,4,0.6622309335022464,4,0.004962779156327543,0.0005921614841403572
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt7a,True,1,0.1655577333755616,1,0.0012406947890818859,0.00015167751541608854
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt7b,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt8a,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt8b,True,1,0.1655577333755616,1,0.0012406947890818859,0.0002654836714241753
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt9a,True,40,6.6223093350224636,35,0.043424317617866005,0.005761562698998598
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt9b,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt10a,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt10b,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt11,True,16,2.6489237340089855,12,0.01488833746898263,0.0016911908034090456
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wnt16,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Porcn,True,99,16.390215604180597,93,0.11538461538461539,0.015500904397362906
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Wls,True,479,79.30215428689401,299,0.3709677419354839,0.06973538979912218
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Axin2,True,410,67.87867068398025,292,0.36228287841191065,0.06749265173404512
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Lef1,True,2,0.3311154667511232,2,0.0024813895781637717,0.0003376220616427991
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Mki67,True,2,0.3311154667511232,1,0.0012406947890818859,0.00015961237063090577
EEM-scRNA-158,0.0,AF1,806,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF1,True,6040189,6040202,-13,795,True,True,True,Top2a,True,4,0.6622309335022464,4,0.004962779156327543,0.0007333469381231668
EEM-scRNA-158,0.0,AF2,165,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF2,True,555894,555900,-6,156,True,True,True,Wnt1,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF2,165,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF2,True,555894,555900,-6,156,True,True,True,Wnt2,True,4,7.195616430470557,4,0.024242424242424242,0.002433463108370553
EEM-scRNA-158,0.0,AF2,165,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF2,True,555894,555900,-6,156,True,True,True,Wnt2b,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF2,165,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF2,True,555894,555900,-6,156,True,True,True,Wnt3,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF2,165,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF2,True,555894,555900,-6,156,True,True,True,Wnt3a,True,0,0.0,0,0.0,0.0
EEM-scRNA-158,0.0,AF2,165,Ki67Cre/+; ROSA26LSL-tdTm/+,F,uninfected,EEM-scRNA-158|AF2,True,555894,555900,-6,156,True,True,True,Wnt4,True,91,163.70027379320518,53,0.3212121212121212,0.14593123724935506
