cohort,unit,seed,module,case,reference,n_case,n_reference,difference,interpretable,unit_type
GSE300288,GSM9057713,17,HALLMARK_HYPOXIA,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.02656982193064661,False,retained_mouse_library
GSE300288,GSM9057713,17,HALLMARK_INFLAMMATORY_RESPONSE,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.018546478152389495,False,retained_mouse_library
GSE300288,GSM9057713,17,HALLMARK_P53_PATHWAY,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.009397925217335096,False,retained_mouse_library
GSE300288,GSM9057713,29,HPCS_author_top100,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.0233202986135798,False,retained_mouse_library
GSE300288,GSM9057713,29,HPCS_excluding_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.025167464114832505,False,retained_mouse_library
GSE300288,GSM9057713,29,HPCS_without_ADI_or_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.023735394699344506,False,retained_mouse_library
GSE300288,GSM9057713,29,ADI_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.01019896688720362,False,retained_mouse_library
GSE300288,GSM9057713,29,AT2_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,29,110,0.005727379688824197,False,retained_mouse_library
GSE300288,GSM9057713,29,AT1_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.2683328731300859,False,retained_mouse_library
GSE300288,GSM9057713,29,DATP_PATS_holdout_panel,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.1087251828631138,False,retained_mouse_library
GSE300288,GSM9057713,29,HALLMARK_HYPOXIA,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.020149953139643906,False,retained_mouse_library
GSE300288,GSM9057713,29,HALLMARK_INFLAMMATORY_RESPONSE,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.020764826306698195,False,retained_mouse_library
GSE300288,GSM9057713,29,HALLMARK_P53_PATHWAY,mixed_AT2_AT1_alveolar,AT1_like,29,110,-0.020943347445302712,False,retained_mouse_library
GSE300288,GSM9057716,17,HPCS_author_top100,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.0012808978704169915,True,retained_mouse_library
GSE300288,GSM9057716,17,HPCS_excluding_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.0028310024255202987,True,retained_mouse_library
GSE300288,GSM9057716,17,HPCS_without_ADI_or_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.0017350278241159978,True,retained_mouse_library
GSE300288,GSM9057716,17,ADI_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,59,121,0.01026297131042031,True,retained_mouse_library
GSE300288,GSM9057716,17,AT2_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,59,121,0.006798264238541907,True,retained_mouse_library
GSE300288,GSM9057716,17,AT1_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.212719739125449,True,retained_mouse_library
GSE300288,GSM9057716,17,DATP_PATS_holdout_panel,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.05792127748984449,True,retained_mouse_library
GSE300288,GSM9057716,17,HALLMARK_HYPOXIA,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.008197313147037505,True,retained_mouse_library
GSE300288,GSM9057716,17,HALLMARK_INFLAMMATORY_RESPONSE,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.009906778231673706,True,retained_mouse_library
GSE300288,GSM9057716,17,HALLMARK_P53_PATHWAY,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.005507716434916099,True,retained_mouse_library
GSE300288,GSM9057716,29,HPCS_author_top100,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.0018989635846655972,True,retained_mouse_library
GSE300288,GSM9057716,29,HPCS_excluding_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.004445558496324803,True,retained_mouse_library
GSE300288,GSM9057716,29,HPCS_without_ADI_or_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.0038202447503470002,True,retained_mouse_library
GSE300288,GSM9057716,29,ADI_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,59,121,0.009072868500661302,True,retained_mouse_library
GSE300288,GSM9057716,29,AT2_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,59,121,0.0026294513998188773,True,retained_mouse_library
GSE300288,GSM9057716,29,AT1_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.21753130109948499,True,retained_mouse_library
GSE300288,GSM9057716,29,DATP_PATS_holdout_panel,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.0575710883877294,True,retained_mouse_library
GSE300288,GSM9057716,29,HALLMARK_HYPOXIA,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.009016105810539701,True,retained_mouse_library
GSE300288,GSM9057716,29,HALLMARK_INFLAMMATORY_RESPONSE,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.011020236642072405,True,retained_mouse_library
GSE300288,GSM9057716,29,HALLMARK_P53_PATHWAY,mixed_AT2_AT1_alveolar,AT1_like,59,121,-0.0022282135445924056,True,retained_mouse_library
GSE300288,GSM9057717,17,HPCS_author_top100,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.0060746891882328125,False,retained_mouse_library
GSE300288,GSM9057717,17,HPCS_excluding_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.006118270504636994,False,retained_mouse_library
GSE300288,GSM9057717,17,HPCS_without_ADI_or_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.011753692531724508,False,retained_mouse_library
GSE300288,GSM9057717,17,ADI_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,38,23,0.06054366944521239,False,retained_mouse_library
GSE300288,GSM9057717,17,AT2_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.020826201072692008,False,retained_mouse_library
GSE300288,GSM9057717,17,AT1_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.20501891132426686,False,retained_mouse_library
GSE300288,GSM9057717,17,DATP_PATS_holdout_panel,mixed_AT2_AT1_alveolar,AT1_like,38,23,0.02231121281464532,False,retained_mouse_library
GSE300288,GSM9057717,17,HALLMARK_HYPOXIA,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.010928542782325593,False,retained_mouse_library
GSE300288,GSM9057717,17,HALLMARK_INFLAMMATORY_RESPONSE,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.011365759118292698,False,retained_mouse_library
GSE300288,GSM9057717,17,HALLMARK_P53_PATHWAY,mixed_AT2_AT1_alveolar,AT1_like,38,23,0.0084396895420982,False,retained_mouse_library
GSE300288,GSM9057717,29,HPCS_author_top100,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.003892519285663698,False,retained_mouse_library
GSE300288,GSM9057717,29,HPCS_excluding_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.0037938094664578953,False,retained_mouse_library
GSE300288,GSM9057717,29,HPCS_without_ADI_or_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.007320054087788602,False,retained_mouse_library
GSE300288,GSM9057717,29,ADI_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,38,23,0.053369844640661745,False,retained_mouse_library
GSE300288,GSM9057717,29,AT2_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.01949584677201391,False,retained_mouse_library
GSE300288,GSM9057717,29,AT1_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.22051849041391497,False,retained_mouse_library
GSE300288,GSM9057717,29,DATP_PATS_holdout_panel,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.0011441647597255078,False,retained_mouse_library
GSE300288,GSM9057717,29,HALLMARK_HYPOXIA,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.009648729623251306,False,retained_mouse_library
GSE300288,GSM9057717,29,HALLMARK_INFLAMMATORY_RESPONSE,mixed_AT2_AT1_alveolar,AT1_like,38,23,-0.010624387054593003,False,retained_mouse_library
GSE300288,GSM9057717,29,HALLMARK_P53_PATHWAY,mixed_AT2_AT1_alveolar,AT1_like,38,23,0.008121210691452885,False,retained_mouse_library
GSE300288,GSM9057720,17,HPCS_author_top100,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.007154096581660302,True,retained_mouse_library
GSE300288,GSM9057720,17,HPCS_excluding_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.0096371191135734,True,retained_mouse_library
GSE300288,GSM9057720,17,HPCS_without_ADI_or_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.0138935406698565,True,retained_mouse_library
GSE300288,GSM9057720,17,ADI_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,95,200,0.05853199837640388,True,retained_mouse_library
GSE300288,GSM9057720,17,AT2_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,95,200,0.003987429202928605,True,retained_mouse_library
GSE300288,GSM9057720,17,AT1_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.1931142623397874,True,retained_mouse_library
GSE300288,GSM9057720,17,DATP_PATS_holdout_panel,mixed_AT2_AT1_alveolar,AT1_like,95,200,0.05105263157894738,True,retained_mouse_library
GSE300288,GSM9057720,17,HALLMARK_HYPOXIA,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.007532555615843706,True,retained_mouse_library
GSE300288,GSM9057720,17,HALLMARK_INFLAMMATORY_RESPONSE,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.008625134264232004,True,retained_mouse_library
GSE300288,GSM9057720,17,HALLMARK_P53_PATHWAY,mixed_AT2_AT1_alveolar,AT1_like,95,200,0.007288388497015713,True,retained_mouse_library
GSE300288,GSM9057720,29,HPCS_author_top100,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.0073412913727617934,True,retained_mouse_library
GSE300288,GSM9057720,29,HPCS_excluding_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.009664819944598294,True,retained_mouse_library
GSE300288,GSM9057720,29,HPCS_without_ADI_or_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.0143510765550239,True,retained_mouse_library
GSE300288,GSM9057720,29,ADI_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,95,200,0.05431335407928567,True,retained_mouse_library
GSE300288,GSM9057720,29,AT2_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,95,200,0.0031468434866694095,True,retained_mouse_library
GSE300288,GSM9057720,29,AT1_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.19345718571038983,True,retained_mouse_library
GSE300288,GSM9057720,29,DATP_PATS_holdout_panel,mixed_AT2_AT1_alveolar,AT1_like,95,200,0.06565789473684211,True,retained_mouse_library
GSE300288,GSM9057720,29,HALLMARK_HYPOXIA,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.006243895822029305,True,retained_mouse_library
GSE300288,GSM9057720,29,HALLMARK_INFLAMMATORY_RESPONSE,mixed_AT2_AT1_alveolar,AT1_like,95,200,-0.007932330827067603,True,retained_mouse_library
GSE300288,GSM9057720,29,HALLMARK_P53_PATHWAY,mixed_AT2_AT1_alveolar,AT1_like,95,200,0.011370048833423713,True,retained_mouse_library
GSE300288,GSM9057721,17,HPCS_author_top100,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.011763150938408698,True,retained_mouse_library
GSE300288,GSM9057721,17,HPCS_excluding_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.01002506265664159,True,retained_mouse_library
GSE300288,GSM9057721,17,HPCS_without_ADI_or_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.004682817182817198,True,retained_mouse_library
GSE300288,GSM9057721,17,ADI_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.04709643398589419,True,retained_mouse_library
GSE300288,GSM9057721,17,AT2_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.006561679790026198,True,retained_mouse_library
GSE300288,GSM9057721,17,AT1_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,39,182,-0.20164550475431298,True,retained_mouse_library
GSE300288,GSM9057721,17,DATP_PATS_holdout_panel,mixed_AT2_AT1_alveolar,AT1_like,39,182,-0.00396825396825401,True,retained_mouse_library
GSE300288,GSM9057721,17,HALLMARK_HYPOXIA,mixed_AT2_AT1_alveolar,AT1_like,39,182,6.608511763149527e-05,True,retained_mouse_library
GSE300288,GSM9057721,17,HALLMARK_INFLAMMATORY_RESPONSE,mixed_AT2_AT1_alveolar,AT1_like,39,182,-0.0033266053674217005,True,retained_mouse_library
GSE300288,GSM9057721,17,HALLMARK_P53_PATHWAY,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.0234413352970054,True,retained_mouse_library
GSE300288,GSM9057721,29,HPCS_author_top100,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.010479211510139308,True,retained_mouse_library
GSE300288,GSM9057721,29,HPCS_excluding_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.009909388856757295,True,retained_mouse_library
GSE300288,GSM9057721,29,HPCS_without_ADI_or_operational_markers,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.004516317016316995,True,retained_mouse_library
GSE300288,GSM9057721,29,ADI_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.040434287220919685,True,retained_mouse_library
GSE300288,GSM9057721,29,AT2_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.0033313143549363877,True,retained_mouse_library
GSE300288,GSM9057721,29,AT1_published_holdout,mixed_AT2_AT1_alveolar,AT1_like,39,182,-0.21030006263166884,True,retained_mouse_library
GSE300288,GSM9057721,29,DATP_PATS_holdout_panel,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.005799755799755807,True,retained_mouse_library
GSE300288,GSM9057721,29,HALLMARK_HYPOXIA,mixed_AT2_AT1_alveolar,AT1_like,39,182,-0.0027566934783428976,True,retained_mouse_library
GSE300288,GSM9057721,29,HALLMARK_INFLAMMATORY_RESPONSE,mixed_AT2_AT1_alveolar,AT1_like,39,182,-0.00655976676384841,True,retained_mouse_library
GSE300288,GSM9057721,29,HALLMARK_P53_PATHWAY,mixed_AT2_AT1_alveolar,AT1_like,39,182,0.021855292473849097,True,retained_mouse_library
GSE310539,wildtype_PBS,17,HPCS_author_top100,two_marker,reference,7,5749,0.012698383635205604,False,pooled_library
GSE310539,wildtype_PBS,17,HPCS_excluding_operational_markers,two_marker,reference,7,5749,0.0022617972163195,False,pooled_library
GSE310539,wildtype_PBS,17,HPCS_without_ADI_or_operational_markers,two_marker,reference,7,5749,-0.0042162467660127045,False,pooled_library
GSE310539,wildtype_PBS,17,ADI_published_holdout,two_marker,reference,7,5749,0.016466823024485155,False,pooled_library
GSE310539,wildtype_PBS,17,AT2_published_holdout,two_marker,reference,7,5749,-0.04443723377841102,False,pooled_library
GSE310539,wildtype_PBS,17,AT1_published_holdout,two_marker,reference,7,5749,0.0043876122711594134,False,pooled_library
GSE310539,wildtype_PBS,17,DATP_PATS_holdout_panel,two_marker,reference,7,5749,0.1286973303845803,False,pooled_library
GSE310539,wildtype_PBS,17,HALLMARK_HYPOXIA,two_marker,reference,7,5749,-0.0017897617153457973,False,pooled_library
GSE310539,wildtype_PBS,17,HALLMARK_INFLAMMATORY_RESPONSE,two_marker,reference,7,5749,0.004283670578784801,False,pooled_library
GSE310539,wildtype_PBS,17,HALLMARK_P53_PATHWAY,two_marker,reference,7,5749,0.009916035593970696,False,pooled_library
GSE310539,wildtype_PBS,29,HPCS_author_top100,two_marker,reference,12,5744,0.026984679665738212,False,pooled_library
GSE310539,wildtype_PBS,29,HPCS_excluding_operational_markers,two_marker,reference,12,5744,0.016859106837990898,False,pooled_library
GSE310539,wildtype_PBS,29,HPCS_without_ADI_or_operational_markers,two_marker,reference,12,5744,0.009841074474746789,False,pooled_library
GSE310539,wildtype_PBS,29,ADI_published_holdout,two_marker,reference,12,5744,0.02625839225769594,False,pooled_library
GSE310539,wildtype_PBS,29,AT2_published_holdout,two_marker,reference,12,5744,-0.0311703022908843,False,pooled_library
GSE310539,wildtype_PBS,29,AT1_published_holdout,two_marker,reference,12,5744,0.03178291817974099,False,pooled_library
GSE310539,wildtype_PBS,29,DATP_PATS_holdout_panel,two_marker,reference,12,5744,0.0615424791086351,False,pooled_library
GSE310539,wildtype_PBS,29,HALLMARK_HYPOXIA,two_marker,reference,12,5744,0.008097613223421007,False,pooled_library
GSE310539,wildtype_PBS,29,HALLMARK_INFLAMMATORY_RESPONSE,two_marker,reference,12,5744,0.004571762549030703,False,pooled_library
GSE310539,wildtype_PBS,29,HALLMARK_P53_PATHWAY,two_marker,reference,12,5744,0.010584839785496403,False,pooled_library
GSE310539,wildtype_SeV,17,HPCS_author_top100,two_marker,reference,58,4661,0.046537998630174895,True,pooled_library
GSE310539,wildtype_SeV,17,HPCS_excluding_operational_markers,two_marker,reference,58,4661,0.03696145573876179,True,pooled_library
GSE310539,wildtype_SeV,17,HPCS_without_ADI_or_operational_markers,two_marker,reference,58,4661,0.0323274034038698,True,pooled_library
GSE310539,wildtype_SeV,17,ADI_published_holdout,two_marker,reference,58,4661,0.06000732985544588,True,pooled_library
GSE310539,wildtype_SeV,17,AT2_published_holdout,two_marker,reference,58,4661,-0.057759287791608716,True,pooled_library
GSE310539,wildtype_SeV,17,AT1_published_holdout,two_marker,reference,58,4661,0.03682157984193457,True,pooled_library
GSE310539,wildtype_SeV,17,DATP_PATS_holdout_panel,two_marker,reference,58,4661,0.1384877449711103,True,pooled_library
GSE310539,wildtype_SeV,17,HALLMARK_HYPOXIA,two_marker,reference,58,4661,0.017427891453650396,True,pooled_library
GSE310539,wildtype_SeV,17,HALLMARK_INFLAMMATORY_RESPONSE,two_marker,reference,58,4661,0.009036306930054791,True,pooled_library
GSE310539,wildtype_SeV,17,HALLMARK_P53_PATHWAY,two_marker,reference,58,4661,0.016257161669571307,True,pooled_library
GSE310539,wildtype_SeV,29,HPCS_author_top100,two_marker,reference,54,4664,0.05500586801480549,True,pooled_library
GSE310539,wildtype_SeV,29,HPCS_excluding_operational_markers,two_marker,reference,54,4664,0.04537300030807849,True,pooled_library
GSE310539,wildtype_SeV,29,HPCS_without_ADI_or_operational_markers,two_marker,reference,54,4664,0.04132076949101959,True,pooled_library
GSE310539,wildtype_SeV,29,ADI_published_holdout,two_marker,reference,54,4664,0.0671646516772304,True,pooled_library
GSE310539,wildtype_SeV,29,AT2_published_holdout,two_marker,reference,54,4664,-0.0626789668645098,True,pooled_library
GSE310539,wildtype_SeV,29,AT1_published_holdout,two_marker,reference,54,4664,0.04365926627731431,True,pooled_library
GSE310539,wildtype_SeV,29,DATP_PATS_holdout_panel,two_marker,reference,54,4664,0.16833958028926582,True,pooled_library
GSE310539,wildtype_SeV,29,HALLMARK_HYPOXIA,two_marker,reference,54,4664,0.020089595956371095,True,pooled_library
GSE310539,wildtype_SeV,29,HALLMARK_INFLAMMATORY_RESPONSE,two_marker,reference,54,4664,0.006184453960734304,True,pooled_library
GSE310539,wildtype_SeV,29,HALLMARK_P53_PATHWAY,two_marker,reference,54,4664,0.023818801867993303,True,pooled_library
GSE310539,AP1mut_PBS,17,HPCS_author_top100,two_marker,reference,11,8847,0.025178377986644795,False,pooled_library
GSE310539,AP1mut_PBS,17,HPCS_excluding_operational_markers,two_marker,reference,11,8847,0.015004837864418502,False,pooled_library
GSE310539,AP1mut_PBS,17,HPCS_without_ADI_or_operational_markers,two_marker,reference,11,8847,0.01817376490304641,False,pooled_library
GSE310539,AP1mut_PBS,17,ADI_published_holdout,two_marker,reference,11,8847,0.022171950350994007,False,pooled_library
GSE310539,AP1mut_PBS,17,AT2_published_holdout,two_marker,reference,11,8847,-0.05031249641604574,False,pooled_library
GSE310539,AP1mut_PBS,17,AT1_published_holdout,two_marker,reference,11,8847,0.0032071203370729884,False,pooled_library
GSE310539,AP1mut_PBS,17,DATP_PATS_holdout_panel,two_marker,reference,11,8847,0.08091597562604691,False,pooled_library
GSE310539,AP1mut_PBS,17,HALLMARK_HYPOXIA,two_marker,reference,11,8847,0.003254683566171701,False,pooled_library
GSE310539,AP1mut_PBS,17,HALLMARK_INFLAMMATORY_RESPONSE,two_marker,reference,11,8847,-0.0002638652180869949,False,pooled_library
GSE310539,AP1mut_PBS,17,HALLMARK_P53_PATHWAY,two_marker,reference,11,8847,0.00034538924235190394,False,pooled_library
GSE310539,AP1mut_PBS,29,HPCS_author_top100,two_marker,reference,13,8846,0.037043024089206095,False,pooled_library
GSE310539,AP1mut_PBS,29,HPCS_excluding_operational_markers,two_marker,reference,13,8846,0.0271270729907038,False,pooled_library
GSE310539,AP1mut_PBS,29,HPCS_without_ADI_or_operational_markers,two_marker,reference,13,8846,0.027218168000495105,False,pooled_library
GSE310539,AP1mut_PBS,29,ADI_published_holdout,two_marker,reference,13,8846,0.031718098999269084,False,pooled_library
GSE310539,AP1mut_PBS,29,AT2_published_holdout,two_marker,reference,13,8846,-0.07558931505565697,False,pooled_library
GSE310539,AP1mut_PBS,29,AT1_published_holdout,two_marker,reference,13,8846,0.010554178542963921,False,pooled_library
GSE310539,AP1mut_PBS,29,DATP_PATS_holdout_panel,two_marker,reference,13,8846,0.0883377681930701,False,pooled_library
GSE310539,AP1mut_PBS,29,HALLMARK_HYPOXIA,two_marker,reference,13,8846,0.014616144725712807,False,pooled_library
GSE310539,AP1mut_PBS,29,HALLMARK_INFLAMMATORY_RESPONSE,two_marker,reference,13,8846,0.005230392649242105,False,pooled_library
GSE310539,AP1mut_PBS,29,HALLMARK_P53_PATHWAY,two_marker,reference,13,8846,0.0176019032806604,False,pooled_library
GSE310539,AP1mut_SeV,17,HPCS_author_top100,two_marker,reference,47,7840,0.0633712320314464,True,pooled_library
GSE310539,AP1mut_SeV,17,HPCS_excluding_operational_markers,two_marker,reference,47,7840,0.0535937521885899,True,pooled_library
GSE310539,AP1mut_SeV,17,HPCS_without_ADI_or_operational_markers,two_marker,reference,47,7840,0.046943761423421396,True,pooled_library
GSE310539,AP1mut_SeV,17,ADI_published_holdout,two_marker,reference,47,7840,0.08333427274346727,True,pooled_library
GSE310539,AP1mut_SeV,17,AT2_published_holdout,two_marker,reference,47,7840,-0.0773643303388834,True,pooled_library
GSE310539,AP1mut_SeV,17,AT1_published_holdout,two_marker,reference,47,7840,0.034752402966310714,True,pooled_library
GSE310539,AP1mut_SeV,17,DATP_PATS_holdout_panel,two_marker,reference,47,7840,0.1410053915183095,True,pooled_library
GSE310539,AP1mut_SeV,17,HALLMARK_HYPOXIA,two_marker,reference,47,7840,0.016842217500457293,True,pooled_library
GSE310539,AP1mut_SeV,17,HALLMARK_INFLAMMATORY_RESPONSE,two_marker,reference,47,7840,0.008679298630003503,True,pooled_library
GSE310539,AP1mut_SeV,17,HALLMARK_P53_PATHWAY,two_marker,reference,47,7840,0.018305606817194994,True,pooled_library
GSE310539,AP1mut_SeV,29,HPCS_author_top100,two_marker,reference,44,7843,0.0609047960970896,True,pooled_library
GSE310539,AP1mut_SeV,29,HPCS_excluding_operational_markers,two_marker,reference,44,7843,0.0515496319572689,True,pooled_library
GSE310539,AP1mut_SeV,29,HPCS_without_ADI_or_operational_markers,two_marker,reference,44,7843,0.04395824746700511,True,pooled_library
GSE310539,AP1mut_SeV,29,ADI_published_holdout,two_marker,reference,44,7843,0.08899941806673917,True,pooled_library
GSE310539,AP1mut_SeV,29,AT2_published_holdout,two_marker,reference,44,7843,-0.08959496006219692,True,pooled_library
GSE310539,AP1mut_SeV,29,AT1_published_holdout,two_marker,reference,44,7843,0.032447315210215155,True,pooled_library
GSE310539,AP1mut_SeV,29,DATP_PATS_holdout_panel,two_marker,reference,44,7843,0.2116590165327894,True,pooled_library
GSE310539,AP1mut_SeV,29,HALLMARK_HYPOXIA,two_marker,reference,44,7843,0.012323381902838104,True,pooled_library
GSE310539,AP1mut_SeV,29,HALLMARK_INFLAMMATORY_RESPONSE,two_marker,reference,44,7843,0.010675709784104898,True,pooled_library
GSE310539,AP1mut_SeV,29,HALLMARK_P53_PATHWAY,two_marker,reference,44,7843,0.02411483527492339,True,pooled_library
