annotation	group	category	sources	total_cells	state_cells	equal_source	cell_pooled	weighting_gap_pp	loo_equal_min	loo_equal_max	loo_pooled_min	loo_pooled_max	max_abs_equal_change_pp	max_abs_pooled_change_pp
clusterK12	Hopx_12wk14d	06	2	911	5	0.00597330647192143	0.005488474204171241	0.048483226775018935	0.0036363636363636364	0.008310249307479225	0.0036363636363636364	0.008310249307479225	0.23369428355577948	0.2821775103307984
clusterK12	Hopx_12wk14d	07	2	911	5	0.0064492571140770585	0.005488474204171241	0.09607829099058177	0.0018181818181818182	0.0110803324099723	0.0018181818181818182	0.0110803324099723	0.46310752958952406	0.5591858205801058
clusterK12	Hopx_12wk14d	08	2	911	52	0.06250314782170738	0.0570801317233809	0.5423016098326474	0.03636363636363636	0.0886426592797784	0.03636363636363636	0.0886426592797784	2.6139511458071016	3.1562527556397493
clusterK12	Hopx_12wk14d	09	2	911	58	0.06415008813900781	0.06366630076838639	0.048378737062142185	0.06181818181818182	0.0664819944598338	0.06181818181818182	0.0664819944598338	0.23319063208259924	0.28156936914474073
clusterK12	Hopx_12wk14d	10	2	911	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clusterK12	Hopx_12wk14d	11	2	911	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clusterK12	Hopx_12wk14d	12	2	911	2	0.0022941324603374465	0.0021953896816684962	0.009874277866895025	0.0018181818181818182	0.002770083102493075	0.0018181818181818182	0.002770083102493075	0.04759506421556283	0.05746934208245785
clusterK12_stringent	6wk_3d	01	5	586	5	0.007514455757113132	0.008532423208191127	-0.10179674510779943	0.006103596012180889	0.009393069696391415	0.007352941176470588	0.009345794392523364	0.1878613939278283	0.11794820317205384
clusterK12_stringent	6wk_3d	02	5	586	3	0.004005548812207387	0.005119453924914676	-0.1113905112707289	0.0015822784810126582	0.005006936015259233	0.0022727272727272726	0.007352941176470588	0.24232703311947287	0.2846726652187403
clusterK12_stringent	6wk_3d	03	5	586	4	0.004921063860048357	0.006825938566552901	-0.1904874706504544	0.0014044943820224719	0.006151329825060447	0.002336448598130841	0.00909090909090909	0.3516569478025885	0.44894899684220607
clusterK12_stringent	6wk_3d	04	5	586	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
