compartment,set,size,nes,fdr,matched_p,matched_nes,matched_draws,clears_both
myeloid,GOBP_MITOTIC_DNA_REPLICATION,16,2.976645995104099,0.0,0.0,2.8323001553223026,500,True
myeloid,GOBP_CELL_CYCLE_DNA_REPLICATION,38,2.6683693292853046,0.0,0.004,2.836603419729299,500,True
myeloid,GOBP_SPINDLE_CHECKPOINT_SIGNALING,48,2.499864995385685,0.0,0.23,2.9046826927143456,500,False
myeloid,GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION,20,2.2534337706957612,0.0007451137731415143,0.106,2.175755339289688,500,False
myeloid,GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,54,1.971473984293337,0.006258955694388719,0.424,2.4627224355054995,500,False
myeloid,GOBP_DNA_REPLICATION_INITIATION,28,1.9544435293899225,0.00645765270055979,0.4,1.8535743452231976,500,False
myeloid,GOBP_CHROMOSOME_SEPARATION,71,1.8240541218964683,0.015753834060706302,0.88,,500,False
myeloid,GOBP_CHROMOSOME_CONDENSATION,32,1.7188619024507774,0.03241244913165587,0.852,,500,False
