set,es,nes,p_perm,fdr,leading_edge,size
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.5288944011641259,2.5013417285092663,0.0,0.0,Mmp2;Vim;Eln;Col1a2;Col4a2;Sparc;Col5a2;Lamc1;Mmp14;Ppib;Lrp1;Nid2;Gpx7;Col4a1;Il6;Rgs4;Inhba;Col6a3;Edil3;Fbln2;Adam12;Myl9;Fbn1;Mest;Pmepa1;Fn1;Col1a1;Cdh2;Lox;Timp1;Tgfbi;Vcan;Fstl1;Col3a1;Col5a1;Serpine2;Serpine1;Bmp1;Lgals1;Wnt5a;Col6a2;Fbln5;Mfap5;Slit2;Htra1;Plod1;P3h1;Tfpi2;Dpysl3;Itga5;Flna;Il15;Loxl1;Basp1,148
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.5068774900830257,2.2032131486539024,0.0,0.0,Cmpk2;Tent5a;Ube2l6;Lap3;Trafd1;Ifi44;Irf7;Mvb12a;Cxcl10;Usp18;Ogfr;Ifit3;Rtp4;Cxcl11;Lgals3bp;Procr;Bst2;Eif2ak2;Stat2;Isg20;Tap1;Trim12c;Gbp3;Il15;Rsad2;Oas1a;Gmpr;Isg15;Psmb8;Batf2;Psme1;Ly6e;Oasl1;Ifitm3;C1s1;Ifit2;Psmb9;Parp9;Adar;Psme2;Irf9;Mov10;Ifi27,90
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.46583957388239094,2.1682160387630716,0.0,0.0,Cxcl9;Cmpk2;Il6;Ube2l6;Lap3;Trafd1;Ifi44;Irf7;Serping1;Ptpn2;Xaf1;Cxcl10;Usp18;Ptgs2;Ptpn1;Ogfr;Ifit3;Psmb2;Rtp4;Cxcl11;Sri;Lgals3bp;Ido1;Ccl5;Bst2;Zbp1;Eif2ak2;Stat2;Socs3;Stat1;Isg20;Irf8;Cfb;Tap1;Gbp3;Cd274;Il15;Lcp2;Rnf213;Rsad2;Psma2;Casp7;Isg15;Hif1a;Psmb8;Batf2;Auts2;Rbck1;Psme1;St3gal5;Upp1;Ly6e;Oasl1;Eif4e3;Ifitm3;C1s1;Ifit2;Psmb9;Tnfaip2;Il18bp;Arid5b;Psmb10;Adar;Vcam1;Psme2;Nlrc5;Irf9;Ifi27;Casp3;Dhx58;Nup93;Mthfd2;Mx2;Samhd1;Itgb7;Selp;Casp8;B2m;Tdrd7;Socs1;Nfkb1,162
REPO_CAPILLARY_ICAP_SUBCLUSTER5_TOP20,0.665652749690127,2.072815042214476,0.0,0.0,Rpl13;Rps3;Col4a1;Tpt1;Rps14;Rps16;Rps18;Rps23;Rpl18a;Rpl23;Sparcl1;Rps19;Rps5;Emcn;Rps24;Rps21,20
HALLMARK_COAGULATION,0.4452094192389443,1.8969343907769438,0.0,0.0024410089503661514,Mmp2;Cpq;Sparc;Mmp14;Lrp1;C2;Serping1;Rabif;Fbn1;Fn1;Lamp2;Csrp1;Timp1;Serpine1;Bmp1;Gnb2;Fyn;Htra1;Tfpi2;Cfb;Sh2b2;Gng12,82
HALLMARK_MYC_TARGETS_V1,0.3846696850935067,1.8756664858388878,0.0,0.0023732031461893136,Ppia;Psmd8;Rps3;Snrpa;Acp1;Phb2;Rplp0;Rpl18;Psmd3;Psma7;Eef1b2;Nhp2;Psma4;Ruvbl2;Ywhaq;Cdk4;Rack1;Tyms;Pcbp1;Ranbp1;Rpl22;Psmb2;Dut;Srpk1;Prdx4;Snrpd2;Tfdp1;Cox5a;Slc25a3;Rps2;Pa2g4;Ran;Eif3d;Psmc4;Fbl;Psma2;Erh;Snrpd3;Npm1;Mrpl23;Rps5;Cct2;Pole3;Mcm5;Eif2s2;Rpl14;Snrpb2;Vdac1;Ssb;Snrpd1;Rrp9;Prpf31;Apex1;Lsm2;Mcm6;Rnps1;Cyc1;Nme1;Psmb3;Pgk1;Myc;Psmd1;Snrpa1;Rpl6;Srm;Prdx3;Snrpg;Rps6;C1qbp;Pabpc4;Vdac3;Sf3b3;Hddc2;Smarcc1;Tomm70a;Cdc45;Aimp2;Ncbp1;Got2;Mcm2,187
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.37924270099871765,1.8103014768148575,0.0,0.004649540857840287,Bax;Slc25a4;Phb2;Hsd17b10;Ndufb5;Ndufs4;Ndufs2;Timm17a;Hadha;Cox7a2l;Ndufs8;Idh2;Ndufa8;Slc25a5;Cox5a;Acaa2;Tomm22;Ndufa9;Slc25a3;Bckdha;Mrps15;Ndufs6;Ogdh;Ndufb2;Casp7;Fxn;Cox7c;Uqcrc1;Pdhb;Uqcrfs1;Ndufs3;Dlst;Ndufa1;Gpi1;Sdhd;Fh1;Atp5pb;Mdh2;Dld;Timm50;Idh3g;Dlat;Vdac1;Ndufv1;Cox7b;Oxa1l;Polr2f;Aifm1;Vdac2;Cox6c;Cox11;Echs1;Ndufb8;Timm9;Cyc1;Acat1;Cox5b;Sucla2;Uqcrb;Cox4i1;Cs;Mrpl34;Mrpl11;Mrps11;Prdx3;Atp6v0b;Atp6v1g1;Pdha1;Ndufa3;Uqcr10;Mrpl35;Vdac3;Tomm70a;Suclg1;Uqcrq;Got2;Atp6ap1;Ndufb3;Uqcrh;Idh3b;Aco2;Cox6b1;Timm10;Uqcrc2;Ndufa2;Ndufv2;Etfa;Ndufs1;Atp6v1d;Mtrf1;Slc25a11;Pdhx;Mgst3;Cox10;Uqcr11;Acadvl;Cyb5r3,179
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.436785221133077,1.7955523675893792,0.0,0.004576891781936533,Cxcl9;Il6;Grb2;Ltb;Il3ra;Ptpn2;Bak1;Cxcl10;Ltbr;Ptpn1;Itga4;Cxcl11;Stat2;Socs3;Stat1;Il2rg;Hmox1,66
HALLMARK_APICAL_JUNCTION,0.37084342660559855,1.7411431722073487,0.0,0.005198444986890878,Evl;Mmp2;Cdh4;Src;Actn1;Tspan4;Nectin2;Mpzl1;Vasp;Myl9;Fbn1;Thbs3;Nectin3;Tmem8b;Tgfbi;Vcan;Cd34;Mapk11;Sgce;Bmp1;Slit2;Layn;Baiap2;Mvd;Fscn1;Ptprc;Gnai2;Adamts5;Cd274;Gnai1;Syk,137
HALLMARK_COMPLEMENT,0.36965655167827327,1.7219349288899974,0.0,0.0052888527257933275,Col4a2;Cpq;Mmp14;Lrp1;Il6;Lap3;C2;Src;Grb2;Irf7;Serping1;Rabif;Cda;Fn1;Lamp2;Csrp1;Timp1;Calm3;Serpine1;Prcp;Gnb2;Fyn;Anxa5;Ccl5;Rhog;Tfpi2;Lyn;Gnai2;Cfb;Lcp2;Casp7;Atox1;Dock10;C3;Cdh13;Pfn1;C1s1,140
