case,reference,module,section_weighting,n_patients,eligible_primary_count,mean_paired_difference,loo_min,loo_max
LUAD,MIA,GENE_TNF,spot_weighted,4,True,0.000594057888119575,0.00040202300424179994,0.0009179762644271
LUAD,MIA,HALLMARK_E2F_TARGETS,spot_weighted,4,True,0.009806809218877274,0.005488239165030499,0.01266425160170763
LUAD,MIA,HALLMARK_G2M_CHECKPOINT,spot_weighted,4,True,0.008433101276362499,0.004488836620065466,0.010980470264668432
LUAD,MIA,HALLMARK_GLYCOLYSIS,spot_weighted,4,True,0.012908240339012474,0.005990511458344766,0.016999543096958433
LUAD,MIA,HALLMARK_HYPOXIA,spot_weighted,4,True,0.015200327080663226,0.011291523838348668,0.01952416939761927
LUAD,MIA,HALLMARK_IL6_JAK_STAT3_SIGNALING,spot_weighted,4,True,0.013786840434406571,0.010245039196669267,0.01702500603896436
LUAD,MIA,HALLMARK_INFLAMMATORY_RESPONSE,spot_weighted,4,True,0.009076281857485081,0.006146434171481442,0.011797460012133673
LUAD,MIA,HALLMARK_INTERFERON_GAMMA_RESPONSE,spot_weighted,4,True,0.016355691683547724,0.009018902635484235,0.02081032211981976
LUAD,MIA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,spot_weighted,4,True,0.012760063315029501,0.0061656906420965,0.016682355855283368
LUAD,MIA,HALLMARK_P53_PATHWAY,spot_weighted,4,True,0.01788188869258308,0.010683338172565768,0.023171925409816076
LUAD,MIA,HALLMARK_TGF_BETA_SIGNALING,spot_weighted,4,True,0.017777991956174372,0.01299327712399923,0.022919890187927363
LUAD,MIA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,spot_weighted,4,True,0.018964326380640224,0.010409649110687499,0.0239269847322108
LUAD,MIA,HALLMARK_WNT_BETA_CATENIN_SIGNALING,spot_weighted,4,True,0.007995179429833025,0.0037725019301834,0.01041432613466
LUAD,MIA,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,spot_weighted,4,True,0.015225914765291601,0.011443438409494305,0.01823729600006377
