cluster,rank,feature_id,gene_symbol,mean_log_expression,mean_log_difference_vs_other_cells,descriptive_no_P_value
19,12,ENSMUSG00000020681,Ace,2.5536907470065993,2.3089328379107297,True
19,13,ENSMUSG00000017754,Pltp,2.602375206969262,2.2896001430346766,True
19,14,ENSMUSG00000045930,Clec14a,2.321364681769666,2.260433839517403,True
19,15,ENSMUSG00000031613,Hpgd,2.3463396292920664,2.229291623972776,True
19,16,ENSMUSG00000020717,Pecam1,2.4276393107800978,2.1925880130562727,True
19,17,ENSMUSG00000041378,Cldn5,2.261599484142984,2.162061683668945,True
19,18,ENSMUSG00000026814,Eng,2.2812710882329976,2.126831551130807,True
19,19,ENSMUSG00000007655,Cav1,2.38899938008166,2.1202737621513723,True
19,20,ENSMUSG00000079018,Ly6c1,2.3007809851326506,2.0454355381327414,True
19,21,ENSMUSG00000027293,Ehd4,2.3883201435197776,2.0301125442947847,True
19,22,ENSMUSG00000027800,Tm4sf1,2.159444585178899,2.0051356727131995,True
19,23,ENSMUSG00000045954,Cavin2,2.246991375090801,1.9955937144917812,True
19,24,ENSMUSG00000069763,Tmem100,2.136214720764147,1.993251565671983,True
19,25,ENSMUSG00000027435,Cd93,2.066139218154227,1.9888622634429214,True
19,26,ENSMUSG00000041134,Cyyr1,2.0043920016592476,1.967574106357259,True
19,27,ENSMUSG00000022579,Gpihbp1,1.9571190517756927,1.9401466845795616,True
19,28,ENSMUSG00000000530,Acvrl1,2.0436218926776664,1.8668639360401726,True
19,29,ENSMUSG00000025492,Ifitm3,2.9284804944695098,1.8579880991074307,True
19,30,ENSMUSG00000067336,Bmpr2,2.0897243333596838,1.8505326277213958,True
19,31,ENSMUSG00000004655,Aqp1,1.9501603447581046,1.8410374713113828,True
19,32,ENSMUSG00000029648,Flt1,1.8747923332414809,1.8172911475524747,True
19,33,ENSMUSG00000020315,Sptbn1,2.7556656540832196,1.7840413537606177,True
19,34,ENSMUSG00000006386,Tek,1.75922473883342,1.7370570752934134,True
19,35,ENSMUSG00000033082,Clec1a,1.7214519360431608,1.6709538532680812,True
20,1,ENSMUSG00000022097,Sftpc,2.9031047518932187,2.802792428848117,True
20,2,ENSMUSG00000017723,Wfdc2,2.3991315117933327,2.255850333093288,True
20,3,ENSMUSG00000021789,Sftpa1,2.248142571944111,2.211238505627893,True
20,4,ENSMUSG00000056370,Sftpb,2.0684123241165286,2.047332148730669,True
20,5,ENSMUSG00000021795,Sftpd,1.8839487627685376,1.8356833824310803,True
20,6,ENSMUSG00000021242,Npc2,2.580199152998,1.590733538616143,True
20,7,ENSMUSG00000023043,Krt18,1.704810819075815,1.582008293729736,True
20,8,ENSMUSG00000029375,Cxcl15,1.597696894182349,1.580799344777032,True
20,9,ENSMUSG00000044217,Aqp5,1.6399312243760142,1.503156596412528,True
20,10,ENSMUSG00000015452,Ager,1.7230106750646954,1.500849399931388,True
20,11,ENSMUSG00000025150,Cbr2,1.5212573801673706,1.4438882182140789,True
20,12,ENSMUSG00000070473,Cldn3,1.4072576473957474,1.3211745388707057,True
20,13,ENSMUSG00000032473,Cldn18,1.4598695334194045,1.3020798916369032,True
20,14,ENSMUSG00000026576,Atp1b1,1.471010424158381,1.2529934799565765,True
20,15,ENSMUSG00000049382,Krt8,1.3668662039738781,1.251175356223106,True
20,16,ENSMUSG00000015932,Dstn,1.6780071003461579,1.225563145531057,True
20,17,ENSMUSG00000024610,Cd74,2.718132720189888,1.2206305272983733,True
20,18,ENSMUSG00000032359,Ctsh,1.613496003797083,1.1533383135368225,True
20,19,ENSMUSG00000032366,Tpm1,1.5804189333682608,1.1485101406293308,True
20,20,ENSMUSG00000029188,Slc34a2,1.1022803572806854,1.0991598783856524,True
20,21,ENSMUSG00000090509,Sfta2,1.096626108905259,1.0818461616596724,True
20,22,ENSMUSG00000037071,Scd1,1.2502360389428933,1.0706888593712178,True
20,23,ENSMUSG00000023039,Krt7,1.1950250926393997,1.0407508988897167,True
20,24,ENSMUSG00000074227,Spint2,1.3359319029398276,1.0354895779796474,True
20,25,ENSMUSG00000018569,Cldn7,1.1066287336791154,1.0203640535007414,True
20,26,ENSMUSG00000050732,Vamp8,1.6526473736067784,1.0059985174087578,True
20,27,ENSMUSG00000022505,Emp2,1.4656482658909689,1.0004536909163462,True
20,28,ENSMUSG00000022037,Clu,1.1881308347037889,0.9916743727011609,True
20,29,ENSMUSG00000046727,Cystm1,1.1104925553958167,0.9808951798856761,True
20,30,ENSMUSG00000017009,Sdc4,1.334477145256759,0.9636043109200703,True
20,31,ENSMUSG00000045394,Epcam,1.0841349349013734,0.9599676744965921,True
20,32,ENSMUSG00000042784,Muc1,0.9714472627660218,0.9395730401780257,True
20,33,ENSMUSG00000002980,Bcam,1.2259970479620872,0.9385133744791478,True
20,34,ENSMUSG00000006356,Crip2,1.4858099572858925,0.9316278851523124,True
20,35,ENSMUSG00000029484,Anxa3,1.186551940839859,0.9179712510840162,True
21,1,ENSMUSG00000025150,Cbr2,4.337653568231437,4.268108368053685,True
21,2,ENSMUSG00000024653,Scgb1a1,3.3131313200695924,3.185772886100834,True
21,3,ENSMUSG00000017723,Wfdc2,3.1042803990314285,2.9403565133823637,True
21,4,ENSMUSG00000054986,Sec14l3,2.5258304886071077,2.4042885016754454,True
21,5,ENSMUSG00000031765,Mt1,2.4392073915665407,2.0412233698743947,True
21,6,ENSMUSG00000036752,Tubb4b,2.6385696407063417,2.028976399629178,True
21,7,ENSMUSG00000049422,Chchd10,2.205200321583384,2.0100242960426167,True
21,8,ENSMUSG00000034467,Dynlrb2,1.9432394176601884,1.9336237154030265,True
21,9,ENSMUSG00000047139,Cd24a,2.2833876091553025,1.8721635745069731,True
21,10,ENSMUSG00000058135,Gstm1,2.3908873004128175,1.8697516636577198,True
21,11,ENSMUSG00000049154,Fam183b,1.8706366197172417,1.8678173555811568,True
21,12,ENSMUSG00000052974,Cyp2f2,1.792837768434042,1.772542555650033,True
21,13,ENSMUSG00000049382,Krt8,1.8865393503123977,1.7605429386714984,True
21,14,ENSMUSG00000014846,Tppp3,1.8869377712169326,1.698565892322188,True
21,15,ENSMUSG00000006356,Crip2,2.245795216186937,1.68725766130082,True
21,16,ENSMUSG00000026701,Prdx6,2.5101387823920653,1.6626030641556797,True
21,17,ENSMUSG00000023043,Krt18,1.7815958906608413,1.6406012067350286,True
21,18,ENSMUSG00000013822,Elof1,1.8146586426530018,1.6392545278088155,True
21,19,ENSMUSG00000024646,Cyb5a,2.2251871295243384,1.6301615811345607,True
21,20,ENSMUSG00000027907,S100a11,3.310283951012485,1.582555567834022,True
21,21,ENSMUSG00000009013,Dynll1,2.4190413798673087,1.5564053397948632,True
21,22,ENSMUSG00000030717,Nupr1,1.9356663471244904,1.5537546561749653,True
21,23,ENSMUSG00000070306,Ccdc153,1.5435605743323944,1.5425360440864102,True
21,24,ENSMUSG00000070473,Cldn3,1.6361434237066521,1.536333097289155,True
21,25,ENSMUSG00000034227,Foxj1,1.4846832883884629,1.483035227316787,True
21,26,ENSMUSG00000028691,Prdx1,2.3159939838221755,1.4582799452816568,True
21,27,ENSMUSG00000046727,Cystm1,1.5809671953021283,1.4438513942456155,True
21,28,ENSMUSG00000039450,Dcxr,1.5256281473550453,1.4188269519712409,True
21,29,ENSMUSG00000054428,Atpif1,1.9249103370919285,1.4085085920371272,True
21,30,ENSMUSG00000030246,Ldhb,1.5217983062008777,1.4035294516068226,True
21,31,ENSMUSG00000028441,1110017D15Rik,1.4004696495082962,1.3995149769216142,True
21,32,ENSMUSG00000044080,S100a1,1.6076699418715206,1.3889184157038956,True
21,33,ENSMUSG00000038791,Scgb3a2,1.391617758087365,1.3815739080794003,True
21,34,ENSMUSG00000032786,Alas1,1.5543906147700237,1.3728242174990544,True
21,35,ENSMUSG00000040703,Cyp2s1,1.382095799867408,1.3679356831650493,True
22,1,ENSMUSG00000035783,Acta2,3.958585618612852,3.879427274982793,True
22,2,ENSMUSG00000032085,Tagln,3.7840731377936594,3.713301982703422,True
22,3,ENSMUSG00000067818,Myl9,2.898625652241641,2.8538329987403714,True
22,4,ENSMUSG00000042485,Mustn1,2.8912825893928855,2.8314036117998014,True
22,5,ENSMUSG00000018830,Myh11,2.668536517738311,2.6500268340996698,True
22,6,ENSMUSG00000028464,Tpm2,2.5532557546435637,2.4862616704517224,True
22,7,ENSMUSG00000036256,Igfbp7,3.280709191458941,2.4312063539357442,True
22,8,ENSMUSG00000029309,Sparcl1,2.934585223595301,2.2819762641504195,True
22,9,ENSMUSG00000032366,Tpm1,2.6582741831780794,2.260771752378021,True
22,10,ENSMUSG00000004951,Hspb1,2.505918149531052,2.1147070308361378,True
22,11,ENSMUSG00000031375,Bgn,2.750954282267363,2.113892613441768,True
22,12,ENSMUSG00000029761,Cald1,2.389162129196582,2.1068086730779725,True
22,13,ENSMUSG00000026421,Csrp1,2.554359399582729,2.044862290490061,True
22,14,ENSMUSG00000052727,Map1b,2.0103706517988,1.9274419289525704,True
22,15,ENSMUSG00000026208,Des,1.954519688426299,1.9170781712664748,True
22,16,ENSMUSG00000022836,Mylk,2.193771823214434,1.9108885510519045,True
22,17,ENSMUSG00000072941,Sod3,2.3635646776391126,1.8930167374917852,True
22,18,ENSMUSG00000015932,Dstn,2.204567708752372,1.772385357001335,True
22,19,ENSMUSG00000033306,Lpp,2.0029601765894034,1.7597232247136596,True
22,20,ENSMUSG00000087006,Gm13889,1.8642869335150258,1.7341415223140195,True
22,21,ENSMUSG00000030218,Mgp,2.212709802487665,1.6412934952178335,True
22,22,ENSMUSG00000031328,Flna,2.596759227435451,1.6364276430646307,True
22,23,ENSMUSG00000023092,Fhl1,2.08201922989417,1.6309025432196842,True
22,24,ENSMUSG00000068220,Lgals1,2.5109156223203852,1.6240716278553127,True
22,25,ENSMUSG00000090841,Myl6,3.3365049345762605,1.5983303602677372,True
22,26,ENSMUSG00000037706,Cd81,2.29887319949376,1.5726516644774964,True
22,27,ENSMUSG00000038418,Egr1,2.678586192695891,1.5641713132903314,True
22,28,ENSMUSG00000029675,Eln,1.8201761728475903,1.5372130859349489,True
22,29,ENSMUSG00000026249,Serpine2,1.7188669605688616,1.5238177371375916,True
22,30,ENSMUSG00000020044,Timp3,2.1845149330938485,1.516501211946054,True
22,31,ENSMUSG00000001349,Cnn1,1.4639718466061207,1.4601284947297277,True
22,32,ENSMUSG00000055322,Tns1,1.8463200411192313,1.4530811608875587,True
22,33,ENSMUSG00000009281,Rarres2,1.746446706210943,1.4454337953043814,True
22,34,ENSMUSG00000031586,Rbpms,1.8422567272153438,1.4414679770639225,True
22,35,ENSMUSG00000059430,Actg2,1.4309847119261738,1.426129647843594,True
23,1,ENSMUSG00000015452,Ager,5.092729742895036,5.025164339515975,True
23,2,ENSMUSG00000032473,Cldn18,3.6607023889014956,3.609325446325641,True
23,3,ENSMUSG00000059325,Hopx,3.8631511726635415,3.489893441779831,True
23,4,ENSMUSG00000022505,Emp2,3.629494793234484,3.2641936236216558,True
23,5,ENSMUSG00000044217,Aqp5,3.296793574797684,3.2489733389606523,True
23,6,ENSMUSG00000023951,Vegfa,3.481280004189547,3.207842556085032,True
23,7,ENSMUSG00000018593,Sparc,3.5352609742750714,2.8010437985827514,True
23,8,ENSMUSG00000037405,Icam1,3.184247557863179,2.795254432853116,True
23,9,ENSMUSG00000054986,Sec14l3,2.7817398043972648,2.7401948206530817,True
23,10,ENSMUSG00000026701,Prdx6,3.474651110252278,2.7126335240341946,True
23,11,ENSMUSG00000002980,Bcam,2.8462611240257125,2.636779346998463,True
23,12,ENSMUSG00000036256,Igfbp7,3.4065971889980458,2.5902558807259854,True
23,13,ENSMUSG00000054619,Mettl7a1,2.930305959165725,2.572115957951473,True
23,14,ENSMUSG00000023039,Krt7,2.6269042359331083,2.5451372245343302,True
23,15,ENSMUSG00000030483,Cyp2b10,2.5357842196782734,2.516776990304976,True
23,16,ENSMUSG00000049001,Ndnf,2.513461149950384,2.4315111822237574,True
23,17,ENSMUSG00000021057,Akap5,2.4404534602096644,2.4245329294197493,True
23,18,ENSMUSG00000015093,Clic3,2.4496172837991614,2.415491150945394,True
23,19,ENSMUSG00000033060,Lmo7,2.423235038040011,2.3491150775386593,True
23,20,ENSMUSG00000006356,Crip2,2.7780435573334663,2.289168414318257,True
23,21,ENSMUSG00000037846,Rtkn2,2.281089422686788,2.2705050469073695,True
23,22,ENSMUSG00000020044,Timp3,2.8879257297127268,2.2645586388980345,True
23,23,ENSMUSG00000030739,Myh14,2.2786911724283505,2.242007888890286,True
23,24,ENSMUSG00000079465,Col4a3,2.2509877210266866,2.237468251446019,True
23,25,ENSMUSG00000067158,Col4a4,2.2586691170387962,2.236971599891837,True
23,26,ENSMUSG00000023959,Clic5,2.3358614973916763,2.211756643545105,True
23,27,ENSMUSG00000030340,Scnn1a,2.2677174123113018,2.1504583670198287,True
23,28,ENSMUSG00000028713,Cyp4b1,2.3486030895552266,2.1444992743173996,True
23,29,ENSMUSG00000022636,Alcam,2.414227968437217,2.1234311625715927,True
23,30,ENSMUSG00000032060,Cryab,2.2878388189858008,2.106239592678896,True
23,31,ENSMUSG00000029484,Anxa3,2.2971448267980596,2.0866749883493143,True
23,32,ENSMUSG00000018417,Myo1b,2.2510517521306856,2.07902439060623,True
23,33,ENSMUSG00000007655,Cav1,2.3663188681963647,2.0678815934317987,True
23,34,ENSMUSG00000003541,Ier3,2.585994103896652,2.0462921872050788,True
23,35,ENSMUSG00000071604,Fam189a2,2.1078715172961484,2.0322417505352064,True
24,1,ENSMUSG00000019929,Dcn,3.7659105012396803,3.341243623849285,True
24,2,ENSMUSG00000024164,C3,3.8197593057856842,3.2684494810879525,True
24,3,ENSMUSG00000026185,Igfbp5,3.152551311404765,3.0143381607914423,True
24,4,ENSMUSG00000009281,Rarres2,3.1472155301510787,2.8209328559213454,True
24,5,ENSMUSG00000023046,Igfbp6,3.1155377921937895,2.773889497935187,True
24,6,ENSMUSG00000055653,Gpc3,2.92057633675447,2.6072176169892796,True
24,7,ENSMUSG00000004951,Hspb1,3.03715995880736,2.602554963266561,True
24,8,ENSMUSG00000042985,Upk3b,2.5922471951035893,2.591527180326208,True
24,9,ENSMUSG00000020473,Aebp1,2.892675400782032,2.565896172716343,True
24,10,ENSMUSG00000022037,Clu,2.7283126756924543,2.5220121207494306,True
24,11,ENSMUSG00000023224,Serping1,3.1043234913289046,2.4414422292784543,True
24,12,ENSMUSG00000031517,Gpm6a,2.4533962952990493,2.4390875203606615,True
24,13,ENSMUSG00000020467,Efemp1,2.7049393583746517,2.437651090571453,True
24,14,ENSMUSG00000027574,Nkain4,2.1368526766280165,2.1112386563504617,True
24,15,ENSMUSG00000006360,Crip1,3.675514282298689,2.054962477553402,True
24,16,ENSMUSG00000031451,Gas6,2.3289874115911853,2.0351393278963643,True
24,17,ENSMUSG00000073418,C4b,2.292533893044255,2.0269343804112645,True
24,18,ENSMUSG00000063011,Msln,1.9979167014610868,1.9962075308840928,True
24,19,ENSMUSG00000007655,Cav1,2.3247351148048367,1.9581826694036413,True
24,20,ENSMUSG00000026365,Cfh,2.4675370251932063,1.9372362669906211,True
24,21,ENSMUSG00000030218,Mgp,2.529077402934307,1.9235757092633916,True
24,22,ENSMUSG00000025492,Ifitm3,3.0614801364786484,1.9060634898420021,True
24,23,ENSMUSG00000020911,Krt19,1.9924647853154094,1.9038104018706437,True
24,24,ENSMUSG00000004655,Aqp1,2.080034314083452,1.8867538711044014,True
24,25,ENSMUSG00000052957,Gas1,2.028665209768199,1.8816161107933436,True
24,26,ENSMUSG00000029810,Tmem176b,2.6999803160418985,1.8737239519750513,True
24,27,ENSMUSG00000055172,C1ra,2.093790506114479,1.8522577320294937,True
24,28,ENSMUSG00000049436,Upk1b,1.9006920617167689,1.8505600963257967,True
24,29,ENSMUSG00000037706,Cd81,2.6034490596346496,1.8445737402000573,True
24,30,ENSMUSG00000017466,Timp2,2.4988215345294535,1.8245663247925386,True
24,31,ENSMUSG00000026043,Col3a1,2.3116065028334867,1.805252426980556,True
24,32,ENSMUSG00000038521,C1s1,2.08005423555855,1.7909575360414638,True
24,33,ENSMUSG00000031375,Bgn,2.4644674273098217,1.7805694353403247,True
24,34,ENSMUSG00000013584,Aldh1a2,1.7476803830691747,1.7322569623982202,True
24,35,ENSMUSG00000027800,Tm4sf1,1.9627154299191065,1.7153167603076669,True
25,1,ENSMUSG00000022505,Emp2,3.904045222737954,3.5100419700034733,True
25,2,ENSMUSG00000036256,Igfbp7,4.237334501114201,3.414684186367197,True
25,3,ENSMUSG00000001240,Ramp2,3.6270186436515055,3.406815608564644,True
25,4,ENSMUSG00000000805,Car4,3.423720658228749,3.399002944087503,True
25,5,ENSMUSG00000075602,Ly6a,3.9651756447932716,3.3967124197260894,True
25,6,ENSMUSG00000079018,Ly6c1,3.5163273861346935,3.243517760747606,True
25,7,ENSMUSG00000041378,Cldn5,3.34067376734278,3.217146958742352,True
25,8,ENSMUSG00000062960,Kdr,3.047306372767695,2.9800066424764307,True
25,9,ENSMUSG00000031871,Cdh5,3.104806972453333,2.965734115618391,True
25,10,ENSMUSG00000028713,Cyp4b1,3.024836900269711,2.8151996719547134,True
25,11,ENSMUSG00000001029,Icam2,2.856416589674995,2.7013551868309023,True
25,12,ENSMUSG00000020717,Pecam1,2.9669033490595216,2.6926109156277476,True
25,13,ENSMUSG00000056492,Adgrf5,2.8870375950055776,2.690456379741084,True
25,14,ENSMUSG00000059588,Calcrl,2.8736543160168826,2.6722601605817267,True
25,15,ENSMUSG00000002944,Cd36,2.9205061292454744,2.664554726659029,True
25,16,ENSMUSG00000019966,Kitl,2.6043689588087338,2.4923373583062034,True
25,17,ENSMUSG00000022122,Ednrb,2.484718986954515,2.459725199023669,True
25,18,ENSMUSG00000064373,Selenop,3.2502924257105517,2.441098240641111,True
25,19,ENSMUSG00000026921,Egfl7,2.553418883451428,2.4076391997075404,True
25,20,ENSMUSG00000045954,Cavin2,2.6951324762285,2.4068727632070432,True
25,21,ENSMUSG00000000530,Acvrl1,2.5942358462510478,2.38652375271709,True
25,22,ENSMUSG00000058254,Tspan7,2.540495201763829,2.366807226016337,True
25,23,ENSMUSG00000031613,Hpgd,2.523128886748715,2.356201035105356,True
25,24,ENSMUSG00000069763,Tmem100,2.4820881865827897,2.2995725640668714,True
25,25,ENSMUSG00000024140,Epas1,2.5402938720337915,2.2953357105343906,True
25,26,ENSMUSG00000022892,App,3.13786564289475,2.2510998789640206,True
25,27,ENSMUSG00000025810,Nrp1,2.5689553534549048,2.2106247682428695,True
25,28,ENSMUSG00000026814,Eng,2.3888870207479425,2.1852198697956347,True
25,29,ENSMUSG00000020577,Tspan13,2.8782608121915825,2.182306415997741,True
25,30,ENSMUSG00000002980,Bcam,2.415823323962169,2.1656320335647012,True
25,31,ENSMUSG00000040181,Fmo1,2.303718745950433,2.16419986733759,True
25,32,ENSMUSG00000002504,Slc9a3r2,2.2992722926830247,2.104788263004805,True
25,33,ENSMUSG00000027293,Ehd4,2.508898499128138,2.104181721236038,True
25,34,ENSMUSG00000051375,Pcdh1,2.1109696149987363,2.0629320072081536,True
25,35,ENSMUSG00000022587,Ly6e,3.7222814356683878,2.050667348161441,True
26,1,ENSMUSG00000019929,Dcn,4.938784890704685,4.777095548160023,True
26,2,ENSMUSG00000026879,Gsn,5.596586682275393,4.531211943666752,True
26,3,ENSMUSG00000025784,Clec3b,3.9149595418255845,3.653698171012215,True
26,4,ENSMUSG00000023224,Serping1,3.8055064829569014,3.325188216078811,True
26,5,ENSMUSG00000017493,Igfbp4,3.1827662213090284,2.805803588587423,True
26,6,ENSMUSG00000006369,Fbln1,2.8943235122568005,2.714065218137336,True
26,7,ENSMUSG00000024011,Pi16,2.8973268919302577,2.7030387883282754,True
26,8,ENSMUSG00000002985,Apoe,3.2676913916555224,2.633606661911367,True
26,9,ENSMUSG00000030218,Mgp,3.0613960791310983,2.5984935019413498,True
26,10,ENSMUSG00000026365,Cfh,2.953326212799447,2.5635398157642277,True
26,11,ENSMUSG00000024164,C3,2.9433287836620368,2.5246700232955988,True
26,12,ENSMUSG00000020473,Aebp1,2.6715634942091135,2.4776696254138506,True
26,13,ENSMUSG00000036256,Igfbp7,3.216021374322847,2.4458758587436633,True
26,14,ENSMUSG00000038418,Egr1,3.4432801794219805,2.429564153163503,True
26,15,ENSMUSG00000031765,Mt1,2.6686181626004033,2.391327022085066,True
26,16,ENSMUSG00000026043,Col3a1,2.747231617224231,2.3707678767953,True
26,17,ENSMUSG00000000753,Serpinf1,2.3715283893803827,2.3376601897442266,True
26,18,ENSMUSG00000029661,Col1a2,2.6485483465541124,2.333288421414313,True
26,19,ENSMUSG00000031375,Bgn,2.856722127878186,2.298635004986416,True
26,20,ENSMUSG00000030116,Mfap5,2.283303498857915,2.197116503134762,True
26,21,ENSMUSG00000052684,Jun,3.6407725104154687,2.196493188983803,True
26,22,ENSMUSG00000020810,Cygb,2.2010779863130185,2.1261560789889526,True
26,23,ENSMUSG00000020044,Timp3,2.703150365051332,2.11905222153335,True
26,24,ENSMUSG00000017466,Timp2,2.65789365593767,2.0976048578612145,True
26,25,ENSMUSG00000021477,Ctsl,2.5859447367971486,2.0883199856037162,True
26,26,ENSMUSG00000001506,Col1a1,2.395326437822046,2.0768306552681093,True
26,27,ENSMUSG00000018593,Sparc,2.7793257470095987,2.0612107760869045,True
26,28,ENSMUSG00000071637,Cebpd,2.7394636994607575,2.046925926686532,True
26,29,ENSMUSG00000040488,Ltbp4,2.3603863642984257,1.9819654911320406,True
26,30,ENSMUSG00000026574,Dpt,2.065612668337548,1.9655652594841617,True
26,31,ENSMUSG00000028195,Cyr61,2.377403053808707,1.9582097803620302,True
26,32,ENSMUSG00000036446,Lum,1.9108886551544053,1.884939685342661,True
26,33,ENSMUSG00000016494,Cd34,2.016902802373318,1.854538936516571,True
26,34,ENSMUSG00000070436,Serpinh1,2.2405112497281094,1.8387167461288665,True
26,35,ENSMUSG00000072941,Sod3,2.2477741381915353,1.8349885119317246,True
27,1,ENSMUSG00000033910,Gucy1a1,4.032273081826492,3.949124107697813,True
27,2,ENSMUSG00000027750,Postn,3.822308003062933,3.7903725843914087,True
27,3,ENSMUSG00000009876,Cox4i2,3.6684341086468226,3.653879063927764,True
27,4,ENSMUSG00000022197,Pdzd2,3.74212724306214,3.6006933840218416,True
27,5,ENSMUSG00000028005,Gucy1b1,3.438170009935406,3.3907658361447672,True
27,6,ENSMUSG00000053965,Pde5a,3.409744014202709,3.3156650896877196,True
27,7,ENSMUSG00000029309,Sparcl1,3.941558042042692,3.2466130803899063,True
27,8,ENSMUSG00000024620,Pdgfrb,3.106756221240675,3.0314926198639642,True
27,9,ENSMUSG00000030605,Mfge8,3.346030033810038,3.0030844193564077,True
27,10,ENSMUSG00000018593,Sparc,3.6889527423281065,2.865702570249198,True
27,11,ENSMUSG00000031502,Col4a1,3.248027261713861,2.7833271463679075,True
27,12,ENSMUSG00000037712,Fermt2,3.0077493644096482,2.6867463035887225,True
27,13,ENSMUSG00000002020,Ltbp2,2.5974111548611813,2.5662990020465455,True
27,14,ENSMUSG00000040280,Ndufa4l2,2.559283415196647,2.5286214398192177,True
27,15,ENSMUSG00000038146,Notch3,2.5475097348992253,2.526057533031834,True
27,16,ENSMUSG00000031503,Col4a2,2.8526915538478903,2.5255563280893374,True
27,17,ENSMUSG00000048332,Lhfp,2.75110413742737,2.4984041615873975,True
27,18,ENSMUSG00000042284,Itga1,2.6340237788751093,2.482249130120626,True
27,19,ENSMUSG00000027447,Cst3,4.202003098709483,2.4591848127505043,True
27,20,ENSMUSG00000024074,Crim1,2.635425415677084,2.427300052827271,True
27,21,ENSMUSG00000031375,Bgn,3.0492993148279863,2.369813949634775,True
27,22,ENSMUSG00000037166,Ppp1r14a,2.5114310434166813,2.3519857530592265,True
27,23,ENSMUSG00000053846,Lipg,2.352908150410988,2.3432509462577134,True
27,24,ENSMUSG00000000093,Tbx2,2.4950302839279175,2.283293173243654,True
27,25,ENSMUSG00000037892,Pcdh18,2.1280371676868115,2.103869804539669,True
27,26,ENSMUSG00000020928,Higd1b,2.105735327995999,2.103133144795266,True
27,27,ENSMUSG00000032766,Gng11,2.3315264700164255,2.0751633526893674,True
27,28,ENSMUSG00000022892,App,2.893351030181831,1.957525528065743,True
27,29,ENSMUSG00000024140,Epas1,2.2411843311618753,1.945950771135986,True
27,30,ENSMUSG00000029070,Mxra8,2.2905161070152067,1.9349907936814699,True
27,31,ENSMUSG00000037706,Cd81,2.6761107495133305,1.919112343924771,True
27,32,ENSMUSG00000031997,Trpc6,1.9202702968892917,1.91733284910677,True
27,33,ENSMUSG00000048376,F2r,2.113063188505844,1.874865301034725,True
27,34,ENSMUSG00000048960,Prex2,2.140248695729484,1.8683662825406682,True
27,35,ENSMUSG00000016194,Hsd11b1,2.245361439778771,1.8657297970351352,True
28,1,ENSMUSG00000056071,S100a9,4.384249138277631,3.4716834543395434,True
28,2,ENSMUSG00000027398,Il1b,4.268402659615805,3.1204465254841907,True
28,3,ENSMUSG00000026879,Gsn,4.133321925651195,2.8094293347488195,True
28,4,ENSMUSG00000056054,S100a8,3.566756395406501,2.7848782585493197,True
28,5,ENSMUSG00000028649,Macf1,3.6616798112558766,2.428429419434387,True
28,6,ENSMUSG00000029309,Sparcl1,3.0905352054640303,2.3828949006576456,True
28,7,ENSMUSG00000026768,Itga8,2.582690870346025,2.2564181200552405,True
28,8,ENSMUSG00000037736,Limch1,2.613515856654145,2.187238683636366,True
28,9,ENSMUSG00000040998,Npnt,2.5328438476074573,2.128741494864004,True
28,10,ENSMUSG00000031375,Bgn,2.7873920895332516,2.0991878026484976,True
28,11,ENSMUSG00000079105,C7,2.5243226677872412,2.095299160186261,True
28,12,ENSMUSG00000029231,Pdgfra,2.3750660793725835,2.0458285914794283,True
28,13,ENSMUSG00000026193,Fn1,2.4554071592730145,1.9433210378203989,True
28,14,ENSMUSG00000041577,Prelp,2.327569012031999,1.9415126456319058,True
28,15,ENSMUSG00000002985,Apoe,2.665419653404591,1.8814590261252078,True
28,16,ENSMUSG00000072941,Sod3,2.3374971040459567,1.8210608186017714,True
28,17,ENSMUSG00000075705,Msrb1,2.7182758214861846,1.8141358586430607,True
28,18,ENSMUSG00000021390,Ogn,2.2856563440589017,1.8011871168641156,True
28,19,ENSMUSG00000023224,Serping1,2.4638122514236804,1.7933745499143265,True
28,20,ENSMUSG00000040249,Lrp1,2.341899092807326,1.78230223653705,True
28,21,ENSMUSG00000030579,Tyrobp,3.004368873529656,1.7715784109520594,True
28,22,ENSMUSG00000056501,Cebpb,3.3260958638302114,1.7242309291101652,True
28,23,ENSMUSG00000026043,Col3a1,2.227281240529792,1.71593336429638,True
28,24,ENSMUSG00000026365,Cfh,2.202730042989864,1.66680458065515,True
28,25,ENSMUSG00000040488,Ltbp4,2.150456818037255,1.6596153090962302,True
28,26,ENSMUSG00000040170,Fmo2,2.1107880459275354,1.6174053033535065,True
28,27,ENSMUSG00000026748,Plxdc2,2.021650422451108,1.6095769001564413,True
28,28,ENSMUSG00000038156,Spon1,1.8578585725884105,1.6027334627655843,True
28,29,ENSMUSG00000024164,C3,2.1506901438846144,1.5880266973952364,True
28,30,ENSMUSG00000009633,G0s2,2.1503531225892,1.5862605066724034,True
28,31,ENSMUSG00000055322,Tns1,1.993731214556583,1.5655236906217758,True
28,32,ENSMUSG00000003477,Inmt,2.0271714565365815,1.5510690287597577,True
28,33,ENSMUSG00000018339,Gpx3,2.107228591691616,1.549251131909,True
28,34,ENSMUSG00000028859,Csf3r,2.0547567197056704,1.5107517069577927,True
28,35,ENSMUSG00000001156,Mxd1,2.1380557958469835,1.4983369514044806,True
29,1,ENSMUSG00000067149,Jchain,5.348319542091505,5.278715657330585,True
