cluster,gene_symbol,mean_log_expression,fraction_detected
26,Emcn,0.0015109400100032633,0.0018315018315018315
27,Emcn,0.0,0.0
28,Emcn,0.0,0.0
29,Emcn,0.0029072054719502948,0.004424778761061947
30,Emcn,0.005621949897652053,0.006644518272425249
31,Emcn,0.0,0.0
32,Emcn,0.0,0.0
0,Kdr,0.006164708659668599,0.004132231404958678
1,Kdr,0.001791767705502194,0.002365930599369085
2,Kdr,0.01186351221399147,0.01365546218487395
3,Kdr,0.022116769443858753,0.012987012987012988
4,Kdr,0.012112443629456194,0.011513157894736841
5,Kdr,0.06549801598203943,0.06808510638297872
6,Kdr,0.0,0.0
7,Kdr,0.0014381342891296605,0.0014336917562724014
8,Kdr,0.002831466329695321,0.0018294914013904135
9,Kdr,0.0008126486700477329,0.000591016548463357
10,Kdr,0.0049411397494241865,0.0029940119760479044
11,Kdr,0.0036706315717894137,0.0027339003645200487
12,Kdr,0.001966143150358979,0.0015408320493066256
13,Kdr,0.0047786567309131365,0.0027397260273972603
14,Kdr,0.015456037720793068,0.00904295403165034
15,Kdr,0.01687131772949091,0.008653326122228232
16,Kdr,0.0,0.0
17,Kdr,0.0,0.0
18,Kdr,0.0,0.0
19,Kdr,1.092356451377747,0.5286624203821656
20,Kdr,0.041655981724708,0.030874785591766724
21,Kdr,0.01933861089997502,0.020080321285140562
22,Kdr,0.006050508623280801,0.005509641873278237
23,Kdr,0.006295891216137265,0.004793863854266539
24,Kdr,0.701664243175202,0.5294117647058824
25,Kdr,3.047306372767695,0.9228687415426252
26,Kdr,0.009055404945462033,0.006715506715506716
27,Kdr,0.008430353352721309,0.007042253521126761
28,Kdr,0.028281242348426997,0.023255813953488372
29,Kdr,0.0028319931135768386,0.008849557522123894
30,Kdr,0.027509634181906613,0.03322259136212625
31,Kdr,0.0,0.0
32,Kdr,0.0,0.0
0,Cd3d,0.03477237188865331,0.022727272727272728
1,Cd3d,0.05487281941935091,0.050473186119873815
2,Cd3d,0.26769840401135575,0.21323529411764705
3,Cd3d,0.40666521214819573,0.19480519480519481
4,Cd3d,0.09514405548964676,0.08223684210526316
5,Cd3d,0.04788429686363707,0.03404255319148936
6,Cd3d,0.0,0.0
7,Cd3d,0.016810263399582182,0.010752688172043012
8,Cd3d,1.8892094923862817,0.8518111964873765
9,Cd3d,1.733951449552749,0.783096926713948
10,Cd3d,1.1379447693596343,0.47604790419161674
11,Cd3d,0.10412879074546864,0.06713244228432563
12,Cd3d,0.04651277293042152,0.028505392912172575
13,Cd3d,1.6452678036199857,0.7328767123287672
14,Cd3d,0.04320500273406281,0.02110022607385079
15,Cd3d,0.043132712384570025,0.022174148188209845
16,Cd3d,0.41180824033365954,0.21476510067114093
17,Cd3d,0.03865526851854826,0.02631578947368421
18,Cd3d,0.0805345434567024,0.08045977011494253
19,Cd3d,0.0442562689194001,0.021231422505307854
20,Cd3d,0.08751601834444403,0.044596912521440824
21,Cd3d,0.0019376481393254905,0.004016064257028112
22,Cd3d,0.016845667247273047,0.012396694214876033
23,Cd3d,0.015225778890136104,0.009587727708533078
24,Cd3d,0.006758998422061696,0.008403361344537815
25,Cd3d,0.017804417381105952,0.012178619756427604
26,Cd3d,0.01535304678519858,0.01282051282051282
27,Cd3d,0.012385812443746647,0.007042253521126761
28,Cd3d,0.03265848825144213,0.023255813953488372
29,Cd3d,0.11605264694817298,0.11946902654867257
30,Cd3d,0.007780561217437947,0.009966777408637873
31,Cd3d,0.0,0.0
32,Cd3d,0.0,0.0
0,Cd3e,0.03454914196463656,0.02169421487603306
1,Cd3e,0.0737312902646486,0.052050473186119876
2,Cd3e,0.31744303648211375,0.21533613445378152
3,Cd3e,0.34588635277438473,0.16883116883116883
4,Cd3e,0.07671604957431555,0.05592105263157895
5,Cd3e,0.04866324612434874,0.03829787234042553
6,Cd3e,0.0,0.0
7,Cd3e,0.021106179042529035,0.012186379928315413
8,Cd3e,1.9992814426931582,0.8679107208196122
9,Cd3e,2.250809553667163,0.8587470449172577
10,Cd3e,1.5092751933429056,0.6017964071856288
11,Cd3e,0.12899862344796573,0.07533414337788578
12,Cd3e,0.057983913158966324,0.026194144838212634
13,Cd3e,2.0719887907374397,0.8191780821917808
14,Cd3e,0.052106468050481684,0.024114544084400905
15,Cd3e,0.018008858465129715,0.0083829096809086
16,Cd3e,0.5623171705527593,0.2550335570469799
17,Cd3e,0.06226244202831335,0.043859649122807015
18,Cd3e,0.11520127660926731,0.11494252873563218
19,Cd3e,0.06393147567359589,0.027600849256900213
20,Cd3e,0.13479300571755726,0.06518010291595197
21,Cd3e,0.01469055284936744,0.008032128514056224
22,Cd3e,0.025976600766838748,0.01790633608815427
23,Cd3e,0.028959687467046576,0.019175455417066157
24,Cd3e,0.0047452735299823665,0.008403361344537815
25,Cd3e,0.022267918625445745,0.010825439783491205
26,Cd3e,0.02228560920017834,0.018315018315018316
27,Cd3e,0.012385812443746647,0.007042253521126761
28,Cd3e,0.03917384702105855,0.023255813953488372
29,Cd3e,0.14324823813100832,0.13716814159292035
30,Cd3e,0.007704707673221727,0.006644518272425249
31,Cd3e,0.0,0.0
32,Cd3e,0.0,0.0
0,Trac,0.010804197758682504,0.009297520661157025
1,Trac,0.03417062604276916,0.03627760252365931
2,Trac,0.14866596120683587,0.16701680672268907
3,Trac,0.06810404186124926,0.05194805194805195
4,Trac,0.039262837338212286,0.044407894736842105
5,Trac,0.02879151131244416,0.03829787234042553
6,Trac,0.0,0.0
7,Trac,0.009363940582480482,0.00931899641577061
8,Trac,0.8920568618480426,0.5294548115623856
9,Trac,0.8673658109584881,0.5289598108747045
10,Trac,0.5622231656919696,0.27245508982035926
11,Trac,0.05658261335815868,0.04556500607533415
12,Trac,0.0864771555862368,0.05701078582434515
13,Trac,0.8307167370025426,0.4808219178082192
14,Trac,0.013467550592127831,0.00904295403165034
15,Trac,0.0069115182849250655,0.004597079502433748
16,Trac,0.2678362591154623,0.15436241610738255
17,Trac,0.040842964983823005,0.02631578947368421
18,Trac,0.028910352580848783,0.04597701149425287
19,Trac,0.01950741518665862,0.012031139419674451
20,Trac,0.029418921848921996,0.022298456260720412
21,Trac,0.004152837766700959,0.008032128514056224
22,Trac,0.011009255224022983,0.011019283746556474
23,Trac,0.010144766830872254,0.007670182166826462
24,Trac,0.0,0.0
25,Trac,0.0061018278214863735,0.005412719891745603
26,Trac,0.007303365639277867,0.008547008547008548
27,Trac,0.01648226967999633,0.014084507042253521
28,Trac,0.0084633071755254,0.023255813953488372
29,Trac,0.038967529229358235,0.07079646017699115
30,Trac,0.010710572384520622,0.016611295681063124
31,Trac,0.0,0.0
32,Trac,0.0,0.0
0,Lck,0.018188421514408647,0.013429752066115703
1,Lck,0.05011578792653249,0.04652996845425868
2,Lck,0.20365155625994466,0.18592436974789917
3,Lck,0.21170064923051116,0.14285714285714285
4,Lck,0.054486328049709924,0.054276315789473686
5,Lck,0.04805440598345818,0.04680851063829787
6,Lck,0.0,0.0
7,Lck,0.015839694050477825,0.012903225806451613
8,Lck,1.2671491981992082,0.6882546652030735
9,Lck,1.220028572541884,0.6382978723404256
10,Lck,0.8762386305603439,0.4041916167664671
11,Lck,0.13211151517085723,0.09963547995139732
12,Lck,1.2050001447667327,0.6510015408320493
13,Lck,1.5945698823830852,0.7821917808219178
14,Lck,0.02570681250355885,0.015071590052750565
15,Lck,0.006215444476363336,0.0037858301784748512
16,Lck,0.2964272091052676,0.16778523489932887
17,Lck,0.03861227317860252,0.02631578947368421
18,Lck,0.08880321013516393,0.11494252873563218
19,Lck,0.03253525497638327,0.01840056617126681
20,Lck,0.07017090753053105,0.04974271012006861
21,Lck,0.005218178033828735,0.008032128514056224
22,Lck,0.018328111444294616,0.011019283746556474
23,Lck,0.0252576212640691,0.016299137104506232
24,Lck,0.004771840171653684,0.008403361344537815
25,Lck,0.02035301964079737,0.013531799729364006
26,Lck,0.015591359891734281,0.015262515262515262
27,Lck,0.010112242799409678,0.007042253521126761
28,Lck,0.01954010336898094,0.023255813953488372
29,Lck,0.08570570380023096,0.10176991150442478
30,Lck,0.03172979897438886,0.04983388704318937
31,Lck,0.0,0.0
32,Lck,0.15303995392539285,0.09090909090909091
0,Cd79a,0.032254157972729895,0.02169421487603306
1,Cd79a,0.021055326852888714,0.012618296529968454
2,Cd79a,0.20238345338642097,0.09663865546218488
3,Cd79a,1.3518731795348131,0.5454545454545454
4,Cd79a,0.26821445242354747,0.10855263157894737
5,Cd79a,0.10893989776043182,0.0425531914893617
6,Cd79a,0.0,0.0
7,Cd79a,0.01481286022398207,0.007168458781362007
8,Cd79a,0.011402301820171564,0.006952067325283571
9,Cd79a,0.0094841159263683,0.0065011820330969266
10,Cd79a,0.013740861487245844,0.005988023952095809
11,Cd79a,3.454104441230526,0.9890643985419199
12,Cd79a,0.0064878750288247695,0.003852080123266564
13,Cd79a,0.005449336032344871,0.00410958904109589
14,Cd79a,0.012083699223504716,0.006028636021100226
15,Cd79a,0.004129736696854999,0.0018929150892374256
16,Cd79a,0.05050697262655168,0.020134228187919462
17,Cd79a,0.05809971742462693,0.02631578947368421
18,Cd79a,2.6032022059648887,1.0
19,Cd79a,0.020057034171901522,0.009200283085633405
20,Cd79a,0.20116091612886197,0.0823327615780446
21,Cd79a,0.011717812603257268,0.004016064257028112
22,Cd79a,0.020542357168250175,0.012396694214876033
23,Cd79a,0.009862052057070563,0.005752636625119847
24,Cd79a,0.026589670101133715,0.008403361344537815
25,Cd79a,0.04865343451338627,0.018944519621109608
26,Cd79a,0.01493656693506299,0.008547008547008548
27,Cd79a,0.04431932744845538,0.014084507042253521
28,Cd79a,0.0,0.0
29,Cd79a,1.817890596337023,0.911504424778761
30,Cd79a,0.012542630350866984,0.006644518272425249
31,Cd79a,0.0,0.0
32,Cd79a,0.0,0.0
0,Ms4a1,0.005027433934290547,0.004132231404958678
1,Ms4a1,0.006079030854844896,0.006309148264984227
2,Ms4a1,0.10543031564780644,0.08403361344537816
3,Ms4a1,0.588612997299665,0.3246753246753247
4,Ms4a1,0.15043388047304593,0.08717105263157894
5,Ms4a1,0.052469639828864566,0.0425531914893617
6,Ms4a1,0.0,0.0
7,Ms4a1,0.005285450677290612,0.004301075268817204
8,Ms4a1,0.0013043224876981667,0.0007317965605561653
9,Ms4a1,0.0034814981774517265,0.002364066193853428
10,Ms4a1,0.010323728629928863,0.0029940119760479044
11,Ms4a1,1.8377542331054317,0.8156136087484812
12,Ms4a1,0.005882541828420019,0.003852080123266564
13,Ms4a1,0.001978657180315828,0.0013698630136986301
14,Ms4a1,0.00111743356378436,0.0007535795026375283
15,Ms4a1,0.0016288225266532423,0.0008112493239588967
16,Ms4a1,0.0,0.0
17,Ms4a1,0.04163650253362823,0.017543859649122806
18,Ms4a1,1.3180126037405826,0.8045977011494253
19,Ms4a1,0.0038533671182347626,0.0028308563340410475
20,Ms4a1,0.12164630397106321,0.0548885077186964
21,Ms4a1,0.006040354330376928,0.004016064257028112
22,Ms4a1,0.008780127714488132,0.004132231404958678
23,Ms4a1,0.0023303262796520842,0.0019175455417066154
24,Ms4a1,0.012926240929034577,0.008403361344537815
25,Ms4a1,0.021829108343395392,0.013531799729364006
26,Ms4a1,0.00657016743015457,0.006105006105006105
27,Ms4a1,0.04555824860720567,0.02112676056338028
28,Ms4a1,0.0,0.0
29,Ms4a1,0.2859766705505616,0.26991150442477874
30,Ms4a1,0.008173314142860844,0.009966777408637873
31,Ms4a1,0.0,0.0
32,Ms4a1,0.0,0.0
0,Cd79b,0.06812373093090766,0.04855371900826446
1,Cd79b,0.08046808820041572,0.09779179810725552
2,Cd79b,0.1498364856106644,0.13025210084033614
3,Cd79b,0.7920046642229155,0.36363636363636365
4,Cd79b,0.24363426707292857,0.15953947368421054
5,Cd79b,0.21459109681717892,0.19574468085106383
6,Cd79b,0.0,0.0
7,Cd79b,0.009891006724381533,0.007168458781362007
8,Cd79b,0.025549905709281666,0.0190267105744603
9,Cd79b,0.05635444266858112,0.0466903073286052
10,Cd79b,0.017591971123289918,0.008982035928143712
11,Cd79b,2.3773121118436897,0.9277035236938032
12,Cd79b,0.006909630193916051,0.00539291217257319
13,Cd79b,0.014049877205940142,0.012328767123287671
14,Cd79b,0.0063450100193727975,0.00452147701582517
15,Cd79b,0.002723688867170789,0.0016224986479177934
16,Cd79b,0.0,0.0
17,Cd79b,0.06870146906166746,0.043859649122807015
18,Cd79b,1.83117172019235,0.9770114942528736
19,Cd79b,0.01072845421863294,0.005661712668082095
20,Cd79b,0.2055926073987938,0.1595197255574614
21,Cd79b,0.028831484566730667,0.03614457831325301
22,Cd79b,0.011727498828872177,0.006887052341597796
23,Cd79b,0.033320811770906386,0.023969319271332695
24,Cd79b,0.017022619728280716,0.008403361344537815
25,Cd79b,0.0351459915486337,0.016238159675236806
26,Cd79b,0.010866670781730587,0.007326007326007326
27,Cd79b,0.04119167865162164,0.02112676056338028
28,Cd79b,0.0,0.0
29,Cd79b,1.2337127519128597,0.8539823008849557
30,Cd79b,0.0114004718900915,0.009966777408637873
31,Cd79b,0.0,0.0
32,Cd79b,0.0,0.0
0,Cd19,0.003941288541171177,0.0030991735537190084
1,Cd19,0.005786753509322928,0.006309148264984227
2,Cd19,0.05627702192223372,0.06302521008403361
3,Cd19,0.3625594149162243,0.2597402597402597
4,Cd19,0.08605124649444693,0.07236842105263158
5,Cd19,0.03845988207675041,0.03829787234042553
6,Cd19,0.0,0.0
7,Cd19,0.004694674647409856,0.004301075268817204
8,Cd19,0.0027568144454565235,0.0014635931211123307
9,Cd19,0.0025897334653435023,0.0017730496453900709
10,Cd19,0.010207059140690786,0.0029940119760479044
11,Cd19,1.3988268585968424,0.7560753341433779
12,Cd19,0.0014618335776777223,0.0007704160246533128
13,Cd19,0.0,0.0
14,Cd19,0.0007492494295662116,0.0007535795026375283
15,Cd19,0.0010607660042395006,0.0005408328826392645
16,Cd19,0.0,0.0
17,Cd19,0.00681027613188091,0.008771929824561403
18,Cd19,0.8462619685578621,0.735632183908046
19,Cd19,0.006415711719772112,0.004246284501061571
20,Cd19,0.04552772165776117,0.029159519725557463
21,Cd19,0.008351038737469408,0.004016064257028112
22,Cd19,0.002168359506885539,0.0013774104683195593
23,Cd19,0.0017085660566876742,0.0009587727708533077
24,Cd19,0.012926240929034577,0.008403361344537815
25,Cd19,0.01469494452818482,0.010825439783491205
26,Cd19,0.003655687138274476,0.0030525030525030525
27,Cd19,0.031010871202173367,0.02112676056338028
28,Cd19,0.0,0.0
29,Cd19,0.08950616452282509,0.168141592920354
30,Cd19,0.0037264653614589144,0.0033222591362126247
31,Cd19,0.0,0.0
32,Cd19,0.0,0.0
0,S100a8,0.07853624138457715,0.04442148760330578
1,S100a8,0.10420150782219618,0.09227129337539432
2,S100a8,0.04303852780213376,0.032563025210084036
3,S100a8,1.4705318011246717,0.5454545454545454
4,S100a8,3.492958890176133,0.96875
5,S100a8,0.004850786543907003,0.00851063829787234
6,S100a8,0.2858864492491672,0.3157894736842105
7,S100a8,0.009922394530320252,0.007885304659498209
8,S100a8,0.01356520201974067,0.00804976216611782
9,S100a8,0.014041270840534364,0.01004728132387707
10,S100a8,0.004389463427537929,0.0029940119760479044
11,S100a8,0.016009766377626328,0.010935601458080195
12,S100a8,0.03285469268613677,0.014637904468412942
13,S100a8,0.017651245202103705,0.0136986301369863
14,S100a8,0.027172043257039924,0.01281085154483798
15,S100a8,5.038558726861323,0.9689021092482423
16,S100a8,2.2249460732376813,0.6442953020134228
17,S100a8,0.022765912507709703,0.008771929824561403
18,S100a8,0.05265436706871822,0.05747126436781609
19,S100a8,0.05290027113561502,0.01840056617126681
20,S100a8,0.0625114329478753,0.024013722126929673
21,S100a8,0.04858014669763037,0.024096385542168676
22,S100a8,0.023267623642587793,0.013774104683195593
23,S100a8,0.05223011456194226,0.01725790987535954
24,S100a8,0.007068056018412614,0.008403361344537815
25,S100a8,0.016391816577988806,0.008119079837618403
26,S100a8,0.05451030678073711,0.022588522588522588
27,S100a8,0.0,0.0
28,S100a8,3.566756395406501,0.813953488372093
29,S100a8,0.27523388403706844,0.09734513274336283
30,S100a8,0.01819573624981598,0.016611295681063124
31,S100a8,0.0,0.0
32,S100a8,0.0,0.0
0,S100a9,0.07720195403522696,0.04132231404958678
1,S100a9,0.05262071314952351,0.0417981072555205
2,S100a9,0.07611837882955536,0.05357142857142857
3,S100a9,2.467792243926556,0.6753246753246753
4,S100a9,4.0894479340824645,0.9819078947368421
5,S100a9,0.010958988869443853,0.01276595744680851
6,S100a9,0.14612922856682226,0.10526315789473684
7,S100a9,0.027424279592370475,0.01935483870967742
8,S100a9,0.02796726446207565,0.016831320892791803
9,S100a9,0.03608618835185436,0.024231678486997636
10,S100a9,0.05129558526113362,0.02694610778443114
11,S100a9,0.02401929079834485,0.016403402187120292
12,S100a9,0.04399735268165224,0.01926040061633282
13,S100a9,0.024769608533545717,0.0136986301369863
14,S100a9,0.03068339375508128,0.015825169555388093
15,S100a9,5.800207388568659,0.9829637641968632
16,S100a9,2.8686538486672726,0.7315436241610739
17,S100a9,0.1186470159313135,0.06140350877192982
18,S100a9,0.07451200896296008,0.06896551724137931
19,S100a9,0.07524863440182221,0.027600849256900213
20,S100a9,0.13539377355861829,0.0548885077186964
21,S100a9,0.07968839560167856,0.04819277108433735
22,S100a9,0.04895328642087206,0.026170798898071626
23,S100a9,0.07247423639919248,0.026845637583892617
24,S100a9,0.0161928759903467,0.008403361344537815
25,S100a9,0.031846567161673625,0.014884979702300407
26,S100a9,0.06908826058746403,0.031746031746031744
27,S100a9,0.018975046319021305,0.014084507042253521
28,S100a9,4.384249138277631,0.9069767441860465
29,S100a9,0.37991899410180285,0.11061946902654868
30,S100a9,0.02671855351457564,0.016611295681063124
31,S100a9,0.0,0.0
32,S100a9,0.25181948054920544,0.09090909090909091
0,Csf3r,0.3379172934604085,0.22830578512396693
1,Csf3r,0.5139161448467418,0.5078864353312302
2,Csf3r,0.05942914866599716,0.07983193277310924
3,Csf3r,0.19747159930018635,0.09090909090909091
4,Csf3r,2.125540920288155,0.9588815789473685
5,Csf3r,0.0,0.0
6,Csf3r,0.5341721051617673,0.5789473684210527
7,Csf3r,0.001910440297964226,0.0014336917562724014
8,Csf3r,0.00228113400556646,0.0018294914013904135
9,Csf3r,0.003662864191030498,0.0035460992907801418
10,Csf3r,0.014018720852400728,0.005988023952095809
11,Csf3r,0.0033887740256285173,0.00212636695018226
12,Csf3r,0.0152190452547764,0.007704160246533128
13,Csf3r,0.0017063913280016755,0.0013698630136986301
14,Csf3r,0.004568491470750868,0.003014318010550113
15,Csf3r,3.375301000748279,0.9686316928069226
16,Csf3r,1.8470407260344333,0.7114093959731543
17,Csf3r,0.013612800522854454,0.008771929824561403
18,Csf3r,0.3214267245654402,0.39080459770114945
19,Csf3r,0.029671295264555222,0.01556970983722576
20,Csf3r,0.019381741614529855,0.0137221269296741
21,Csf3r,0.010664505173403576,0.008032128514056224
22,Csf3r,0.014379717922736134,0.008264462809917356
23,Csf3r,0.026323278935506497,0.014381591562799617
24,Csf3r,0.0,0.0
25,Csf3r,0.0036343795036914706,0.0027063599458728013
26,Csf3r,0.02136145217369182,0.014041514041514042
27,Csf3r,0.009895143374590807,0.007042253521126761
28,Csf3r,2.0547567197056704,0.8604651162790697
29,Csf3r,0.031835495370679194,0.022123893805309734
30,Csf3r,0.010910582205781906,0.013289036544850499
31,Csf3r,0.0,0.0
32,Csf3r,0.0,0.0
0,Retnlg,0.012864246718154466,0.006198347107438017
1,Retnlg,0.0056679401346937715,0.005520504731861199
2,Retnlg,0.007386523385007842,0.009453781512605041
3,Retnlg,0.7994415605223024,0.3246753246753247
4,Retnlg,1.7268321908716309,0.7779605263157895
5,Retnlg,0.0,0.0
6,Retnlg,0.02375047614699916,0.05263157894736842
7,Retnlg,0.005943025312116069,0.0035842293906810036
8,Retnlg,0.003963854257937451,0.002561287961946579
9,Retnlg,0.0034125500114251537,0.002364066193853428
10,Retnlg,0.004298851518573875,0.0029940119760479044
11,Retnlg,0.00368894734402908,0.002430133657351154
12,Retnlg,0.011542263126520236,0.0061633281972265025
13,Retnlg,0.0,0.0
14,Retnlg,0.006838582203454691,0.003014318010550113
15,Retnlg,2.977235723228439,0.8042184964845862
16,Retnlg,0.6719856318211396,0.2684563758389262
17,Retnlg,0.013612800522854454,0.008771929824561403
18,Retnlg,0.0175399382909139,0.022988505747126436
19,Retnlg,0.01978225237245013,0.007077140835102618
20,Retnlg,0.058845424631652044,0.03945111492281304
21,Retnlg,0.043413671623750864,0.040160642570281124
22,Retnlg,0.01614757296796016,0.009641873278236915
23,Retnlg,0.02197893639653207,0.009587727708533078
24,Retnlg,0.0,0.0
25,Retnlg,0.009379061213688212,0.0040595399188092015
26,Retnlg,0.026906972948884788,0.014652014652014652
27,Retnlg,0.0,0.0
28,Retnlg,1.5955818981625314,0.6744186046511628
29,Retnlg,0.20781500888081778,0.0752212389380531
30,Retnlg,0.01344145710682156,0.019933554817275746
31,Retnlg,0.0,0.0
32,Retnlg,0.0,0.0
0,Sftpc,0.04863543888507796,0.03409090909090909
1,Sftpc,0.0552921256150357,0.055993690851735015
2,Sftpc,0.049214434285624685,0.06092436974789916
3,Sftpc,0.5801236579170475,0.2857142857142857
4,Sftpc,0.06275689106826719,0.054276315789473686
5,Sftpc,0.03098291995677542,0.029787234042553193
6,Sftpc,0.23850262792486893,0.21052631578947367
7,Sftpc,0.07297904722152218,0.052329749103942655
8,Sftpc,0.07772340870060591,0.048664471276985
9,Sftpc,0.070643652503513,0.051418439716312055
10,Sftpc,0.06514589372509254,0.02694610778443114
11,Sftpc,0.05721341018290016,0.04040097205346294
12,Sftpc,0.04952955751095788,0.03389830508474576
13,Sftpc,0.07646206747995664,0.04794520547945205
14,Sftpc,0.09522154772290631,0.048982667671439335
15,Sftpc,0.10947196603852907,0.050027041644131964
16,Sftpc,0.0959355079087635,0.04697986577181208
17,Sftpc,0.03190854766912628,0.017543859649122806
18,Sftpc,0.0361309489984622,0.04597701149425287
19,Sftpc,0.08844331598669944,0.052370842179759375
20,Sftpc,2.9031047518932187,0.5231560891938251
21,Sftpc,0.3628905799733587,0.18875502008032127
22,Sftpc,0.05129211139416235,0.04132231404958678
23,Sftpc,0.6188299169019221,0.23969319271332695
24,Sftpc,0.04332763357322757,0.05042016806722689
25,Sftpc,0.08489530165560029,0.04736129905277402
26,Sftpc,0.060404235663140356,0.04700854700854701
27,Sftpc,0.06986837655725614,0.04225352112676056
28,Sftpc,0.1821729721024979,0.09302325581395349
29,Sftpc,0.35295829823059316,0.11504424778761062
30,Sftpc,0.0817087196630497,0.09966777408637874
31,Sftpc,0.04896400255315444,0.029411764705882353
32,Sftpc,1.0092572298916904,0.36363636363636365
0,Sftpa1,0.007685271299574986,0.006198347107438017
1,Sftpa1,0.011217218350724843,0.011041009463722398
2,Sftpa1,0.01260634818497826,0.01680672268907563
3,Sftpa1,0.26003705990778936,0.12987012987012986
4,Sftpa1,0.023363154969717328,0.014802631578947368
5,Sftpa1,0.00853300043877135,0.00851063829787234
6,Sftpa1,0.0,0.0
7,Sftpa1,0.012185127461682939,0.00931899641577061
8,Sftpa1,0.01671687604916039,0.010245151847786316
9,Sftpa1,0.015244564935388859,0.011229314420803783
10,Sftpa1,0.024925047052120734,0.011976047904191617
11,Sftpa1,0.013912791379456967,0.009720534629404616
12,Sftpa1,0.008385983288563638,0.0061633281972265025
13,Sftpa1,0.02021903828398822,0.010958904109589041
14,Sftpa1,0.025326383545062735,0.013564431047475508
15,Sftpa1,0.02322920803897377,0.01081665765278529
16,Sftpa1,0.03215433927190384,0.013422818791946308
17,Sftpa1,0.0,0.0
18,Sftpa1,0.007555279923581529,0.022988505747126436
19,Sftpa1,0.028805977346537726,0.014861995753715499
20,Sftpa1,2.248142571944111,0.49056603773584906
21,Sftpa1,1.2781600113135265,0.3855421686746988
22,Sftpa1,0.02220029886760659,0.013774104683195593
23,Sftpa1,0.06832701402108256,0.04314477468839885
24,Sftpa1,0.0,0.0
25,Sftpa1,0.03389839850194722,0.018944519621109608
26,Sftpa1,0.018109468386141227,0.01282051282051282
27,Sftpa1,0.04770140160977001,0.02112676056338028
28,Sftpa1,0.04414940712063811,0.023255813953488372
29,Sftpa1,0.07424508509910212,0.030973451327433628
30,Sftpa1,0.34162646165717875,0.22591362126245848
31,Sftpa1,0.0,0.0
32,Sftpa1,2.574529864571311,0.9090909090909091
0,Sftpb,0.002933394440934678,0.002066115702479339
1,Sftpb,0.0065982169956438925,0.007886435331230283
2,Sftpb,0.005807313629809548,0.008403361344537815
3,Sftpb,0.0,0.0
4,Sftpb,0.012232251759422453,0.006578947368421052
5,Sftpb,0.006081984905486411,0.00851063829787234
6,Sftpb,0.0,0.0
7,Sftpb,0.0054937804044361185,0.004301075268817204
8,Sftpb,0.010887225468953451,0.006952067325283571
9,Sftpb,0.006089721623605588,0.004728132387706856
10,Sftpb,0.007265160897534764,0.0029940119760479044
11,Sftpb,0.0037836723237831423,0.0027339003645200487
12,Sftpb,0.005323491405081491,0.0030816640986132513
13,Sftpb,0.010637431275354672,0.00684931506849315
14,Sftpb,0.0139119910762646,0.007535795026375283
15,Sftpb,0.008317420374966751,0.0037858301784748512
16,Sftpb,0.0,0.0
17,Sftpb,0.00848317355440374,0.008771929824561403
18,Sftpb,0.0,0.0
19,Sftpb,0.013129651504295224,0.007077140835102618
20,Sftpb,2.0684123241165286,0.5711835334476844
21,Sftpb,0.7937398320699791,0.39357429718875503
22,Sftpb,0.008749235513781713,0.008264462809917356
23,Sftpb,0.1501884977060905,0.09587727708533078
24,Sftpb,0.0,0.0
25,Sftpb,0.011777181828618857,0.006765899864682003
26,Sftpb,0.009410490628709432,0.008547008547008548
27,Sftpb,0.0,0.0
28,Sftpb,0.0,0.0
29,Sftpb,0.007981851301362029,0.008849557522123894
30,Sftpb,0.04182978840761407,0.04983388704318937
31,Sftpb,0.0,0.0
32,Sftpb,1.1188241568478672,0.45454545454545453
0,Abca3,0.24315995624489037,0.17148760330578514
1,Abca3,0.2338093965540549,0.27287066246056785
2,Abca3,0.2718776577942762,0.36659663865546216
3,Abca3,0.10073993422768333,0.09090909090909091
4,Abca3,0.22222629223803156,0.24835526315789475
5,Abca3,0.145567867984163,0.1829787234042553
6,Abca3,0.3373627992052781,0.3684210526315789
7,Abca3,0.08637965507404778,0.08100358422939068
8,Abca3,0.09758510519373866,0.06915477497255763
9,Abca3,0.13043190459621715,0.10520094562647754
10,Abca3,0.14033701783882643,0.0718562874251497
11,Abca3,0.10326386047561142,0.08718104495747266
12,Abca3,0.008646081197427123,0.007704160246533128
13,Abca3,0.07226619279547913,0.057534246575342465
14,Abca3,0.1728270308542,0.1039939713639789
15,Abca3,0.0688858503196741,0.03569497025419145
16,Abca3,0.07077715140861153,0.04697986577181208
17,Abca3,0.0,0.0
18,Abca3,0.26252485520538243,0.3563218390804598
19,Abca3,0.1994562104122907,0.12809624911535739
20,Abca3,0.6446075782460986,0.43739279588336194
21,Abca3,0.28854444407554997,0.3293172690763052
22,Abca3,0.10119216279550032,0.10192837465564739
23,Abca3,0.5979645371951399,0.4218600191754554
24,Abca3,0.1824301486255742,0.21008403361344538
25,Abca3,0.3134823914148488,0.21380243572395127
26,Abca3,0.11635214688940945,0.1282051282051282
27,Abca3,0.03913309708447524,0.028169014084507043
28,Abca3,0.12088427016901415,0.16279069767441862
29,Abca3,0.25304864135991156,0.43805309734513276
30,Abca3,0.2707701785817891,0.31893687707641194
31,Abca3,0.040273189544677734,0.029411764705882353
32,Abca3,0.0,0.0
0,Ager,0.02618850311957115,0.01756198347107438
1,Ager,0.010350117783065098,0.012618296529968454
2,Ager,0.03835384303531727,0.03466386554621849
3,Ager,1.1900055160770169,0.33766233766233766
