ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,LPP,LPP,0.8835616438356164,0.2617712941564543,Macrophage,Myofibroblast,0.046918528905657016,040I,IPF,consensus
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,LPP,LPP,0.8835616438356164,0.2617712941564543,Macrophage_Alveolar,Myofibroblast,0.04293172617945602,040I,IPF,consensus
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,LPP,LPP,0.803921568627451,0.21193347285619613,Macrophage,Fibroblast,0.03832822986192886,040I,IPF,consensus
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,LPP,LPP,0.803921568627451,0.21193347285619613,Macrophage_Alveolar,Fibroblast,0.03504452984814051,040I,IPF,consensus
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,TGFBR3,TGFBR3,0.803921568627451,0.17522862505960635,Macrophage,Fibroblast,0.03190191506102999,040I,IPF,consensus
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,EGFR,EGFR,0.8431372549019608,0.1666200319623612,Macrophage,Fibroblast,0.030382262055367405,040I,IPF,consensus
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,TGFBR3,TGFBR3,0.803921568627451,0.17522862505960635,Macrophage_Alveolar,Fibroblast,0.029152087912720906,040I,IPF,consensus
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,EGFR,EGFR,0.8431372549019608,0.1666200319623612,Macrophage_Alveolar,Fibroblast,0.02775966735788613,040I,IPF,consensus
VEGFA,VEGFA,0.5,0.0485436859104571,7.4301634,CD44,CD44,0.89,0.2596500501959198,Fibroblast,Macrophage,0.024588886106180156,040I,IPF,consensus
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,ITGB1,ITGB1,0.6917808219178082,0.10943950604812014,Macrophage,Myofibroblast,0.020165963909536087,040I,IPF,consensus
VEGFA,VEGFA,0.5,0.0485436859104571,7.4301634,CD44,CD44,0.87,0.20800430955567606,Fibroblast,Macrophage_Alveolar,0.019794842969808525,040I,IPF,consensus
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,ITGB5,ITGB5,0.6575342465753424,0.10005692244246522,Macrophage,Myofibroblast,0.018469005014000114,040I,IPF,consensus
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,TGFBR3,TGFBR3,0.6712328767123288,0.09998216658491099,Macrophage,Myofibroblast,0.018455460868908563,040I,IPF,consensus
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,ITGB1,ITGB1,0.6917808219178082,0.10943950604812014,Macrophage_Alveolar,Myofibroblast,0.01840849675974483,040I,IPF,consensus
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,CAV1,CAV1,0.5958904109589042,0.09146734595747996,Macrophage,Myofibroblast,0.01691030962244294,040I,IPF,consensus
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,ITGB1,ITGB1,0.6078431372549019,0.09122743250957188,Macrophage,Fibroblast,0.016866702997033044,040I,IPF,consensus
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,ITGB5,ITGB5,0.6575342465753424,0.10005692244246522,Macrophage_Alveolar,Myofibroblast,0.016856883841035387,040I,IPF,consensus
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,TGFBR3,TGFBR3,0.6712328767123288,0.09998216658491099,Macrophage_Alveolar,Myofibroblast,0.016844501647333664,040I,IPF,consensus
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,CAV1,CAV1,0.5958904109589042,0.09146734595747996,Macrophage_Alveolar,Myofibroblast,0.015432104612981307,040I,IPF,consensus
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,ITGB1,ITGB1,0.6078431372549019,0.09122743250957188,Macrophage_Alveolar,Fibroblast,0.015392250153538428,040I,IPF,consensus
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,SDC2,SDC2,0.5098039215686274,0.0827394012946292,Macrophage,Fibroblast,0.01532142649330525,040I,IPF,consensus
TGFB1,TGFB1,0.554,0.09402911411048875,7.4301634,SDC2,SDC2,0.5958904109589042,0.08117492607785382,Macrophage,Myofibroblast,0.01503607783233924,040I,IPF,consensus
HBEGF,HBEGF,0.382,0.032783823800650036,7.4301634,CD44,CD44,0.8287671232876712,0.22878014972376737,Macrophage,Myofibroblast,0.014778884452360898,040I,IPF,consensus
HBEGF,HBEGF,0.382,0.032783823800650036,7.4301634,CD44,CD44,0.8137254901960784,0.22177751000817536,Macrophage,Fibroblast,0.01433300720654271,040I,IPF,consensus
TGFB1,TGFB1,0.618,0.08568078071710672,7.4301634,SDC2,SDC2,0.5098039215686274,0.0827394012946292,Macrophage_Alveolar,Fibroblast,0.013980137671118175,040I,IPF,consensus
