ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,LPP,LPP,0.9230769230769231,0.21328423634053095,Macrophage,Fibroblast,0.04803817086204479,174I,IPF,consensus
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,TGFBR3,TGFBR3,0.8076923076923077,0.175980803850873,Macrophage,Fibroblast,0.0399721314454284,174I,IPF,consensus
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,LPP,LPP,0.9230769230769231,0.21328423634053095,Macrophage_Alveolar,Fibroblast,0.036662294836833115,174I,IPF,consensus
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,TGFBR3,TGFBR3,0.8076923076923077,0.175980803850873,Macrophage_Alveolar,Fibroblast,0.030445278502609186,174I,IPF,consensus
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,EGFR,EGFR,0.75,0.12998342956044606,Macrophage,Fibroblast,0.02983604782651766,174I,IPF,consensus
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,SDC2,SDC2,0.5769230769230769,0.10409309399687316,Macrophage,Fibroblast,0.02403609127475675,174I,IPF,consensus
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,EGFR,EGFR,0.75,0.12998342956044606,Macrophage_Alveolar,Fibroblast,0.02266796095937832,174I,IPF,consensus
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,CXCR4,CXCR4,0.636,0.10716176500067576,Fibroblast,Macrophage,0.019963626830342158,174I,IPF,consensus
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,SDC2,SDC2,0.5769230769230769,0.10409309399687316,Macrophage_Alveolar,Fibroblast,0.018235248306264152,174I,IPF,consensus
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,CD4,CD4,0.56,0.06721565033766552,Fibroblast,Macrophage_Alveolar,0.012615776299688634,174I,IPF,consensus
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,CXCR4,CXCR4,0.52,0.0628761165544045,Fibroblast,Macrophage_Alveolar,0.011810904510662199,174I,IPF,consensus
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,ITGB5,ITGB5,0.4807692307692308,0.035932988620743345,Macrophage,Fibroblast,0.008429948290006067,174I,IPF,consensus
HBEGF,HBEGF,0.476,0.0357298397094965,7.6454406,CD9,CD9,0.5961538461538461,0.10139851024019109,Macrophage,Fibroblast,0.007193779591561999,174I,IPF,consensus
HBEGF,HBEGF,0.476,0.0357298397094965,7.6454406,CD44,CD44,0.5961538461538461,0.10056947358781798,Macrophage,Fibroblast,0.007135382755379073,174I,IPF,consensus
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,ENG,ENG,0.46153846153846156,0.030230365130279324,Macrophage,Fibroblast,0.007101602697339706,174I,IPF,consensus
FGF7,FGF7,0.46153846153846156,0.03574883199169321,7.6454406,NRP1,NRP1,0.65,0.09960169358273774,Fibroblast,Macrophage_Alveolar,0.007070934257707127,174I,IPF,consensus
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,SDC4,SDC4,0.466,0.03484795034918875,Fibroblast,Macrophage,0.006580626700682796,174I,IPF,consensus
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,ITGB5,ITGB5,0.4807692307692308,0.035932988620743345,Macrophage_Alveolar,Fibroblast,0.00637088807709684,174I,IPF,consensus
HBEGF,HBEGF,0.492,0.029625602392863826,7.6454406,CD9,CD9,0.5961538461538461,0.10139851024019109,Macrophage_Alveolar,Fibroblast,0.005972103593001987,174I,IPF,consensus
HBEGF,HBEGF,0.492,0.029625602392863826,7.6454406,CD44,CD44,0.5961538461538461,0.10056947358781798,Macrophage_Alveolar,Fibroblast,0.005923564766938204,174I,IPF,consensus
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,ITGAV,ITGAV,0.408,0.031136054044992534,Fibroblast,Macrophage,0.0058838028598491385,174I,IPF,consensus
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,ITGB1,ITGB1,0.34615384615384615,0.02491449365677667,Macrophage,Fibroblast,0.005860136383241087,174I,IPF,consensus
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,CD4,CD4,0.43,0.030996510617182338,Fibroblast,Macrophage,0.005857587698821394,174I,IPF,consensus
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,CAV1,CAV1,0.3269230769230769,0.024280085261979778,Macrophage,Fibroblast,0.0057117695326480145,174I,IPF,consensus
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,ITGB8,ITGB8,0.3076923076923077,0.022956585141940877,Macrophage,Fibroblast,0.005402104627372595,174I,IPF,consensus
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,ENG,ENG,0.46153846153846156,0.030230365130279324,Macrophage_Alveolar,Fibroblast,0.005365242458163915,174I,IPF,consensus
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,ACKR3,ACKR3,0.446,0.027847148969520674,Fibroblast,Macrophage_Alveolar,0.005265568653771102,174I,IPF,consensus
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,ITGAV,ITGAV,0.43,0.026464753674218855,Fibroblast,Macrophage_Alveolar,0.00500548235377924,174I,IPF,consensus
FGF7,FGF7,0.46153846153846156,0.03574883199169321,7.6454406,NRP1,NRP1,0.504,0.06428654030290559,Fibroblast,Macrophage,0.0045753077986184195,174I,IPF,consensus
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,ITGB1,ITGB1,0.354,0.024115640592913934,Fibroblast,Macrophage,0.0045632039921272415,174I,IPF,consensus
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,ITGB1,ITGB1,0.34615384615384615,0.02491449365677667,Macrophage_Alveolar,Fibroblast,0.004425964796913281,174I,IPF,consensus
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,CAV1,CAV1,0.3269230769230769,0.024280085261979778,Macrophage_Alveolar,Fibroblast,0.004313750725342825,174I,IPF,consensus
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,SDC4,SDC4,0.35,0.022523352756994797,Fibroblast,Macrophage_Alveolar,0.004263192963931312,174I,IPF,consensus
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,ITGB8,ITGB8,0.3076923076923077,0.022956585141940877,Macrophage_Alveolar,Fibroblast,0.004079568750065875,174I,IPF,consensus
TGFB1,TGFB1,0.704,0.1182982101352863,7.6454406,ACVR1B,ACVR1B_TGFBR2,0.2692307692307692,0.015968833464715004,Macrophage,Fibroblast,0.003763948002613547,174I,IPF,consensus
CXCL12,CXCL12,0.5769230769230769,0.09504458858434717,7.6454406,ITGB1,ITGB1,0.328,0.019538543462076063,Fibroblast,Macrophage_Alveolar,0.003700322409426845,174I,IPF,consensus
TGFB1,TGFB1,0.662,0.08921796904511581,7.6454406,ACVR1B,ACVR1B_TGFBR2,0.2692307692307692,0.015968833464715004,Macrophage_Alveolar,Fibroblast,0.002841317689706168,174I,IPF,consensus
IL1B,IL1B,0.334,0.021184320850119676,7.6454406,SIGIRR,SIGIRR,0.36538461538461536,0.026105949713141285,Macrophage_Alveolar,Fibroblast,0.001104851582440545,174I,IPF,consensus
IL1B,IL1B,0.334,0.021184320850119676,7.6454406,IL1RAP,IL1R1_IL1RAP,0.25,0.0029665890705787845,Macrophage_Alveolar,Fibroblast,0.00012567455332468012,174I,IPF,consensus
