ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
TGFB1,TGFB1,0.582,0.09255026994706206,7.5186653,LPP,LPP,0.9204545454545454,0.27636376313385613,Macrophage,ATII,0.04866558955072459,296C,control,consensus
TGFB1,TGFB1,0.566,0.08817937903075057,7.5186653,LPP,LPP,0.9204545454545454,0.27636376313385613,Macrophage_Alveolar,ATII,0.04647406279070753,296C,control,consensus
HBEGF,HBEGF,0.434,0.03517785961631659,7.5186653,CD44,CD44,0.7159090909090909,0.1741675418377664,Macrophage,ATII,0.012105347585022842,296C,control,consensus
HBEGF,HBEGF,0.434,0.03517785961631659,7.5186653,CD9,CD9,0.625,0.13490535760443678,Macrophage,ATII,0.009402124481818222,296C,control,consensus
HBEGF,HBEGF,0.336,0.02461666990027589,7.5186653,CD44,CD44,0.7159090909090909,0.1741675418377664,Macrophage_Alveolar,ATII,0.00850194685251675,296C,control,consensus
TGFB1,TGFB1,0.582,0.09255026994706206,7.5186653,EGFR,EGFR,0.48863636363636365,0.04416831898342077,Macrophage,ATII,0.008109281611999144,296C,control,consensus
TGFB1,TGFB1,0.566,0.08817937903075057,7.5186653,EGFR,EGFR,0.48863636363636365,0.04416831898342077,Macrophage_Alveolar,ATII,0.007729263020078598,296C,control,consensus
TGFB1,TGFB1,0.582,0.09255026994706206,7.5186653,ITGB1,ITGB1,0.4090909090909091,0.04079945533958129,Macrophage,ATII,0.007495395971292506,296C,control,consensus
TGFB1,TGFB1,0.566,0.08817937903075057,7.5186653,ITGB1,ITGB1,0.4090909090909091,0.04079945533958129,Macrophage_Alveolar,ATII,0.007143938199890844,296C,control,consensus
HBEGF,HBEGF,0.336,0.02461666990027589,7.5186653,CD9,CD9,0.625,0.13490535760443678,Macrophage_Alveolar,ATII,0.006598018321192124,296C,control,consensus
CXCL2,CXCL2,0.412,0.04074324004628149,7.5186653,DPP4,DPP4,0.42045454545454547,0.05223918577316522,Macrophage,ATII,0.004238743939882174,296C,control,consensus
TGFB1,TGFB1,0.582,0.09255026994706206,7.5186653,ITGAV,ITGAV_ITGB6,0.25,0.00584713668442427,Macrophage,ATII,0.001081138032610003,296C,control,consensus
TGFB1,TGFB1,0.566,0.08817937903075057,7.5186653,ITGAV,ITGAV_ITGB6,0.25,0.00584713668442427,Macrophage_Alveolar,ATII,0.0010301314987034675,296C,control,consensus
TGFB1,TGFB1,0.582,0.09255026994706206,7.5186653,ACVR1,ACVR1_TGFBR2,0.13636363636363635,0.0,Macrophage,ATII,0.0,296C,control,consensus
VEGFA,VEGFA,0.148,0.0,7.5186653,EGFR,EGFR,0.48863636363636365,0.04416831898342077,Macrophage,ATII,0.0,296C,control,consensus
TGFB1,TGFB1,0.582,0.09255026994706206,7.5186653,SDC2,SDC2,0.2159090909090909,0.0,Macrophage,ATII,0.0,296C,control,consensus
AREG,AREG,0.564,0.1259248750670483,7.5186653,ERBB3,ERBB3,0.1590909090909091,0.0,Macrophage,ATII,0.0,296C,control,consensus
TGFB1,TGFB1,0.582,0.09255026994706206,7.5186653,TGFBR3,TGFBR3,0.13636363636363635,0.0,Macrophage,ATII,0.0,296C,control,consensus
IL1B,IL1B,0.234,0.0,7.5186653,IL1RAP,IL1R1_IL1RAP,0.13636363636363635,0.0,Macrophage,ATII,0.0,296C,control,consensus
IL1B,IL1B,0.234,0.0,7.5186653,ADRB2,ADRB2,0.14772727272727273,0.0,Macrophage,ATII,0.0,296C,control,consensus
VEGFA,VEGFA,0.148,0.0,7.5186653,CD44,CD44,0.7159090909090909,0.1741675418377664,Macrophage,ATII,0.0,296C,control,consensus
TGFB1,TGFB1,0.582,0.09255026994706206,7.5186653,ENG,ENG,0.13636363636363635,0.0,Macrophage,ATII,0.0,296C,control,consensus
VEGFA,VEGFA,0.148,0.0,7.5186653,ITGAV,ITGAV,0.25,0.00584713668442427,Macrophage,ATII,0.0,296C,control,consensus
VEGFA,VEGFA,0.148,0.0,7.5186653,ITGA9,ITGA9,0.36363636363636365,0.038241934481552664,Macrophage,ATII,0.0,296C,control,consensus
VEGFA,VEGFA,0.148,0.0,7.5186653,ITGB1,ITGB1,0.4090909090909091,0.04079945533958129,Macrophage,ATII,0.0,296C,control,consensus
VEGFA,VEGFA,0.148,0.0,7.5186653,NRP1,NRP1,0.26136363636363635,0.024575210266777614,Macrophage,ATII,0.0,296C,control,consensus
VEGFA,VEGFA,0.148,0.0,7.5186653,NRP2,NRP2,0.25,0.005132297528954999,Macrophage,ATII,0.0,296C,control,consensus
TGFB1,TGFB1,0.566,0.08817937903075057,7.5186653,ACVR1,ACVR1_TGFBR2,0.13636363636363635,0.0,Macrophage_Alveolar,ATII,0.0,296C,control,consensus
IL1A,IL1A,0.1,0.0,7.5186653,IL1RAP,IL1R1_IL1RAP,0.13636363636363635,0.0,Macrophage_Alveolar,ATII,0.0,296C,control,consensus
TGFB1,TGFB1,0.566,0.08817937903075057,7.5186653,TGFBR3,TGFBR3,0.13636363636363635,0.0,Macrophage_Alveolar,ATII,0.0,296C,control,consensus
TGFB1,TGFB1,0.566,0.08817937903075057,7.5186653,SDC2,SDC2,0.2159090909090909,0.0,Macrophage_Alveolar,ATII,0.0,296C,control,consensus
IL1B,IL1B,0.186,0.0,7.5186653,IL1RAP,IL1R1_IL1RAP,0.13636363636363635,0.0,Macrophage_Alveolar,ATII,0.0,296C,control,consensus
AREG,AREG,0.262,0.016762499148385984,7.5186653,ERBB3,ERBB3,0.1590909090909091,0.0,Macrophage_Alveolar,ATII,0.0,296C,control,consensus
IL1B,IL1B,0.186,0.0,7.5186653,ADRB2,ADRB2,0.14772727272727273,0.0,Macrophage_Alveolar,ATII,0.0,296C,control,consensus
TGFB1,TGFB1,0.566,0.08817937903075057,7.5186653,ENG,ENG,0.13636363636363635,0.0,Macrophage_Alveolar,ATII,0.0,296C,control,consensus
CXCL2,CXCL2,0.206,0.0,7.5186653,DPP4,DPP4,0.42045454545454547,0.05223918577316522,Macrophage_Alveolar,ATII,0.0,296C,control,consensus
