ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
AREG,AREG,0.7,0.2076976840436171,7.978246,EGFR,EGFR,0.5423728813559322,0.10689545375950882,Macrophage,Fibroblast,0.042516001104847274,098C,control,cellchatdb
AREG,AREG,0.5486725663716814,0.11454152722853461,7.978246,EGFR,EGFR,0.5423728813559322,0.10689545375950882,ATII,Fibroblast,0.023902611411121724,098C,control,cellchatdb
HBEGF,HBEGF,0.426,0.03835943267500652,7.978246,ERBB4,ERBB4,0.8230088495575221,0.21650164365262148,Macrophage,ATII,0.016338383806320623,098C,control,cellchatdb
HBEGF,HBEGF,0.466,0.027953911897234396,7.978246,ERBB4,ERBB4,0.8230088495575221,0.21650164365262148,Macrophage_Alveolar,ATII,0.011959377812085862,098C,control,cellchatdb
AREG,AREG,0.7,0.2076976840436171,7.978246,EGFR,EGFR,0.26548672566371684,0.02174343924768718,Macrophage,ATII,0.008951274925143022,098C,control,cellchatdb
HBEGF,HBEGF,0.426,0.03835943267500652,7.978246,EGFR,EGFR,0.5423728813559322,0.10689545375950882,Macrophage,Fibroblast,0.008134190259495815,098C,control,cellchatdb
AREG,AREG,0.434,0.03318098491604027,7.978246,EGFR,EGFR,0.5423728813559322,0.10689545375950882,Macrophage_Alveolar,Fibroblast,0.007043825438846115,098C,control,cellchatdb
HBEGF,HBEGF,0.466,0.027953911897234396,7.978246,EGFR,EGFR,0.5423728813559322,0.10689545375950882,Macrophage_Alveolar,Fibroblast,0.005940788306439082,098C,control,cellchatdb
FGF7,FGF7,0.4124293785310734,0.03952626521282765,7.978246,FGFR2,FGFR2,0.2831858407079646,0.025259300758572856,Fibroblast,ATII,0.0019928323309493672,098C,control,cellchatdb
HBEGF,HBEGF,0.426,0.03835943267500652,7.978246,EGFR,EGFR,0.26548672566371684,0.02174343924768718,Macrophage,ATII,0.0016653539576815346,098C,control,cellchatdb
AREG,AREG,0.434,0.03318098491604027,7.978246,EGFR,EGFR,0.26548672566371684,0.02174343924768718,Macrophage_Alveolar,ATII,0.001440858390854836,098C,control,cellchatdb
HBEGF,HBEGF,0.466,0.027953911897234396,7.978246,EGFR,EGFR,0.26548672566371684,0.02174343924768718,Macrophage_Alveolar,ATII,0.0012141524120276906,098C,control,cellchatdb
IL1A,IL1A,0.144,0.0,7.978246,IL1RAP,IL1R1_IL1RAP,0.1415929203539823,0.0,Macrophage_Alveolar,ATII,0.0,098C,control,cellchatdb
IL1B,IL1B,0.132,0.0,7.978246,IL1RAP,IL1R1_IL1RAP,0.1415929203539823,0.0,Macrophage,ATII,0.0,098C,control,cellchatdb
FGF7,FGF7,0.4124293785310734,0.03952626521282765,7.978246,FGFR1,FGFR1,0.18584070796460178,0.0,Fibroblast,ATII,0.0,098C,control,cellchatdb
IL1B,IL1B,0.232,0.0,7.978246,IL1RAP,IL1R1_IL1RAP,0.1415929203539823,0.0,Macrophage_Alveolar,ATII,0.0,098C,control,cellchatdb
TGFB1,TGFB1,0.538,0.08573938101694034,7.978246,TGFBR1,TGFBR1_TGFBR2,0.21468926553672316,0.0,Macrophage,Fibroblast,0.0,098C,control,cellchatdb
TGFB1,TGFB1,0.636,0.07900116708246763,7.978246,TGFBR1,TGFBR1_TGFBR2,0.21468926553672316,0.0,Macrophage_Alveolar,Fibroblast,0.0,098C,control,cellchatdb
CXCL12,CXCL12,0.1694915254237288,0.0,7.978246,CXCR4,CXCR4,0.538,0.10135374676137965,Fibroblast,Macrophage,0.0,098C,control,cellchatdb
VEGFA,VEGFA,0.14689265536723164,0.0,7.978246,FLT1,FLT1,0.234,0.0,Fibroblast,Macrophage,0.0,098C,control,cellchatdb
TGFB1,TGFB1,0.14689265536723164,0.0,7.978246,TGFBR1,TGFBR1_TGFBR2,0.15,0.0,Fibroblast,Macrophage,0.0,098C,control,cellchatdb
CXCL12,CXCL12,0.1694915254237288,0.0,7.978246,ACKR3,ACKR3,0.404,0.025274663255202168,Fibroblast,Macrophage_Alveolar,0.0,098C,control,cellchatdb
CXCL12,CXCL12,0.1694915254237288,0.0,7.978246,CXCR4,CXCR4,0.48,0.03268747901158531,Fibroblast,Macrophage_Alveolar,0.0,098C,control,cellchatdb
VEGFA,VEGFA,0.14689265536723164,0.0,7.978246,FLT1,FLT1,0.118,0.0,Fibroblast,Macrophage_Alveolar,0.0,098C,control,cellchatdb
TGFB1,TGFB1,0.14689265536723164,0.0,7.978246,TGFBR1,TGFBR1_TGFBR2,0.178,0.0,Fibroblast,Macrophage_Alveolar,0.0,098C,control,cellchatdb
TGFB1,TGFB1,0.14689265536723164,0.0,7.978246,ACVR1B,ACVR1B_TGFBR2,0.112,0.0,Fibroblast,Macrophage_Alveolar,0.0,098C,control,cellchatdb
TGFB1,TGFB1,0.14689265536723164,0.0,7.978246,ACVR1,ACVR1_TGFBR1_TGFBR2,0.152,0.0,Fibroblast,Macrophage_Alveolar,0.0,098C,control,cellchatdb
