ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
FGF7,FGF7,0.7207207207207207,0.14073838935904526,8.135602,NRP1,NRP1,0.8850174216027874,0.1897939357398024,Fibroblast,Macrophage_Alveolar,0.05071334750164785,192C,control,consensus
TGFB1,TGFB1,0.7177700348432056,0.08829437732685408,8.135602,LPP,LPP,0.9885057471264368,0.24538135095936542,Macrophage_Alveolar,ATII,0.041531942206629424,192C,control,consensus
TGFB1,TGFB1,0.508,0.0697279802262839,8.135602,LPP,LPP,0.9885057471264368,0.24538135095936542,Macrophage,ATII,0.03308763662419281,192C,control,consensus
TGFB1,TGFB1,0.7177700348432056,0.08829437732685408,8.135602,TGFBR3,TGFBR3,0.7747747747747747,0.15545822367972523,Macrophage_Alveolar,Fibroblast,0.02671868804383546,192C,control,consensus
TGFB1,TGFB1,0.7177700348432056,0.08829437732685408,8.135602,LPP,LPP,0.8018018018018018,0.1472703259670176,Macrophage_Alveolar,Fibroblast,0.025347099602802934,192C,control,consensus
TGFB1,TGFB1,0.508,0.0697279802262839,8.135602,TGFBR3,TGFBR3,0.7747747747747747,0.15545822367972523,Macrophage,Fibroblast,0.021219545153916195,192C,control,consensus
TGFB1,TGFB1,0.7177700348432056,0.08829437732685408,8.135602,EGFR,EGFR,0.7747747747747747,0.11717798942538055,Macrophage_Alveolar,Fibroblast,0.02027282356964034,192C,control,consensus
TGFB1,TGFB1,0.508,0.0697279802262839,8.135602,LPP,LPP,0.8018018018018018,0.1472703259670176,Macrophage,Fibroblast,0.020124415056627067,192C,control,consensus
VEGFA,VEGFA,0.466,0.037532893286365776,8.135602,CD44,CD44,0.963963963963964,0.26716622208359886,Macrophage,Fibroblast,0.01966074551734703,192C,control,consensus
TGFB1,TGFB1,0.7177700348432056,0.08829437732685408,8.135602,ITGB1,ITGB1,0.7567567567567568,0.10251629051786343,Macrophage_Alveolar,Fibroblast,0.017781324767660967,192C,control,consensus
