ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
AREG,AREG,0.7547169811320755,0.17395100510136596,7.972773,EGFR,EGFR,0.7611940298507462,0.1673838229018007,ATII,Fibroblast,0.055028674396528435,022I,IPF,cellchatdb
AREG,AREG,0.536,0.11314558801255203,7.972773,EGFR,EGFR,0.7611940298507462,0.1673838229018007,Macrophage,Fibroblast,0.03649513818742616,022I,IPF,cellchatdb
AREG,AREG,0.7547169811320755,0.17395100510136596,7.972773,EGFR,EGFR,0.5223367697594502,0.07084865198817347,ATII,Myofibroblast,0.024055460121497212,022I,IPF,cellchatdb
AREG,AREG,0.536,0.11314558801255203,7.972773,EGFR,EGFR,0.5223367697594502,0.07084865198817347,Macrophage,Myofibroblast,0.015779442060323053,022I,IPF,cellchatdb
HBEGF,HBEGF,0.344,0.02306855167260785,7.972773,ERBB4,ERBB4,0.8867924528301887,0.2302713739525486,Macrophage_Alveolar,ATII,0.010512370187092012,022I,IPF,cellchatdb
HBEGF,HBEGF,0.308,0.022763028055320655,7.972773,ERBB4,ERBB4,0.8867924528301887,0.2302713739525486,Macrophage,ATII,0.010374587089698769,022I,IPF,cellchatdb
CXCL12,CXCL12,0.40893470790378006,0.037820900133973545,7.972773,CXCR4,CXCR4,0.658,0.13419796481612567,Myofibroblast,Macrophage,0.01004896881324559,022I,IPF,cellchatdb
CXCL12,CXCL12,0.417910447761194,0.03659719738510925,7.972773,CXCR4,CXCR4,0.658,0.13419796481612567,Fibroblast,Macrophage,0.009726995027905128,022I,IPF,cellchatdb
AREG,AREG,0.536,0.11314558801255203,7.972773,EGFR,EGFR,0.4339622641509434,0.035683142215405805,Macrophage,ATII,0.008010100415827753,022I,IPF,cellchatdb
HBEGF,HBEGF,0.344,0.02306855167260785,7.972773,EGFR,EGFR,0.7611940298507462,0.1673838229018007,Macrophage_Alveolar,Fibroblast,0.007663423147647213,022I,IPF,cellchatdb
HBEGF,HBEGF,0.308,0.022763028055320655,7.972773,EGFR,EGFR,0.7611940298507462,0.1673838229018007,Macrophage,Fibroblast,0.0075626951164076296,022I,IPF,cellchatdb
AREG,AREG,0.324,0.02103627811986697,7.972773,EGFR,EGFR,0.7611940298507462,0.1673838229018007,Macrophage_Alveolar,Fibroblast,0.006993018610337258,022I,IPF,cellchatdb
HBEGF,HBEGF,0.32075471698113206,0.020673595624718377,7.972773,EGFR,EGFR,0.7611940298507462,0.1673838229018007,ATII,Fibroblast,0.006873281977563912,022I,IPF,cellchatdb
HBEGF,HBEGF,0.344,0.02306855167260785,7.972773,EGFR,EGFR,0.5223367697594502,0.07084865198817347,Macrophage_Alveolar,Myofibroblast,0.003258101653723578,022I,IPF,cellchatdb
HBEGF,HBEGF,0.308,0.022763028055320655,7.972773,EGFR,EGFR,0.5223367697594502,0.07084865198817347,Macrophage,Myofibroblast,0.003215089563937939,022I,IPF,cellchatdb
AREG,AREG,0.324,0.02103627811986697,7.972773,EGFR,EGFR,0.5223367697594502,0.07084865198817347,Macrophage_Alveolar,Myofibroblast,0.0029719252284229015,022I,IPF,cellchatdb
HBEGF,HBEGF,0.32075471698113206,0.020673595624718377,7.972773,EGFR,EGFR,0.5223367697594502,0.07084865198817347,ATII,Myofibroblast,0.0029208364862535405,022I,IPF,cellchatdb
TGFB1,TGFB1,0.516,0.07467480643606805,7.972773,TGFBR1,TGFBR1_TGFBR2,0.27491408934707906,0.0175345466785487,Macrophage,Myofibroblast,0.002611937674042722,022I,IPF,cellchatdb
