ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
HBEGF,HBEGF,0.484,0.0387331898435781,8.188298,ERBB4,ERBB4,0.7818181818181819,0.20111543776985352,Macrophage,ATII,0.015340681874043473,160C,control,cellchatdb
AREG,AREG,0.69,0.1600040651624015,8.188298,EGFR,EGFR,0.43636363636363634,0.03840191677281879,Macrophage,ATII,0.012139741210967071,160C,control,cellchatdb
HBEGF,HBEGF,0.386,0.028339103941691257,8.188298,ERBB4,ERBB4,0.7818181818181819,0.20111543776985352,Macrophage_Alveolar,ATII,0.011270392930126044,160C,control,cellchatdb
HBEGF,HBEGF,0.484,0.0387331898435781,8.188298,EGFR,EGFR,0.43636363636363634,0.03840191677281879,Macrophage,ATII,0.0029660339372368214,160C,control,cellchatdb
HBEGF,HBEGF,0.386,0.028339103941691257,8.188298,EGFR,EGFR,0.43636363636363634,0.03840191677281879,Macrophage_Alveolar,ATII,0.0021718247328908038,160C,control,cellchatdb
AREG,AREG,0.296,0.02366072826611887,8.188298,EGFR,EGFR,0.43636363636363634,0.03840191677281879,Macrophage_Alveolar,ATII,0.0018139382838438225,160C,control,cellchatdb
AREG,AREG,0.69,0.1600040651624015,8.188298,ERBB2,EGFR_ERBB2,0.14545454545454545,0.0,Macrophage,ATII,0.0,160C,control,cellchatdb
HBEGF,HBEGF,0.484,0.0387331898435781,8.188298,ERBB2,ERBB2_ERBB4,0.14545454545454545,0.0,Macrophage,ATII,0.0,160C,control,cellchatdb
HBEGF,HBEGF,0.484,0.0387331898435781,8.188298,ERBB2,EGFR_ERBB2,0.14545454545454545,0.0,Macrophage,ATII,0.0,160C,control,cellchatdb
AREG,AREG,0.296,0.02366072826611887,8.188298,ERBB2,EGFR_ERBB2,0.14545454545454545,0.0,Macrophage_Alveolar,ATII,0.0,160C,control,cellchatdb
HBEGF,HBEGF,0.386,0.028339103941691257,8.188298,ERBB2,EGFR_ERBB2,0.14545454545454545,0.0,Macrophage_Alveolar,ATII,0.0,160C,control,cellchatdb
HBEGF,HBEGF,0.386,0.028339103941691257,8.188298,ERBB2,ERBB2_ERBB4,0.14545454545454545,0.0,Macrophage_Alveolar,ATII,0.0,160C,control,cellchatdb
