ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
TGFB1,TGFB1,0.6885245901639344,0.08894287962885361,7.9378734,LPP,LPP,0.8764044943820225,0.23226888723012173,Macrophage_Alveolar,ATII,0.039677940884501384,454C,control,consensus
TGFB1,TGFB1,0.48394004282655245,0.040909816025166634,7.9378734,LPP,LPP,0.8764044943820225,0.23226888723012173,Macrophage,ATII,0.018649732485106582,454C,control,consensus
VEGFA,VEGFA,0.3640256959314775,0.03218377081846979,7.9378734,CD44,CD44,0.9887640449438202,0.28117650409995054,Macrophage,ATII,0.01777690256911425,454C,control,consensus
HBEGF,HBEGF,0.32548179871520344,0.026847397627116187,7.9378734,CD44,CD44,0.9887640449438202,0.28117650409995054,Macrophage,ATII,0.014873164028997316,454C,control,consensus
HBEGF,HBEGF,0.3114754098360656,0.01470030449541282,7.9378734,CD44,CD44,0.9887640449438202,0.28117650409995054,Macrophage_Alveolar,ATII,0.008198981438923862,454C,control,consensus
TGFB1,TGFB1,0.6885245901639344,0.08894287962885361,7.9378734,ITGB1,ITGB1,0.42696629213483145,0.043028987088715276,Macrophage_Alveolar,ATII,0.0075961016228050186,454C,control,consensus
HBEGF,HBEGF,0.32548179871520344,0.026847397627116187,7.9378734,CD9,CD9,0.6179775280898876,0.1388555918707226,Macrophage,ATII,0.0074006446817132445,454C,control,consensus
TGFB1,TGFB1,0.6885245901639344,0.08894287962885361,7.9378734,EGFR,EGFR,0.4157303370786517,0.04167497598272174,Macrophage_Alveolar,ATII,0.007358830900000039,454C,control,consensus
TGFB1,TGFB1,0.6885245901639344,0.08894287962885361,7.9378734,ITGAV,ITGAV_ITGB6,0.30337078651685395,0.024484470999736718,Macrophage_Alveolar,ATII,0.004336551131130532,454C,control,consensus
HBEGF,HBEGF,0.3114754098360656,0.01470030449541282,7.9378734,CD9,CD9,0.6179775280898876,0.1388555918707226,Macrophage_Alveolar,ATII,0.004065840417444159,454C,control,consensus
TGFB1,TGFB1,0.48394004282655245,0.040909816025166634,7.9378734,ITGB1,ITGB1,0.42696629213483145,0.043028987088715276,Macrophage,ATII,0.0035082646388594815,454C,control,consensus
TGFB1,TGFB1,0.48394004282655245,0.040909816025166634,7.9378734,EGFR,EGFR,0.4157303370786517,0.04167497598272174,Macrophage,ATII,0.0033982437630023957,454C,control,consensus
VEGFA,VEGFA,0.3640256959314775,0.03218377081846979,7.9378734,ITGB1,ITGB1,0.42696629213483145,0.043028987088715276,Macrophage,ATII,0.002762020233123146,454C,control,consensus
VEGFA,VEGFA,0.3640256959314775,0.03218377081846979,7.9378734,EGFR,EGFR,0.4157303370786517,0.04167497598272174,Macrophage,ATII,0.002675339112475713,454C,control,consensus
VEGFA,VEGFA,0.3640256959314775,0.03218377081846979,7.9378734,ITGA9,ITGA9,0.4044943820224719,0.038760650688278275,Macrophage,ATII,0.002488718623779114,454C,control,consensus
TGFB1,TGFB1,0.48394004282655245,0.040909816025166634,7.9378734,ITGAV,ITGAV_ITGB6,0.30337078651685395,0.024484470999736718,Macrophage,ATII,0.001999305179270821,454C,control,consensus
VEGFA,VEGFA,0.3640256959314775,0.03218377081846979,7.9378734,ITGAV,ITGAV,0.30337078651685395,0.024484470999736718,Macrophage,ATII,0.0015735253224332252,454C,control,consensus
VEGFA,VEGFA,0.3640256959314775,0.03218377081846979,7.9378734,EPHB2,EPHB2,0.16853932584269662,0.0,Macrophage,ATII,0.0,454C,control,consensus
VEGFA,VEGFA,0.3640256959314775,0.03218377081846979,7.9378734,NRP2,NRP2,0.12359550561797752,0.0,Macrophage,ATII,0.0,454C,control,consensus
TGFB1,TGFB1,0.48394004282655245,0.040909816025166634,7.9378734,ACVR1B,ACVR1B_TGFBR2,0.14606741573033707,0.0,Macrophage,ATII,0.0,454C,control,consensus
TGFB1,TGFB1,0.48394004282655245,0.040909816025166634,7.9378734,ACVR1,ACVR1_TGFBR2,0.2247191011235955,0.0,Macrophage,ATII,0.0,454C,control,consensus
IL1B,IL1B,0.27194860813704497,0.021651005220240993,7.9378734,ADRB2,ADRB2,0.10112359550561797,0.0,Macrophage,ATII,0.0,454C,control,consensus
AREG,AREG,0.7644539614561028,0.26486257509117617,7.9378734,ERBB3,ERBB3,0.19101123595505617,0.0,Macrophage,ATII,0.0,454C,control,consensus
VEGFA,VEGFA,0.3640256959314775,0.03218377081846979,7.9378734,NRP1,NRP1,0.10112359550561797,0.0,Macrophage,ATII,0.0,454C,control,consensus
CXCL2,CXCL2,0.46466809421841543,0.04737165965325163,7.9378734,DPP4,DPP4,0.16853932584269662,0.0,Macrophage,ATII,0.0,454C,control,consensus
TGFB1,TGFB1,0.6885245901639344,0.08894287962885361,7.9378734,ACVR1,ACVR1_TGFBR2,0.2247191011235955,0.0,Macrophage_Alveolar,ATII,0.0,454C,control,consensus
TGFB1,TGFB1,0.48394004282655245,0.040909816025166634,7.9378734,CAV1,CAV1,0.16853932584269662,0.0,Macrophage,ATII,0.0,454C,control,consensus
TGFB1,TGFB1,0.6885245901639344,0.08894287962885361,7.9378734,ACVR1B,ACVR1B_TGFBR2,0.14606741573033707,0.0,Macrophage_Alveolar,ATII,0.0,454C,control,consensus
AREG,AREG,0.36065573770491804,0.021581407167664324,7.9378734,ERBB3,ERBB3,0.19101123595505617,0.0,Macrophage_Alveolar,ATII,0.0,454C,control,consensus
IL1B,IL1B,0.4098360655737705,0.04328656089300509,7.9378734,ADRB2,ADRB2,0.10112359550561797,0.0,Macrophage_Alveolar,ATII,0.0,454C,control,consensus
CXCL2,CXCL2,0.3770491803278688,0.029513394441853524,7.9378734,DPP4,DPP4,0.16853932584269662,0.0,Macrophage_Alveolar,ATII,0.0,454C,control,consensus
TGFB1,TGFB1,0.6885245901639344,0.08894287962885361,7.9378734,CAV1,CAV1,0.16853932584269662,0.0,Macrophage_Alveolar,ATII,0.0,454C,control,consensus
