ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
AREG,AREG,0.454,0.06585833114747253,7.3725753,EGFR,EGFR,0.2838427947598253,0.026719154414545088,Macrophage,Myofibroblast,0.0035070153966998627,063I,IPF,cellchatdb
CXCL12,CXCL12,0.2183406113537118,0.0,7.3725753,CXCR4,CXCR4,0.49,0.057389861531087494,Myofibroblast,Macrophage,0.0,063I,IPF,cellchatdb
TGFB1,TGFB1,0.314410480349345,0.036295484029391645,7.3725753,TGFBR1,TGFBR1_TGFBR2,0.23,0.0,Myofibroblast,Macrophage,0.0,063I,IPF,cellchatdb
VEGFA,VEGFA,0.18777292576419213,0.0,7.3725753,FLT1,FLT1,0.148,0.0,Myofibroblast,Macrophage,0.0,063I,IPF,cellchatdb
CXCL12,CXCL12,0.2183406113537118,0.0,7.3725753,CXCR4,CXCR4,0.384,0.028143934481528188,Myofibroblast,Macrophage_Alveolar,0.0,063I,IPF,cellchatdb
TGFB1,TGFB1,0.314410480349345,0.036295484029391645,7.3725753,TGFBR1,TGFBR1_TGFBR2,0.218,0.0,Myofibroblast,Macrophage_Alveolar,0.0,063I,IPF,cellchatdb
TGFB1,TGFB1,0.314410480349345,0.036295484029391645,7.3725753,ACVR1B,ACVR1B_TGFBR2,0.114,0.0,Myofibroblast,Macrophage_Alveolar,0.0,063I,IPF,cellchatdb
CXCL12,CXCL12,0.2183406113537118,0.0,7.3725753,ACKR3,ACKR3,0.126,0.0,Myofibroblast,Macrophage_Alveolar,0.0,063I,IPF,cellchatdb
TGFB1,TGFB1,0.314410480349345,0.036295484029391645,7.3725753,ACVR1,ACVR1_TGFBR1_TGFBR2,0.15,0.0,Myofibroblast,Macrophage_Alveolar,0.0,063I,IPF,cellchatdb
HBEGF,HBEGF,0.148,0.0,7.3725753,EGFR,EGFR,0.2838427947598253,0.026719154414545088,Macrophage,Myofibroblast,0.0,063I,IPF,cellchatdb
TGFB1,TGFB1,0.512,0.07980477165686617,7.3725753,TGFBR1,TGFBR1_TGFBR2,0.19213973799126638,0.0,Macrophage,Myofibroblast,0.0,063I,IPF,cellchatdb
TGFB1,TGFB1,0.512,0.07980477165686617,7.3725753,TGFBR1,ACVR1_TGFBR1_TGFBR2,0.19213973799126638,0.0,Macrophage,Myofibroblast,0.0,063I,IPF,cellchatdb
AREG,AREG,0.172,0.0,7.3725753,EGFR,EGFR,0.2838427947598253,0.026719154414545088,Macrophage_Alveolar,Myofibroblast,0.0,063I,IPF,cellchatdb
HBEGF,HBEGF,0.144,0.0,7.3725753,EGFR,EGFR,0.2838427947598253,0.026719154414545088,Macrophage_Alveolar,Myofibroblast,0.0,063I,IPF,cellchatdb
TGFB1,TGFB1,0.52,0.06969644517684781,7.3725753,TGFBR1,TGFBR1_TGFBR2,0.19213973799126638,0.0,Macrophage_Alveolar,Myofibroblast,0.0,063I,IPF,cellchatdb
TGFB1,TGFB1,0.52,0.06969644517684781,7.3725753,TGFBR1,ACVR1_TGFBR1_TGFBR2,0.19213973799126638,0.0,Macrophage_Alveolar,Myofibroblast,0.0,063I,IPF,cellchatdb
