ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
AREG,AREG,0.686,0.15775201390249283,7.337351,EGFR,EGFR,0.6363636363636364,0.0928751439187181,Macrophage,Fibroblast,0.02846829042196677,138I,IPF,cellchatdb
AREG,AREG,0.686,0.15775201390249283,7.337351,EGFR,EGFR,0.5454545454545454,0.09098000669484207,Macrophage,Myofibroblast,0.02790359809630287,138I,IPF,cellchatdb
CXCL12,CXCL12,0.5882352941176471,0.10265299821924678,7.337351,CXCR4,CXCR4,0.724,0.1258315883247605,Fibroblast,Macrophage,0.025183392378863103,138I,IPF,cellchatdb
CXCL12,CXCL12,0.38961038961038963,0.030939657417837996,7.337351,CXCR4,CXCR4,0.724,0.1258315883247605,Myofibroblast,Macrophage,0.007726213295716206,138I,IPF,cellchatdb
HBEGF,HBEGF,0.47,0.0319669308383862,7.337351,EGFR,EGFR,0.6363636363636364,0.0928751439187181,Macrophage,Fibroblast,0.0059028164677333485,138I,IPF,cellchatdb
HBEGF,HBEGF,0.47,0.0319669308383862,7.337351,EGFR,EGFR,0.5454545454545454,0.09098000669484207,Macrophage,Myofibroblast,0.0057830647921095655,138I,IPF,cellchatdb
TGFB1,TGFB1,0.764,0.15684936266948007,7.337351,TGFBR1,TGFBR1_TGFBR2,0.3315508021390374,0.015807730448481938,Macrophage,Fibroblast,0.0049343958896493016,138I,IPF,cellchatdb
TGFB1,TGFB1,0.764,0.15684936266948007,7.337351,TGFBR1,ACVR1_TGFBR1_TGFBR2,0.3315508021390374,0.015807730448481938,Macrophage,Fibroblast,0.0049343958896493016,138I,IPF,cellchatdb
TGFB1,TGFB1,0.44155844155844154,0.04211216080657021,7.337351,TGFBR1,TGFBR1_TGFBR2,0.272,0.012795617306220086,Myofibroblast,Macrophage,0.0010765419955744621,138I,IPF,cellchatdb
TGFB1,TGFB1,0.42780748663101603,0.023672765300686294,7.337351,TGFBR1,TGFBR1_TGFBR2,0.272,0.012795617306220086,Fibroblast,Macrophage,0.0006054485007755732,138I,IPF,cellchatdb
CCL2,CCL2,0.256,0.00816486639748229,7.337351,ACKR1,ACKR1,0.10695187165775401,0.0,Macrophage,Fibroblast,0.0,138I,IPF,cellchatdb
