ligand,ligand_complex,ligand_props,ligand_trimean,mat_max,receptor,receptor_complex,receptor_props,receptor_trimean,source,target,lr_probs,donor,disease,resource
AREG,AREG,0.6781609195402298,0.15423076151997694,8.135602,EGFR,EGFR,0.7747747747747747,0.11717798942538055,ATII,Fibroblast,0.03488402157561784,192C,control,cellchatdb
AREG,AREG,0.492,0.054224366647336986,8.135602,EGFR,EGFR,0.7747747747747747,0.11717798942538055,Macrophage,Fibroblast,0.01254834263786708,192C,control,cellchatdb
AREG,AREG,0.492,0.054224366647336986,8.135602,EGFR,EGFR,0.5977011494252874,0.06130571979352506,Macrophage,ATII,0.006604616678684949,192C,control,cellchatdb
FGF7,FGF7,0.7207207207207207,0.14073838935904526,8.135602,FGFR1,FGFR1,0.39080459770114945,0.021021020122015677,Fibroblast,ATII,0.005882124913657469,192C,control,cellchatdb
HBEGF,HBEGF,0.4250871080139373,0.021422044164783882,8.135602,EGFR,EGFR,0.7747747747747747,0.11717798942538055,Macrophage_Alveolar,Fibroblast,0.0049953057753867975,192C,control,cellchatdb
AREG,AREG,0.3554006968641115,0.019824606772219533,8.135602,EGFR,EGFR,0.7747747747747747,0.11717798942538055,Macrophage_Alveolar,Fibroblast,0.004624529491469549,192C,control,cellchatdb
HBEGF,HBEGF,0.4250871080139373,0.021422044164783882,8.135602,ERBB4,ERBB4,0.735632183908046,0.09929692313174177,Macrophage_Alveolar,ATII,0.004236263866833249,192C,control,cellchatdb
FGF7,FGF7,0.7207207207207207,0.14073838935904526,8.135602,FGFR2,FGFR2,0.3333333333333333,0.00977811723113986,Fibroblast,ATII,0.002744758505796016,192C,control,cellchatdb
HBEGF,HBEGF,0.4250871080139373,0.021422044164783882,8.135602,EGFR,EGFR,0.5977011494252874,0.06130571979352506,Macrophage_Alveolar,ATII,0.0026197067843922927,192C,control,cellchatdb
AREG,AREG,0.3554006968641115,0.019824606772219533,8.135602,EGFR,EGFR,0.5977011494252874,0.06130571979352506,Macrophage_Alveolar,ATII,0.0024248294853920944,192C,control,cellchatdb
TGFB1,TGFB1,0.7177700348432056,0.08829437732685408,8.135602,TGFBR1,TGFBR1_TGFBR2,0.3153153153153153,0.011415003147104252,Macrophage_Alveolar,Fibroblast,0.002011706071091274,192C,control,cellchatdb
TGFB1,TGFB1,0.508,0.0697279802262839,8.135602,TGFBR1,TGFBR1_TGFBR2,0.3153153153153153,0.011415003147104252,Macrophage,Fibroblast,0.0015893601405728335,192C,control,cellchatdb
TGFB1,TGFB1,0.7177700348432056,0.08829437732685408,8.135602,ACVR1B,ACVR1B_TGFBR2,0.26436781609195403,0.005578478925379826,Macrophage_Alveolar,ATII,0.0009841271859044177,192C,control,cellchatdb
CXCL12,CXCL12,0.38738738738738737,0.019249939808885452,8.135602,ACKR3,ACKR3,0.4425087108013937,0.021578932532631767,Fibroblast,Macrophage_Alveolar,0.0008300966718397102,192C,control,cellchatdb
IL1B,IL1B,0.454,0.053074981435894175,8.135602,IL1RAP,IL1R1_IL1RAP,0.28735632183908044,0.00741054416196435,Macrophage,ATII,0.0007860106888598018,192C,control,cellchatdb
TGFB1,TGFB1,0.508,0.0697279802262839,8.135602,ACVR1B,ACVR1B_TGFBR2,0.26436781609195403,0.005578478925379826,Macrophage,ATII,0.0007773473973347679,192C,control,cellchatdb
TGFB1,TGFB1,0.7177700348432056,0.08829437732685408,8.135602,ACVR1B,ACVR1B_TGFBR2,0.25225225225225223,0.0029308193253050063,Macrophage_Alveolar,Fibroblast,0.0005172820156006565,192C,control,cellchatdb
TGFB1,TGFB1,0.508,0.0697279802262839,8.135602,ACVR1B,ACVR1B_TGFBR2,0.25225225225225223,0.0029308193253050063,Macrophage,Fibroblast,0.0004085532399516388,192C,control,cellchatdb
IL1B,IL1B,0.3902439024390244,0.024574639232212037,8.135602,IL1RAP,IL1R1_IL1RAP,0.28735632183908044,0.00741054416196435,Macrophage_Alveolar,ATII,0.0003640902885690471,192C,control,cellchatdb
TGFB1,TGFB1,0.40540540540540543,0.01695355046482283,8.135602,ACVR1B,ACVR1B_TGFBR2,0.2787456445993031,0.010481245686473628,Fibroblast,Macrophage_Alveolar,0.00035526239913334667,192C,control,cellchatdb
TGFB1,TGFB1,0.40540540540540543,0.01695355046482283,8.135602,ACVR1B,ACVR1B_TGFBR2,0.26436781609195403,0.005578478925379826,Fibroblast,ATII,0.00018911427698219455,192C,control,cellchatdb
TGFB1,TGFB1,0.26436781609195403,0.00409427121779446,8.135602,TGFBR1,TGFBR1_TGFBR2,0.3153153153153153,0.011415003147104252,ATII,Fibroblast,9.346350142982488e-05,192C,control,cellchatdb
IL1A,IL1A,0.2508710801393728,0.004598800528048563,8.135602,IL1RAP,IL1R1_IL1RAP,0.28735632183908044,0.00741054416196435,Macrophage_Alveolar,ATII,6.81545834464901e-05,192C,control,cellchatdb
TGFB1,TGFB1,0.26436781609195403,0.00409427121779446,8.135602,ACVR1B,ACVR1B_TGFBR2,0.25225225225225223,0.0029308193253050063,ATII,Fibroblast,2.3998562471481585e-05,192C,control,cellchatdb
AREG,AREG,0.10810810810810811,0.0,8.135602,EGFR,EGFR,0.5977011494252874,0.06130571979352506,Fibroblast,ATII,0.0,192C,control,cellchatdb
TGFB1,TGFB1,0.40540540540540543,0.01695355046482283,8.135602,TGFBR1,TGFBR1_TGFBR2,0.19540229885057472,0.0,Fibroblast,ATII,0.0,192C,control,cellchatdb
HBEGF,HBEGF,0.19,0.0,8.135602,EGFR,EGFR,0.5977011494252874,0.06130571979352506,Macrophage,ATII,0.0,192C,control,cellchatdb
HBEGF,HBEGF,0.19,0.0,8.135602,ERBB2,EGFR_ERBB2,0.20689655172413793,0.0,Macrophage,ATII,0.0,192C,control,cellchatdb
HBEGF,HBEGF,0.19,0.0,8.135602,ERBB2,ERBB2_ERBB4,0.20689655172413793,0.0,Macrophage,ATII,0.0,192C,control,cellchatdb
TGFB1,TGFB1,0.508,0.0697279802262839,8.135602,TGFBR1,ACVR1_TGFBR1_TGFBR2,0.19540229885057472,0.0,Macrophage,ATII,0.0,192C,control,cellchatdb
AREG,AREG,0.492,0.054224366647336986,8.135602,ERBB2,EGFR_ERBB2,0.20689655172413793,0.0,Macrophage,ATII,0.0,192C,control,cellchatdb
