sample_id	gsm	source_title	mouse	sex	batch	group	assay	exposure	compartment	lib.size	norm.factors
Bleo_017_E	GSM5732434	Bleomycin_epithelial_017	17	F	S061	Vehicle	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	22133147	1.07934925558692
Bleo_031_E	GSM5732436	Bleomycin_epithelial_031	31	F	S061	Vehicle	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	21764613	1.11698642743155
Bleo_KIRA8_020_E	GSM5732440	BleomycinKIRA8_epithelial_020	20	F	S061	KIRA8	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	26765051	0.830770972184343
Bleo_KIRA8_032_E	GSM5732442	BleomycinKIRA8_epithelial_032	32	F	S061	KIRA8	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	29542745	1.00657907153112
Bleo_KIRA8_041_E	GSM5732444	BleomycinKIRA8_epithelial_041	41	M	S061	KIRA8	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	31330196	0.892875885604877
Bleo_E_148	GSM5732446	Bleomycin_epithelial_148	148	M	S135	Vehicle	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	12979945	1.1222139849332
Bleo_E_149	GSM5732447	Bleomycin_epithelial_149	149	M	S135	Vehicle	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	16506087	1.0096056105646
Bleo_KIRA8_E_154	GSM5732450	BleomycinKIRA8_epithelial_154	154	M	S135	KIRA8	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	14791088	0.978248001766123
Bleo_KIRA8_E_155	GSM5732451	BleomycinKIRA8_epithelial_155	155	M	S135	KIRA8	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	7146920	1.00229001173068
