sample_id	gsm	source_title	mouse	sex	batch	group	assay	exposure	compartment	lib.size	norm.factors
Bleo_017_E	GSM5732434	Bleomycin_epithelial_017	17	F	S061	Vehicle	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	22133147	1.03606310134192
Bleo_031_E	GSM5732436	Bleomycin_epithelial_031	31	F	S061	Vehicle	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	21764613	1.06590051838713
Bleo_045_E	GSM5732438	Bleomycin_epithelial_045	45	M	S061	Vehicle	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	21892683	1.06740174701623
Bleo_KIRA8_020_E	GSM5732440	BleomycinKIRA8_epithelial_020	20	F	S061	KIRA8	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	26765051	0.903410499912609
Bleo_KIRA8_032_E	GSM5732442	BleomycinKIRA8_epithelial_032	32	F	S061	KIRA8	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	29542745	0.999851791622789
Bleo_KIRA8_041_E	GSM5732444	BleomycinKIRA8_epithelial_041	41	M	S061	KIRA8	Lung epithelial Ribotag immunoprecipitation	Bleomycin	Epithelium	31330196	0.939179160467136
