"compartment","label","omitted_donor","direction","n_control","n_IPF","tested_genes","mapped_background","targets","mapped_targets","eligible","reason"
"macrophages","Macrophage_Alveolar","010I","up",26,28,15825,13309,3295,2988,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","010I","down",26,28,15825,13309,2788,2302,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","021I","up",26,28,15958,13385,3167,2875,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","021I","down",26,28,15958,13385,3118,2578,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","022I","up",26,28,15814,13300,3284,2981,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","022I","down",26,28,15814,13300,2799,2310,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","025I","up",26,28,15816,13302,3253,2940,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","025I","down",26,28,15816,13302,3205,2649,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","034C","up",25,29,16055,13451,3308,2996,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","034C","down",25,29,16055,13451,2788,2289,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","040I","up",26,28,15817,13308,3132,2847,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","040I","down",26,28,15817,13308,3047,2534,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","041I","up",26,28,15969,13391,3328,3021,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","041I","down",26,28,15969,13391,2830,2329,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","051I","up",26,28,15955,13387,3364,3039,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","051I","down",26,28,15955,13387,2899,2384,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","053I","up",26,28,15957,13390,3313,3006,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","053I","down",26,28,15957,13390,2833,2329,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","063I","up",26,28,15821,13307,3283,2972,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","063I","down",26,28,15821,13307,2800,2310,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","065C","up",25,29,16060,13449,3196,2900,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","065C","down",25,29,16060,13449,2697,2210,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","084C","up",25,29,16043,13443,3170,2883,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","084C","down",25,29,16043,13443,2717,2232,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","092C","up",25,29,15956,13392,3352,3034,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","092C","down",25,29,15956,13392,3557,2928,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","098C","up",25,29,15941,13376,3410,3083,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","098C","down",25,29,15941,13376,2984,2455,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","123I","up",26,28,15970,13391,3078,2802,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","123I","down",26,28,15970,13391,3027,2490,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","133C","up",25,29,15952,13386,3418,3100,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","133C","down",25,29,15952,13386,3085,2531,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","135I","up",26,28,15975,13398,3119,2832,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","135I","down",26,28,15975,13398,3041,2511,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","1372C","up",25,29,15921,13366,3282,2975,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","1372C","down",25,29,15921,13366,2804,2316,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","137C","up",25,29,16076,13468,3186,2879,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","137C","down",25,29,16076,13468,3150,2617,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","145I","up",26,28,15824,13313,3228,2934,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","145I","down",26,28,15824,13313,2723,2250,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","157I","up",26,28,15823,13312,3226,2940,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","157I","down",26,28,15823,13312,2744,2255,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","158I","up",26,28,15839,13320,3188,2894,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","158I","down",26,28,15839,13320,2671,2205,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","160C","up",25,29,15932,13380,3337,3025,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","160C","down",25,29,15932,13380,2847,2338,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","166I","up",26,28,15791,13292,3308,2999,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","166I","down",26,28,15791,13292,2909,2408,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","174I","up",26,28,15830,13318,3200,2915,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","174I","down",26,28,15830,13318,2692,2223,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","177I","up",26,28,15841,13323,3214,2920,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","177I","down",26,28,15841,13323,2731,2254,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","179I","up",26,28,15843,13323,3041,2766,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","179I","down",26,28,15843,13323,2968,2450,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","192C","up",25,29,16083,13467,3348,3038,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","192C","down",25,29,16083,13467,2795,2288,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","208C","up",25,29,16054,13451,3328,3014,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","208C","down",25,29,16054,13451,2806,2299,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","209I","up",26,28,15983,13400,3085,2802,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","209I","down",26,28,15983,13400,3007,2479,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","210I","up",26,28,15975,13396,3200,2902,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","210I","down",26,28,15975,13396,3116,2568,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","212I","up",26,28,15826,13310,3263,2963,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","212I","down",26,28,15826,13310,2793,2312,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","218C","up",25,29,16051,13443,3344,3024,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","218C","down",25,29,16051,13443,2844,2335,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","221I","up",26,28,15976,13397,3260,2958,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","221I","down",26,28,15976,13397,2776,2280,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","222C","up",25,29,15932,13373,3291,2987,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","222C","down",25,29,15932,13373,2754,2263,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","222I","up",26,28,15828,13314,3223,2931,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","222I","down",26,28,15828,13314,2746,2260,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","225I","up",26,28,15835,13320,3079,2796,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","225I","down",26,28,15835,13320,2950,2446,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","226C","up",25,29,16081,13467,3368,3054,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","226C","down",25,29,16081,13467,2867,2350,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","228I","up",26,28,15957,13381,3404,3083,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","228I","down",26,28,15957,13381,2922,2399,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","253C","up",25,29,16068,13461,3364,3048,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","253C","down",25,29,16068,13461,2897,2390,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","296C","up",25,29,15895,13351,2868,2611,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","296C","down",25,29,15895,13351,2825,2336,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","29I","up",26,28,15822,13311,3231,2940,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","29I","down",26,28,15822,13311,2743,2257,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","388C","up",25,29,16060,13452,3320,3008,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","388C","down",25,29,16060,13452,2761,2267,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","396C","up",25,29,16064,13454,3239,2942,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","396C","down",25,29,16064,13454,2747,2257,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","439C","up",25,29,15915,13365,3024,2769,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","439C","down",25,29,15915,13365,2949,2428,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","454C","up",25,29,16071,13463,3171,2880,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","454C","down",25,29,16071,13463,3119,2568,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","465C","up",25,29,15922,13368,3451,3106,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","465C","down",25,29,15922,13368,2987,2468,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","47I","up",26,28,15829,13315,3209,2916,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","47I","down",26,28,15829,13315,3198,2652,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","483C","up",25,29,15893,13351,3216,2922,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","483C","down",25,29,15893,13351,2697,2226,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","484C","up",25,29,16071,13460,3407,3087,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","484C","down",25,29,16071,13460,2871,2360,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","49I","up",26,28,15954,13380,3202,2907,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","49I","down",26,28,15954,13380,3152,2594,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","59I","up",26,28,15952,13383,3276,2975,TRUE,"eligible"
"macrophages","Macrophage_Alveolar","59I","down",26,28,15952,13383,2806,2302,TRUE,"eligible"
