"compartment","label","direction","gene"
"macrophages","__broad__","up","DENR"
"macrophages","__broad__","up","DEPDC1"
"macrophages","__broad__","up","DEPDC1B"
"macrophages","__broad__","up","DEPP1"
"macrophages","__broad__","up","DERA"
"macrophages","__broad__","up","DERL1"
"macrophages","__broad__","up","DGCR6"
"macrophages","__broad__","up","DGCR6L"
"macrophages","__broad__","up","DGKH"
"macrophages","__broad__","up","DHCR24"
"macrophages","__broad__","up","DHCR7"
"macrophages","__broad__","up","DHRS11"
"macrophages","__broad__","up","DHRS4"
"macrophages","__broad__","up","DHRS4-AS1"
"macrophages","__broad__","up","DHRS4L2"
"macrophages","__broad__","up","DHRS7"
"macrophages","__broad__","up","DHRS9"
"macrophages","__broad__","up","DIAPH3"
"macrophages","__broad__","up","DICER1"
"macrophages","__broad__","up","DIMT1"
"macrophages","__broad__","up","DIP2C"
"macrophages","__broad__","up","DIRAS1"
"macrophages","__broad__","up","DIRC3"
"macrophages","__broad__","up","DISC1FP1"
"macrophages","__broad__","up","DLGAP1-AS1"
"macrophages","__broad__","up","DLGAP5"
"macrophages","__broad__","up","DLST"
"macrophages","__broad__","up","DMAC1"
"macrophages","__broad__","up","DMKN"
"macrophages","__broad__","up","DNAAF5"
"macrophages","__broad__","up","DNAH5"
"macrophages","__broad__","up","DNAI1"
"macrophages","__broad__","up","DNAJB6"
"macrophages","__broad__","up","DNAJC10"
"macrophages","__broad__","up","DNAJC13"
"macrophages","__broad__","up","DNAJC19"
"macrophages","__broad__","up","DNAJC21"
"macrophages","__broad__","up","DNAJC25-GNG10"
"macrophages","__broad__","up","DNAJC30"
"macrophages","__broad__","up","DNAJC4"
"macrophages","__broad__","up","DNAJC8"
"macrophages","__broad__","up","DNALI1"
"macrophages","__broad__","up","DNASE1L1"
"macrophages","__broad__","up","DNASE2B"
"macrophages","__broad__","up","DNLZ"
"macrophages","__broad__","up","DNM1"
"macrophages","__broad__","up","DNM1L"
"macrophages","__broad__","up","DNM1P35"
"macrophages","__broad__","up","DNMT1"
"macrophages","__broad__","up","DNPH1"
"macrophages","__broad__","up","DOCK9"
"macrophages","__broad__","up","DOLK"
"macrophages","__broad__","up","DOP1B"
"macrophages","__broad__","up","DPAGT1"
"macrophages","__broad__","up","DPCD"
"macrophages","__broad__","up","DPEP2"
"macrophages","__broad__","up","DPH2"
"macrophages","__broad__","up","DPH3"
"macrophages","__broad__","up","DPM1"
"macrophages","__broad__","up","DPM2"
"macrophages","__broad__","up","DPM3"
"macrophages","__broad__","up","DPP4"
"macrophages","__broad__","up","DPP7"
"macrophages","__broad__","up","DPY30"
"macrophages","__broad__","up","DPYSL2"
"macrophages","__broad__","up","DPYSL3"
"macrophages","__broad__","up","DR1"
"macrophages","__broad__","up","DRAM2"
"macrophages","__broad__","up","DRAP1"
"macrophages","__broad__","up","DSCC1"
"macrophages","__broad__","up","DSTN"
"macrophages","__broad__","up","DTD1"
"macrophages","__broad__","up","DTHD1"
"macrophages","__broad__","up","DTWD2"
"macrophages","__broad__","up","DTYMK"
"macrophages","__broad__","up","DUSP1"
"macrophages","__broad__","up","DUSP12"
"macrophages","__broad__","up","DUSP19"
"macrophages","__broad__","up","DUSP22"
"macrophages","__broad__","up","DUSP23"
"macrophages","__broad__","up","DUSP6"
"macrophages","__broad__","up","DUSP7"
"macrophages","__broad__","up","DUT"
"macrophages","__broad__","up","DYNC1I2"
"macrophages","__broad__","up","DYNC1LI1"
"macrophages","__broad__","up","DYNLL1"
"macrophages","__broad__","up","DYNLRB1"
"macrophages","__broad__","up","DYNLRB2"
"macrophages","__broad__","up","DYNLT1"
"macrophages","__broad__","up","DYNLT3"
"macrophages","__broad__","up","DYRK2"
"macrophages","__broad__","up","DYRK4"
"macrophages","__broad__","up","E2F1"
"macrophages","__broad__","up","E2F2"
"macrophages","__broad__","up","E2F7"
"macrophages","__broad__","up","E2F8"
"macrophages","__broad__","up","EBAG9"
"macrophages","__broad__","up","EBNA1BP2"
"macrophages","__broad__","up","EBP"
"macrophages","__broad__","up","EBPL"
"macrophages","__broad__","up","ECHS1"
"macrophages","__broad__","up","ECI2"
"macrophages","__broad__","up","ECM1"
"macrophages","__broad__","up","ECM2"
"macrophages","__broad__","up","EDEM2"
"macrophages","__broad__","up","EDF1"
"macrophages","__broad__","up","EEF1A1P11"
"macrophages","__broad__","up","EEF1A1P5"
"macrophages","__broad__","up","EEF1B2"
"macrophages","__broad__","up","EEF1E1-BLOC1S5"
"macrophages","__broad__","up","EEF2KMT"
"macrophages","__broad__","up","EFCAB1"
"macrophages","__broad__","up","EFCAB6"
"macrophages","__broad__","up","EFCAB7"
"macrophages","__broad__","up","EFHC1"
"macrophages","__broad__","up","EGR1"
"macrophages","__broad__","up","EHMT2"
"macrophages","__broad__","up","EI24"
"macrophages","__broad__","up","EID1"
"macrophages","__broad__","up","EIF1AX"
"macrophages","__broad__","up","EIF2A"
"macrophages","__broad__","up","EIF2AK1"
"macrophages","__broad__","up","EIF2B1"
"macrophages","__broad__","up","EIF2B2"
"macrophages","__broad__","up","EIF2S1"
"macrophages","__broad__","up","EIF2S2"
"macrophages","__broad__","up","EIF3B"
"macrophages","__broad__","up","EIF3C"
"macrophages","__broad__","up","EIF3CL"
"macrophages","__broad__","up","EIF3E"
"macrophages","__broad__","up","EIF3G"
"macrophages","__broad__","up","EIF3I"
"macrophages","__broad__","up","EIF3J"
"macrophages","__broad__","up","EIF3K"
"macrophages","__broad__","up","EIF3M"
"macrophages","__broad__","up","EIF4E2"
"macrophages","__broad__","up","EIF4EBP1"
"macrophages","__broad__","up","EIF4G2"
"macrophages","__broad__","up","EIF5B"
"macrophages","__broad__","up","EIPR1"
"macrophages","__broad__","up","ELAC1"
"macrophages","__broad__","up","ELF3"
"macrophages","__broad__","up","ELOA"
"macrophages","__broad__","up","ELOB"
"macrophages","__broad__","up","ELOC"
"macrophages","__broad__","up","EMB"
"macrophages","__broad__","up","EMC1"
"macrophages","__broad__","up","EMC2"
"macrophages","__broad__","up","EMC4"
"macrophages","__broad__","up","EMC7"
"macrophages","__broad__","up","EMC8"
"macrophages","__broad__","up","EMC9"
"macrophages","__broad__","up","EMG1"
"macrophages","__broad__","up","EMILIN1"
"macrophages","__broad__","up","EMP1"
"macrophages","__broad__","up","EMP3"
"macrophages","__broad__","up","ENDOD1"
"macrophages","__broad__","up","ENHO"
"macrophages","__broad__","up","ENO1"
"macrophages","__broad__","up","ENO2"
"macrophages","__broad__","up","ENOPH1"
"macrophages","__broad__","up","ENSA"
"macrophages","__broad__","up","ENTPD3-AS1"
"macrophages","__broad__","up","ENTPD6"
"macrophages","__broad__","up","ENY2"
"macrophages","__broad__","up","EPB41L2"
"macrophages","__broad__","up","EPDR1"
"macrophages","__broad__","up","EPHB6"
"macrophages","__broad__","up","EPS8"
"macrophages","__broad__","up","ERAL1"
"macrophages","__broad__","up","ERCC1"
"macrophages","__broad__","up","ERG28"
"macrophages","__broad__","up","ERGIC3"
"macrophages","__broad__","up","ERH"
"macrophages","__broad__","up","ERI3"
"macrophages","__broad__","up","ERICH3"
"macrophages","__broad__","up","ERLEC1"
"macrophages","__broad__","up","ERLIN1"
"macrophages","__broad__","up","ERLIN2"
"macrophages","__broad__","up","ERO1A"
"macrophages","__broad__","up","ERP29"
"macrophages","__broad__","up","ESCO2"
"macrophages","__broad__","up","ESD"
"macrophages","__broad__","up","ETAA1"
"macrophages","__broad__","up","ETFB"
"macrophages","__broad__","up","ETFRF1"
"macrophages","__broad__","up","ETHE1"
"macrophages","__broad__","up","EXO1"
"macrophages","__broad__","up","EXOC5"
"macrophages","__broad__","up","EXOSC1"
"macrophages","__broad__","up","EXOSC2"
"macrophages","__broad__","up","EXOSC4"
"macrophages","__broad__","up","EXOSC5"
"macrophages","__broad__","up","EXOSC8"
"macrophages","__broad__","up","EXOSC9"
"macrophages","__broad__","up","EXTL2"
"macrophages","__broad__","up","F12"
"macrophages","__broad__","up","F2R"
"macrophages","__broad__","up","F2RL2"
"macrophages","__broad__","up","F5"
"macrophages","__broad__","up","F8A1"
"macrophages","__broad__","up","FAAP100"
"macrophages","__broad__","up","FAAP20"
"macrophages","__broad__","up","FAAP24"
"macrophages","__broad__","up","FABP3"
"macrophages","__broad__","up","FABP5"
"macrophages","__broad__","up","FABP5P1"
"macrophages","__broad__","up","FABP5P2"
"macrophages","__broad__","up","FABP5P3"
"macrophages","__broad__","up","FABP5P7"
"macrophages","__broad__","up","FADS1"
"macrophages","__broad__","up","FAHD1"
"macrophages","__broad__","up","FAHD2B"
"macrophages","__broad__","up","FAIM"
"macrophages","__broad__","up","FAIM2"
"macrophages","__broad__","up","FAM104B"
"macrophages","__broad__","up","FAM111A"
"macrophages","__broad__","up","FAM111A-DT"
"macrophages","__broad__","up","FAM111B"
"macrophages","__broad__","up","FAM114A2"
"macrophages","__broad__","up","FAM117B"
"macrophages","__broad__","up","FAM120A"
"macrophages","__broad__","up","FAM120AOS"
"macrophages","__broad__","up","FAM124B"
"macrophages","__broad__","up","FAM136A"
"macrophages","__broad__","up","FAM161A"
"macrophages","__broad__","up","FAM168A"
"macrophages","__broad__","up","FAM174A"
"macrophages","__broad__","up","FAM183A"
"macrophages","__broad__","up","FAM204A"
"macrophages","__broad__","up","FAM207A"
"macrophages","__broad__","up","FAM20C"
"macrophages","__broad__","up","FAM210B"
"macrophages","__broad__","up","FAM216B"
"macrophages","__broad__","up","FAM217B"
"macrophages","__broad__","up","FAM21EP"
"macrophages","__broad__","up","FAM225B"
"macrophages","__broad__","up","FAM229B"
"macrophages","__broad__","up","FAM241A"
"macrophages","__broad__","up","FAM3A"
"macrophages","__broad__","up","FAM3C"
"macrophages","__broad__","up","FAM47E-STBD1"
"macrophages","__broad__","up","FAM50A"
"macrophages","__broad__","up","FAM72A"
"macrophages","__broad__","up","FAM72B"
"macrophages","__broad__","up","FAM72C"
"macrophages","__broad__","up","FAM72D"
"macrophages","__broad__","up","FAM86C2P"
"macrophages","__broad__","up","FAM86DP"
"macrophages","__broad__","up","FAM98A"
"macrophages","__broad__","up","FANCB"
"macrophages","__broad__","up","FANCF"
"macrophages","__broad__","up","FANCG"
"macrophages","__broad__","up","FAR2"
"macrophages","__broad__","up","FARSA"
"macrophages","__broad__","up","FARSB"
"macrophages","__broad__","up","FAS"
"macrophages","__broad__","up","FASN"
"macrophages","__broad__","up","FASTKD3"
"macrophages","__broad__","up","FAT2"
"macrophages","__broad__","up","FAU"
"macrophages","__broad__","up","FBL"
"macrophages","__broad__","up","FBP1"
"macrophages","__broad__","up","FBXL15"
"macrophages","__broad__","up","FBXL3"
"macrophages","__broad__","up","FBXO15"
"macrophages","__broad__","up","FBXO4"
"macrophages","__broad__","up","FBXO43"
"macrophages","__broad__","up","FBXO45"
"macrophages","__broad__","up","FBXO5"
"macrophages","__broad__","up","FBXO7"
"macrophages","__broad__","up","FBXO8"
"macrophages","__broad__","up","FBXW5"
"macrophages","__broad__","up","FCER1A"
"macrophages","__broad__","up","FCER1G"
"macrophages","__broad__","up","FCER2"
"macrophages","__broad__","up","FCGR1A"
"macrophages","__broad__","up","FCGR1B"
"macrophages","__broad__","up","FCGR1CP"
"macrophages","__broad__","up","FCGR2B"
"macrophages","__broad__","up","FCHO2"
"macrophages","__broad__","up","FCHSD2"
"macrophages","__broad__","up","FCMR"
"macrophages","__broad__","up","FCN1"
"macrophages","__broad__","up","FCRL6"
"macrophages","__broad__","up","FCRLB"
"macrophages","__broad__","up","FDX1"
"macrophages","__broad__","up","FECH"
"macrophages","__broad__","up","FEM1B"
"macrophages","__broad__","up","FEN1"
"macrophages","__broad__","up","FGD5-AS1"
"macrophages","__broad__","up","FGFR1"
"macrophages","__broad__","up","FGGY"
"macrophages","__broad__","up","FGR"
"macrophages","__broad__","up","FH"
"macrophages","__broad__","up","FIBP"
"macrophages","__broad__","up","FIS1"
"macrophages","__broad__","up","FKBP15"
"macrophages","__broad__","up","FKBP1C"
"macrophages","__broad__","up","FKBP3"
"macrophages","__broad__","up","FKBP5"
"macrophages","__broad__","up","FKBP7"
"macrophages","__broad__","up","FKBP8"
"macrophages","__broad__","up","FKBP9"
"macrophages","__broad__","up","FLNA"
"macrophages","__broad__","up","FLRT2"
"macrophages","__broad__","up","FMN1"
"macrophages","__broad__","up","FMO5"
"macrophages","__broad__","up","FN1"
"macrophages","__broad__","up","FNDC10"
"macrophages","__broad__","up","FNTA"
"macrophages","__broad__","up","FOCAD"
"macrophages","__broad__","up","FOLR1"
"macrophages","__broad__","up","FOLR2"
"macrophages","__broad__","up","FOS"
"macrophages","__broad__","up","FOXN3-AS1"
"macrophages","__broad__","up","FPGT"
"macrophages","__broad__","up","FPR2"
"macrophages","__broad__","up","FRAT1"
"macrophages","__broad__","up","FRG1"
"macrophages","__broad__","up","FRMD4B"
"macrophages","__broad__","up","FRMPD2"
"macrophages","__broad__","up","FSTL1"
"macrophages","__broad__","up","FTH1P8"
"macrophages","__broad__","up","FTL"
"macrophages","__broad__","up","FTLP3"
"macrophages","__broad__","up","FTSJ1"
"macrophages","__broad__","up","FUCA1"
"macrophages","__broad__","up","FUCA2"
"macrophages","__broad__","up","FUNDC1"
"macrophages","__broad__","up","FUNDC2"
"macrophages","__broad__","up","FUOM"
"macrophages","__broad__","up","FUS"
"macrophages","__broad__","up","FXN"
"macrophages","__broad__","up","FXYD1"
"macrophages","__broad__","up","FXYD2"
"macrophages","__broad__","up","FXYD3"
"macrophages","__broad__","up","FXYD5"
"macrophages","__broad__","up","FXYD6-FXYD2"
"macrophages","__broad__","up","FYB1"
"macrophages","__broad__","up","FYTTD1"
"macrophages","__broad__","up","FZD1"
"macrophages","__broad__","up","FZD6"
"macrophages","__broad__","up","G3BP2"
"macrophages","__broad__","up","G6PC3"
"macrophages","__broad__","up","GABARAP"
"macrophages","__broad__","up","GABARAPL2"
"macrophages","__broad__","up","GABPA"
"macrophages","__broad__","up","GADD45B"
"macrophages","__broad__","up","GADD45GIP1"
"macrophages","__broad__","up","GAL"
"macrophages","__broad__","up","GALK1"
"macrophages","__broad__","up","GALM"
"macrophages","__broad__","up","GALNS"
"macrophages","__broad__","up","GALNT12"
"macrophages","__broad__","up","GAPDH"
"macrophages","__broad__","up","GAR1"
"macrophages","__broad__","up","GAREM1"
"macrophages","__broad__","up","GART"
"macrophages","__broad__","up","GATB"
"macrophages","__broad__","up","GATD3A"
"macrophages","__broad__","up","GATM"
"macrophages","__broad__","up","GBA"
"macrophages","__broad__","up","GBA3"
"macrophages","__broad__","up","GBAP1"
"macrophages","__broad__","up","GCA"
"macrophages","__broad__","up","GCFC2"
"macrophages","__broad__","up","GCLC"
"macrophages","__broad__","up","GDI2"
"macrophages","__broad__","up","GEM"
"macrophages","__broad__","up","GEMIN5"
"macrophages","__broad__","up","GEMIN6"
"macrophages","__broad__","up","GEMIN7"
"macrophages","__broad__","up","GEN1"
"macrophages","__broad__","up","GFM1"
"macrophages","__broad__","up","GFOD1"
"macrophages","__broad__","up","GFRA2"
"macrophages","__broad__","up","GGCT"
"macrophages","__broad__","up","GGH"
"macrophages","__broad__","up","GGPS1"
"macrophages","__broad__","up","GGTLC5P"
"macrophages","__broad__","up","GHITM"
"macrophages","__broad__","up","GID8"
"macrophages","__broad__","up","GIMAP4"
"macrophages","__broad__","up","GIMAP6"
"macrophages","__broad__","up","GIMAP7"
"macrophages","__broad__","up","GINM1"
"macrophages","__broad__","up","GINS1"
"macrophages","__broad__","up","GINS2"
"macrophages","__broad__","up","GLIPR1"
"macrophages","__broad__","up","GLIPR2"
"macrophages","__broad__","up","GLMN"
"macrophages","__broad__","up","GLOD4"
"macrophages","__broad__","up","GLRX"
"macrophages","__broad__","up","GLRX2"
"macrophages","__broad__","up","GLRX3"
"macrophages","__broad__","up","GLRX5"
"macrophages","__broad__","up","GLT8D1"
"macrophages","__broad__","up","GLUD1"
"macrophages","__broad__","up","GLUD1P2"
"macrophages","__broad__","up","GLUL"
"macrophages","__broad__","up","GLYCTK"
"macrophages","__broad__","up","GM2A"
"macrophages","__broad__","up","GMCL1"
"macrophages","__broad__","up","GMFB"
"macrophages","__broad__","up","GMFG"
"macrophages","__broad__","up","GMNN"
"macrophages","__broad__","up","GNAI2"
"macrophages","__broad__","up","GNAS"
"macrophages","__broad__","up","GNB2"
"macrophages","__broad__","up","GNB4"
"macrophages","__broad__","up","GNG5"
"macrophages","__broad__","up","GNGT2"
"macrophages","__broad__","up","GNL3"
"macrophages","__broad__","up","GNPAT"
"macrophages","__broad__","up","GNPNAT1"
"macrophages","__broad__","up","GOLGA1"
"macrophages","__broad__","up","GOLGA6L4"
"macrophages","__broad__","up","GOLGA7"
"macrophages","__broad__","up","GOLGA7B"
"macrophages","__broad__","up","GOLIM4"
"macrophages","__broad__","up","GOLM1"
"macrophages","__broad__","up","GOLT1B"
"macrophages","__broad__","up","GON7"
"macrophages","__broad__","up","GOPC"
"macrophages","__broad__","up","GOT2"
"macrophages","__broad__","up","GPAA1"
"macrophages","__broad__","up","GPATCH4"
"macrophages","__broad__","up","GPC4"
"macrophages","__broad__","up","GPD1L"
"macrophages","__broad__","up","GPN1"
"macrophages","__broad__","up","GPN3"
"macrophages","__broad__","up","GPNMB"
"macrophages","__broad__","up","GPR137"
"macrophages","__broad__","up","GPR150"
"macrophages","__broad__","up","GPR180"
"macrophages","__broad__","up","GPR27"
"macrophages","__broad__","up","GPR34"
"macrophages","__broad__","up","GPR82"
"macrophages","__broad__","up","GPS1"
"macrophages","__broad__","up","GPSM3"
"macrophages","__broad__","up","GPT"
"macrophages","__broad__","up","GPX1"
"macrophages","__broad__","up","GPX4"
"macrophages","__broad__","up","GPX7"
"macrophages","__broad__","up","GRHPR"
"macrophages","__broad__","up","GRSF1"
"macrophages","__broad__","up","GRWD1"
"macrophages","__broad__","up","GSDME"
"macrophages","__broad__","up","GSKIP"
"macrophages","__broad__","up","GSN"
"macrophages","__broad__","up","GSPT1"
"macrophages","__broad__","up","GSTA1"
"macrophages","__broad__","up","GSTCD"
"macrophages","__broad__","up","GSTK1"
"macrophages","__broad__","up","GSTO1"
"macrophages","__broad__","up","GTF2A1"
"macrophages","__broad__","up","GTF2A2"
"macrophages","__broad__","up","GTF2H2"
"macrophages","__broad__","up","GTF2H3"
"macrophages","__broad__","up","GTF2H4"
"macrophages","__broad__","up","GTF2H5"
"macrophages","__broad__","up","GTF3A"
"macrophages","__broad__","up","GTF3C6"
"macrophages","__broad__","up","GTPBP3"
"macrophages","__broad__","up","GTPBP6"
"macrophages","__broad__","up","GTSE1"
"macrophages","__broad__","up","GUCY2D"
"macrophages","__broad__","up","GUK1"
"macrophages","__broad__","up","GUSB"
"macrophages","__broad__","up","GYG1"
"macrophages","__broad__","up","GZMA"
"macrophages","__broad__","up","GZMB"
"macrophages","__broad__","up","GZMH"
"macrophages","__broad__","up","HAAO"
"macrophages","__broad__","up","HACD1"
"macrophages","__broad__","up","HACD2"
"macrophages","__broad__","up","HACD3"
"macrophages","__broad__","up","HACD4"
"macrophages","__broad__","up","HAGHL"
"macrophages","__broad__","up","HAMP"
"macrophages","__broad__","up","HAS2"
"macrophages","__broad__","up","HAT1"
"macrophages","__broad__","up","HAUS1"
"macrophages","__broad__","up","HAUS4"
"macrophages","__broad__","up","HAUS5"
"macrophages","__broad__","up","HAX1"
"macrophages","__broad__","up","HCFC1R1"
"macrophages","__broad__","up","HCFC2"
"macrophages","__broad__","up","HCG11"
"macrophages","__broad__","up","HCG27"
"macrophages","__broad__","up","HCST"
"macrophages","__broad__","up","HDAC2"
"macrophages","__broad__","up","HDDC2"
"macrophages","__broad__","up","HDDC3"
"macrophages","__broad__","up","HDHD5"
"macrophages","__broad__","up","HEBP1"
"macrophages","__broad__","up","HEBP2"
"macrophages","__broad__","up","HELLS"
"macrophages","__broad__","up","HEMK1"
"macrophages","__broad__","up","HENMT1"
"macrophages","__broad__","up","HES2"
"macrophages","__broad__","up","HES6"
"macrophages","__broad__","up","HEXB"
"macrophages","__broad__","up","HFE"
"macrophages","__broad__","up","HGF"
"macrophages","__broad__","up","HGH1"
"macrophages","__broad__","up","HHEX"
"macrophages","__broad__","up","HIKESHI"
"macrophages","__broad__","up","HINT1"
"macrophages","__broad__","up","HINT2"
"macrophages","__broad__","up","HIPK1"
"macrophages","__broad__","up","HIRIP3"
"macrophages","__broad__","up","HJURP"
"macrophages","__broad__","up","HK3"
"macrophages","__broad__","up","HLA-C"
"macrophages","__broad__","up","HLA-DMB"
"macrophages","__broad__","up","HLA-DPA1"
"macrophages","__broad__","up","HLA-DPB1"
"macrophages","__broad__","up","HLA-DRA"
"macrophages","__broad__","up","HLTF"
"macrophages","__broad__","up","HMBS"
"macrophages","__broad__","up","HMG20B"
"macrophages","__broad__","up","HMGA1"
"macrophages","__broad__","up","HMGB1"
"macrophages","__broad__","up","HMGB2"
"macrophages","__broad__","up","HMGB3"
"macrophages","__broad__","up","HMGCR"
"macrophages","__broad__","up","HMGN1"
"macrophages","__broad__","up","HMGN2"
"macrophages","__broad__","up","HMGN3"
"macrophages","__broad__","up","HMMR"
"macrophages","__broad__","up","HNMT"
"macrophages","__broad__","up","HNRNPA2B1"
"macrophages","__broad__","up","HNRNPA3"
"macrophages","__broad__","up","HNRNPAB"
"macrophages","__broad__","up","HNRNPD"
"macrophages","__broad__","up","HNRNPDL"
"macrophages","__broad__","up","HNRNPK"
"macrophages","__broad__","up","HNRNPLL"
"macrophages","__broad__","up","HNRNPR"
"macrophages","__broad__","up","HNRNPU"
"macrophages","__broad__","up","HNRNPUL1"
"macrophages","__broad__","up","HNRNPUL2-BSCL2"
"macrophages","__broad__","up","HPGD"
"macrophages","__broad__","up","HPGDS"
"macrophages","__broad__","up","HPRT1"
"macrophages","__broad__","up","HPS1"
"macrophages","__broad__","up","HRAS"
"macrophages","__broad__","up","HRH2"
"macrophages","__broad__","up","HRK"
"macrophages","__broad__","up","HS3ST2"
"macrophages","__broad__","up","HS3ST4"
"macrophages","__broad__","up","HSBP1"
"macrophages","__broad__","up","HSD11B1"
"macrophages","__broad__","up","HSD17B10"
"macrophages","__broad__","up","HSD17B8"
"macrophages","__broad__","up","HSD3B7"
"macrophages","__broad__","up","HSP90AB1"
"macrophages","__broad__","up","HSPA8"
"macrophages","__broad__","up","HSPB1"
"macrophages","__broad__","up","HSPB11"
"macrophages","__broad__","up","HSPB1P1"
"macrophages","__broad__","up","HSPB1P2"
"macrophages","__broad__","up","HSPBP1"
"macrophages","__broad__","up","HSPD1P1"
"macrophages","__broad__","up","HTATIP2"
"macrophages","__broad__","up","HTATSF1"
"macrophages","__broad__","up","HTR2A"
"macrophages","__broad__","up","HTRA4"
"macrophages","__broad__","up","HYAL2"
"macrophages","__broad__","up","HYAL3"
"macrophages","__broad__","up","IARS2"
"macrophages","__broad__","up","IBSP"
"macrophages","__broad__","up","ICA1"
"macrophages","__broad__","up","ICMT"
"macrophages","__broad__","up","ID1"
"macrophages","__broad__","up","ID2"
"macrophages","__broad__","up","ID2-AS1"
"macrophages","__broad__","up","IDH2"
"macrophages","__broad__","up","IDH3G"
"macrophages","__broad__","up","IDI1"
"macrophages","__broad__","up","IDI2-AS1"
"macrophages","__broad__","up","IDNK"
"macrophages","__broad__","up","IFFO2"
"macrophages","__broad__","up","IFI16"
"macrophages","__broad__","up","IFI27L1"
"macrophages","__broad__","up","IFI27L2"
"macrophages","__broad__","up","IFI35"
"macrophages","__broad__","up","IFNGR1"
"macrophages","__broad__","up","IFT122"
"macrophages","__broad__","up","IFT22"
"macrophages","__broad__","up","IFT27"
"macrophages","__broad__","up","IFT52"
"macrophages","__broad__","up","IFT57"
"macrophages","__broad__","up","IGFBP5"
"macrophages","__broad__","up","IGFBP6"
"macrophages","__broad__","up","IGFBP7"
"macrophages","__broad__","up","IGHG2"
"macrophages","__broad__","up","IGHGP"
"macrophages","__broad__","up","IGSF6"
"macrophages","__broad__","up","IGSF8"
"macrophages","__broad__","up","IKBIP"
"macrophages","__broad__","up","IL11RA"
"macrophages","__broad__","up","IL17RA"
"macrophages","__broad__","up","IL18"
"macrophages","__broad__","up","IL1RN"
"macrophages","__broad__","up","IL24"
"macrophages","__broad__","up","IL27RA"
"macrophages","__broad__","up","IL2RG"
"macrophages","__broad__","up","ILF2"
"macrophages","__broad__","up","ILVBL"
"macrophages","__broad__","up","IMMT"
"macrophages","__broad__","up","IMP3"
"macrophages","__broad__","up","IMP4"
"macrophages","__broad__","up","IMPACT"
"macrophages","__broad__","up","INAFM1"
"macrophages","__broad__","up","INO80B-WBP1"
"macrophages","__broad__","up","INPP1"
"macrophages","__broad__","up","INSIG2"
"macrophages","__broad__","up","INTS10"
"macrophages","__broad__","up","IPO4"
"macrophages","__broad__","up","IQCN"
"macrophages","__broad__","up","IQGAP2"
"macrophages","__broad__","up","IQGAP3"
"macrophages","__broad__","up","IRF2"
"macrophages","__broad__","up","IRF6"
"macrophages","__broad__","up","IRF8"
"macrophages","__broad__","up","ISCA1"
"macrophages","__broad__","up","ISCA1P1"
"macrophages","__broad__","up","ISCA2"
"macrophages","__broad__","up","ISCU"
"macrophages","__broad__","up","ISOC1"
"macrophages","__broad__","up","ITGA3"
"macrophages","__broad__","up","ITGA4"
"macrophages","__broad__","up","ITGA6"
"macrophages","__broad__","up","ITGAM"
"macrophages","__broad__","up","ITGB1BP1"
"macrophages","__broad__","up","ITGB2-AS1"
"macrophages","__broad__","up","ITGB3"
"macrophages","__broad__","up","ITGB3BP"
"macrophages","__broad__","up","ITGB5"
"macrophages","__broad__","up","ITLN1"
"macrophages","__broad__","up","ITM2B"
"macrophages","__broad__","up","ITPA"
"macrophages","__broad__","up","ITPKB"
"macrophages","__broad__","up","ITPKC"
"macrophages","__broad__","up","JADE1"
"macrophages","__broad__","up","JKAMP"
"macrophages","__broad__","up","JMJD1C-AS1"
"macrophages","__broad__","up","JOSD2"
"macrophages","__broad__","up","JPT1"
"macrophages","__broad__","up","JPT2"
"macrophages","__broad__","up","JRKL"
"macrophages","__broad__","up","JTB"
"macrophages","__broad__","up","JUN"
"macrophages","__broad__","up","JUNB"
"macrophages","__broad__","up","JUND"
"macrophages","__broad__","up","KAT8"
"macrophages","__broad__","up","KATNAL1"
"macrophages","__broad__","up","KATNB1"
"macrophages","__broad__","up","KAZALD1"
"macrophages","__broad__","up","KBTBD7"
"macrophages","__broad__","up","KCNJ10"
"macrophages","__broad__","up","KCNJ2"
"macrophages","__broad__","up","KCNJ2-AS1"
"macrophages","__broad__","up","KCNJ5"
"macrophages","__broad__","up","KCNMB1"
"macrophages","__broad__","up","KCP"
"macrophages","__broad__","up","KCTD12"
"macrophages","__broad__","up","KCTD15"
"macrophages","__broad__","up","KCTD17"
"macrophages","__broad__","up","KCTD3"
"macrophages","__broad__","up","KCTD5"
"macrophages","__broad__","up","KDELR1"
"macrophages","__broad__","up","KDF1"
"macrophages","__broad__","up","KDM1B"
"macrophages","__broad__","up","KDSR"
"macrophages","__broad__","up","KEL"
"macrophages","__broad__","up","KIAA0040"
"macrophages","__broad__","up","KIAA0930"
"macrophages","__broad__","up","KIF11"
"macrophages","__broad__","up","KIF13B"
"macrophages","__broad__","up","KIF14"
"macrophages","__broad__","up","KIF15"
"macrophages","__broad__","up","KIF18B"
"macrophages","__broad__","up","KIF1B"
"macrophages","__broad__","up","KIF20A"
"macrophages","__broad__","up","KIF22"
"macrophages","__broad__","up","KIF23"
"macrophages","__broad__","up","KIF2A"
"macrophages","__broad__","up","KIF2C"
"macrophages","__broad__","up","KIF4A"
"macrophages","__broad__","up","KIF5B"
"macrophages","__broad__","up","KIF9"
"macrophages","__broad__","up","KIFC1"
"macrophages","__broad__","up","KLF4"
"macrophages","__broad__","up","KLF5"
"macrophages","__broad__","up","KLF6"
