state,n,score_p53,score_arrest,score_hypoxia,score_hypoxia_without_Ndrg1,score_ifng_response,score_glycolysis,det_Hif1a,det_Il1r1,det_Ndrg1,det_Pgk1,det_Pkm,det_Slc16a3
hAT2,9546,-0.14367162444168352,-0.08552374869571666,-0.0431200514020109,-0.07029708279657734,-0.010380545532537309,-0.01811310282197026,0.26314686779802166,0.06180599203854985,0.02629373559606132,0.12664990571967571,0.7069976953697421,0.0010475591870940707
cAT2,313,-0.06108494563161121,-0.08475285963363222,-0.05665672057448104,-0.11249736435878009,-0.006182957496791604,0.028261606309868403,0.47603833865814543,0.1182108626198083,0.025559105431309903,0.39616613418530233,0.9009584664536777,0.0
DATP,880,0.14382524163851684,0.8459657871127607,0.011453965031965215,-0.0655574067698961,0.2953111138855192,0.25258496346008597,0.38636363636363785,0.06136363636363638,0.16136363636363582,0.2693181818181811,0.9386363636363539,0.014772727272727276
AT1,337,-0.26331954599252205,0.02608372659456765,-0.12606034718122255,-0.18201466150913467,0.12129272192185993,0.09431112352275943,0.1572700296735905,0.10385756676557868,0.011869436201780416,0.1097922848664689,0.7537091988130546,0.002967359050445104
