state,n,score_p53,score_arrest,score_hypoxia,score_hypoxia_without_Ndrg1,score_ifng_response,score_glycolysis,det_Hif1a,det_Il1r1,det_Ndrg1,det_Pgk1,det_Pkm,det_Slc16a3
hAT2,5061,-0.14996668802112142,-0.17150108971383302,-0.034021447862921154,-0.0549474843642241,-0.007182160782804603,0.003009174744900543,0.21991701244813205,0.04781663702825515,0.025291444378581253,0.08555621418691932,0.6433511163801598,0.0009879470460383323
cAT2,31,0.026271880474141834,-0.31095483606861485,-0.12752503500830745,-0.17905112181940389,0.01862245408758041,-0.020111218280689694,0.0967741935483871,0.03225806451612903,0.0,0.0967741935483871,0.5483870967741933,0.0
DATP,213,0.17899104701427973,0.8588683197839719,-0.018091558397096086,-0.1782244045129964,0.20112200998784233,0.27158003155427735,0.1502347417840376,0.037558685446009384,0.12676056338028166,0.14084507042253522,0.8544600938967113,0.004694835680751174
AT1,186,-0.2294994183221171,-0.04798992963567856,-0.12741068832976846,-0.24619828378641478,0.11217281819511485,0.12538967896319633,0.10752688172043008,0.08602150537634408,0.005376344086021506,0.07526881720430108,0.7204301075268812,0.0
