"NGenes","Correlation","Direction","PValue","FDR","set","compartment","label","cell_floor","correlation_setting","n_control","n_antiIL1B","assayed_fraction","FDR_global_early","FDR_reserving_late_family"
111,0.01,"Down",0.188697886976579,0.377395773953158,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Pi16",50,"fixed001",3,3,0.99492385786802,0.394550127314666,0.789100254629331
60,0.01,"Up",0.14872375535668,0.377395773953158,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Pi16",50,"fixed001",3,3,0.976470588235294,0.325775845067012,0.651551690134025
50,0.01,"Down",0.0176602303030901,0.10596138181854,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Pi16",50,"fixed001",3,3,1,0.101546324242768,0.203092648485536
27,0.01,"Down",0.526313210454447,0.789469815681671,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Pi16",50,"fixed001",3,3,1,0.635712736058619,1
132,0.01,"Up",0.901047004036676,0.901047004036676,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Pi16",50,"fixed001",3,3,0.988461538461539,0.901047004036676,1
159,0.0881528352176622,"Up",0.919334095237199,0.946187161254246,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Pi16",30,"estimated",3,3,0.98469387755102,0.96195694727515,1
111,0.00479484258136409,"Down",0.198445273366492,0.396890546732984,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Pi16",30,"estimated",3,3,0.99492385786802,0.850341377559999,1
60,-0.00186140148354113,"Up",0.143042367392697,0.396890546732984,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Pi16",30,"estimated",3,3,0.976470588235294,0.850341377559999,1
50,-0.00613424289850314,"Down",0.044370255445973,0.266221532675838,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Pi16",30,"estimated",3,3,1,0.836116707076454,1
27,0.0010828052306563,"Down",0.521762387028303,0.782643580542454,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Pi16",30,"estimated",3,3,1,0.850341377559999,1
132,0.045413039977361,"Up",0.946187161254246,0.946187161254246,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Pi16",30,"estimated",3,3,0.988461538461539,0.96195694727515,1
159,0.01,"Up",0.79589023319076,0.901047004036676,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Pi16",30,"fixed001",3,3,0.98469387755102,0.856631438317559,1
111,0.01,"Down",0.188697886976579,0.377395773953158,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Pi16",30,"fixed001",3,3,0.99492385786802,0.396916245019701,0.793832490039402
60,0.01,"Up",0.14872375535668,0.377395773953158,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Pi16",30,"fixed001",3,3,0.976470588235294,0.336005521361387,0.672011042722774
50,0.01,"Down",0.0176602303030901,0.10596138181854,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Pi16",30,"fixed001",3,3,1,0.119697116498722,0.239394232997443
27,0.01,"Down",0.526313210454447,0.789469815681671,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Pi16",30,"fixed001",3,3,1,0.655206241586149,1
132,0.01,"Up",0.901047004036676,0.901047004036676,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Pi16",30,"fixed001",3,3,0.988461538461539,0.916064454103953,1
159,0.0881528352176622,"Up",0.919334095237199,0.946187161254246,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Pi16",100,"estimated",3,3,0.98469387755102,0.952839398970922,1
111,0.00479484258136409,"Down",0.198445273366492,0.396890546732984,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Pi16",100,"estimated",3,3,0.99492385786802,0.879946016970668,1
60,-0.00186140148354113,"Up",0.143042367392697,0.396890546732984,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Pi16",100,"estimated",3,3,0.976470588235294,0.879946016970668,1
50,-0.00613424289850314,"Down",0.044370255445973,0.266221532675838,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Pi16",100,"estimated",3,3,1,0.3845422138651,0.7690844277302
27,0.0010828052306563,"Down",0.521762387028303,0.782643580542454,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Pi16",100,"estimated",3,3,1,0.879946016970668,1
132,0.045413039977361,"Up",0.946187161254246,0.946187161254246,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Pi16",100,"estimated",3,3,0.988461538461539,0.952839398970922,1
159,0.01,"Up",0.79589023319076,0.901047004036676,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Pi16",100,"fixed001",3,3,0.98469387755102,0.937088884198143,1
111,0.01,"Down",0.188697886976579,0.377395773953158,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Pi16",100,"fixed001",3,3,0.99492385786802,0.408845421782588,0.817690843565176
60,0.01,"Up",0.14872375535668,0.377395773953158,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Pi16",100,"fixed001",3,3,0.976470588235294,0.367356105053687,0.734712210107375
50,0.01,"Down",0.0176602303030901,0.10596138181854,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Pi16",100,"fixed001",3,3,1,0.0918331975760683,0.183666395152137
27,0.01,"Down",0.526313210454447,0.789469815681671,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Pi16",100,"fixed001",3,3,1,0.684207173590782,1
132,0.01,"Up",0.901047004036676,0.901047004036676,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Pi16",100,"fixed001",3,3,0.988461538461539,0.937088884198143,1
171,0.0938530197369253,"Up",0.676881551515899,0.789695143435215,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","__broad__",50,"estimated",4,3,0.98469387755102,0.841528415398144,1
131,0.0168411757621833,"Down",0.600073366933303,0.789695143435215,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","__broad__",50,"estimated",4,3,0.99492385786802,0.83646590542218,1
66,0.0172961153173009,"Up",0.898240199912607,0.898240199912607,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","__broad__",50,"estimated",4,3,0.976470588235294,0.946187161254246,1
124,0.0750689096970161,"Down",0.351163355087333,0.789695143435215,"HALLMARK_GLYCOLYSIS","myeloid","__broad__",50,"estimated",4,3,0.985,0.83646590542218,1
176,0.266036648550211,"Down",0.645875294682486,0.789695143435215,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","__broad__",50,"estimated",4,3,0.933333333333333,0.841528415398144,1
127,0.0175229061108894,"Down",0.585911781309636,0.789695143435215,"HALLMARK_HYPOXIA","myeloid","__broad__",50,"estimated",4,3,0.974874371859297,0.83646590542218,1
167,0.0277324465554092,"Down",0.028714429687771,0.201001007814397,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","__broad__",50,"estimated",4,3,0.962765957446809,0.788142797654035,1
171,0.01,"Up",0.269279127872144,0.471238473776252,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","__broad__",50,"fixed001",4,3,0.98469387755102,0.449396779653597,0.898793559307194
131,0.01,"Down",0.510498189636638,0.595581221242744,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","__broad__",50,"fixed001",4,3,0.99492385786802,0.634673424953658,1
66,0.01,"Up",0.878748783945726,0.878748783945726,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","__broad__",50,"fixed001",4,3,0.976470588235294,0.898276534700076,1
124,0.01,"Down",0.028058304131583,0.0982040644605406,"HALLMARK_GLYCOLYSIS","myeloid","__broad__",50,"fixed001",4,3,0.985,0.107338968101351,0.214677936202703
176,0.01,"Down",0.0428995583601038,0.100098969506909,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","__broad__",50,"fixed001",4,3,0.933333333333333,0.123336230285299,0.246672460570597
127,0.01,"Down",0.488567252600927,0.595581221242744,"HALLMARK_HYPOXIA","myeloid","__broad__",50,"fixed001",4,3,0.974874371859297,0.624280378323407,1
167,0.01,"Down",1.06286663605673e-05,7.44006645239708e-05,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","__broad__",50,"fixed001",4,3,0.962765957446809,0.000488918652586094,0.000977837305172188
171,0.0938530197369253,"Up",0.676881551515899,0.789695143435215,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","__broad__",30,"estimated",4,3,0.98469387755102,0.850341377559999,1
131,0.0168411757621833,"Down",0.600073366933303,0.789695143435215,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","__broad__",30,"estimated",4,3,0.99492385786802,0.850341377559999,1
66,0.0172961153173009,"Up",0.898240199912607,0.898240199912607,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","__broad__",30,"estimated",4,3,0.976470588235294,0.961274599906474,1
124,0.0750689096970161,"Down",0.351163355087333,0.789695143435215,"HALLMARK_GLYCOLYSIS","myeloid","__broad__",30,"estimated",4,3,0.985,0.850341377559999,1
176,0.266036648550211,"Down",0.645875294682486,0.789695143435215,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","__broad__",30,"estimated",4,3,0.933333333333333,0.850341377559999,1
127,0.0175229061108894,"Down",0.585911781309636,0.789695143435215,"HALLMARK_HYPOXIA","myeloid","__broad__",30,"estimated",4,3,0.974874371859297,0.850341377559999,1
167,0.0277324465554092,"Down",0.028714429687771,0.201001007814397,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","__broad__",30,"estimated",4,3,0.962765957446809,0.836116707076454,1
171,0.01,"Up",0.269279127872144,0.471238473776252,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","__broad__",30,"fixed001",4,3,0.98469387755102,0.469315051434308,0.938630102868616
131,0.01,"Down",0.510498189636638,0.595581221242744,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","__broad__",30,"fixed001",4,3,0.99492385786802,0.64875811599656,1
66,0.01,"Up",0.878748783945726,0.878748783945726,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","__broad__",30,"fixed001",4,3,0.976470588235294,0.908536878316768,1
124,0.01,"Down",0.028058304131583,0.0982040644605406,"HALLMARK_GLYCOLYSIS","myeloid","__broad__",30,"fixed001",4,3,0.985,0.124548204834992,0.249096409669984
176,0.01,"Down",0.0428995583601038,0.100098969506909,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","__broad__",30,"fixed001",4,3,0.933333333333333,0.145381836664796,0.290763673329593
127,0.01,"Down",0.488567252600927,0.595581221242744,"HALLMARK_HYPOXIA","myeloid","__broad__",30,"fixed001",4,3,0.974874371859297,0.647882661057751,1
167,0.01,"Down",1.06286663605673e-05,7.44006645239708e-05,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","__broad__",30,"fixed001",4,3,0.962765957446809,0.000324174323997302,0.000648348647994603
171,0.0938530197369253,"Up",0.676881551515899,0.789695143435215,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","__broad__",100,"estimated",4,3,0.98469387755102,0.879946016970668,1
131,0.0168411757621833,"Down",0.600073366933303,0.789695143435215,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","__broad__",100,"estimated",4,3,0.99492385786802,0.879946016970668,1
66,0.0172961153173009,"Up",0.898240199912607,0.898240199912607,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","__broad__",100,"estimated",4,3,0.976470588235294,0.952839398970922,1
124,0.0750689096970161,"Down",0.351163355087333,0.789695143435215,"HALLMARK_GLYCOLYSIS","myeloid","__broad__",100,"estimated",4,3,0.985,0.879946016970668,1
176,0.266036648550211,"Down",0.645875294682486,0.789695143435215,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","__broad__",100,"estimated",4,3,0.933333333333333,0.879946016970668,1
127,0.0175229061108894,"Down",0.585911781309636,0.789695143435215,"HALLMARK_HYPOXIA","myeloid","__broad__",100,"estimated",4,3,0.974874371859297,0.879946016970668,1
167,0.0277324465554092,"Down",0.028714429687771,0.201001007814397,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","__broad__",100,"estimated",4,3,0.962765957446809,0.3845422138651,0.7690844277302
171,0.01,"Up",0.269279127872144,0.471238473776252,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","__broad__",100,"fixed001",4,3,0.98469387755102,0.538558255744288,1
131,0.01,"Down",0.510498189636638,0.595581221242744,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","__broad__",100,"fixed001",4,3,0.99492385786802,0.684207173590782,1
66,0.01,"Up",0.878748783945726,0.878748783945726,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","__broad__",100,"fixed001",4,3,0.976470588235294,0.937088884198143,1
124,0.01,"Down",0.028058304131583,0.0982040644605406,"HALLMARK_GLYCOLYSIS","myeloid","__broad__",100,"fixed001",4,3,0.985,0.121585984570193,0.243171969140386
176,0.01,"Down",0.0428995583601038,0.100098969506909,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","__broad__",100,"fixed001",4,3,0.933333333333333,0.1593412167661,0.3186824335322
127,0.01,"Down",0.488567252600927,0.595581221242744,"HALLMARK_HYPOXIA","myeloid","__broad__",100,"fixed001",4,3,0.974874371859297,0.684207173590782,1
167,0.01,"Down",1.06286663605673e-05,7.44006645239708e-05,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","__broad__",100,"fixed001",4,3,0.962765957446809,0.000276345325374749,0.000552690650749498
161,0.0947573592676649,"Up",0.752761219479343,0.752761219479343,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","CSF1R_myeloid",50,"estimated",4,3,0.98469387755102,0.844561368196336,1
125,0.0182950177163886,"Down",0.464422387514038,0.752761219479343,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","CSF1R_myeloid",50,"estimated",4,3,0.99492385786802,0.83646590542218,1
64,0.0119936870751417,"Up",0.72975357527668,0.752761219479343,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","CSF1R_myeloid",50,"estimated",4,3,0.976470588235294,0.844561368196336,1
121,0.0726004562233507,"Down",0.350182107615358,0.752761219479343,"HALLMARK_GLYCOLYSIS","myeloid","CSF1R_myeloid",50,"estimated",4,3,0.985,0.83646590542218,1
173,0.270034736272833,"Down",0.549398003458584,0.752761219479343,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","CSF1R_myeloid",50,"estimated",4,3,0.933333333333333,0.83646590542218,1
123,0.0143316545514668,"Down",0.518838428820511,0.752761219479343,"HALLMARK_HYPOXIA","myeloid","CSF1R_myeloid",50,"estimated",4,3,0.974874371859297,0.83646590542218,1
162,0.0256925501613703,"Down",0.0573697167851299,0.401588017495909,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","CSF1R_myeloid",50,"estimated",4,3,0.962765957446809,0.788142797654035,1
161,0.01,"Up",0.408034488672216,0.513991856323722,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","CSF1R_myeloid",50,"fixed001",4,3,0.98469387755102,0.56877534784612,1
125,0.01,"Down",0.339397022997157,0.513991856323722,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","CSF1R_myeloid",50,"fixed001",4,3,0.99492385786802,0.503621388963523,1
64,0.01,"Up",0.704570929994509,0.704570929994509,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","CSF1R_myeloid",50,"fixed001",4,3,0.976470588235294,0.771672923327319,1
121,0.01,"Down",0.0308575493218471,0.0720009484176433,"HALLMARK_GLYCOLYSIS","myeloid","CSF1R_myeloid",50,"fixed001",4,3,0.985,0.107338968101351,0.214677936202703
173,0.01,"Down",0.00758593487323516,0.0265507720563231,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","CSF1R_myeloid",50,"fixed001",4,3,0.933333333333333,0.0691973512368699,0.13839470247374
123,0.01,"Down",0.440564448277476,0.513991856323722,"HALLMARK_HYPOXIA","myeloid","CSF1R_myeloid",50,"fixed001",4,3,0.974874371859297,0.592128707424386,1
162,0.01,"Down",0.000579339835941562,0.00405537885159093,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","CSF1R_myeloid",50,"fixed001",4,3,0.962765957446809,0.00666240811332797,0.0133248162266559
161,0.0947573592676649,"Up",0.752761219479343,0.752761219479343,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","CSF1R_myeloid",30,"estimated",4,3,0.98469387755102,0.850341377559999,1
125,0.0182950177163886,"Down",0.464422387514038,0.752761219479343,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","CSF1R_myeloid",30,"estimated",4,3,0.99492385786802,0.850341377559999,1
64,0.0119936870751417,"Up",0.72975357527668,0.752761219479343,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","CSF1R_myeloid",30,"estimated",4,3,0.976470588235294,0.850341377559999,1
121,0.0726004562233507,"Down",0.350182107615358,0.752761219479343,"HALLMARK_GLYCOLYSIS","myeloid","CSF1R_myeloid",30,"estimated",4,3,0.985,0.850341377559999,1
173,0.270034736272833,"Down",0.549398003458584,0.752761219479343,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","CSF1R_myeloid",30,"estimated",4,3,0.933333333333333,0.850341377559999,1
123,0.0143316545514668,"Down",0.518838428820511,0.752761219479343,"HALLMARK_HYPOXIA","myeloid","CSF1R_myeloid",30,"estimated",4,3,0.974874371859297,0.850341377559999,1
162,0.0256925501613703,"Down",0.0573697167851299,0.401588017495909,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","CSF1R_myeloid",30,"estimated",4,3,0.962765957446809,0.836116707076454,1
161,0.01,"Up",0.408034488672216,0.513991856323722,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","CSF1R_myeloid",30,"fixed001",4,3,0.98469387755102,0.592621519262028,1
125,0.01,"Down",0.339397022997157,0.513991856323722,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","CSF1R_myeloid",30,"fixed001",4,3,0.99492385786802,0.53085175391863,1
64,0.01,"Up",0.704570929994509,0.704570929994509,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","CSF1R_myeloid",30,"fixed001",4,3,0.976470588235294,0.7959041986975,1
121,0.01,"Down",0.0308575493218471,0.0720009484176433,"HALLMARK_GLYCOLYSIS","myeloid","CSF1R_myeloid",30,"fixed001",4,3,0.985,0.124548204834992,0.249096409669984
173,0.01,"Down",0.00758593487323516,0.0265507720563231,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","CSF1R_myeloid",30,"fixed001",4,3,0.933333333333333,0.0771236712112241,0.154247342422448
123,0.01,"Down",0.440564448277476,0.513991856323722,"HALLMARK_HYPOXIA","myeloid","CSF1R_myeloid",30,"fixed001",4,3,0.974874371859297,0.624602169145782,1
162,0.01,"Down",0.000579339835941562,0.00405537885159093,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","CSF1R_myeloid",30,"fixed001",4,3,0.962765957446809,0.00706794599848706,0.0141358919969741
161,0.101853296561133,"Up",0.952839398970922,0.952839398970922,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","CSF1R_myeloid",100,"estimated",3,3,0.98469387755102,0.952839398970922,1
122,0.0169655253005348,"Down",0.292937354510285,0.765586891120918,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","CSF1R_myeloid",100,"estimated",3,3,0.99492385786802,0.879946016970668,1
64,0.00689662930414702,"Down",0.950836754602718,0.952839398970922,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","CSF1R_myeloid",100,"estimated",3,3,0.976470588235294,0.952839398970922,1
119,0.0820929049403397,"Down",0.334162751577524,0.765586891120918,"HALLMARK_GLYCOLYSIS","myeloid","CSF1R_myeloid",100,"estimated",3,3,0.985,0.879946016970668,1
173,0.305306711172748,"Down",0.585129011160377,0.819180615624528,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","CSF1R_myeloid",100,"estimated",3,3,0.933333333333333,0.879946016970668,1
123,0.0152613048776236,"Down",0.437478223497668,0.765586891120918,"HALLMARK_HYPOXIA","myeloid","CSF1R_myeloid",100,"estimated",3,3,0.974874371859297,0.879946016970668,1
161,0.0224851976786496,"Down",0.0334259912377183,0.233981938664028,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","CSF1R_myeloid",100,"estimated",3,3,0.962765957446809,0.3845422138651,0.7690844277302
161,0.01,"Up",0.871438389204157,0.950908456191847,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","CSF1R_myeloid",100,"fixed001",3,3,0.98469387755102,0.937088884198143,1
122,0.01,"Down",0.155419890599637,0.271984808549365,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","CSF1R_myeloid",100,"fixed001",3,3,0.99492385786802,0.367356105053687,0.734712210107375
64,0.01,"Down",0.950908456191847,0.950908456191847,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","CSF1R_myeloid",100,"fixed001",3,3,0.976470588235294,0.950908456191847,1
119,0.01,"Down",0.0153947665188945,0.0359211218774206,"HALLMARK_GLYCOLYSIS","myeloid","CSF1R_myeloid",100,"fixed001",3,3,0.985,0.0918331975760683,0.183666395152137
173,0.01,"Down",0.00878335791630451,0.0307417527070658,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","CSF1R_myeloid",100,"fixed001",3,3,0.933333333333333,0.0761224352746391,0.152244870549278
123,0.01,"Down",0.328290229485486,0.45960632127968,"HALLMARK_HYPOXIA","myeloid","CSF1R_myeloid",100,"fixed001",3,3,0.974874371859297,0.572087872204291,1
161,0.01,"Down",2.39376587059974e-05,0.000167563610941982,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","CSF1R_myeloid",100,"fixed001",3,3,0.962765957446809,0.000311189563177966,0.000622379126355932
147,0.0861262958388007,"Up",0.9975501956683,0.9975501956683,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"estimated",3,3,0.98469387755102,0.9975501956683,1
108,0.0294749371671817,"Down",0.665340502259831,0.776230585969803,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"estimated",3,3,0.99492385786802,0.850341377559999,1
58,-0.0123370446132968,"Down",0.192653830630338,0.674288407206182,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"estimated",3,3,0.976470588235294,0.850341377559999,1
88,0.0673771743568755,"Down",0.353818315985815,0.776230585969803,"HALLMARK_GLYCOLYSIS","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"estimated",3,3,0.985,0.850341377559999,1
154,0.146558661809061,"Down",0.636301126993527,0.776230585969803,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"estimated",3,3,0.933333333333333,0.850341377559999,1
107,0.0285593571662933,"Down",0.551735854313802,0.776230585969803,"HALLMARK_HYPOXIA","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"estimated",3,3,0.974874371859297,0.850341377559999,1
140,0.025282049468626,"Down",0.0223915582567837,0.156740907797486,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"estimated",3,3,0.962765957446809,0.836116707076454,1
147,0.01,"Up",0.993900822797108,0.993900822797108,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"fixed001",3,3,0.98469387755102,0.993900822797108,1
108,0.01,"Down",0.509868592709789,0.594846691494754,"HALLMARK_INFLAMMATORY_RESPONSE","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"fixed001",3,3,0.99492385786802,0.64875811599656,1
58,0.01,"Down",0.211011973901601,0.369270954327803,"HALLMARK_IL6_JAK_STAT3_SIGNALING","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"fixed001",3,3,0.976470588235294,0.415217109935409,0.830434219870819
88,0.01,"Down",0.0453039939419815,0.158563978796935,"HALLMARK_GLYCOLYSIS","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"fixed001",3,3,0.985,0.145449664761099,0.290899329522197
154,0.01,"Down",0.121606990477403,0.283749644447273,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"fixed001",3,3,0.933333333333333,0.322522887787895,0.645045775575789
107,0.01,"Down",0.365146228599794,0.511204720039712,"HALLMARK_HYPOXIA","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"fixed001",3,3,0.974874371859297,0.545604044611553,1
140,0.01,"Down",7.13697255508988e-07,4.99588078856291e-06,"HALLMARK_INTERFERON_GAMMA_RESPONSE","myeloid","inflammatory_CSF1R_CSF3R_myeloid",30,"fixed001",3,3,0.962765957446809,4.35355325860483e-05,8.70710651720965e-05
