resource,family,view,ligand,receptor,human_ligand,human_receptor,source,source_label,target,target_label,cell_floor,prior_count,gsm,treatment,ligand_min,receptor_min,score
consensus,core,broad,Il1b,Sigirr,IL1B,SIGIRR,alveolar,__broad__,fibroblast,__broad__,50,1.0,GSM9057720,Control IgG,6.3116785181368,-0.31457393459389,2.998552291771455
consensus,core,broad,Il1b,Sigirr,IL1B,SIGIRR,alveolar,__broad__,fibroblast,__broad__,50,1.0,GSM9057721,anti-IL-1β,7.8523469717304,1.0940486049649,4.47319778834765
consensus,exploratory,broad,Wnt1,Fzd9_Lrp5,WNT1,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,-0.303634247139908,-0.953265792754154
consensus,exploratory,broad,Wnt1,Fzd9_Lrp5,WNT1,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt1,Fzd9_Lrp5,WNT1,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,-0.303634247139913,-0.46704015584683145
consensus,exploratory,broad,Wnt1,Fzd9_Lrp5,WNT1,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,2.20447149954523,0.30078708058841497
consensus,exploratory,broad,Wnt1,Fzd9_Lrp5,WNT1,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt1,Fzd9_Lrp5,WNT1,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,2.87301865476796,1.0267765127386774
consensus,exploratory,broad,Wnt1,Fzd9_Lrp5,WNT1,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,-0.303634247139908,-0.953265792754154
consensus,exploratory,broad,Wnt1,Fzd9_Lrp6,WNT1,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,-0.303634247139908,-0.953265792754154
consensus,exploratory,broad,Wnt1,Fzd9_Lrp6,WNT1,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt1,Fzd9_Lrp6,WNT1,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,-0.303634247139913,-0.46704015584683145
consensus,exploratory,broad,Wnt1,Fzd9_Lrp6,WNT1,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,2.20447149954523,0.30078708058841497
consensus,exploratory,broad,Wnt1,Fzd9_Lrp6,WNT1,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt1,Fzd9_Lrp6,WNT1,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,2.87301865476796,1.0267765127386774
consensus,exploratory,broad,Wnt1,Fzd9_Lrp6,WNT1,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,-0.303634247139908,-0.953265792754154
consensus,exploratory,broad,Wnt1,Fzd6_Lrp5,WNT1,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,4.3291163848373,1.36310952323445
consensus,exploratory,broad,Wnt1,Fzd6_Lrp5,WNT1,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,3.63194626751174,1.01452446457167
consensus,exploratory,broad,Wnt1,Fzd6_Lrp5,WNT1,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,4.37621535562578,1.8728846455360149
consensus,exploratory,broad,Wnt1,Fzd6_Lrp5,WNT1,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,3.77886997825986,1.08798631994573
consensus,exploratory,broad,Wnt1,Fzd6_Lrp5,WNT1,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,3.43061519048256,0.91385892605708
consensus,exploratory,broad,Wnt1,Fzd6_Lrp5,WNT1,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,4.60091959151191,1.8907269811106524
consensus,exploratory,broad,Wnt1,Fzd6_Lrp5,WNT1,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,3.2384232944639,0.81776297804775
consensus,exploratory,broad,Wnt1,Fzd6_Lrp6,WNT1,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,4.3291163848373,1.36310952323445
consensus,exploratory,broad,Wnt1,Fzd6_Lrp6,WNT1,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,3.63194626751174,1.01452446457167
consensus,exploratory,broad,Wnt1,Fzd6_Lrp6,WNT1,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,4.37621535562578,1.8728846455360149
consensus,exploratory,broad,Wnt1,Fzd6_Lrp6,WNT1,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,3.77886997825986,1.08798631994573
consensus,exploratory,broad,Wnt1,Fzd6_Lrp6,WNT1,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,3.43061519048256,0.91385892605708
consensus,exploratory,broad,Wnt1,Fzd6_Lrp6,WNT1,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,4.60091959151191,1.8907269811106524
consensus,exploratory,broad,Wnt1,Fzd6_Lrp6,WNT1,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,3.2384232944639,0.81776297804775
consensus,exploratory,broad,Wnt1,Fzd7_Lrp5,WNT1,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,4.47529235225547,1.4361975069435349
consensus,exploratory,broad,Wnt1,Fzd7_Lrp5,WNT1,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,4.89616379358713,1.646633227609365
consensus,exploratory,broad,Wnt1,Fzd7_Lrp5,WNT1,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,4.75506874732484,2.062311341385545
consensus,exploratory,broad,Wnt1,Fzd7_Lrp5,WNT1,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,4.65092735561591,1.5240150086237552
consensus,exploratory,broad,Wnt1,Fzd7_Lrp5,WNT1,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,3.8847315485349,1.14091710508325
consensus,exploratory,broad,Wnt1,Fzd7_Lrp5,WNT1,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,4.8164144375048,1.9984744041070976
consensus,exploratory,broad,Wnt1,Fzd7_Lrp5,WNT1,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,4.90740420100959,1.652253431320595
consensus,exploratory,broad,Wnt1,Fzd7_Lrp6,WNT1,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,4.47529235225547,1.4361975069435349
consensus,exploratory,broad,Wnt1,Fzd7_Lrp6,WNT1,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,4.89616379358713,1.646633227609365
consensus,exploratory,broad,Wnt1,Fzd7_Lrp6,WNT1,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,4.94229283163891,2.15592338354258
consensus,exploratory,broad,Wnt1,Fzd7_Lrp6,WNT1,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,4.6939108835503,1.5455067725909502
consensus,exploratory,broad,Wnt1,Fzd7_Lrp6,WNT1,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,3.8847315485349,1.14091710508325
consensus,exploratory,broad,Wnt1,Fzd7_Lrp6,WNT1,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,4.8164144375048,1.9984744041070976
consensus,exploratory,broad,Wnt1,Fzd7_Lrp6,WNT1,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,4.90740420100959,1.652253431320595
consensus,exploratory,broad,Wnt1,Fzd5_Lrp5,WNT1,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,4.60801065888174,1.5025566602566702
consensus,exploratory,broad,Wnt1,Fzd5_Lrp5,WNT1,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,5.15264105602013,1.774871858825865
consensus,exploratory,broad,Wnt1,Fzd5_Lrp5,WNT1,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,4.75506874732484,2.062311341385545
consensus,exploratory,broad,Wnt1,Fzd5_Lrp5,WNT1,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,4.65092735561591,1.5240150086237552
consensus,exploratory,broad,Wnt1,Fzd5_Lrp5,WNT1,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,4.06745109205325,1.2322768768424248
consensus,exploratory,broad,Wnt1,Fzd5_Lrp5,WNT1,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,4.9642631008171,2.072398735763248
consensus,exploratory,broad,Wnt1,Fzd5_Lrp5,WNT1,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,4.90740420100959,1.652253431320595
consensus,exploratory,broad,Wnt1,Fzd2_Lrp5,WNT1,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,4.60801065888174,1.5025566602566702
consensus,exploratory,broad,Wnt1,Fzd2_Lrp5,WNT1,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,5.15264105602013,1.774871858825865
consensus,exploratory,broad,Wnt1,Fzd2_Lrp5,WNT1,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,4.75506874732484,2.062311341385545
consensus,exploratory,broad,Wnt1,Fzd2_Lrp5,WNT1,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,4.65092735561591,1.5240150086237552
consensus,exploratory,broad,Wnt1,Fzd2_Lrp5,WNT1,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,4.06745109205325,1.2322768768424248
consensus,exploratory,broad,Wnt1,Fzd2_Lrp5,WNT1,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,4.9642631008171,2.072398735763248
consensus,exploratory,broad,Wnt1,Fzd2_Lrp5,WNT1,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,4.90740420100959,1.652253431320595
consensus,exploratory,broad,Wnt1,Fzd8_Lrp5,WNT1,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,2.62490948103661,0.5110060713341049
consensus,exploratory,broad,Wnt1,Fzd8_Lrp5,WNT1,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,3.24799996245388,0.8225513120427399
consensus,exploratory,broad,Wnt1,Fzd8_Lrp5,WNT1,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,3.05206379017357,1.21080886280991
consensus,exploratory,broad,Wnt1,Fzd8_Lrp5,WNT1,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,3.07174627331635,0.734424467473975
consensus,exploratory,broad,Wnt1,Fzd8_Lrp5,WNT1,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,3.67546783508173,1.036285248356665
consensus,exploratory,broad,Wnt1,Fzd8_Lrp5,WNT1,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,3.18006811338445,1.1803012420469225
consensus,exploratory,broad,Wnt1,Fzd8_Lrp5,WNT1,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,3.2384232944639,0.81776297804775
consensus,exploratory,broad,Wnt1,Fzd3_Lrp5,WNT1,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,3.77294161606343,1.085022138847515
consensus,exploratory,broad,Wnt1,Fzd3_Lrp5,WNT1,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,3.24799996245388,0.8225513120427399
consensus,exploratory,broad,Wnt1,Fzd3_Lrp5,WNT1,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,2.81694392191479,1.09324892868052
consensus,exploratory,broad,Wnt1,Fzd3_Lrp5,WNT1,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,3.51689546237117,0.9569990620013851
consensus,exploratory,broad,Wnt1,Fzd3_Lrp5,WNT1,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,2.26276733171774,0.3299349966746701
consensus,exploratory,broad,Wnt1,Fzd3_Lrp5,WNT1,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,3.24760593501236,1.2140701528608775
consensus,exploratory,broad,Wnt1,Fzd3_Lrp5,WNT1,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,3.74625945302898,1.07168105733029
consensus,exploratory,broad,Wnt1,Fzd4_Lrp5,WNT1,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,0.912158026461592,-0.34536965595340396
consensus,exploratory,broad,Wnt1,Fzd4_Lrp5,WNT1,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt1,Fzd4_Lrp5,WNT1,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,-0.303634247139913,-0.46704015584683145
consensus,exploratory,broad,Wnt1,Fzd4_Lrp5,WNT1,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,2.61555654997233,0.5063296058019651
consensus,exploratory,broad,Wnt1,Fzd4_Lrp5,WNT1,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,2.76416838101828,0.5806355213249401
consensus,exploratory,broad,Wnt1,Fzd4_Lrp5,WNT1,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,3.1092126534297,1.1448735120695475
consensus,exploratory,broad,Wnt1,Fzd4_Lrp5,WNT1,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,1.48601934652605,-0.05843899592117496
consensus,exploratory,broad,Wnt1,Fzd10_Lrp5,WNT1,FZD10_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,0.912158026461592,-0.34536965595340396
consensus,exploratory,broad,Wnt1,Fzd10_Lrp5,WNT1,FZD10_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt1,Fzd10_Lrp5,WNT1,FZD10_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,-0.303634247139913,-0.46704015584683145
consensus,exploratory,broad,Wnt1,Fzd10_Lrp5,WNT1,FZD10_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt1,Fzd10_Lrp5,WNT1,FZD10_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt1,Fzd10_Lrp5,WNT1,FZD10_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,0.315673507810712,-0.25189606073994647
consensus,exploratory,broad,Wnt1,Fzd10_Lrp5,WNT1,FZD10_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,0.55959554624771,-0.521650896060345
consensus,exploratory,broad,Wnt1,Fzd1_Lrp5,WNT1,FZD1_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,4.60801065888174,1.5025566602566702
consensus,exploratory,broad,Wnt1,Fzd1_Lrp5,WNT1,FZD1_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,4.74851563036266,1.57280914599713
consensus,exploratory,broad,Wnt1,Fzd1_Lrp5,WNT1,FZD1_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,4.75506874732484,2.062311341385545
consensus,exploratory,broad,Wnt1,Fzd1_Lrp5,WNT1,FZD1_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,4.65092735561591,1.5240150086237552
consensus,exploratory,broad,Wnt1,Fzd1_Lrp5,WNT1,FZD1_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,4.06745109205325,1.2322768768424248
consensus,exploratory,broad,Wnt1,Fzd1_Lrp5,WNT1,FZD1_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,4.9642631008171,2.072398735763248
consensus,exploratory,broad,Wnt1,Fzd1_Lrp5,WNT1,FZD1_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,4.90740420100959,1.652253431320595
consensus,exploratory,broad,Wnt1,Fzd5_Lrp6,WNT1,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,4.78667193948898,1.59188730056029
consensus,exploratory,broad,Wnt1,Fzd5_Lrp6,WNT1,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,5.55943999254858,1.9782713270900898
consensus,exploratory,broad,Wnt1,Fzd5_Lrp6,WNT1,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,5.62803550447268,2.498794719959465
consensus,exploratory,broad,Wnt1,Fzd5_Lrp6,WNT1,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,5.16025903991619,1.7786808507738952
consensus,exploratory,broad,Wnt1,Fzd5_Lrp6,WNT1,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,5.1981142829831,1.7976084723073502
consensus,exploratory,broad,Wnt1,Fzd5_Lrp6,WNT1,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,5.23774811965393,2.2091412451816628
consensus,exploratory,broad,Wnt1,Fzd5_Lrp6,WNT1,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,5.80459363216862,2.10084814690011
consensus,exploratory,broad,Wnt1,Fzd2_Lrp6,WNT1,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,5.77948319191342,2.0882929267725103
consensus,exploratory,broad,Wnt1,Fzd2_Lrp6,WNT1,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,5.64544407344548,2.02127336753854
consensus,exploratory,broad,Wnt1,Fzd2_Lrp6,WNT1,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,5.66397037301375,2.51676215423
consensus,exploratory,broad,Wnt1,Fzd2_Lrp6,WNT1,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,5.64947837369542,2.0232905176635096
consensus,exploratory,broad,Wnt1,Fzd2_Lrp6,WNT1,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,5.54481267821028,1.9709576699209401
consensus,exploratory,broad,Wnt1,Fzd2_Lrp6,WNT1,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,5.86167890580352,2.5211066382564575
consensus,exploratory,broad,Wnt1,Fzd2_Lrp6,WNT1,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,5.80459363216862,2.10084814690011
consensus,exploratory,broad,Wnt1,Fzd8_Lrp6,WNT1,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,2.62490948103661,0.5110060713341049
consensus,exploratory,broad,Wnt1,Fzd8_Lrp6,WNT1,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,3.24799996245388,0.8225513120427399
consensus,exploratory,broad,Wnt1,Fzd8_Lrp6,WNT1,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,3.05206379017357,1.21080886280991
consensus,exploratory,broad,Wnt1,Fzd8_Lrp6,WNT1,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,3.07174627331635,0.734424467473975
consensus,exploratory,broad,Wnt1,Fzd8_Lrp6,WNT1,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,3.67546783508173,1.036285248356665
consensus,exploratory,broad,Wnt1,Fzd8_Lrp6,WNT1,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,3.18006811338445,1.1803012420469225
consensus,exploratory,broad,Wnt1,Fzd8_Lrp6,WNT1,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,3.2384232944639,0.81776297804775
consensus,exploratory,broad,Wnt1,Fzd3_Lrp6,WNT1,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,3.77294161606343,1.085022138847515
consensus,exploratory,broad,Wnt1,Fzd3_Lrp6,WNT1,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,3.24799996245388,0.8225513120427399
consensus,exploratory,broad,Wnt1,Fzd3_Lrp6,WNT1,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,2.81694392191479,1.09324892868052
consensus,exploratory,broad,Wnt1,Fzd3_Lrp6,WNT1,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-1.6028973383684,3.51689546237117,0.9569990620013851
consensus,exploratory,broad,Wnt1,Fzd3_Lrp6,WNT1,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,2.26276733171774,0.3299349966746701
consensus,exploratory,broad,Wnt1,Fzd3_Lrp6,WNT1,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-0.819465629290605,3.24760593501236,1.2140701528608775
consensus,exploratory,broad,Wnt1,Fzd3_Lrp6,WNT1,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,3.74625945302898,1.07168105733029
consensus,exploratory,broad,Wnt1,Fzd4_Lrp6,WNT1,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,0.912158026461592,-0.34536965595340396
consensus,exploratory,broad,Wnt1,Fzd4_Lrp6,WNT1,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt1,Fzd4_Lrp6,WNT1,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.63044606455375,-0.303634247139913,-0.46704015584683145
