set,es,nes,p_perm,fdr,leading_edge,size
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.7164171229073407,3.676963520544732,0.0,0.0,Cxcl9;Il18bp;Cfb;Lgals3bp;Cmklr1;Lap3;Bst2;Cd38;Psmb8;Stat1;Psma2;Arid5b;Fcgr1;Psmb10;Psmb2;Ifnar2;Rtp4;Eif4e3;B2m;Psmb9;Irf7;Zbp1;Ly6e;Oas3;Ifitm2;Ccl7;Psma3;Tap1;Rsad2;Gbp3;Epsti1;Psme1;Usp18;Ifit3;Xaf1;Cd40;Sectm1a;Rnf213;Ifit2;Oasl1;Oas2;Ifi30;Batf2;Irf9;Pnp;Psme2;Isg15;Sod2;Dhx58;Cxcl10;Upp1;Rnf31;Cxcl11;Ifi44;Casp1;Vamp8;Il4ra;Nmi;Ptpn1;Ptpn6;Irf5;Ifi35;Socs3;Ogfr;Parp12;Cd86;Ifitm3;Stat2;Parp14;Cd69;Pml;Sp110;Fgl2;Socs1;Casp4;Isg20;Tapbp;Trafd1;Nlrc5;Ddx60;Cmpk2;Herc6;Nampt;Eif2ak2;Adar;Gpr18;Ccl5;Irf1;Ifih1;Samhd1;Mx2;Znfx1;Itgb7;Slamf7;Marchf1;Arl4a;Irf8;Helz2;Tnfaip6;Il15ra;Casp3;Mthfd2;Trim21;Samd9l;Mvp;Hif1a;Ube2l6,177
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.7699340610049511,3.5190871317411245,0.0,0.0,Lgals3bp;Lap3;Bst2;Psmb8;Rtp4;B2m;Psmb9;Irf7;Ly6e;Ifitm2;Psma3;Tap1;Rsad2;Gbp3;Epsti1;Psme1;Usp18;Ifit3;Ifit2;Oasl1;Ifi30;Ifitm1;Batf2;Irf9;Psme2;Isg15;Dhx58;Cxcl10;Mvb12a;Rnf31;Cxcl11;Oas1a;Ifi44;Casp1;Il4ra;Nmi;Ifi35;Ogfr;Parp12;Ifitm3;Stat2;Parp14;Parp9;Sp110;Ccrl2;Isg20;Trafd1;Mov10;Ddx60;Cmpk2;Herc6;Eif2ak2;Adar;Uba7;Irf1;Ifih1;Mx2;Lpar6;Csf1;Helz2;Cnp;Trim21;Samd9l;Sell;Ube2l6;Il15;Tmem140;Irf2;Trim12c;Trim14;C1s1;Cmtr1,90
REPO_MYELOID_IMON_SUBCLUSTER_TOP20,0.9071533695681927,2.9829904782956596,0.0,0.0,Lgmn;C3ar1;Ctsb;Cxcl16;Ms4a7;Npc2;Cyba;Ctsz;Ms4a6d;Atp6v0c;Ctss;B2m;Ctsh;Cstb;C1qb;C1qc,20
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.5018644909976581,2.190728791296496,0.0,0.0014485755673587638,Cxcl9;Cd38;Ifngr2;Stat1;Il12rb1;Ccl7;Il3ra;Ifnar1;Il2rg;Irf9;Crlf2;Cxcl10;Cxcl11;Il4ra;Ptpn1;Socs3;Bak1;Csf2ra;Stat2;Jun;Grb2;Socs1;Cd14;Irf1;Csf3r;Tnfrsf1a;Ltbr;Il10rb;Csf1;Il15ra;Il1r2;Hax1;Ccr1,72
HALLMARK_INFLAMMATORY_RESPONSE,0.41600968985281056,2.0654767802391674,0.0,0.002317720907774022,Tlr1;Mmp14;C3ar1;Cxcl9;Cmklr1;Bst2;Ifngr2;Clec5a;Rgs1;Msr1;Slc31a1;Rtp4;Irf7;Ly6e;Ccl7;Ifnar1;Cd40;Adora2b;Ifitm1;Pvr;Cxcl10;Cxcl11;Slc31a2;Sphk1;Ptafr;Il4ra;Nmi;Slc28a2;P2rx7;Cd69;Rasgrp1;Il7r;P2rx4;Mxd1;Ccrl2;Tapbp;Mefv;Stab1;Scarf1;Inhba;Nampt;Eif2ak2;Cd14;Ccl5;Irf1;Csf3r;Rhog;Timp1;Nod2;Csf1;Tnfaip6;Il15ra;Lpar1;Emp3;Sema4d;Il18rap;Klf6;Sell;Hif1a;Il15;Psen1;Il1b;Met;Ccl24,155
HALLMARK_ALLOGRAFT_REJECTION,0.39593971862297994,1.9332770767197995,0.0,0.00386286817962337,Tlr1;Cxcl9;Ifngr2;Stat1;Ccr5;Ctss;Psmb10;Il12rb1;Ly86;Ifnar2;B2m;Irf7;Capg;Ccl7;Tap1;Gpr65;Il2rg;Igsf6;Ncf4;Cd40;Fcgr2b;Tpd52;Nos2;Il4ra;Bcl3;Ptpn6;Cd86;Eif3d;Tap2;Socs1;Tapbp;Stab1;Inhba;Ccl5;Eif5a;Srgn;Ccr2;Traf2;Irf8;Timp1;Csf1;Spi1;Il18rap;Ccr1;Hif1a;Bcl10;Il15;Mrpl3;Il1b;Ube2n,144
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.5093209901112091,-1.7940698774547514,0.0,0.003401805573727594,Tob1;Hr;Mlph;Frk;Gab2;Abhd2;Nrip1;Cd44;Unc119;B4galt1;Amfr;Kazn;Tbc1d30;Sec14l2;Nav2;Bhlhe40;Xbp1;Rara;Kcnk5;Deptor;Elovl5;Dynlt3;Egr3;Krt19;Il6st;Ttc39a;Dhrs3;Slc22a5;Retreg1;Fdft1;Snx24;Mast4;Add3;Svil;Rrp12;Sh3bp5;Slc16a1;Scarb1;Fkbp4;Rps6ka2;Mreg;Pex11a;Mindy1;Abca3;Cxcl12;Slc7a2;Myc;Myof;Klf4;Ncor2;Fasn;Klf10;Dhcr7,116
HALLMARK_UV_RESPONSE_DN,-0.4837327923004839,-1.7108146545713605,0.0,0.00907148152994025,Pdlim5;Atp2c1;Cdk13;Serpine1;Runx1;Celf2;Grk5;Cdc42bpa;Atxn1;Anxa2;Syne1;Prkar2b;Nipbl;Atrx;Bhlhe40;Nek7;Tgfbr2;Apbb2;Mt1;Ldlr;Synj2;Cav1;Zmiz1;Pten;Dlg1;Adgrl2;Prkca;Pparg;Nr3c1;Rxra;Bckdhb;Mapk14;Togaram1;Mgll;Add3;Nr1d2;Vav2;Slc7a1;Map2k5;Slc22a18;Atrn;Myc;Ddah1;Ythdc1;Bmpr1a;Insig1;Sfmbt1;Plpp3;Rasa2;Dab2;Dyrk1a;Phf3;Tjp1,109
HALLMARK_COMPLEMENT,0.3350797497556694,1.657891369384242,0.0,0.02317720907774022,Lgmn;Mmp14;Pla2g7;Ctsb;Cfb;Lap3;Ctsc;Ctss;Psmb9;C3;Irf7;Ctsh;Fcer1g;Stx4a;C1qc;Gng2;C1qa;Casp1;Itgam;Cpq;Rasgrp1;Hspa1a;Grb2;Casp4;Ccl5;Irf1;F10;Atox1,142
HALLMARK_HEDGEHOG_SIGNALING,-0.6239320844868158,-1.635520613589943,0.011734028683181226,0.015308125081774171,L1cam;Adgrg1;Myh9;Tle1;Rtn1;Rasa1;Cdk6;Dpysl2;Ldb1,19
